"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","81.5363881401617","81.145584725537","82.7235772357724","69.8128559804719","72.7969348659004","73.1623931623932","73.1623931623932","90.2564102564103","88.0952380952381","88.1481481481482","88.1481481481482","87.6388888888889","73.8186462324393","89.7014925373134","86.9727047146402","86.9727047146402","86.5432098765432","86.0122699386503","86.6910866910867","86.2068965517241","82.6552462526767","88.70116156283","93.6842105263158","93.717277486911","93.75","89.9805447470817","76.3525305410122","80.4248861911988","66.9662921348315","63.1141868512111","62.0879120879121","64.7592067988669","62.2055137844612","78.405017921147","79.6482412060301","80.6110102843315","77.6188995958968","75.4090471607315","65.3431890179514","67.9574233804368","70.9078039285082","60.7994842037395","58.0209347614411","53.1751054852321","53.1749283080705","","","","","",
"Albania","ALB","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","57.1428571428571","62.0689655172414","66.2162162162162","68.4210526315789","71.9101123595506","74.5098039215686","76.5217391304348","77.4193548387097","78.8321167883212","79.4078061911171","81.3333333333333","83.0013280212483","84.6560846560847","73.6884584342211","67.6835081029552","79.5338817077947","76.2229806598407","73.7700803212851","74.6543778801843","86.4077669902913","92.1424829753798","95.0500883912787","93.9076225559649","95.686374016747","93.9861390565616","95.7204948177867","96.1744452945677","96.3202192209826","97.3291582243507","96.1490163248221","95.3083109919571","93.9539860888176","97.8565705128205","97.5026757046022","98.713944515892","98.3164373642288","97.4825174825175","100","99.9807766243752","99.9867864693446","98.5922214268671","100","100","100","100","","","","","",
"Andorra","AND","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","31.5116054545282","30.1380118193638","25.7921565227388","27.0630071789457","25.1979233359244","24.5725059333609","24.1834365774795","21.5823837231696","18.5320063518786","16.1158408589463","14.1645413722334","12.2468015613195","10.1907343993","9.23054982978918","8.15337228389721","7.6053082863654","7.90271751230555","7.36239960451653","7.50952083461557","7.19807199977056","6.65010884263576","5.73180086572603","5.35182789393234","5.28513634249897","5.04728195227579","5.2646147177812","5.13594839528354","4.77622531254643","4.8147210962451","4.38936134503233","4.49702696534352","3.65106258058486","3.81062394712385","3.75890025354014","4.32286023693059","3.97078183544413","3.96372413879962","3.17926904335477","3.10696289318962","3.54752325596881","3.24906136651157","3.21002534852469","3.39073692282829","2.83490847880908","2.43845551579809","","","","","",
"United Arab Emirates","ARE","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Argentina","ARG","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","6.53572637995259","5.94325456413499","11.2298863508496","17.9892665474061","17.724840677504","16.5905480540111","17.7891586709036","23.1859783453969","28.3201827794161","38.140331436055","37.809933314452","44.1082083939227","42.8318954491547","44.2111817817907","45.6113995360654","42.872885333551","41.9704452429908","28.7734946215978","25.6676763477262","35.2305873078439","30.2500792570352","34.6879977094182","38.7602312589321","42.4155518005798","40.0387972841901","32.8789139855925","38.74934299704","35.7171809976761","26.5848111648253","32.3630637723541","41.0841702269323","42.4496465489681","36.7412800173856","30.389856736385","32.23402944327","35.5107655166606","28.2707256900805","25.0131574619256","27.7774588046162","26.8131850586366","30.6425842306356","27.2320408178313","29.3691309912423","29.6079396562957","26.2415750877847","","","","","",
"Armenia","ARM","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0067554526153","16.2463219840269","33.8071968014216","68.196981731533","62.1067515022976","34.508181981658","25.2977148374638","23.0552330403052","24.8263608463899","20.9900297358755","21.1648204095334","16.8494342906876","30.0416742163435","36.0298127613161","33.134328358209","28.0671204685769","30.7187342198283","31.4174296371651","31.1438474870017","35.6021865632164","39.3775997535049","33.4993270524899","28.8949726231956","28.1841763942931","25.7032258064516","28.2856776509809","","","","","",
"American Samoa","ASM","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
