Terawatt-hours,Wind,Solar,Other renewables*,Total,Wind_2,Solar_2,Other renewables*_2,Total_2,Wind_3,Solar_3,Other renewables*_3,Total_3,n,o
Philippines,1.04166,1.2460820000000001,11.731147,14.018889000000001,1.02645,1.3726040000000002,12.017831000000001,14.416885000000002,-0.01729403855069911,0.09852619317749123,0.021638838570078756,0.025580172852865735,,
Singapore,0,0.19461899000000002,0.7602769311667616,0.9548959211667617,0,0.2951081203264773,0.6793976804644783,0.9745058007909557,0,0.5121947451622653,-0.10882288430189468,0.01774779333890142,,
South Korea,2.6791578837387613,12.996017986640624,14.851080766146616,30.526256636526,3.139589,16.568756,17.340249562822,37.048594562822004,0.16865486240356264,0.2714268471964918,0.1644184086046816,0.210347188472773,,
Sri Lanka,0.32631,0.37336948817342525,0.09272595444768666,0.7924054426211118,0.6400451971703768,0.40015574462935644,0.09272595444768666,1.13292689624742,0.9561044399529859,0.06881369678863414,-0.002732240437158473,0.4258249714084519,,
Taiwan,1.892231712,4.014341974,1.980636367,7.8872100529999996,2.2892881070000004,6.085793133,1.9418111304999999,10.3168923705,0.2065294154956796,0.5118705188094264,-0.022281087092690277,0.3044795397665452,,
Thailand,2.2421533950269223,4.56785375325568,14.593663818717408,21.40367096700001,2.2421533950269223,4.56785375325568,13.692115348087404,20.502122496370006,-0.002732240437158473,-0.002732240437158473,-0.06434015703787865,-0.04473836288356925,,
Vietnam,0.0004836049201601583,4.1171890635881,0.000439335567400779,4.118112004075661,0.000779470493298491,9.45273114133518,0.0004095522917751141,9.453920164120253,0.6073880973743866,1.2896456445101308,-0.07033865057001754,1.2894204363133581,,
Other Asia Pacific,0.4610545003094171,0.8281745833949075,0.25235394804000855,1.541583031744333,0.4610409969820244,1.0577675695089692,0.22550894804000854,1.744317514531002,-0.002761448335674821,0.2737380684374773,-0.10881995261045918,0.12841902373186986,,
Total Asia Pacific,509.36830709449487,392.03899610599933,247.81464619774835,1149.2219493982425,572.636106061397,470.2983146047688,279.0733629139864,1322.007783580152,0.12113674640282901,0.19634360660710026,0.12306060863253254,0.14720723977292338,,
Total World,1418.170046266548,707.9184952990992,663.1342917592151,2789.2228333248636,1591.2135122192983,855.7246897461804,700.0686508442825,3147.006852809762,0.1189532161496556,0.20548714267624946,0.05281223372649846,0.12519101591083492,,
