Trillion cubic metres,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,tt,uu
Ukraine,,,,,,,,,,,,,,,,,,0.7425961926707437,0.7956387745343224,0.7885664302858435,0.785030304742282,0.785030304742282,0.785030304742282,0.7814940860373649,0.785030304742282,0.7779579139131296,0.7765292845375,0.7765292845375,0.7614510726849336,0.7463728142516778,0.7301978804080631,0.7290830744837761,1.1650165089254554,1.1372402297617012,1.1382322397318354,1.0695851497985576,1.0501417543839295,1.0316903689394359,1.0912109671474803,1.0912109671474803,1.0912109671474803,0,0.03871233969253729,0.0058020229025962655,,
United Kingdom,0.720525,0.6474,0.6171749999999999,0.6942,0.706875,0.6317999999999999,0.61815,0.6279,0.57525,0.5459999999999999,0.531375,0.5265,0.59475,0.61425,0.6435,0.6825,0.741,0.745875,0.736125,0.7562,0.7313249999999999,0.6517249999999999,0.62685,0.58705,0.5283450000000001,0.478595,0.4099399999999999,0.34128499999999995,0.29053999999999996,0.25471999999999995,0.25132704999999994,0.24479984999999996,0.24277999999999997,0.23979499999999998,0.20496999999999996,0.20596499999999998,0.18395764378378376,0.18697934276987774,0.18697934276987774,0.18697934276987774,0.18697934276987774,0,-0.030443642818151817,0.0009941784510277987,,
Other Europe,0.3178500000000001,0.33150000000000013,0.3402750000000001,0.36075000000000007,0.3636750000000001,0.35685000000000006,0.35002500000000003,0.3432,0.33832500000000004,0.34125000000000005,0.32742871500000004,0.31451252250000006,0.3144018075000001,0.30634903500000005,0.2565559875,0.259060185,0.21322491,0.20033560794375,0.17203226544375,0.20480939294375006,0.1825902563293325,0.18293828529967232,0.17006733228484222,0.13326799324035196,0.13301013574035195,0.1387888768153471,0.1357670693153471,0.1504034450599291,0.1378666759316831,0.12990705043375866,0.12675255332264754,0.12504320085449785,0.12370530547768545,0.11830326010480557,0.11251601731855557,0.10694692736645836,0.10128526538570834,0.0971895370642778,0.0935665915207778,0.08998732780330557,0.09026828349010055,0.003122169461561297,-0.03604921056919619,0.00047996094610074693,,
Total Europe,4.27965488,4.115446145,3.98436446,4.2315439999999995,4.16385455,4.259397219999999,4.197105275,4.937539050000001,5.328646085000001,5.273818475000001,5.514212355,5.0651752525,5.1666069625,5.072721035000001,5.0393268975000005,5.016020846444,5.095356546104,5.507996423530495,5.432687157002072,5.506968181613594,5.370348208655614,6.137210556041953,5.939884868227124,6.068750332477716,5.857720221757634,5.683103589503477,5.439520107877847,5.269230748870157,4.999568424105424,4.794381147721953,4.66887695949501,4.602109422237755,4.800558409021426,4.650931890232572,4.378115098991297,4.227303226685066,3.988833910237191,3.902994866064654,3.4133892696230133,3.2769603262890312,3.1687821141552646,-0.033011755212878136,-0.03733792511788947,0.016848571864822016,,
Azerbaijan,,,,,,,,,,,,,,,,,,0.6556890235818948,0.6556890235818948,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9901997090239568,0.9979659432406185,1.055436364348843,1.0173816727347311,1.0209230501032451,1.0209230501032451,1.0209230501032451,0.0009458085000000001,1.3392184376069667,1.3187447912942858,1.3187447912942858,1.3187447912942858,2.094893158488585,2.5036527991692847,2.5036527991692847,0,0.09423101217377394,0.01331204626627087,,
Kazakhstan,,,,,,,,,,,,,,,,,,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,1.7132322067407268,2.2571154469758783,2.2571154469758783,2.2571154469758783,2.2571154469758783,2.2571154469758783,0,0.027954173919989556,0.012001194921447222,,
Russian Federation,,,,,,,,,,,,33.91055283867256,34.729896947522114,34.73401425460177,34.50941515340707,33.70468748469027,33.42532819933628,33.56744391536873,33.36404894563422,32.94984785342183,33.15571320740412,33.36157856138643,33.91055283867256,33.773309269351024,33.6360657000295,33.773309269351024,33.773309269351024,33.91055283867256,33.97917462333333,34.04779640799409,34.11641819265486,34.4595271159587,34.64007103140118,34.94399691566372,35.04905892663289,34.957399828550294,34.83325247195036,37.88823464580261,37.64098801333335,37.55674101264012,37.391524354530056,-0.0043991212670571045,0.009857020421671914,0.19881259188137218,,
Turkmenistan,,,,,,,,,,,,,,,,,,1.757925,1.81545,1.81545,1.81545,1.81545,1.81545,1.81545,1.81545,1.81545,1.81545,5.712524999999999,5.712524999999999,7.910174999999998,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,13.60125,0,0.05569696536508073,0.0723185216972548,,
USSR,20.469295466937123,21.748627023445884,22.38829145352838,23.027957231782764,23.987456573250313,25.58662034480036,26.226284774882785,26.67405041520932,27.185784116350327,33.26260429116538,34.88095794169099,2.4150403297872645,2.3909378388396725,3.4104241375283593,3.8513290731541776,4.129969220368203,3.939344360491661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,0.86385,0.86385,0.913575,0.913575,0.913575,0.9184500000000001,0.9184500000000001,0.913575,0.9242999999999999,0.9242999999999999,0.9184500000000001,0.8853,0.8735999999999998,0.8735999999999998,0.8735999999999998,0.845325,0.845325,0.845325,0.845325,0.845325,0.845325,0.845325,0.845325,0.845325,0,-0.0032847370280333354,0.00449463500441003,,
Other CIS,,,,,,,,,,,,,,,,,,0.009804240853963015,0.009550206344984132,0.009292136339436867,0.009032653910090685,0.007746757035070476,0.007432498591440449,0.00714491609157831,0.006829795867659449,0.006530812282984338,0.0062294271743072605,0.005936791324831265,0.0056674975945489765,0.005383656908047415,0.005114546288458702,0.0048366070112519245,0.004584105026105165,0.0038268864019908536,0.0035661715326299886,0.003298546278962338,0.003254544233362535,0.0031828717967352,0.0030890577002528983,0.002982480639692426,0.002860656867809437,-0.04084645856931757,-0.05735096819434882,0.000015210254628293558,,
Total CIS,20.469295466937123,21.748627023445884,22.38829145352838,23.027957231782764,23.987456573250313,25.58662034480036,26.226284774882785,26.67405041520932,27.185784116350327,33.26260429116538,34.88095794169099,36.325593168459825,37.12083478636178,38.14443839213013,38.360744226561245,37.83465670505847,37.36467255982794,38.567944386545314,38.421820382301824,38.39159690552595,38.5972027770789,38.801782234186184,39.35531725302868,39.21778610120728,39.07535241166185,39.223021997398696,39.22272061229002,43.25866277997873,43.35133569201745,45.56756894437759,51.330537995787296,51.67336897981393,51.82538539327126,51.108576817306435,52.55165074251322,52.43925037286427,52.858942254453886,55.91385275586952,56.44266067649807,56.767066739424976,56.60172825754303,-0.002912577509789127,0.02221926016651632,0.3009542000253834,,
Bahrain,0.5696856248283336,0.5501256033750003,0.5427905953300002,0.5330105846033335,0.5232305738766668,0.5110055604683336,0.49878054706000025,0.48411053097000023,0.4645505095166668,0.44743549074500016,0.43276547465500004,0.42298546392833336,0.4083154478383334,0.3887554263850001,0.37408541029500003,0.359415394205,0.34719038079666664,0.34719038079666664,0.34719038079666664,0.28851031643666664,0.26895029498333334,0.26895029498333334,0.26895029498333334,0.22494024671333332,0.22005024134999998,0.22005024134999998,0.22005024134999998,0.2078252279416667,0.22005024134999998,0.22005024134999998,0.20799858998999998,0.20799858998999998,0.1893561917925,0.18098891391585703,0.17220084450189743,0.16346132795762822,0.17378992380262498,0.1824695338725,0.182926851,0.077313495555,0.064831428075,-0.16144745998608212,-0.09931413736932937,0.0003447119226472495,,
Iran,13.3183945,13.303282500000002,13.288170500000001,13.265502499999998,13.238112,13.209776999999999,13.180497500000001,13.149329000000002,13.4119,16.0565,16.059333499999997,18.7011,19.55115,19.55115,19.611598,18.276075000000002,21.7235,21.7235,22.76245,24.375,25.35,25.4475,26.02275,26.88075,26.8125,26.049310000000002,25.359825,26.568785000000002,27.966645,27.966645,32.26275,32.7795,31.905210000000004,32.131890000000006,32.131890000000006,31.64075,31.8497196805,31.933545000000002,32.017368241599996,32.10137858865,32.10137858865,0,0.013884144356687944,0.17068462413197874,,
Iraq,0.73853,0.7344925000000001,0.7748484999999999,0.7801400000000001,0.7771,0.7801400000000001,0.7801305,0.95,2.5555,2.95925,2.95165,2.945,2.945,2.945,2.95925,3.192,3.192,3.0286,3.0286,3.12075,2.9535500000000003,2.9535500000000003,3.0305,3.0115,3.0115,3.0115,3.0115,3.0115,3.0115,3.0115,3.0000999999999998,3.0000999999999998,3.0000999999999998,3.0000999999999998,3.0000999999999998,3.0000999999999998,3.628905,3.556914,3.5428824999999997,3.5285259099999995,3.5285259099999995,0,0.015970374830099665,0.018761347492448174,,
Israel,0.0029249999999999996,0.0019500000000000003,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0009750000000000002,0.0019500000000000003,0.043875,0.043875,0.043875,0.045825000000000005,0.045825000000000005,0.043875,0.043875,0.0429,0.0429,0.08775,0.19695,0.19695,0.19695,0.18719326949959783,0.18243603836669156,0.17397872640000006,0.16594893902769234,0.4556904333784616,0.4123630390153847,0.5667050219636571,0.5885577426741042,0.038561014749307176,0.20506644470420787,0.003129390745972945,,
Kuwait,1.0012999999999999,0.9937,0.988,0.9842000000000001,0.9859100000000001,0.984675,1.1086500000000001,1.14475,1.3091,1.33,1.4421,1.4354500000000001,1.42025,1.4174,1.4243190051020447,1.4193,1.41455,1.4155,1.4079000000000002,1.4079000000000002,1.4791500000000002,1.4791500000000002,1.4791500000000002,1.4934,1.4934,1.5326999999999997,1.7354999999999996,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,1.6947999999999999,0,0,0.00901133576491186,,
Oman,0.07897499999999999,0.07604999999999998,0.080925,0.160875,0.209625,0.21255000000000002,0.223275,0.2652,0.27592500000000003,0.27202499999999996,0.273,0.09067499999999999,0.14625,0.195,0.2496,0.441675,0.6015750000000001,0.5284500000000001,0.5538,0.782275,0.8096075,0.8916050000000001,0.8916050000000001,0.9330750000000001,0.9377875,0.9377875,0.92365,0.92365,0.92625,0.49880587249999997,0.4902658800000001,0.4851942875,0.47559140664750005,0.6648138013237501,0.6644625000000001,0.6644625000000001,0.6644625000000001,0.6644625000000001,0.6663475000000001,0.6663475000000001,0.6663475000000001,0,0.029382833547465292,0.0035430027487665843,,
Qatar,2.8980000000000006,2.92905,3.255075,3.519000000000001,4.429800000000001,4.595400000000001,4.595400000000001,4.595400000000001,4.782735000000001,4.781700000000001,4.776525,6.65298,6.947955,7.317450000000002,7.317450000000002,8.797500000000001,8.797500000000001,8.797500000000001,11.281500000000001,11.547495000000001,14.948505,26.685405000000006,26.685405000000006,26.230005000000006,26.248635000000004,24.995099999999997,26.436758124451508,26.35619059807875,26.252850802520253,26.207833807064258,25.923722639127753,25.923722639127753,25.758748246275,25.541869492125002,25.386537411450004,25.14953271028038,24.915038232795247,24.696135,24.6809661435,24.665471469000003,24.665471469000003,0,-0.006047044279161917,0.13114753670463347,,
Saudi Arabia,3.0240685000000003,3.178776,3.2605615,3.3667715,3.4276095,3.50265,3.81995,3.980025,4.769,4.957479999999999,4.961565,4.95957,4.9863599999999995,4.9863599999999995,4.997,5.267275,5.408635,5.587899999999999,5.764600000000001,5.8387,5.98595,6.132782000000001,6.3137,6.416300000000001,6.419149999999999,6.480899999999999,6.71935,6.939222488655,7.0749649725,7.403157264,7.5053810924999995,7.6022247195,7.661406936,7.758250562999999,7.908896204999999,8.005739832,8.03533094025,5.651042680084264,5.892755975910725,5.98454583508532,6.019120015374417,0.005777243794575115,-0.021047945324526474,0.032003960035308185,,
Syria,0.08775,0.08775,0.100425,0.1014,0.1014,0.12089999999999998,0.13845,0.121875,0.110175,0.153075,0.17745,0.195,0.195,0.221325,0.229125,0.229125,0.229125,0.23205,0.23205,0.234975,0.234975,0.234975,0.24375,0.28275,0.28275,0.277875,0.273,0.268125,0.26325,0.26861250000000003,0.26861250000000003,0.277875,0.26861250000000003,0.277875,0.26861250000000003,0.26861250000000003,0.26861250000000003,0.26861250000000003,0.26861250000000003,0.26861250000000003,0.26861250000000003,0,0,0.001428226001978043,,
United Arab Emirates,2.31075,2.4657750000000003,2.8986750000000003,2.972775,3.0303,3.0693,5.278845,5.5419,5.521425,5.50875,5.482425,5.648175,5.650125,5.650125,6.607575,5.712524999999999,5.639399999999999,5.911425,5.846100000000001,5.845125,5.84415,5.90655,5.9026499999999995,5.895824999999999,5.901675,5.9085,5.889975000000001,5.923125,5.93775,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,5.938725000000001,0,0,0.03157649574609169,,
