Terawatt-hours,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,oo,pp
South Africa,135.403,135.988,142.773,143.032,148.462,155.92600000000002,155.388,156.71699970017045,165.95999990918682,169.40200023604234,173.55100060987476,184.7180000512473,192.8690000906969,187.5270005227659,186.66200020789827,193.239200039378,195.29910038366395,204.016300533907,217.32817895718964,226.2022122573353,228.8901666526074,237.47174437756132,244.61584132781098,240.52764149148888,231.9991931509154,240.51390037491575,241.49393376057697,236.71548427166843,230.68842991079643,226.63884036136378,220.2223060452496,220.21100148566276,223.71314251192038,225.66624503711552,218.2073805590965,202.40526729575947,-0.07495224532474953,-0.006110056846529988,0.02148355780127596,,
Other Africa,4.111336140826172,6.090250111608489,9.454475937335324,9.416726293727,8.748627740748457,8.747535442381437,9.397977731926296,8.703407547853228,10.002405443210336,10.396730586372575,13.338163722361468,12.576305660840944,13.178764252645092,14.172961581606042,13.133715211606358,14.97438391567596,19.132059792176022,18.88137837491992,17.687298194327404,18.992379472083623,19.921901097062676,18.429687367926192,17.854572916531982,16.96367708319472,15.706395083194721,16.82097908319472,18.465074777633795,18.7968797776338,20.697797777633802,25.233090824214496,26.788922909090907,26.64528963772728,28.361439635308944,33.162277940854366,37.50093172547403,33.62432192161173,-0.10582349166521676,0.09092916919128524,0.0035689291745363096,,
Total Africa,139.51433614082615,142.07825011160847,152.22747593733533,152.44872629372702,157.21062774074844,164.67353544238142,164.78597773192632,165.42040724802365,175.96240535239713,179.7987308224149,186.88916433223622,197.29430571208823,206.04776434334198,201.6999621043719,199.79571541950463,208.213583955054,214.43116017583998,222.89767890882692,235.01547715151702,245.19459172941893,248.8120677496701,255.90143174548754,262.470414244343,257.4913185746836,247.7055882341101,257.3348794581105,259.95900853821075,255.51236404930222,251.38622768843024,251.87193118557826,247.01122895434054,246.85629112339,252.07458214722936,258.8285229779699,255.70831228457055,236.0295892173712,-0.07947967148055546,0.0031847097460764306,0.02505248697581227,,
Australia,89.374,92.587,100.348,105.998,113.56,123.363,127.22155000000001,130.0024,133.2774,136.8941,141.93535,148.4309,157.47385,165.9459,171.1614,180.26025,179.87735,171.8623,173.606,178.9607,182.97535000000002,185.76434999999998,185.48615,184.23995000000002,182.02235000000002,176.01985,171.9845,165.38415,155.4474,155.22915,162.20250530600362,162.3565069246641,159.16867308534594,156.55554483019833,149.84061117562015,142.93494811153047,-0.048693045576620575,-0.0192676931419683,0.015171300928099806,,
China,260.645443,299.6103564,339.86171979999995,373.6529812,405.06001580000003,441.25100719797985,498.4339574909091,567.329609468687,589.2284719878788,693.4083966161616,741.8859007838385,824.1841076060606,867.0265180020202,891.6741390444446,969.6844324262627,1060.2594138101008,1129.1425004808082,1282.5674984626264,1519.9681357030304,1722.4212222222222,1980.147939393939,2302.4211818181816,2656.7017070707075,2708.9129999999996,2911.5204221668005,3233.5993499999995,3690.8661,3748.1943108,4077.3667420999996,4203.05879,4046.1676599999996,4156.350123,4430.029737789474,4763.245667,4849.697651,4917.719804649299,0.011255497696678995,0.05234824788019088,0.521973163471503,,
India,116.039,129.90200000000002,152.8,164.67600000000002,184.975,191.633,214.118,229.412,252.784,264.609,296.29200000000003,312.234,325.827,336.484,365.43600000000004,390.233,408.291,426.701,441.47200000000004,463.005,478.485,505.46456978160154,533.26517,573.1229875,611.1145774999999,642.9701325,701.25486,787.1302049999999,847.9688011812017,949.9307583627195,1006.5546295333322,1073.604177665619,1115.2365985555389,1198.860850358686,1184.5342175229641,1125.2151000288786,-0.05267342620237658,0.06842119964240756,0.11943179129333546,,
Indonesia,5.211961603332353,5.34905328937226,6.183137463519304,7.5764039319371905,8.508919612658014,9.76802,11.04635,11.36168,10.681360000000002,12.80518,14.366610000000001,16.67061,20.47273,22.436529999999998,26.334899999999998,34.002,37.713,42.929,46.459,48.211,51.825,58.667,63.902,61.493339999999996,65.91335000000001,68.47707000000001,81.08997000000001,102.16626,111.25151000000001,119.53201000000001,124.65749,135.38033000000001,147.96445000000003,160.01287,174.493,180.868959754,0.03370784082073963,0.10225090087011512,0.019197666163765503,,
Japan,99.33412584717328,98.77428028871363,107.33318848186522,112.197764675079,116.86643369252486,119.28443597653828,125.57195114850771,131.97460945587608,140.23030688839842,156.84714368628588,168.60079598740006,178.44433765945473,188.1350387135969,192.23228680355842,211.61293727791332,233.87888998874126,249.17906278617752,260.11985971026763,287.9628687168772,291.0915968842838,315.1350003162182,307.4925410309023,313.0113612018818,330.96815429288137,309.6131184543426,312.74000359212675,281.57710650862055,330.798435062306,359.2459692021313,353.0864074077378,346.68684282352837,322.88866358991356,320.0829982811601,314.47774412812004,307.21383378,298.79737511266666,-0.030053480419585443,-0.000777645575920638,0.031714741245950744,,
Malaysia,0,0,0,0.257,2.1710000000000003,2.932,3.473,3.837,3.88,4.081,3.974,4.1770000000000005,2.46,3.6550000000000002,4.522,4.038,6.238,9.559000000000001,13.435,22.627,25.231,26.626,30.856,31.029,37.644,49.401,52.302,55.615,53.663360000000004,55.827,63.474000000000004,69.153,68.866,77.286,75.265748,89.60162851758476,0.18721752854849405,0.07174178115859231,0.009510433157518513,,
South Korea,24.687148999999998,24.912939,23.481051999999988,29.29051399999999,30.298577000000012,33.23579,36.218468,40.94261200000001,51.954263,63.49922300000001,70.45110099999998,80.00205100000001,91.871498,99.559313,106.43118000000001,111.47006229210068,124.15797119169603,133.66117744135477,135.21720030546493,142.14512794396478,149.21625485647365,152.65529387185205,169.45128915272863,189.89971446670154,208.37234011139552,215.4087729960901,218.31199683490655,217.76700841556203,218.4883876529951,218.94465527774597,226.5299115381989,227.3785147426886,251.6974847567515,251.22158772580065,239.63998484776246,208.5179835565958,-0.13224722317457893,0.014079308672004576,0.02213236943976254,,
Taiwan,14.660622115999999,20.482162782,22.661673002,23.793280602999996,26.661787544,25.52122012,29.958829149000003,38.30830592,45.851676636,49.30871655,51.537344268000005,61.24624566600001,66.06692220800001,70.401151604,74.05010240900002,87.29711669600002,95.295355266,102.92898920699999,112.30238707699999,115.325847575,120.029726079,124.02685595399998,128.443282414,122.195724353,120.702352474,122.340667397,124.46126138300001,122.442321276,121.51763989700001,123.42418709200001,117.13766239099999,121.212390006,127.94705900100003,131.289075827,126.43383549400002,125.95560160900001,-0.006504389191307691,0.0046499288815224915,0.013369091050419175,,
Thailand,5.313,5.54128,6.698009999999998,6.7995,7.869569999999999,11.05285,13.785219999999999,14.81505,13.503753999999999,14.130907999999998,15.16511264,17.58007204,19.02579449,16.59047822,16.633195532,18.197338690000002,20.29602911,19.291505838,19.301379904,20.404479068,20.614304654,24.468379552000002,30.881112347000002,30.837639902000003,29.808062895000003,29.764004005000004,31.711729168,34.582607564999996,35.352193419,37.57191758698999,34.58211124924,37.1071562612,35.732450111,35.796423680000004,35.825220458,36.823168077000005,0.025047658009746288,0.018557408019248545,0.003908458857705346,,
Vietnam,2.3040000000000003,2.657,3.065,3.44,2.726,2.001,1.366,0.851,0.637,1.071,2.023,2.376,3.325,3.48,2.915,3.1350000000000002,3.218,4.878,7.237,7.173,11.007,12.235,12.357000000000001,12.288300000000003,12.449399999999994,15.878,19.941690962099127,21.251,24.02332361516035,34.86880466472303,52.71137026239068,63.93188854489165,62.538699690402474,83.90096,110.8158527920233,118.57491657804839,0.0670940882264548,0.24435800848368272,0.012585695560796048,,
Other Asia Pacific,33.83002501603303,35.462682834130206,40.19471707380923,43.52847482204571,46.341391657669845,45.463199182797105,47.53661505717169,49.79067379493157,48.22098507004427,40.25964982219703,41.82839006372966,39.87306582589133,36.93607525496611,40.18195165851352,40.702374629037145,49.437669848344626,53.382953839861855,51.574255774850386,57.51861869957938,57.44808854423275,60.18557392740364,61.63715866696147,63.67397457815244,63.02418978336115,63.422978232632815,65.60327826922045,70.68844752828247,75.3836907450471,80.90961310848614,86.01798359987724,88.90164057740766,102.89428055064707,117.09554303339861,135.4547095954473,143.68556838226223,141.38619766014594,-0.018691312139813787,0.08521715853120382,0.015006914544846976,,
Total Asia Pacific,651.3993265825386,715.278754594216,802.6264978211937,871.2099192320618,945.0386953068528,1005.5055224773153,1108.7299408455885,1218.6249406394945,1290.2492175823213,1436.9143176746445,1548.059604742968,1685.2183897974069,1778.6204266685831,1842.6407503305165,1989.4835222742133,2172.2087413252875,2306.791222674544,2506.0725864340993,2814.479590405952,3068.8130622377034,3394.8521492270347,3761.458330675499,4188.02904676447,4308.012000297944,4552.582951834171,4932.202128759437,5444.189662384908,5660.714988863915,6085.234940175975,6337.491663991794,6269.6058236811,6472.257031285624,6836.359694304072,7308.1014331452525,7397.445523452632,7386.3956836547495,-0.004221896419595361,0.04974155811719361,0.7840016257137031,,
Total World,3748.311305640655,3838.9270987361156,4057.907860782065,4200.40454957834,4376.797115471184,4460.122126797411,4556.749505132281,4649.1472559100885,4725.562077930874,4891.1564342326865,5038.372434910313,5279.135100250661,5393.868964087912,5504.075359187233,5622.520623716203,5987.062055212533,6067.032984577834,6317.473716587424,6762.657876601878,6985.8732264892915,7358.029848326575,7760.08414693394,8250.801203890305,8266.217541020585,8115.427927346705,8634.478268101864,9076.161312256487,9107.68054854446,9577.113352136808,9752.429331979538,9402.401347736375,9422.416706012255,9716.242383534627,10096.73000760783,9826.24312644675,9421.40352952797,-0.04381950772804111,0.01931310545212428,1,,
