Terawatt-hours,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,oo,pp
Other CIS,94.89833731683191,103.6905357116957,105.2335074403686,102.14460173660268,110.40286268088144,110.359634,104.82415560000001,99.5216334,89.3065626,79.53657700000001,76.2284612,74.9355086,79.42790500000001,76.71448420000002,78.23222460000001,80.8699094,89.7782674,90.61216060000001,90.80284381346559,99.53446329481788,101.525177260415,106.01748809052789,107.95421333333454,117.32446605555634,104.515476611112,114.21331630555628,118.4599649166674,120.94361256615133,123.15957925000124,131.16233640266643,132.53305658683882,133.9294567157484,135.90463288146924,148.59795300000002,151.84560260757522,151.0859997599199,-0.00772104101504878,0.03805929462676261,0.024104041074155116,,
Total CIS,554.8512083287262,582.6764186110915,602.6162508593625,605.5974170730765,620.8029346642899,631.1134734006289,614.7764895516981,568.4444820010518,526.2347026650182,448.62928909858476,435.2269859793334,443.81071590400023,440.52118531566697,427.2914322456064,440.9639389590711,456.760831227324,472.40978039103123,481.61337085932604,504.44291102480037,529.242422334461,548.8537141490755,569.2703357283359,602.1413451125767,619.9736320449764,587.2052820939192,642.0941309665398,647.6962700360847,661.6871077252113,668.4608240589536,684.199911330234,679.9313745661802,675.2514338275283,673.9374116874977,693.7875202634613,692.3175904172665,657.9476069775212,-0.05224142069720106,0.016603361196841027,0.10496800609208641,,
Iran,13.736637351591275,15.771316507104661,13.528335629785202,20.01602367230238,26.360573090147696,30.322031210419023,35.00195661200582,37.15930312104667,40.283654161286734,47.24839497524,46.5996388354854,49.09434939106656,58.89236653645335,71.75508694986712,77.15055998470041,81.55924270441231,89.50114555916454,98.04048593410373,109.8511391099521,114.61113006684616,124.58442985175087,125.12085986059162,138.75440456875447,135.05934453453318,149.4134814614587,175.37199079175207,140.53218482000477,152.95689937143666,135.8489108563881,192.65096291582472,206.4378177554565,223.66014225843122,251.17033975621825,208.7223338167822,199.2395978003572,220.41846931279449,0.10327583213705616,0.029197178893864528,0.03516524261851179,,
Saudi Arabia,29.752546977976916,30.840101075562355,33.070402395036936,34.57662223965974,38.833995024041556,40.728552214633574,42.75567661534177,43.896796413754295,47.8755200327219,50.478018557915036,49.80836290231063,49.51864402540941,52.91070986628724,53.60059743972192,54.901633251632425,63.83851600263064,76.6548643692313,86.5067201951245,91.36294898329803,98.73897340407866,107.93188292579397,104.54817220260686,102.70881703225207,100.70844791916377,94.08791370486114,100.90353597965776,110.9534762840525,125.84933150904335,138.06806523173302,143.0277878215426,154.67882581032526,166.977515231182,188.53718171620318,200.03189115441995,206.02767380131738,207.03283961900985,0.002133219840600109,0.08153149775372737,0.03302971868872933,,
United Arab Emirates,12.184002917867437,12.81393121757925,13.656863998559079,14.83876317002882,15.61070491354467,17.07958167867435,17.22055927233429,18.687449481268015,21.728194048991355,23.734028242074928,24.980261268011528,26.569994632564843,28.461369495677236,33.38926866714697,37.12318128242075,39.94123505763689,43.16929331412104,46.85309837896254,49.44695945965418,52.414257463976945,60.69509613832853,62.43495945965418,78.75782278097982,80.45970402737753,85.6884217276657,93.92733828386167,99.11319400000001,106.194408,109.888558,116.206521,127.06295882737672,129.26456417812653,133.77410958801548,134.69638044346098,134.25038974356224,131.19504896636172,-0.025428583124877613,0.04592210372001104,0.02093066765971706,,
Other Middle East,15.246244938822672,18.253705718913256,19.3026908011847,23.52666472303207,27.21196256684492,26.813,20.636,28.573,36.357,38.940999999999995,40.604000000000006,45.964,46.838,46.465999999999994,46.572,49.721000000000004,52.355999999999995,52.81156899999999,55.027692,64.565821,79.5647949066572,97.22326259953162,104.95220792889437,122.66950016438841,140.32723446554522,159.22070873596044,153.92571160261622,149.3569621665039,164.5988374580354,182.79564377387425,204.38001124883723,230.62165438112615,241.88317225995647,255.74308188318523,274.2198654154507,277.4257050873782,0.008926581371017761,0.06929046628440738,0.04426009425809523,,
Total Middle East,70.91943218625829,77.67905451915952,79.55829282456592,92.95807380502302,108.01723559457885,114.94316510372695,115.61419249968188,128.31654901606896,146.244368243,160.40144177522996,161.99226300580756,171.14698804904083,187.1024458984178,205.210953056736,215.74737451875362,235.05999376467986,261.6813032425169,284.21187350819076,305.6887395529042,330.33018193490176,372.7762038225306,389.32725412238426,425.1732523108807,438.8969966454629,469.5170513595308,529.423573791232,504.52456670667357,534.357601046984,548.4043715461565,634.6809155112414,692.5596136419958,750.5238760488658,815.3648033203934,799.1936872978483,813.7375267606875,836.0720629855443,0.02463962354766247,0.05653356220530803,0.13338572322505343,,
Egypt,9.2365,10.289,11.716000000000001,13.1555,13.715,16.446,20.4065,22.9445,26.1725,29.2915,30.45,31.5135,32.6795,32.529500000000006,37.2265,42.18835713463313,48.47134021778585,57.4507023837621,64.0246891554745,74.44771455196964,76.7896031689705,83.05987460641761,89.21160314511052,93.73184536504868,96.1740989942267,107.93491479076567,115.71538262671265,124.36251380710709,120.33285185499042,121.37852391204764,126.44124417494046,135.7669321843347,150.0771087043987,159.27357841357522,153.46271432681914,150.01124859871604,-0.02516137254896922,0.04783879802777946,0.023932576834084434,,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011097222399059437,0.0033260000656510445,0.08593899630500824,0.019536389983233402,0.08593899630500824,0.08593899630500824,0.006787499901075729,0.8092999326509548,0.8779420365579095,1.7619719909118858,2.9789559136191786,3.1,3.975621911739649,1.7104404498210939,1.8785397853126597,1.8502811381836768,1.8592605213835405,1.8592605213835405,-0.002732240437158473,0.7529238142474384,0.0002966237245422962,,
Other Africa,18.69,18.06,19.868000000000002,20.854000000000003,23.223999999999997,26.2,25.205000000000002,27.6,28.961000000000002,32.81,35.864000000000004,38.478,43.165000000000006,44.80100000000001,48.864000000000004,49.655299999237066,52.507,58.504000000000005,59.95800000000001,66.692,74.8487,81.45639999999999,85.523,89.5354,93.73750000000001,107.91889999694827,117.98313424389646,132.65479298630137,142.09441397558595,149.26658297558595,159.113823122207,166.0287176020502,175.3018766799345,174.5490463268089,182.19856326210086,180.34016996592493,-0.012904196163274095,0.06871808375193544,0.02877120892131742,,
Total Africa,27.926499999999997,28.349,31.584000000000003,34.0095,36.93899999999999,42.646,45.6115,50.544500000000006,55.1335,62.101499999999994,66.31400000000001,69.9915,75.84450000000001,77.33050000000001,86.09049999999999,91.8436571338702,100.97834021778584,115.95470238376211,123.98379887771439,141.14304055203527,151.7242421652755,164.53581099640084,174.82054214141553,183.3531843613537,189.9183864941278,216.6631147203649,234.57645890716705,258.77927878432035,265.4062217441956,273.7451068876336,289.5306892088871,303.5060902362061,327.257525169646,335.67290587856775,337.52053811030356,332.2106790860245,-0.018421215224840082,0.059188652321926716,0.05300040947994415,,
Australia,11.501,13.784,13.989,14.718,15.128,12.5655,11.2025,11.964,12.247,13.556000000000001,13.679,11.935500000000001,12.18,14.467500000000001,16.123,16.758,24.5005,30.552650000000003,30.14735,27.361150000000002,23.264400000000002,27.2879,33.40285000000001,36.3081,41.1229,46.790800000000004,48.783899999999996,49.8125,52.72365,53.655407000000004,49.70556033136226,48.11049892356512,55.087771523825914,51.464721987500496,55.71058498626213,53.12430429398229,-0.049028906541572326,0.030826081902260105,0.008475374387917033,,
China,0.972,1.693,2.737,2.053,3.709,2.771,2.4290000000000003,2.467,3.124,3.154,2.999,2.828,8.077,6.0920000000000005,4.813,5.773,4.934,4.194,5.155,7.46,12.142,23.819,33.907000000000004,34.566,56.558880000000016,77.72672,108.7669,110.25188279999999,116.3884582,133.28257000000002,166.90686000000002,188.28019999999998,203.20000000000002,215.5,232.5,246.96674822415162,0.05932032553987132,0.15184015759784608,0.03940071649659666,,
India,2.158,3.682,4.235,3.604,7.275,9.958,13.355,16.258,17.878,21.882,29.434,32.024,40.179,50.175000000000004,59.009,55.964,55.934000000000005,62.885,72.802,76.577,75.467,74.70422107875581,90.0469375,85.88126000000001,104.36732500000001,118.027315,117.55915,96.25333249999998,66.31057767779839,64.01464494815151,64.76842313360238,72.623985775791,74.99149550809706,71.25670685097678,67.47110265166305,70.7901075372785,0.04632485861966651,-0.04268398231142978,0.011293750992374035,,
Indonesia,1.8146852087662935,1.8624173821465413,2.1528263162267436,2.6379296697302403,2.9626101914871072,3.4007600000000004,4.34982,3.24939,4.317289999999999,12.333499999999999,20.66654,21.85554,29.61548,31.073269999999997,33.49757,31.929000000000002,33.087,32.792,33.74,37.03,41.0878,40.3822,42.056,47.22513000000001,50.28230999999999,55.39035,57.457919999999994,54.07677,58.04877,60.537229999999994,54.13620999999999,61.788799999999995,55.825770000000006,57.44712,62.319,51.27646510337471,-0.17944181594786945,0.021693253091541687,0.008180572805906691,,
Japan,128.0431622188738,130.83553258457295,135.03832197774216,141.93289001875797,149.58808076576983,172.93030706938,184.34411241894432,184.15915699386264,182.3239576776655,199.1195028290056,201.16463298105015,212.91620708761582,219.67732803411434,230.09956092131367,244.68681853249586,253.76231740240033,251.74569444409542,248.64798235266449,269.266328860263,254.10398458592115,249.87068882090375,276.5795801212871,292.82188179181446,322.1651639097887,322.15847286566316,321.85896896015424,375.17857445631205,430.9270733399942,419.7163444853332,447.69375665556254,413.9739025371412,394.531,400.4079571920001,387.590571455,363.65420757299995,353.54638940166666,-0.030451433483400514,0.012189681960389054,0.05640427773121637,,
Malaysia,2.194,2.862,3.33,4.03,4.087,5.54,7.726,12.672108006446951,15.459349169121326,19.446204697382317,25.446500092258102,32.95437387428444,41.576254694603456,44.71926656810982,51.1286982804424,55.93827357750237,60.10968516200745,60.01296,60.3925,63.8799,63.89125,67.388112,67.945414,71.480844,67.34612,65.223472,55.7324634,60.991627300000005,71.17396000000001,73.836,69.962,65.234,62.131,64.053,66.81518490300779,45.6092177351028,-0.31924752655960653,-0.0007911786607233129,0.007276428387765429,,
South Korea,0.05779400000000533,0.05281999999999971,9.536520999999999,11.064439999999998,9.909750999999995,12.392570000000003,13.210645000000008,19.538756000000006,18.922913000000005,17.912262999999992,29.21781900000001,34.765665000000006,42.002329999999986,27.876672,29.912465999999984,29.220121444552962,32.93933737552996,42.1055957242267,44.533826360826005,62.67472958564467,64.02904863439177,74.24313729634594,83.85562528318037,81.03699252316923,70.60487440826044,102.99582282812993,114.23796391952757,126.79392750211008,141.27313985046567,128.65189344716055,119.81864804765061,127.995623943708,134.20066242249246,162.10040940128255,153.9648259705223,153.26762926596572,-0.007248153673476754,0.08108211612092986,0.024452095078535917,,
Taiwan,0,0,0,0,0.031434949999999996,1.0699248000000001,2.7137201080000004,2.8383670030000006,2.41736802,5.156828006,5.6161509480000005,6.004413093999999,8.982864972,14.285841898000001,15.447148302000006,17.660120277999997,20.501558845000005,26.219268427000003,28.35127275,36.151129694000005,38.902727463,40.101460157000005,45.03534341500001,48.513140747,47.280294169,60.249644460999995,64.20177731700001,66.290450253,68.38603718399999,73.073761049,79.01294624801,83.349620669,91.475500095,92.415558141,91.15387351599999,99.876024265,0.09269233561772316,0.06784814076772516,0.015934075923860102,,
Thailand,10.666,10.25171,15.623660000000003,18.719879999999996,19.19475,17.765060000000002,19.051186,22.94304,27.953160000000004,31.484797999999998,33.86326225,36.4333442,44.573673631999995,49.02112797300001,53.804434629000006,61.094558866,71.22877931500001,78.91024132000001,85.68782651000001,90.28905107700001,94.46762246600002,94.43845635999999,98.24347063299999,104.457920965,106.34331027500002,118.438151008,108.261322207,119.3684492065,119.2178991975,120.3141607585,128.524996168,126.14959041711,121.04416313699998,116.26517607400001,121.840620661,113.859153366,-0.06806069956783789,0.013697073637311874,0.01816492404169564,,
Vietnam,0.07200000000000001,0.066,0.066,0.064,0.038,0.006,0.035,0.006,0.014,0.004,0.748,1.097,1.973,3.4370000000000003,3.596,4.356,4.423,8.334,12.044,19.533,22.319,24.502,26.618000000000002,31.062,36.358000000000004,44.68600000000001,39.650145772594755,40.382,41.749271137026234,43.381924198250736,47.113702623906704,44.781341107871725,39.482076267950795,40.08224,42.48807855177548,35.06874458381991,-0.17687667849771072,0.015702942485985805,0.005594816602535337,,
Other Asia Pacific,21.037867895249377,22.850395660247607,24.613552294071305,27.852735792489263,29.64127050207246,32.18798201283066,35.3221560258621,37.81456711123617,41.91247972201522,40.956684407411686,44.2765588893897,50.518805229816444,59.910597079498544,61.64344991148379,65.12983494599652,67.08119962452368,79.30988514869448,95.44054866942525,113.51430501429783,125.4455136943264,134.33023368986534,137.3240381277953,140.90767962309806,143.26727255622552,142.9752306749148,152.82753168970004,150.85743979211207,164.23245998251173,162.38878446307112,169.21186159082026,184.61226929124152,191.6874408183308,201.7743722416559,220.57214904188015,239.1669575761506,233.49376866811247,-0.026388051629616105,0.05279554205718662,0.0372512568965936,,
Total Asia Pacific,178.51650932288942,187.9398756269671,211.3218815880402,226.67687548097743,241.5648974093294,270.58710388221067,293.7391395528065,313.9103851145457,326.5695175888021,365.00578093979965,407.1114641606979,443.3328484857167,508.7475284122163,532.8906892719074,577.1479706899349,599.5365911929792,638.7134402903274,690.0942464933165,755.634409495387,800.5054586368922,819.7717710741608,880.7701051411841,954.840202246093,1005.9638247011836,1045.3977173928386,1164.2147759469838,1240.687556864546,1319.3804728841162,1317.376892195195,1367.6532096474455,1378.5355183809145,1404.5321016553767,1439.620768388022,1478.74765295164,1497.0844363893812,1456.8785524444547,-0.02951498617172954,0.03656484285895911,0.23242828934499682,,
Total World,1422.3614726477326,1428.7578347375104,1512.9353142765028,1536.5490463176664,1724.3857825830905,1785.0864455415533,1811.070497055874,1822.876347439942,1856.3808395159185,1917.4007446171624,2028.076801581922,2090.2761339530953,2258.30643942018,2394.3987037772026,2586.8849473724413,2759.175215446031,2937.4400588948515,3141.2111733757893,3294.951269989974,3551.359960809695,3750.70454216243,3964.7363413416556,4288.15361195085,4430.196296410817,4451.830734075821,4872.611911206635,4928.586485872045,5222.047590032227,5099.918948703409,5253.605438974555,5603.109535277379,5838.784434924513,5941.721885749158,6134.101977186579,6323.843608515431,6268.077593093618,-0.011526520103494864,0.03572449569109626,1,,
