Billion cubic metres,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,z,aa
Middle East,0,0,0.6473,3.413625,3.440175,4.180225,5.50265,5.955625,3.9412,5.029675,7.602310024010624,8.270041062351368,8.21516343844148,8.245392632218085,8.673815929122084,7.532861875000001,7.4156101250000015,8.903740999999998,7.568031625000001,7.446198375,5.121491375,-0.31407975292268975,0.04001467613487453,0.005447659261245345,,
LNG imports,32.85844045104601,34.26214762918184,40.74321458443351,41.12982957121368,40.058430827473956,49.81276719242125,58.978475113974376,54.35716181103231,57.41348881994975,70.475312356437,89.14726223078199,89.21674152602017,68.21118405637239,51.75168439815634,52.06098207288558,56.030746448294565,56.40954723363823,64.68845798427367,71.26162126246099,119.05190089146186,114.80224435450577,-0.03833054186525198,0.05382848279629382,0.12211355323615566,,
Total imports,256.16652097725125,247.86221645636095,259.80311318367296,267.35737303635153,285.8984421832336,312.739217122627,319.7561846863901,315.97143997280307,333.5129083080673,288.8232034701889,313.91249602807363,323.5734201436744,296.6939554458962,285.833662445961,261.41867329648977,270.90456856156493,287.0150315390526,311.86633954499575,318.5740041289659,356.01137471545803,326.14835598866443,-0.08638525799384589,0.02113504044201653,0.3469194775401905,,
LNG exports*,0,0,0,0,0.01688976,0.072274392,0,0.160242876,2.545182917113978,3.3666301492946022,5.143299594534562,6.085708614594175,8.117244362783742,8.998932392927335,13.001499992319829,11.005922178441752,10.63945375542854,7.939526669306579,11.742089653200829,8.77655907083576,5.638637374151725,-0.3592897608593073,0.10055787871426003,0.005997740279725021,,
Total exports,0.12076067499999998,0.0034682368000000002,0.030049179999999995,0.003028479999999999,0.01688976,0.072274392,0,0.160242876,2.545182917113978,3.3666301492946022,5.143299594534561,6.085708614594175,8.117244362783742,8.998932392927335,13.00149999231983,11.00677217844175,10.640303755428537,7.939526669306579,11.742089653200827,8.77655907083576,5.638637374151726,-0.3592897608593072,0.10055787871426003,0.0059977402797250215,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,38.151803900088495,36.660137355776996,39.92407795532975,41.10662623441725,47.766960770274,50.2515470888915,55.55140572017475,64.22688923834775,74.445220335464,38.503106620026,33.39142632489301,41.15279682396333,39.66825237138642,32.92442866299671,33.06352004860167,26.5183790019288,24.280321994720346,28.643352781785833,24.57769039214225,30.58739150954979,10.98414000432031,-0.6418743752826039,-0.022752277429884393,0.011683677202590432,,
Total imports,38.151803900088495,36.660137355776996,39.92407795532975,41.10662623441725,47.766960770274,50.2515470888915,55.55140572017475,64.22688923834775,74.445220335464,38.503106620026,33.39142632489301,41.15279682396333,39.66825237138642,32.92442866299671,33.06352004860167,26.5183790019288,24.280321994720346,28.643352781785833,24.57769039214225,30.58739150954979,10.98414000432031,-0.6418743752826039,-0.022752277429884393,0.011683677202590432,,
Pipeline exports,209.2846824644936,204.19286842755744,208.67957205562578,212.6436223012804,230.90884867587863,239.14193548613957,240.40535114790362,238.8198464654863,251.67582505522833,189.64494536142283,193.9973751941163,210.56036811206604,201.50453555722794,210.6604168635869,189.59990156285951,194.2224104670221,202.03546533060535,219.72646945773784,222.38956534014457,220.98436791073038,197.67579392590216,-0.10792017556678024,0.015411384215503476,0.2102649971766217,,
of which: Europe,190.16374373269068,184.5754276576859,189.07140817723194,193.02212303948465,208.69612985463937,216.45736572672786,212.48622627081406,213.92923682930137,226.21736881137377,167.41547737237482,168.08978393852232,185.97727897595414,177.04953123077752,187.3313853984934,163.9568852731151,169.36923330512798,176.3425394168914,192.9842595439209,193.23100528831657,191.52268382136157,167.66045361320025,-0.12698401251477798,0.013543659954058374,0.17833809646326818,,
Other CIS,19.120938731802934,19.617440769871532,19.608163878393842,19.621499261795748,22.212718821239253,22.684569759411723,27.919124877089565,24.890609636184937,25.458456243854553,22.229467989048008,25.907591255593985,24.583089136111923,24.455004326450414,23.329031465093482,25.64301628974442,24.85317716189412,25.692925913713943,26.74220991381695,29.158560051828008,29.177760785534016,26.134108749280074,-0.1067613353836333,0.027572064462702883,0.027798488592086834,,
LNG exports,0,0,0,0,0,0,0,0,0,6.835626167721518,13.479919268196971,14.31216719827283,14.251987748830203,14.545953926736654,13.610351630491383,14.619893721969936,14.61596810806962,15.444818807927215,24.936936064439493,39.08409547534083,40.4089008035469,0.031071423827006228,0.19048019875905808,0.04298238668793751,,
Total exports,209.2846824644936,204.19286842755744,208.67957205562578,212.6436223012804,230.90884867587863,239.14193548613957,240.40535114790362,238.8198464654863,251.67582505522833,196.48057152914433,207.47729446231324,224.8725353103389,215.75652330605814,225.20637079032355,203.2102531933509,208.84230418899202,216.65143343867496,235.17128826566505,247.32650140458406,260.0684633860712,238.08469472944904,-0.08703197993456802,0.028434904403636496,0.2532473838645592,,
Other CIS,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,19.240658331802933,19.619297431671534,19.63821305839384,19.62452774179575,22.212718821239253,22.684569759411723,27.919124877089565,24.890609636184937,25.458456243854553,22.660885774883273,26.472641254761484,25.428674522190047,25.197995961903114,24.01380640686628,26.296186234204626,25.405067477788336,26.252383480661443,28.818189223195024,30.427292398890447,29.767454695300593,26.676123489880077,-0.10629786191379464,0.027652970570993585,0.028375022145530747,,
Total imports,19.240658331802933,19.619297431671534,19.63821305839384,19.62452774179575,22.212718821239253,22.684569759411723,27.919124877089565,24.890609636184937,25.458456243854553,22.660885774883273,26.472641254761484,25.428674522190047,25.197995961903114,24.01380640686628,26.296186234204626,25.405067477788336,26.252383480661443,28.818189223195024,30.427292398890447,29.767454695300593,26.676123489880077,-0.10629786191379464,0.027652970570993585,0.028375022145530747,,
Pipeline exports,40.92451782508849,41.054665780777,45.05290795532975,46.256390234417246,53.209800770274,56.322407088891495,61.68279105044659,71.41195247565244,82.31714726078138,51.506075120026004,51.08533132649527,71.82631610656624,69.6635326366977,69.50901455456835,75.35349890433858,72.60320875032586,72.79362242941303,78.02953238541623,80.78568972879222,85.45622156564326,61.83793427568776,-0.2783558991812164,0.0519340741700518,0.06577615203993806,,
of which: China,0,0,0,0,0,0,0,0,0,0,3.40983348618164,13.626235655859375,20.769190388267894,26.1870299872813,27.37894147384107,28.662562552291696,33.021286161269124,36.6607124489898,45.0355789035339,43.032081893798406,37.2927307963467,-0.13574160364728627,,0.03966775992078043,,
Europe,0,0,0,0,0,0,0.017902724146842956,0.8001932373046875,1.047767825317383,6.583743,5.631246,5.683581,4.7361990950225,5.228383010497749,7.641887999999999,8.142914948,8.17608917531,8.09123810425,9.198524625,11.458658750000001,13.359587814251356,0.16270904814243514,0.05697834963189008,0.014210408053792117,,
Middle East,2.773755,4.39614,5.12883,5.149764,5.44284,6.07086,6.113482606124999,6.38487,6.8241591,6.4192255,8.652825515420622,11.363702626743533,4.4898907820208755,5.1691728937926005,7.269149381895842,9.279352248105365,7.315925098113557,4.634229050390602,1.9738958081160667,0.3780894122950655,0.2014756607693878,-0.4685776054868047,-0.24662502794091312,0.00021430686277508005,,
Russia,38.15076282508849,36.658525780777,39.92407795532975,41.10662623441725,47.766960770274,50.2515470888915,55.55140572017475,64.22688923834775,74.445220335464,38.503106620026,33.39142632489301,41.15279682396333,39.66825237138642,32.92442866299671,33.06352004860167,26.5183790019288,24.280321994720346,28.643352781785833,24.57769039214225,30.58739150954979,10.98414000432031,-0.6418743752826039,-0.022752277429884393,0.011683677202590432,,
Total exports,40.92451782508849,41.054665780777,45.05290795532975,46.256390234417246,53.209800770274,56.322407088891495,61.68279105044659,71.41195247565244,82.31714726078138,51.506075120026004,51.08533132649527,71.82631610656624,69.6635326366977,69.50901455456835,75.35349890433858,72.60320875032585,72.79362242941303,78.02953238541623,80.78568972879222,85.45622156564326,61.83793427568776,-0.2783558991812164,0.0519340741700518,0.06577615203993806,,
Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,2.773755,4.39614,5.12883,5.149764,6.731934104003907,7.22223,8.133613606125,8.844615000000001,9.954445811098207,10.742458429840088,13.369757134805386,13.007939759769656,5.265374879096338,6.275105979424925,7.550238225050749,9.577363809689837,7.315925098113557,4.634229050390602,2.1231167586004416,1.8226027229200656,1.1254190802068877,-0.3842080061808293,-0.16255010336955356,0.0011970926486371894,,
of which: Africa,0,0,0,0,1.2890941040039063,1.15137,2.020131,2.459745,3.130286711098206,4.3232329298400884,4.7169316193847655,1.644237133026123,0.7754840970754624,1.1059330856323242,0.28108884315490723,0.2980115615844726,0,0,0.149220950484375,1.444513310625,0.9239434194374999,-0.3621249613362204,-0.10382816388677008,0.0009827857858621092,,
Other CIS,2.773755,4.39614,5.12883,5.149764,5.44284,6.07086,6.113482606124999,6.38487,6.8241591,6.4192255,8.652825515420622,11.363702626743533,4.4898907820208755,5.1691728937926005,7.269149381895842,9.279352248105365,7.315925098113557,4.634229050390602,1.9738958081160667,0.3780894122950655,0.2014756607693878,-0.4685776054868047,-0.24662502794091312,0.00021430686277508005,,
LNG imports,0,0,0,0,0,0,0,0,0,0.9315630000000001,3.002736263328885,4.434673903182557,4.1821198102730825,4.316312854273133,5.32004762771431,9.81563293277398,13.742143000032401,13.04349206042002,9.366332807314272,9.420733887059285,9.158111328856952,-0.030533154184320566,0.26033863794321066,0.00974135585577619,,
Total imports,2.773755,4.39614,5.12883,5.149764,6.731934104003907,7.22223,8.133613606125,8.844615000000001,9.954445811098207,11.674021429840089,16.37249339813427,17.442613662952212,9.447494689369423,10.591418833698057,12.870285852765058,19.392996742463815,21.05806809814596,17.677721110810623,11.489449565914713,11.24333660997935,10.28353040906384,-0.08786566771104776,-0.0037519767430261863,0.010938448504413377,,
Pipeline exports,0,0,0.6473,3.413625,3.440175,4.180225,5.50265,5.955625,3.9412,5.461092785835266,8.167360023178123,9.115626448429492,8.95815507389418,8.930167573990882,9.32698587358229,8.083902190894218,7.974217691947501,10.979720309378072,8.83676397206244,8.035892284766577,7.7328811156,-0.04033643659719299,0.03938263106417095,0.008225358267933738,,
LNG exports,24.572846170393543,32.919991553027295,35.24073226859644,36.35539138072548,42.46367428357292,45.14731661422435,52.95671015879949,60.557252088738714,60.67454054002431,71.84302800694545,103.7842030101667,128.73738856546603,130.29948553781196,135.22187197341617,132.17328009129676,125.4458806683172,125.96800567179162,122.26540069914553,125.92524909759902,127.53289063918498,126.89957506326209,-0.007684572359781816,0.05906778436580207,0.1349813159338726,,
Total exports,24.572846170393543,32.919991553027295,35.88803226859644,39.76901638072548,45.903849283572924,49.32754161422435,58.45936015879949,66.5128770887387,64.6157405400243,77.30412079278071,111.95156303334484,137.8530150138955,139.25764061170614,144.15203954740704,141.50026596487902,133.52978285921142,133.94222336373912,133.2451210085236,134.76201306966144,135.56878292395157,134.6324561788621,-0.009620024299745511,0.05778086190718934,0.14320667420180636,,
Africa,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0693749999999995,,,0.002201165453244483,,
LNG imports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.908211828453,10.712891751401148,8.308827564838317,3.1654419877602185,0,0,,,0,,
Total imports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.908211828453,10.712891751401148,8.308827564838317,3.1654419877602185,0,2.0693749999999995,,,0.002201165453244483,,
Pipeline exports,33.144336793514604,29.0246411694932,29.3411904220075,29.7917954256532,34.99280060512421,43.4402292034779,44.791061577454805,43.3889680951647,48.023369562524614,43.6422286712172,48.15882545414348,36.07001471237483,39.257361722357764,34.38275009222773,29.366190864521915,30.126823546726868,38.67124558821291,37.19864291255118,37.464042278672736,27.97644618825956,26.12852225114454,-0.06860461579920896,-0.043492097316793155,0.027792546311591247,,
of which: Europe,33.144336793514604,29.0246411694932,29.3411904220075,29.7917954256532,33.7037065011203,42.2888592034779,42.770930577454806,40.9292230951647,44.893082851426406,39.31899574137711,43.441893834758716,34.425777579348704,38.4818776252823,33.27681700659541,29.085102021367007,29.828811985142394,38.67124558821291,37.19864291255118,37.31482132818836,26.531932877634556,25.20457883170704,-0.052624097228514244,-0.03857226294816962,0.02680976052572914,,
Middle East,0,0,0,0,1.2890941040039063,1.15137,2.020131,2.459745,3.130286711098206,4.3232329298400884,4.7169316193847655,1.644237133026123,0.7754840970754624,1.1059330856323242,0.28108884315490723,0.2980115615844726,0,0,0.149220950484375,1.444513310625,0.9239434194374999,-0.3621249613362204,-0.10382816388677008,0.0009827857858621092,,
LNG exports,32.91077545104601,34.900634629181845,36.47123969914315,41.6487046257614,38.857761419815326,47.33846652460583,58.178244210171826,63.1489391069519,63.82664095041316,55.952086165191524,58.7680062615847,56.37176684915945,54.24901099634055,46.96883833591856,49.45200186800418,48.482541332507864,46.189865315474194,55.74393735793976,53.59656437292071,61.23438705933377,56.40437596027457,-0.08139415866220934,0.00906213388885524,0.05999655150737301,,
Total exports,66.0551122445606,63.925275798675045,65.81243012115065,71.44050005141459,73.85056202493955,90.77869572808372,102.96930578762664,106.5379072021166,111.85001051293779,99.5943148364087,106.92683171572818,92.4417815615343,93.5063727186983,81.35158842814629,78.81819273252609,78.60936487923473,84.8611109036871,92.94258027049098,91.06060665159343,89.21083324759331,82.53289821141912,-0.0773833682160967,-0.010949869112030663,0.08778909781896427,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,0,0,0,0,0,0,0,0,0,0,3.40983348618164,13.626235655859375,20.769190388267894,26.38889129822599,30.253394598838128,32.43012473960734,36.75747448280306,39.895959170484,47.888175092660795,47.71042298791002,45.074777227484766,-0.05782386146861851,,0.04794541465216823,,
of which: Other Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20186131094469084,2.8744531249970584,3.767562187315645,3.736188321533934,3.2352467214942013,2.8525961891268934,4.394417790276808,3.900814867716222,-0.11475032888219439,,0.004149242610121122,,
Other CIS,0,0,0,0,0,0,0,0,0,0,3.40983348618164,13.626235655859375,20.769190388267894,26.1870299872813,27.37894147384107,28.662562552291696,33.021286161269124,36.6607124489898,45.0355789035339,43.032081893798406,37.2927307963467,-0.13574160364728627,,0.03966775992078043,,
LNG imports,0,0,0,0,0,0,1.0467,4.050729,4.647348,7.9967880000000005,13.01997594389669,16.87966220938099,20.068993872076526,25.068463746550947,27.265690251737738,27.001924125656576,36.76057821822889,52.93334788065843,73.45250131445924,84.74720274124509,94.01895641682306,0.10637367357741812,0.2662544335096586,0.10000665844267455,,
Total imports,0,0,0,0,0,0,1.0467,4.050729,4.647348,7.9967880000000005,16.42980943007833,30.505897865240364,40.83818426034443,51.45735504477694,57.519084850575865,59.432048865263916,73.51805270103196,92.82930705114244,121.34067640712003,132.45762572915513,139.0937336443078,0.04723073025879643,0.32408583138048486,0.14795207309484276,,
LNG exports*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096138,0,-1,,0,,
Total exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096138,0,-1,,0,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG imports,0,0,0,0,2.752821,6.322068,8.363133,10.446066,11.293892999999999,12.958146000000001,11.532434377875042,17.35248273137084,18.43126903053349,17.956173721026676,19.146348543927516,20.029775698548693,24.285804344733478,26.14416843538068,30.596983810416354,32.43623831026867,35.84027734840525,0.10192657827525098,0.09609642525286755,0.038122805356211625,,
Total imports,0,0,0,0,2.752821,6.322068,8.363133000000001,10.446065999999998,11.293893,12.958146000000003,11.532434377875042,17.35248273137084,18.43126903053349,17.956173721026676,19.146348543927516,20.02977569854869,24.285804344733478,26.144168435380685,30.596983810416354,32.436238310268664,35.84027734840526,0.10192657827525142,0.09609642525286755,0.03812280535621163,,
LNG exports*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36571926774462,0.077138384,0.1019479535144208,0,0.09192047832,0,-1,,0,,
Total exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36571926774462005,0.077138384,0.1019479535144208,0,0.09192047832,0,-1,,0,,
OECD Asia,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline imports,0,0,0,0,0,0,3.784369932,5.16108263115,5.937483269325,5.9705898492,5.15193710350125,5.2973015608245,5.04538453915675,5.8716428794985,5.23392644474975,5.75455996351575,5.451748813663,4.88239135412775,4.92876782440925,4.34663992661725,4.4323181511475,0.016925272598917074,-0.03124570122332304,0.004714595272531242,,
LNG imports,94.56818001397045,98.85135544987926,100.37790826630936,107.75887519911616,109.19222795828722,110.6626793821425,120.09426020364391,127.97584861167415,133.60942494211002,124.24377915217389,141.35614624251588,156.29192622084219,169.554908481466,175.7341536124146,173.56958081997215,161.64846489872394,159.87174317452144,165.35172693710172,173.18704859706008,161.11331112732307,157.30050432170512,-0.026332955201686215,0.026326817571964645,0.16731836225472516,,
Total imports,94.56818001397046,98.85135544987926,100.37790826630939,107.75887519911616,109.19222795828722,110.6626793821425,123.87863013564392,133.13693124282415,139.54690821143498,130.2143690013739,146.50808334601712,161.5892277816667,174.60029302062273,181.60579649191308,178.80350726472187,167.40302486223973,165.3234919881844,170.23411829122944,178.11581642146928,165.45995105394036,161.73282247285263,-0.025196559724018686,0.024243928142795967,0.17203295752725642,,
