Exajoules (input-equivalent),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Netherlands,0,0,0,0.00028000000000000003,0.00315,0.00368,0.00405,0.0032600000000000007,0.011080000000000001,0.03277,0.033350000000000005,0.03872,0.0371,0.04060000000000001,0.03489,0.042,0.03658,0.03897,0.03589,0.03711,0.038990000000000004,0.042159999999999996,0.03556,0.036750000000000005,0.04019,0.03502,0.03329000000000001,0.038000000000000006,0.039479999999999994,0.039670000000000004,0.04018,0.0416,0.024079999999999997,0.03809091,0.03828213,0.039192080000000004,0.03946775084415584,0.038630427096774195,0.03940719980769229,0.037246417452229286,0.038709542278481,0.03338516773584905,0.04016549306249999,0.03961739236024843,0.04012314499999997,0.037256598220858875,0.03863040091463412,0.03630003818181815,0.02664466427710841,0.0374832226347305,0.037139301964285686,0.035853404378698196,0.030622302000000004,0.03144794210526316,0.034852976845555106,0.03627349036902372,0.03791370912565273,-0.013982799443567728,0.0015125728105860185,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01386,0.054,0.053070000000000006,0.051980000000000005,0.05456000000000001,0.05410636363636363,0.05441864516129032,0.04811653846153845,0.054066496815286615,0.05379208860759493,0.05419471698113205,0.07371731249999998,0.10668186335403722,0.11099111111111107,0.10909932515337417,0.10959278048780481,0.10632294545454538,0.1070852530120481,0.10696807185628734,0.10600714285714276,0.10217502958579872,0.103581,0.10179421052631578,0.10055419909873002,0.1018368,0.009988228113010145,-0.00982672323924949,0.004246505457016268,,
Slovakia,0,0,0,0,0,0,0,0.00003,0.00232,0.004860000000000001,0.0018700000000000004,0.00442,0.0011400000000000002,0.00018999999999999998,0.021470000000000003,0.04523,0.05133,0.0584,0.0615,0.07239,0.09381999999999999,0.11716000000000001,0.11513000000000001,0.11474000000000001,0.12157,0.12036,0.11689000000000002,0.1105,0.11486000000000002,0.12595,0.11437,0.11249,0.11073000000000002,0.11394000000000001,0.13117,0.16494,0.1699194155844156,0.17721348387096772,0.17520461538461535,0.1659221656050955,0.1716601898734177,0.1733230188679245,0.14663137499999992,0.15873987577639745,0.13298722222222212,0.1367988957055214,0.14377335365853647,0.14368090909090897,0.14488915662650592,0.14199682634730526,0.1379367857142856,0.13375278106508864,0.13572900000000002,0.1328057894736842,0.13622954526833267,0.1346267704628779,-0.014465346028689652,0.0024117281201216922,0.005613818535451698,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0.046220000000000004,0.04952000000000001,0.03971,0.039560000000000005,0.04609000000000001,0.047790000000000006,0.04562000000000001,0.050190000000000005,0.050190000000000005,0.04696,0.047610000000000006,0.05222863636363635,0.054566709677419355,0.05106865384615383,0.053199171974522286,0.0569779746835443,0.053386415094339605,0.054458437499999984,0.059612981366459594,0.05420166666666663,0.0530994478527607,0.05798140243902435,0.051259636363636334,0.04884939759036141,0.058359880239520906,0.051437142857142806,0.05173934911242598,0.056567448000000006,0.05168392789473684,0.051892902122081114,0.056422925061224496,0.08432486453376353,-0.004343503396415427,0.002352786607329666,,
Spain,0,0,0,0.0008300000000000001,0.008289999999999999,0.00923,0.025230000000000002,0.047510000000000004,0.06545000000000001,0.07223,0.07544,0.07554999999999999,0.06524,0.07648999999999999,0.067,0.051859999999999996,0.09567999999999997,0.08771000000000001,0.10661,0.23086000000000004,0.2804400000000001,0.37457999999999997,0.41271,0.5046600000000001,0.56126,0.5426799999999999,0.55578,0.5578200000000001,0.5606,0.5531300000000001,0.55455,0.5632999999999999,0.5529800000000001,0.5899300000000001,0.5885199999999999,0.62206,0.6329431168831168,0.6220289032258064,0.6068509615384614,0.6198546496815286,0.5571814556962023,0.5785709433962263,0.5269224374999998,0.5604266459627326,0.49830116666666646,0.5783343680981592,0.5385879877566042,0.5699945454545449,0.5228851776506019,0.5250098802395207,0.521884821428571,0.5306923649191199,0.5230082151,0.49895894736842106,0.5195049738330192,0.5169705792119011,-0.007597391249868246,0.004175868560584606,0.021557220825283187,,
Sweden,0.00018,0.00045,0.0005,0.00023,0.00061,0.0005600000000000001,0.0009,0.01465,0.02111,0.02054,0.11969000000000002,0.15993000000000002,0.19913000000000003,0.23780999999999997,0.21039000000000005,0.26488,0.37679,0.39044999999999996,0.41004,0.50926,0.58561,0.6995100000000001,0.6738500000000002,0.6942400000000001,0.65603,0.6818500000000001,0.76761,0.6354400000000001,0.61395,0.7315600000000002,0.69935,0.7427400000000002,0.69928,0.7358300000000001,0.73188,0.57316,0.7164075974025973,0.6723214838709677,0.6611855769230769,0.7569212101910826,0.7039065189873416,0.6444956603773583,0.6403910624999998,0.607143913043478,0.49274499999999977,0.5418640490797543,0.5641874999999996,0.593797636363636,0.6125253614457826,0.5943820958083827,0.5131692857142852,0.5712694082840232,0.591264,0.6133331578947369,0.5895079065956574,0.47810403677491287,-0.19119364429576235,0.018091334184036523,0.019936520012276245,,
Switzerland,0,0,0,0,0.00535,0.01766,0.013910000000000002,0.0384,0.0631,0.07067,0.07761000000000001,0.07939,0.08114,0.08395,0.11805,0.14346,0.15330000000000002,0.15133000000000002,0.1571,0.1844,0.22401052631578944,0.2242421052631579,0.22843157894736843,0.22633684210526311,0.22676842105263156,0.23471578947368427,0.22793684210526313,0.23285263157894742,0.2318842105263158,0.2419368421052632,0.24722105263157895,0.24967368421052635,0.2523263157894737,0.2565052631578948,0.24761052631578942,0.262621052631579,0.26451326042378676,0.2669525297113752,0.26770870445344125,0.2608847468990948,0.2244543637574949,0.2658280039721945,0.2651731578947367,0.2614054266100032,0.25966257309941504,0.249038747174685,0.2510064184852373,0.23762583732057393,0.2412975903614456,0.25430885597226577,0.21181296992481183,0.192834319526627,0.18472736842105258,0.21844105263157895,0.2253555100368701,0.20418873469387752,-0.09640176118694,-0.014070451987402977,0.008514491580045698,,
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ukraine,,,,,,,,,,,,,,,,,,,,,0.5330680279999999,0.42709081600000015,0.5042535400000001,0.7200086480000001,0.6651638940000001,0.7617900000000001,0.7513099999999999,0.7375,0.7524299999999999,0.68848,0.70523,0.7957700000000001,0.7943300000000002,0.7523900000000001,0.72065,0.77341,0.7567439610389609,0.7698367741935483,0.7984049999999999,0.848048789808917,0.8594726582278478,0.868202830188679,0.8849328749999996,0.85376850931677,0.7831711111111108,0.8368255214723921,0.8419450060975603,0.8358195272727267,0.7669263253012042,0.8097923532934126,0.7980352499999992,0.7328609467455615,0.7701857999999999,0.7551408947368421,0.7399175551003686,0.6768026122448978,-0.08779914717905102,-0.005665135939542987,0.02822207675634764,,
