Billion cubic metres,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,ddd,eee
Ukraine,,,,,,,,,,,,,,,,40.58210422812192,37.572517207472956,33.69223205506391,30.66371681415929,29.149459193706974,26.594149459193705,23.092428711897735,19.874631268436577,18.171091445427727,17.224680432645034,16.06816617502458,16.244198623402163,16.485533431661747,15.863741396263517,15.990087266470008,15.788028515240905,16.15618239921337,17.678957718780726,18.296964110127824,19.366408554572267,19.673992133726646,19.96359390363815,19.973058013765975,20.294837758112088,20.337426253687312,19.427925270403144,19.544333824975418,19.392908062930182,20.15855457227138,20.219124877089477,18.833579154375613,19.022861356932157,19.40142576204523,19.68534906588004,19.40142576204523,18.974594395280235,-0.024672131147540854,-0.004700546703695019,0.004923781664514618,,
United Kingdom,10.949645,18.196298000000002,26.255888000000006,28.507456,34.38060600000001,35.800629,37.91263700000001,39.61294300000001,37.93357100000001,38.304568,36.41469300000001,36.33328300000001,36.928739,38.077783000000004,37.224141,41.53189300000001,43.66483500000001,45.714041,44.023039000000004,43.11124700000001,47.603916000000005,53.00256200000001,53.899235,63.36954400000002,67.65403600000002,74.04534,88.06077,89.85087,94.39730999999999,103.7367,113.45904,110.81367,108.48644999999999,107.80610665456365,100.91314107463572,92.33902397938135,83.74842000000001,75.49283638927727,72.77056495989352,61.20574811809998,57.900932606947244,46.08252839277102,39.19238497101299,36.98037975187388,37.43151347553491,40.66118311510825,41.738189092449325,41.8846482084375,40.71536510217187,39.535227651846085,39.4750401518461,-0.004250457400704066,-0.04276360325068851,0.010243511658619968,,
Other Europe,14.607863084000005,15.268534639000006,16.023695900000003,17.278402494,17.660129667999996,17.555446193,18.068042907,19.499021171,20.673523255,19.998530042000002,19.221167069000003,18.377957134000003,18.922705647999997,18.686331393,18.829091525,19.043295860091447,17.48987578848083,17.726871439480828,17.083640412351038,17.576736406221244,16.270730436332354,16.418097522123897,15.97243345501475,16.524133586774834,15.3981253259587,15.946629339970503,14.818468478859394,13.466851611111109,12.338776027777783,11.626385611111111,11.16136966245275,10.85049038946259,10.814017195406144,10.37527652876461,10.8487508170359,10.197140578271682,10.804753360578156,10.001007823595463,9.445160067298941,9.25131815138607,9.348621409749969,9.249726622166595,8.370889146926714,7.156850509585931,6.331949103041423,6.0767328746898945,8.67846524219031,8.984775629049523,8.446611798637441,7.402171184581673,6.306988363105047,-0.15028226210656814,-0.022052477510021595,0.001636621738185253,,
Total Europe,104.93088080066666,128.18326164733335,154.38270129444444,173.6825664495556,192.91466868466668,200.63243320133338,213.45452764033337,219.6815535821111,224.69724420083335,232.18415094616668,228.55455998594445,224.7767598912222,212.23848679272226,216.88894508633336,220.15805967916666,267.73340687210225,258.3555363984538,259.94446151065586,245.51355876817703,247.62218247298378,243.19616517969277,251.38592829267165,247.8820799095044,257.85210819546757,258.01137633088155,266.26599052089585,299.93937528811495,295.5277260545228,294.497566457284,302.54977331478705,309.9250229816623,313.89386192082566,322.73785818307425,326.15043563497017,337.4097274408549,327.58039474731896,320.37170268191903,306.26919936364953,320.4377324571802,303.56915532063334,310.1243930810757,284.80796331507804,287.5114137551273,280.0251506316594,266.08081375534357,260.84273639106226,259.93404541128996,262.6812772870489,251.42188002398242,235.20540062512035,218.5693926347199,-0.07326869228971988,-0.025192269221088637,0.056717310813590965,,
Azerbaijan,,,,,,,,,,,,,,,,13.71721238938053,13.258997050147489,12.186578171091444,11.601622418879053,10.821681415929202,9.651769911504422,8.384365781710912,7.701917404129792,6.629498525073744,6.239528023598819,6.434513274336281,5.729641592920353,5.456662241887904,5.092039823008848,5.456662241887904,5.144685840707963,5.0432935103244825,4.677696165191739,4.663072271386429,4.54315634218289,5.58837477876106,6.593816224188788,10.56049867256637,15.926882743362828,15.913428761061946,16.254652949852506,15.951158407079642,16.80977595870206,17.446402802359877,18.3840775,18.7840525,18.27754,17.7586275,19.046615850000002,24.31822305,25.843546649999997,0.059819864873033035,0.043318257408187844,0.006706229313283766,,
Kazakhstan,,,,,,,,,,,,,,,,3.867877575736243,4.128760813982382,4.4740057515526805,5.057448428391195,4.756865566933686,5.042915530608461,5.589919624713683,5.751199344009869,4.739426089594405,3.1815703394696997,4.193839839175305,4.625006104124496,5.752262726774459,5.634369024273553,7.050865758892061,8.182305020416079,8.230440813559866,10.002249175920127,11.765904937085196,15.668661467499998,19.226267976570632,20.11989429997654,22.915339564450186,25.509775367034038,26.485610342304387,27.768784319797913,29.32593599600377,29.67829119980188,31.127712866191928,31.7107543736877,31.893013745135608,32.09562480174202,34.45765208055802,34.12864669438605,34.041996658345745,31.691851073717828,-0.07158027086705976,0.025416978199845897,0.008223825604942274,,
Russian Federation,,,,,,,,,,,,,,,,424.8812241887905,462.5671091445426,500.54727138643057,542.3898230088495,566.2998525073745,599.5899705014749,591.3134218289085,592.2330383480826,568.5988938053097,558.4831120943952,541.1943215339232,552.3216814159292,523.5376843657816,541.2862831858407,544.4129793510324,537.0560471976402,534.7570058997051,547.5396755162242,570.6220501474926,582.5770648967552,589.4741887905604,604.7812057522124,601.6131268436578,611.4530235988201,536.1897684365781,598.3867442477875,616.8277223451328,601.8549859882006,614.4962185840708,591.1551558259587,584.4395642330383,589.2753676991149,635.5608626106193,669.1129793510324,679.0448377581122,638.4897492625367,-0.062292787832501806,0.023901060799849105,0.1656838641663615,,
Turkmenistan,,,,,,,,,,,,,,,,78.73193215339232,80.1610127826942,83.37881022615535,83.56809242871188,85.0823500491642,79.242625,76.143375,50.30025,58.885749999999994,32.330375000000004,29.16375,31.7625,15.621375,12.012,20.587875,42.43662500000001,46.325125,48.307874999999996,53.41875,52.64875000000001,56.88375,56.595000000000006,61.6,61.6,33.321749999999994,40.12782694198623,56.3114552605703,58.96140609636184,58.96140609636184,63.50417895771877,65.87020648967551,63.22025565388397,58.67748279252703,61.51671583087513,63.16318406604542,58.96140609636185,-0.0690730648266531,0.06604029624928387,0.015300094653063033,,
USSR,187.5013864311874,201.193738048368,209.718896440248,223.832769777916,246.850697435992,274.0061686335938,304.0194624668419,327.74781999090794,352.5569780563761,385.14486953452405,412.238770238464,440.75068886019596,474.2829785349239,507.436372281124,556.4086710433679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,32.73635693215339,36.53146509341199,37.66715830875122,37.76179941002949,38.89749262536872,36.806,37.816625,38.4615,40.63675,42.6195,43.341375,44.2365,45.362625,49.4725,50.18475,50.925875000000005,51.46487499999999,52.735375,53.09150000000001,53.80375,54.621875,56.595000000000006,58.90500000000001,61.0225,58.423750000000005,57.14362500000001,56.643125,56.527625,55.902,56.296625000000006,53.611250000000005,53.12403761061946,53.39565757128808,57.159912733529985,57.293356686332345,47.07325344149458,-0.18062685256959254,-0.0019518733530700105,0.012215197719427064,,
Other CIS,,,,,,,,,,,,,,,,0.7196165191740412,0.8001474926253687,0.8001474926253687,0.7055063913470991,0.7055063913470991,0.6027459685349065,0.5679244346116028,0.5517400688298918,0.47205602261553586,0.4620802359882005,0.4261706489675515,0.4033274582104228,0.38867927728613566,0.38360240904621434,0.3999602999016716,0.4125338741396263,0.4218107915437561,0.38855474434611603,0.3968964110127826,0.3904151917404129,0.3575024582104227,0.33122664700098325,0.3004424778761061,0.304167895771878,0.3078933136676499,0.32923058013765977,0.3411209439528023,0.3302811512793154,0.33960771878072754,0.33130474434611595,0.33558138520157327,0.3193780125368731,0.30038593289085536,0.3103947566371681,0.31657839724680426,0.3157514060963618,-0.005337382224950948,0.0027856299529420703,0.00008193540011947193,,
Total CIS,187.5013864311874,201.193738048368,209.718896440248,223.832769777916,246.850697435992,274.0061686335938,304.0194624668419,327.74781999090794,352.5569780563761,385.14486953452405,412.238770238464,440.75068886019596,474.2829785349239,507.436372281124,556.4086710433679,554.654219758627,597.447492377404,639.0539713366067,681.0842920862083,706.5637485561174,730.9360269121227,719.8156316699448,694.9996451650521,679.9623744425934,643.3161656934519,624.7539702964024,639.0786565711845,596.1192886117302,613.8807944421693,628.0930926517142,644.1580719329039,646.242551015133,663.6514256016821,693.9581737669771,709.6317978981785,726.1519590041025,745.0161429233788,755.8944075585505,775.8163496049889,670.642200853612,740.0108640395617,775.4005179527393,764.1623653943458,778.2733480677654,761.3820964017114,754.933668353051,756.3122037778973,800.1506684878833,841.2752652164608,858.1781766160825,802.3755579302074,-0.06757909162840958,0.024964110769205572,0.2082111468571971,,
Bahrain,0.6501170000000001,0.9478450000000003,1.1827710000000002,1.6770460000000003,2.0678140000000003,2.1759730000000004,2.280643,2.473701,2.717931,3.0133330000000003,2.445789,2.26785,3.580877,3.7530010000000003,3.866975000000001,4.720617000000001,5.404461,5.250945,5.577748,5.802207000000001,6.076675,5.792903,6.76866,7.250141999999999,7.4222660000000005,7.545544000000001,7.770003,8.342199,8.771346000000001,9.076052,9.174907000000001,9.554044999999999,9.899455999999999,10.077395000000001,9.26988888888889,10.174285193640376,10.7632071610218,11.19862633039665,12.017578274890425,12.133504400570626,12.428656067628902,12.624079243642875,13.0518544917366,13.957829850442499,14.696524791140627,14.584345495083358,14.441371015512393,14.46632304509482,14.64745613545118,16.26596319495,16.436818055940318,0.007742887434957657,0.02974419725975741,0.004265245500422012,,
Iran,3.4954538397015122,8.454399723326722,11.400434421227947,12.598126809473836,13.072009240069246,13.617852652368393,13.873763759533094,14.088401174188244,8.825415974197792,8.500564905351812,4.535404071881297,4.928040561386944,6.749102481037407,7.713310996295112,8.978871549688053,9.686438076609015,9.30547470859912,11.391766947819491,12.367467661554175,15.616835250000003,24.718037250000002,29.199689749999994,30.904417799999997,16.513165750000006,26.23145682500001,31.867996700000003,37.47938454,39.379935775,44.4717825,52.9800274,56.33661039000001,62.60523800000001,74.44714287500001,78.08762367499999,91.04012831999998,96.6125272,105.27727574999999,118.01442495,123.56742379999999,135.7356062,143.91015925000002,150.98625880000003,156.93575875000002,157.52805469999998,175.45060335000002,183.54789630000005,199.34191975000002,213.80383642984097,232.01458681599124,241.4215095023332,250.7862327725743,0.035951705388095556,0.05927376783363281,0.06507736760609999,,
