Exajoules (input-equivalent),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Cyprus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003898089171974522,0.000005480886075949365,0.000009641886792452826,0.000016571812499999994,0.000028509316770186326,0.00003777777777777776,0.00006570552147239259,0.00011195121951219505,0.0002039999999999998,0.00043319277108433695,0.00076591616766467,0.0011535016071428563,0.001321204792899407,0.0015481800000000001,0.0017163736842105263,0.001945714838181073,0.002885420408163266,0.4789098018782181,0.4831472755532227,0.00037964897342901525,,
Czech Republic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.745222929936306E-7,6.584810126582278E-7,0.0000016358490566037733,0.000016772624999999994,0.00012294167701863346,0.0008387327777777774,0.005779288711656438,0.019759390243902424,0.020150563636363618,0.019080759036144562,0.019449323353293396,0.020616749999999986,0.01929248520710057,0.019740312,0.02093395210526315,0.020377379762392466,0.019833573877551018,-0.029346068256856817,0.37579102616339766,0.002609600992887522,,
Denmark,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000016111111111111111,0.0000031944444444444443,0.000004,0.000008805555555555557,0.000011999999999999999,0.00001192207792207792,0.000012640322580645161,0.000014902243589743586,0.00001792038216560509,0.00002092721518987341,0.000021303459119496845,0.000023853124999999992,0.000024919254658385084,0.00003541666666666665,0.000057831288343558234,0.00014115701219512186,0.0009630757575757568,0.004770112951807226,0.005455931137724547,0.005503092261904757,0.006733634615384608,0.006763374999999999,0.008526600526315788,0.008586949246665756,0.010491996271054894,0.21851536721722553,0.7316619777011408,0.0013804836211242534,,
Estonia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44444444444444E-7,9.386503067484658E-7,0.0000018658536585365844,0.0000027818181818181796,0.000012903614457831316,0.0000284011976047904,0.00005373214285714281,0.0000876083431952662,0.00013042799999999998,0.00027559684210526315,0.00103807004260809,0.0011174432109761728,0.073521093672134,1.014211281847376,0.00014702750653322543,,
Finland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0.000005,0.000005,0.000005999999999999999,0.000007,0.000008000000000000001,0.000008000000000000001,0.00001,0.000011999999999999999,0.000013000000000000001,0.000014,0.000016000000000000003,0.000016889610389610384,0.000018754838709677416,0.000020596153846153848,0.000023388535031847128,0.000025177215189873414,0.000032716981132075455,0.00003633749999999998,0.00003706211180124222,0.00004061111111111109,0.000044116564417177894,0.000049445121951219487,0.000052854545454545415,0.000059909638554216826,0.00007329341317365263,0.00010119047619047611,0.00020118343195266254,0.0004454545454545455,0.0008133971291866029,0.0013236502675257283,0.002296664605236034,0.7303585558233556,0.4168139947223164,0.00030218347289074786,,
France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0.000014880000000000002,0.000016829999999999996,0.000018785000000000004,0.000020400000000000005,0.000026503,0.000034068000000000007,0.000040885000000000006,0.00004547500000000001,0.0000522325,0.00006120496753246753,0.00007011792580645161,0.00007617928846153846,0.00008232748738853502,0.00010168457468354425,0.00011456765094339618,0.00017212499999999994,0.0003991304347826085,0.0016433333333333326,0.005819631901840488,0.01938621951219511,0.0372392727272727,0.04364186746987948,0.054172994011976,0.06614665937318566,0.07391930841426027,0.08192362643100001,0.0931559871778263,0.10472021388954746,0.11612544623742241,0.10588165642572989,0.5150622791561505,0.015279196864448443,,
Germany,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0.00001,0.00001,0.00004,0.00003,0.00007000000000000001,0.00007000000000000001,0.00012,0.00018,0.00035000000000000005,0.0003,0.0006,0.000755064935064935,0.0015990967741935482,0.0030698076923076916,0.005428089171974522,0.012414303797468352,0.021362264150943392,0.02940468749999999,0.042003726708074514,0.062172777777777744,0.11009429447852752,0.18284432926829253,0.24461454545454525,0.28581506024096365,0.3303334131736524,0.352683214285714,0.34491088757396415,0.354609,0.40964631578947364,0.41355588693158546,0.4494106122448979,0.08372949959089104,0.2086300659980167,0.05913116754292625,,
Greece,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009745222929936305,0.000009683544303797465,0.00000962264150943396,0.000009562499999999997,0.00004751552795031053,0.0004722222222222219,0.0014830674846625757,0.005690853658536581,0.01570799999999999,0.033623132530120454,0.03474107784431136,0.03551785714285711,0.03557928994082837,0.035923293,0.03391635999999999,0.039477418107333066,0.04327330925105446,0.09315852542172354,0.5567548666631741,0.0056936824136822805,,
Hungary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009503105590062109,0.00000944444444444444,0.000009386503067484657,0.00000932926829268292,0.00007418181818181813,0.00023042168674698778,0.0006138323353293408,0.0012841071428571417,0.0022089940828402344,0.003141,0.005627894736842105,0.013344825891028268,0.021058351020408164,0.5737046488054358,1.0654450702648237,0.0027707509534442326,,
Iceland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000040066723352275175,0.0000044689755108722875,0.000005057218311081363,0.000005989521331595936,0.000006446858957337944,0.000008668913918748974,0.000014722802184031599,0.000048368299845701194,0.000097209,0.0001490273684210526,0.00019032199918066363,0.00018962285714285712,-0.006395673023307569,0.47119593536713666,0.000024949613182637855,,
Italy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0.0000202020202020202,0.00004,0.00005,0.00009,0.00010999999999999999,0.00010999999999999999,0.00013000000000000004,0.00014000000000000001,0.00015,0.00016,0.00017,0.00018,0.00018876623376623376,0.00020729032258064514,0.00023538461538461536,0.0002826114649681528,0.0003001898734177214,0.0003367924528301886,0.0003729374999999998,0.0018340993788819868,0.006393888888888886,0.01788785889570551,0.10071598170731699,0.1748993999999999,0.19897926506024077,0.20436402395209566,0.20893789285714265,0.2001158520710057,0.2193993,0.2026918947368421,0.21117184104875053,0.2305064389809221,0.08857619853891574,0.41868864308710996,0.030328867391490825,,
Latvia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000018658536585365844,0.0000018545454545454533,0.0000018433734939759023,0.000001832335329341316,0.00000182142857142857,0.0000034583431952662683,0.00000396,0.00001139,0.00002796440802949611,0.000027861681632653065,-0.006395673023307569,0,0.0000036658986676316145,,
Lithuania,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.329268292682922E-7,0.00002132727272727271,0.0004129156626506021,0.0006688023952095803,0.0006675535714285708,0.0006020414201183427,0.0005985000000000001,0.0007157894736842104,0.000812099959033183,0.0007973447806287298,-0.020851763219646102,0,0.00010491057960852696,,
Luxembourg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000000000000001E-7,4.57012987012987E-7,5.823870967741934E-7,0.000013720961538461538,0.00008964630573248405,0.00017137936708860757,0.00020317245283018863,0.0001998658124999999,0.00019035670807453407,0.00019187333333333325,0.00019850576687116553,0.00024017268292682908,0.0003549321818181815,0.0006796333734939753,0.000867986407185628,0.0009446019642857134,0.000907932781065088,0.0009761669999999999,0.0010712236842105262,0.001162301351904957,0.0018337849465261966,0.5734083094242042,0.1973756230513466,0.000241280116571096,,
Netherlands,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0.00001,0.00001,1.0000000000000002E-7,0.00001,0.00002,0.00002,0.000035000000000000004,0.00005270000000000001,0.0000771,0.00012975194805194803,0.00016820129032258063,0.00030148846153846146,0.00032295668789808913,0.0003311675316455695,0.0003389383018867923,0.00034149599999999984,0.0003695662732919253,0.0004197488888888886,0.0005579712883435578,0.0009361360975609752,0.0023529823636363623,0.00475498192771084,0.007189735688622748,0.01021374267857142,0.014117862248520694,0.019839114,0.03318904631578948,0.04756761851700122,0.07155117014815042,0.500089291252668,0.6048416441911015,0.009414339836766369,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44049079754601E-7,0.000010943231707317065,0.000026297454545454528,0.00008342186746987944,0.00013176323353293403,0.0002058214285714284,0.00021456213017751458,0.000213759,0.00020389263157894735,0.0002070542892257272,0.00020904698775510203,0.006865503252697414,0,0.000027505341708653267,,
Norway,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005300000000000001,0.000052655844155844154,0.00005231612903225806,0.0000608076923076923,0.00006042038216560509,0.0000600379746835443,0.0000683207547169811,0.00006789374999999998,0.00007032298136645961,0.00007272222222222219,0.00007603067484662573,0.00007929878048780484,0.00008252727272727265,0.00009032530120481922,0.00010627544910179631,0.00012203571428571417,0.0002154674556213016,0.00035964899999999997,0.00054468,0.0009520557057914435,0.0011991358451365144,0.2560814565957237,0.29330072750239555,0.00015777620873549074,,
Poland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000018658536585365844,0.000010199999999999994,0.000013825301204819267,0.00006413173652694605,0.0005191071428571424,0.0011226035502958569,0.001485,0.002684210526315789,0.006335208717738631,0.017674448979591837,1.7822537379126797,0,0.002325514296648681,,
Portugal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0.0000101010101010101,0,0,0,0,0,0,0.00001,0.00001,0.000008000000000000001,0.000011000000000000001,0.000014,0.000015896103896103897,0.000017767741935483866,0.0000255,0.000028261146496815278,0.000036797468354430366,0.0000481132075471698,0.0002294999999999999,0.0003896273291925464,0.0015111111111111102,0.0020180981595092013,0.0026308536585365836,0.0036441818181818155,0.0044161688195783096,0.005747271981736521,0.007250696556428565,0.007441775147928987,0.008927999999999998,0.008992105263157895,0.011972011470708725,0.015054367346938775,0.2540277991254605,0.22994891164189668,0.001980777252673123,,
Romania,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009539842873176202,0.000018962632459564964,0.00000932926829268292,0.00007418181818181813,0.0038710843373493944,0.011867119760479031,0.01805035714285713,0.016476923076923063,0.016704,0.01584578947368421,0.015849766489143793,0.015125420408163266,-0.04830811651220068,1.0991726757241547,0.00199012605386568,,
Slovakia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015957055214723916,0.0037037195121951195,0.00393163636363636,0.005419518072289152,0.005469520958083828,0.0046082142857142815,0.004825384615384612,0.004553999999999999,0.005234210526315789,0.005250569438754609,0.005826351004725086,0.10662892485944964,0,0.0007666016957262162,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009503105590062109,0.00003777777777777776,0.00012202453987730055,0.0006157317073170729,0.0015114545454545446,0.001981626506024095,0.002354550898203591,0.002495357142857141,0.0024172189349112405,0.002554803,0.0022812299999999995,0.0027014046046702172,0.0025567644734693874,-0.05612851411499076,0.5326229439384504,0.00033640609351284035,,
Spain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0.00006060606060606061,0.00006,0.00007000000000000001,0.00008,0.00009,0.0001,0.00015,0.00012,0.00013000000000000004,0.00015,0.00017,0.00018,0.00023844155844155845,0.0002961290322580645,0.00040211538461538455,0.0005457324840764331,0.000397025316455696,0.0011450943396226411,0.004857749999999998,0.02449900621118011,0.05729882747068675,0.06631028112957421,0.08097372264580248,0.11095661493378506,0.12084132753547577,0.1252678504556808,0.1262106989826861,0.12350178718327798,0.12888604052999997,0.11402526315789473,0.1346809997266694,0.18478557359259337,0.36827537180605807,0.08922113488359074,0.024313147962926003,,
Sweden,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000019870129870129866,0.000019741935483870967,0.000019615384615384613,0.00001949044585987261,0.00001936708860759493,0.00001924528301886792,0.00002868749999999999,0.000038012422360248434,0.00006611111111111107,0.00008447852760736192,0.00012128048780487797,0.00017618181818181803,0.0003225903614457829,0.0004305988023952092,0.0008833928571428564,0.0012946153846153836,0.00207,0.0034984210526315786,0.005910233510856207,0.009382810495626821,0.5832156858419819,0.5672310177136592,0.0012345425860529069,,
Switzerland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0.00001,0.00002,0.00003,0.00004,0.00005,0.00006,0.00007000000000000001,0.00007000000000000001,0.00008,0.0001,0.00010999999999999999,0.00012915584415584415,0.00014806451612903225,0.00017653846153846157,0.00017541401273885352,0.00020335443037974678,0.00023094339622641501,0.0002773124999999999,0.00035161490683229793,0.0005099999999999997,0.0008823312883435578,0.0015673170731707307,0.0027725454545454525,0.004608433734939756,0.007714131736526939,0.010190892857142848,0.012067988165680462,0.015147,0.017402631578947367,0.01941551823023351,0.02329931473173803,0.19675689962721332,0.4389903485585136,0.0030656055854039574,,
Turkey,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022527607361963176,0.00002669606003752343,0.00003948129897499758,0.00006253290083410561,0.00015941317365269448,0.0017678785714285701,0.009443449704142001,0.0260037,0.06978768421052632,0.08245622613682915,0.09622933332867341,0.16384676026360756,0,0.012661367303229462,,
