Thousand barrels daily,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,z,aa
Azerbaijan,281.18497267759557,300.1553424657534,307.0395890410959,307.9339726027397,308.6536885245902,444.91860273972605,646.1666849315069,855.5625753424657,894.5147540983605,1014.2503561643837,1023.2578904109588,918.7969589041096,871.897431693989,876.9884794520548,849.0213561643837,840.0244520547946,826.3972267759565,781.4085479452056,783.3290000000001,761.6068493150684,701.9255054644809,-0.07836240430907415,-0.028241009715017307,0.009153333641405385,,
Kazakhstan,740.2079234972678,841.4902465753426,992.5779999999999,1080.63777260274,1247.8088743169399,1294.3286712328768,1367.8913671232879,1413.2783808219178,1483.4672295081969,1609.105495890411,1675.590095890411,1684.0448356164386,1662.391306010929,1720.1338739726027,1700.5628328767125,1671.9516082191783,1637.281838797814,1813.0913506849313,1899.809969863014,1903.0993068493153,1796.3862213114753,-0.05607331427938422,0.016922117936176484,0.023425452280162906,,
Russian Federation,6472.930504098362,6988.132099999999,7622.86907479452,8461.01916010959,9190.654879344263,9442.94498842009,9655.699395359125,9868.470277260272,9784.148040530608,9927.315593816988,10150.34402736,10286.597701255889,10395.296037808961,10528.358540790796,10479.039213066082,10616.586097844602,10862.849255409836,10898.15906389041,11083.293585972604,11186.271423178081,10191.62435125683,-0.08891676540767013,0.012011278138332804,0.1329020491614634,,
Turkmenistan,143.60655737704917,153.2,162.4,171.6,180.3060109289617,190,195.19999999999996,200.4,205.03825136612025,210.8,216,223.59999999999997,230.56830601092895,238.79999999999995,246.4,254,250.31420765027326,248,236,227.74,189.2995529061103,-0.16879093305475412,0.007759430625450037,0.0024685268627928176,,
Uzbekistan,158.77049180327867,152.7858904109589,152.99287671232878,150.58232876712327,138.41284153005466,114.78808219178083,113.87260273972603,103.8127501369863,101.83087431693988,95.21013698630136,77.71547506849315,76.57890410958905,67.72868852459015,63.2894267160045,61.307613334335386,59.45624967277911,57.73865535707623,60.900465753424655,64.0145616438356,62.41542465753425,46.758879781420774,-0.2508441617119328,-0.04134823992141845,0.0006097507841013574,,
Other CIS,38.62418032786885,38.872,38.751999999999995,38.144,37.83633879781421,37.678000000000004,37.492000000000004,37.087999999999994,36.635628415300545,36.47,36.2,35.992,35.27934426229508,35.088,35.03,35.5346,36.20946797814208,36.93155859375,37.87877999999999,38.927865999999995,39.42257062660342,0.012708239044067371,0.006543348672669591,0.0005140829605677131,,
Total CIS,7835.324629781422,8474.635579452053,9276.631540547944,10209.917234082193,11103.672633442624,11524.658344584474,12016.322050153645,12478.611983561641,12505.634778235526,12893.151582858083,13179.107488729864,13225.610399886025,13263.161114311693,13462.658320931458,13371.361015441515,13477.553007791354,13670.790651969099,13838.490986867722,14104.325897479453,14180.06087,12965.41708134692,-0.08565857366824392,0.009559455314878784,0.16907319569049356,,
Iran,3768.6610809999993,3741.745205,3533.619178000001,3988.573973,4109.793443,4095.179452,4127.441096,4169.972602863013,4173.098360551912,4014.942684931507,4068.4058219178087,4048.304109589043,3397.7158469945352,3191.5972602739726,3272.9835616438354,3392.2192,4090.1802999999995,4490,4240,3019.9999999999995,2730,-0.09602649006622499,-0.028074986465902563,0.035600075287905576,,
Iraq,2598,2502,2096,1334,2011.9999999999998,1812.9999999999998,1974.0000000000002,2116.2117999999996,2394.0000000000005,2404.712,2424.0410000000006,2728.11,3037.0000000000005,3057.9999999999995,3198.287671232876,3945.274,4375.136599999999,4473.4794921875,4567.5341796875,4711.72607421875,4049.3443,-0.14058155414490625,0.06957611578650069,0.052804747965806344,,
Kuwait,2086.0000000000005,2025,1877,2196,2337,2485.0000000000005,2546.0000000000005,2470.61937377691,2574.4945355191267,2278.383562,2306.821918,2645.05479452055,2889.9043715847,2846.6027397260273,2829.8630136986303,2781.5341999999996,2860.109300000001,2704.2359999999994,2736.603,2677.655,2438,-0.08950182155654862,0.016278594139758962,0.03179230166736769,,
Oman,954.796994535519,955.7775342465753,897.3775342465752,819.5090410958906,779.7396174863387,774.2890410958902,737.6501369863015,710.3931506849315,756.75,812.5202739726026,864.5882191780822,884.9202739726028,918.4718579234973,941.9493150684933,943.4789041095889,981.0898630136988,1004.262568306011,970.5695890410958,978.3873972602739,970.938630136986,950.679508196721,-0.020865502011601644,0.01797182375775197,0.012397165592114403,,
Qatar,781.3268710152983,777.8091927105322,728.9806692607929,841.3022850004588,957.3640204544984,1009.5318566406532,1090.8573809106329,1100.2309549220088,1210.7965846994537,1151.0152246575344,1307.4226657534246,1398.5145835616438,1491.1650256830599,1519.5679404109585,1508.3920027397262,1462.7024499999998,1464.7442,1431.5002074564275,1427.4455798510808,1386.5847495408814,1358.879198045424,-0.019981145403936695,0.018794367151389046,0.01772022042402412,,
Saudi Arabia,8094.5,7888.9,7093.1,8530.8781369863,9121.990464480874,9597.420595628415,9465.209279452056,9074.284794520547,9453.406505464482,8410.957657534247,8423.052054794522,9566.205479452055,9986.797814207652,9874.808219178081,9941.467123287672,10420.271232876712,10688.199999999999,10175.162,10533,10145,9429.999999999998,-0.07047806801380008,0.018921345618853946,0.12297022343038445,,
Syria,545.0000000000001,579,624,602.0000000000001,442,412.99999999999994,386.00000000000006,369.00000000000006,371,366,349.99999999999994,319,146,45,23,19,16.999999999999996,16.609699249267578,16.05190086364746,24.6489,33.0183,0.3395445638547765,-0.23646025996814768,0.00043056921827056883,,
United Arab Emirates,2333.609999999999,2282.0499999999997,2071.6,2423.36,2517.0499999999993,2643,2827.9999999999995,2784,2819.2000000000003,2495.036235970435,2603.0168077813387,2853.3460450768403,2945.6107632693825,3083.672103270489,3063.411905643713,3284.1752673553215,3383.908924043075,3279.043035561595,3308.0180450768403,3359.678034866854,3087.2345700527258,-0.08109213501612378,0.030201268424328465,0.040258528617326685,,
Yemen,436.50199999999995,438.7296,438.2563999999999,430.8731999999999,402.8064000000001,399.8492999999999,365.57899999999995,318.9312,294.5184,286.1318,283.8949,197.22430000000003,154.0742,172.7589,127.795,37.5701,16.2705,44.00000000000001,66.5068,67.00000000000001,67,0,-0.13512993088086023,0.000873701481424789,,
Other Middle East,38.12101092896175,37.117424657534244,38.12917808219179,38.09783561643837,38.07607923497268,174.47041095890413,172.06845205479453,184.33619452054793,182.85528961748636,182.3131232876712,181.93622191780818,190.69468493150688,173.3899180327869,198.90820547945205,203.5864219178082,202.79067123287672,203.93279234972678,198.4106410958904,195.64250684931508,195.86677038112177,169.47429589948987,-0.1347470754241613,0.007196674357756727,0.002209999155086677,,
Total Middle East,21636.51795747978,21228.12895661464,19398.06295958956,21204.59447169909,22717.820024656685,23404.740656323866,23692.805345403787,23297.980071287955,24230.119675852464,22402.012562353997,22813.179609342988,24831.374271104243,25140.129797695612,24932.86468340747,25112.265604273853,26526.626984478607,28103.745184698808,27783.010664591773,28069.189409588656,26559.09815914459,24313.63017219436,-0.08454609315027095,0.017167859242241734,0.31705753283971133,,
Algeria,1289.145491803279,1260.8055342465755,1355.6733150684931,1535.5504657534248,1628.3487978142077,1691.7640712328766,1696.745479452055,1687.0501369863014,1643.2632513661201,1517.3367945205482,1460.77701369863,1416.3678630136988,1320.4342076502733,1275.0982465753425,1328.8712328767124,1289.8800273972602,1315.7754098360658,1286.7146849315068,1258.842383561644,1239.203315068493,1098.352431693989,-0.11366244881835141,-0.020045170176563487,0.014322867861157575,,
Angola,746.0614754098362,742.0150684931507,905.4410958904109,869.5630685,1102.6769999999997,1264.8159452054795,1381.6032164383562,1634.2929061614727,1854.6835407510243,1733.9890410958903,1793.0821917808219,1656.4383561643833,1714.207650273224,1715.5520246575345,1671.6726136986301,1779.5240000000001,1721.6203005464486,1632.3565041095887,1478.939904109589,1373,1276.9860498450485,-0.06993004381278334,-0.023072311165443615,0.016652307515050868,,
Chad,,,,23.561643835616437,167.75956284153008,173.4246575342466,153.15068493150685,143.56164383561645,127.04918032786885,117.8082191780822,121.91780821917806,113.6986301369863,100.81967213114754,90.63539721179771,88.80447873605114,110.61388069107186,116.51713661202184,98.41163835616439,115.50546027397259,126.87781095890408,126.25528142076502,-0.004906528048002845,0.007444217822011989,0.0016464093494780003,,
Republic of Congo,256,236,227,208,217,239.06569999999994,270.7236,220.92850000000004,234.73599999999996,269.08790000000005,306.8935,291.7626,268.4701,233.54909999999998,245.17640000000003,227.2085,225.00799999999995,262.73,323.466,329.197,300,-0.08869157373852132,0.020366448869014953,0.003912096185484129,,
Egypt,743.7805464480875,719.6713013698632,715.5088493150686,712.6553424657534,666.5108852459018,633.7035616438357,623.0579719452055,637.7361168074809,650.6472301299042,664.5207940283817,663.3240915429416,649.1911260669187,649.3723207532325,643.0752069301392,667.4003808219178,662.0164383561645,631.3588797814209,602.9006849315069,616.8016438356165,597.3206849315069,560.2391811561085,-0.062079724862785235,-0.010604574842410064,0.007305698545198548,,
Equatorial Guinea,109,180,214.00000000000003,240.99999999999997,303,304.8764,343.4712328767123,351.54794520547944,348.5792349726776,309.66027397260274,286.4328767123288,279.93424657534246,299.4833333333333,261.4224657534247,265.56876712328767,242.33082191780824,203.67921311475408,174.07956986301372,157.1952,143.62773150684933,145.70107348958743,0.014435526906857898,-0.07394819889540294,0.0018999887127318594,,
Gabon,276,262.00000000000006,256.00000000000006,273.99999999999994,273,270.3301,241.94009999999997,245.55580000000003,239.5736,241.0003,233.19500000000002,236.28200000000007,221.14800000000005,213.40499999999994,210.905,213.53999999999996,220.65699999999995,210.066,193.447,217.83100000000002,207,-0.049722032217636714,-0.010056951773073197,0.0026993463679840495,,
Libya,1414.5902,1367.7246000000002,1314.9196,1425,1565.3625110000003,1674.4770389357557,1810.0764838732543,1842.6787431115292,1807.980855734626,1687.2794712328766,1748.4634328767124,507.53906849315075,1498.5327999999997,1025.4794575342466,510.1918,421.64383561643837,396.775956284153,908.9041095890411,1143.9726328767124,1279.2459827563807,374.32046889211284,-0.7073897640189828,-0.027304954148556715,0.004881258928338218,,
Nigeria,2141.9315000000006,2120.2183999999997,1907.73,2254.6413,2441.547,2430.5015000000008,2314.7414,2136.0765,2100.3987213114756,2137.939561643835,2454.9134410958904,2373.274608219178,2329.9908551912567,2193.118087671233,2187.7851753424657,2119.0646356164384,1821.6912732240435,1889.7080904109587,1921.7312054794518,2014.3670000000004,1733.985498536461,-0.13919087309489253,-0.0059360656711779924,0.022611726848364284,,
South Sudan,,,,,,,,,,,,,31.040999999999993,99.72880000000002,155.35159999999996,147.73770141601562,136.6917,147.2005,144.296,171.51600000000002,169.5109,-0.011690454534854067,,0.0022104764842932724,,
Sudan,179.1319043715847,209.00812054794525,236.18449041095892,262.13031506849313,291.13726724043715,293.6804144109589,356.16085090410957,483.11566027397265,456.9514590163934,475.21246301369854,462.07089589041095,291.0022712328767,103.1075,117.85339999999998,119.6045,109.06215616438354,103.61358196721312,94.6155496111484,100.27200566029781,97.5262869469117,85.63452580295173,-0.12193390639831525,-0.1464609664811184,0.001116701672464899,,
Tunisia,76.9420218579235,70.55838356164384,73.44476712328768,66.78712328767124,70.23953551912568,71.67501369863014,68.72542465753425,95.77736986301372,87.27939890710383,82.46208219178084,78.7329589041096,69.96846575342467,69.63021857923498,64.00608219178083,59.26567123287671,53.66145205479453,51.03554644808744,43.25361643835616,43.148273972602745,39.587698630136984,32.726622950819674,-0.17331332501592223,-0.07075422347763138,0.0004267656560322634,,
Other Africa,145.0812568306011,136.242602739726,136.363901369863,140.25748493150687,172.6715081967213,177.19656856985,227.04393187474295,191.11831571944336,183.72795081967212,181.4773760273973,148.81200547945207,197.94622191780823,195.9979836065574,225.3784712328767,230.94992876712328,262.2486723600783,254.8651673913308,300.197138520967,299.30718571579524,329.8757083739473,313.4426659568305,-0.049815860943868806,0.061580138277742336,0.004087392859525643,,
Total Africa,7377.664396721312,7304.244010958904,7342.2660191780815,8013.146743842466,8899.254067857924,9225.510971231633,9487.440376953477,9669.43963796431,9734.870423336864,9417.774276905095,9758.615216200476,8083.405457573768,8802.23564151826,8158.301739758375,7741.547548599065,7638.532121590453,7199.289165205539,7651.138086762251,7796.924895485682,7959.1762191731295,6424.154699744675,-0.19286185870978567,-0.01668653931024222,0.08377303698610362,,
Australia,709.7518680901776,658.356661835913,650.7792837519014,558.3526861481593,481.25051936084355,470.4840645212911,424.25893570551403,461.2585320017342,463.0331823988986,457.76208652248164,472.7042643197209,411.2881396866212,405.4075174090684,334.6765215907079,353.3047008074253,322.25199132682894,289.70249616263874,263.2501200778754,283.5687936342413,360.69565924040415,355.6690408283242,-0.01393589937474038,-0.02354977554350368,0.004638038326397621,,
Brunei,178.00000000000003,187.99999999999997,195,199.99999999999997,193.93270354861167,191.69562286428734,205.0178263013496,179.36218560304314,160.53917906913856,154.67320058639248,159.47488122570064,152.59357633485183,146.16956341727152,122.02218375532385,114.3536941286762,115.3199929084108,109.07946781230476,100.58729290880675,99.51972647406949,109.57204865439225,100.46199417858318,-0.08314213878161236,-0.033885787771031683,0.001310056614040547,,
China,3256.8431693989073,3310.147671232877,3351.0350136986303,3405.638493150685,3485.775491803279,3641.963717808219,3710.500221917808,3741.677824657535,3813.9952677595625,3805.374520547945,4076.966082191781,4074.1846986301375,4155.228797814208,4216.442627534247,4245.957726027397,4308.835068493151,3999.15587431694,3845.860219178082,3797.6629589041095,3835.979780821918,3900.701557377049,0.016872293456474674,0.0008013680347456198,0.050866398944422526,,
India,660.9118032786886,659.5867397260274,678.5664657534247,686.0470684931507,705.5203005464482,673.8998630136987,698.226684931507,707.4364657534248,703.4983606557378,690.167991780822,761.7647260273974,793.1253232876712,786.1088069945356,789.455235369863,777.8584734794522,771.1491116986301,744.3711590163937,743.7899720273972,718.9652031780823,676.5740153424657,635.8277161202186,-0.06022445186817038,-0.001987340963043982,0.008291397276196644,,
Indonesia,1413.704081967213,1342.0528767123287,1248.5997671232878,1139.2168684931507,1094.224683060109,1062.0630136986301,1005.6136986301369,954.3780821917809,976.775956284153,948.8027397260274,944.8986301369863,902.0520547945205,859.0000000000001,824.9999999999999,788.77,785.7930000000001,831.0580000000001,801.0239999999999,772.1274825917626,745.1393651631072,708.248338797814,-0.04950889469813202,-0.023873377444458277,0.009235785415287998,,
Malaysia,681,665.9999999999999,698,738,762,703.5123287671233,666.9260273972602,682.7123287671233,688.0081967213115,658.8465753424657,653.3643835616438,582.9968684931507,597.5575491803278,588.2082191780822,610.0164383561644,661.61,666.8299999999999,660.3941111490882,652.8099132035321,604.4749999999999,541.0749999999999,-0.104884403821498,-0.008576052085115804,0.007055791478536084,,
Thailand,110.3,113.761,129.291,158.98499999999999,153.72000000000003,183.377,204.2,213.40800000000002,228.82799999999997,237.941,241.80100000000004,224.127,238.616,240.64,232.85199999999998,248.016,257.56899999999996,239.82000000000002,228.20999999999998,228.22099999999998,201.86400000000003,-0.11548893397189541,-0.004162142778856404,0.0026323712812885616,,
Vietnam,329.3808743169399,341.27178082191784,341.88000000000005,358.8493150684931,405.4027322404372,375.453698630137,340.60273972602744,322.76164383561644,301.3377049180328,331.68219178082194,304.3934246575343,308.01123287671237,338.5405191256831,336.9662191780822,315.41643835616435,342.3808219178082,307.50409836065575,275.0598630136986,243.28849315068496,224.61610958904112,195.3273360655738,-0.1303948037255841,-0.03822856407216957,0.002547131087809693,,
Other Asia Pacific,183.64091519688617,177.2414135083668,181.9334418028737,179.8319659388966,207.71348140066553,242.66713182938295,253.3273089839457,273.9404986149235,290.4295731495707,280.6741053759804,269.88632787619355,256.248971658915,246.33396777377732,236.8580935944272,260.87437413696347,265.0731371903098,249.95161340385067,241.068616354222,207.67253243422522,205.41099020809884,189.16880048330904,-0.07907166850388614,-0.03073588783004677,0.0024668218092778723,,
Total Asia Pacific,7523.5327122488125,7456.41814383743,7475.084972130118,7424.921397292535,7489.539911960394,7545.11644113277,7508.673443593549,7536.935561425181,7626.445420956406,7565.924411662936,7885.253719996958,7704.627865762581,7772.962721714872,7690.269100200734,7699.403845292243,7820.429123535138,7455.221709072784,7170.85419470917,7003.825103570708,6990.683969019428,6828.343783850872,-0.02322236077156381,-0.007876430525928124,0.08904379223325755,,
Total World,68425.2708156988,68507.85091034435,67551.9332408264,70803.36413140954,74162.60493672211,74971.49831545129,75625.63171379571,75428.8621007029,75997.00930014963,74047.38307957366,75368.36934580325,75638.26916846604,77469.35799869595,77790.02754991662,79200.78925883882,81566.55633990264,81456.73429748885,81850.6719308805,83573.90965547736,83148.0170148232,76685.2310822911,-0.07772627856392478,0.011659159971505018,1,,
