Thousand barrels daily,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Total Europe ,8219.067934004148,9037.460258701905,9825.686231679676,10775.430262505344,12030.56586426103,13323.154586756173,13999.8926510236,14952.103717964745,16075.728601206081,15133.99732556793,14654.301550665234,15608.59857459902,15548.166705935988,16522.687246157337,16910.369828647465,15768.581970793517,14771.726710522222,14112.109741004004,13850.862170037773,13914.888653026781,15593.769893619648,16098.500469157152,16214.415252972498,16290.313854848804,16247.78218601507,16600.232714938033,16458.904240973945,16035.865484996913,15702.995285213801,15669.559942422873,15998.12611320242,16122.89371201863,16323.615346250119,16636.163225195978,16427.480155133188,16185.345815097668,16440.74398861621,16395.61239671582,16476.058790982646,16589.038581634704,16742.374472321324,16765.463472526455,16472.014178890156,16242.119455160277,15504.984904099209,15343.846338562009,14914.058587386045,14393.100572435123,14222.51858894023,13979.673920904583,14319.270053055956,14619.030144517159,14929.170089771887,14908.107057340903,14826.244243305055,12787.502921135754,-0.1375089529561686,-0.004466267316560635,0.14452853561918255,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,160.36665753424646,168.14098630136976,158.36367123287675,161.85841530054634,158.36367123287675,166.22865753424657,160.36665753424646,155.90846994535517,150.88076712328765,140.16326027397258,125.51838356164384,111.6642349726776,106.8659178082192,112.21915068493152,107.4260273972603,119.67595628415303,78.74734246575342,72.63512328767123,83.94479452054793,90.53303278688526,106.2394794520548,96.10061369863013,91.07149041095889,74.32696448087431,72.56410684931507,72.19833972602738,88.59913698630137,92.05448907103826,100.75336438356166,99.2969590599234,99.53091043303253,97.85040380182842,99.40341164280952,104.13296784943243,104.2569338599562,91.96440851189395,-0.11790607006124187,0.03690342601973762,0.0010394117892508605,,
Belarus,,,,,,,,,,,,,,,,,,,,,491.0399452054793,580.6542739726027,574.8102739726031,555.7471584699456,522.2218356164385,483.26994520547953,467.66528767123225,397.5111475409836,281.4937260273973,228.16517808219174,206.47761643835616,204.23669398907106,179.89,170.0960821917808,156.68832876712327,156.13448087431695,152.39432876712328,159.39383561643834,163.53720547945204,162.2476775956284,151.7169589041096,176.83791780821915,162.98575342465753,159.78811475409836,181.41827397260272,149.1069863013699,171.88063013698633,210.3785519125683,143.2430684931507,163.32537535731524,138.95918670923243,136.29018595856968,136.50559181223008,150.8231333027118,144.20257824463488,131.97866449296043,-0.08476903742273578,-0.0226970730257976,0.0014916659827788183,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,421.05728767123264,384.11093150684985,371.7882191780823,372.83377049180336,382.03657534246616,440.4992875412153,444.9297681849645,414.8811475409835,319.99999999999994,247.10164383561641,242.44027397260277,204.88729508196727,206.9806849315069,172.13712328767122,143.87561643835613,159.57767759562842,157.70638356164383,156.76372602739727,170.99413698630136,188.54915186975907,193.19080048586508,221.0138512313535,240.61493393970287,241.87397975813602,199.82100188217078,206.1794278431543,269.54074755015876,288.32343661178226,297.17349961437327,303.7164770335393,363.63897601865705,344.38116251991073,385.041819322443,408.950554089315,387.1948563005794,379.3732394052899,-0.020200725211126147,0.06838761445398878,0.004287800290839129,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,4943.678383561641,5006.31063013699,5050.794876712329,5000.701612021855,5111.449287671227,5042.281800306538,4917.050010511191,4698.916366120218,3928.3606849315065,3485.98183554904,3058.016887853699,2623.9764766404364,2630.1216628893153,2489.8136546048217,2567.796824562685,2540.0128974296313,2627.68885066661,2543.547542465754,2652.551786670958,2619.4362547288806,2647.332235287671,2762.36968498485,2780.191150147617,2860.9467532134695,2774.6501694720273,2877.820780685285,3073.755172885397,3119.340666360126,3163.3688950886985,3300.309270251226,3196.792571102916,3265.2907082669594,3270.676145044961,3319.9795574872014,3393.4833682749504,3238.367756677224,-0.045709848778949014,0.020337266618585925,0.03660109034230168,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,95.55807435751989,69.63997867161953,69.64461616952111,69.48481825946007,69.69135874855309,93.34941606855493,103.82626200516468,97.92163934426229,58.83802739726027,59.953671232876715,54.803698630136985,64.0955737704918,63.523972602739725,82.08147945205478,89.4125205479452,87.13101092896174,84.44657534246576,96.37923287671234,109.6450684931507,109.36693989071038,108.97479452054793,105.33684931506849,111.14602739726027,113.59562841530055,106.22945205479452,117.92205479452053,124.63383561643836,129.38920765027322,137.37013698630136,143.27794520547945,144.6013698630137,142.89180327868854,143.67080671232875,145.22739219178084,149.00263294006655,141.92413722558857,-0.04750584318416151,0.03441521562869854,0.0016040729647323823,,
USSR,3313.9524159123266,3548.8187962520524,3866.12622118356,4107.310370852469,4376.24875617534,4826.362643112335,5126.539666980819,5547.1179576393515,5981.449760580823,6587.913499397268,6911.786102597268,7055.122662295082,7375.717644164386,7822.327106268496,7967.873025468486,8338.158114003894,8442.13421060857,8388.427165011937,8273.486655032628,8259.455922994173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,232.4717260273973,238.53139726027405,226.35567123287657,278.568961748634,267.0983287671232,224.72931506849315,215.426602739726,170.83147540983606,176.32191780821918,150.9677808219178,132.11575342465753,129.83024590163933,139.12446575342466,134.34235616438355,139.81339726027397,142.4060382513661,142.13019178082195,140.99087671232877,137.04745205479455,125.42101092896176,108.99232876712328,108.29652054794518,103.87210958904109,104.90076502732241,97.48569863013698,91.9077808219178,79.7104109589041,76.89571038251367,87.99712328767123,79.87,80.35712328767123,83.52693989071038,87.23370383561644,94.55639569863014,98.27520341245265,85.8508395381753,-0.12642419901318713,0.0008069308542939524,0.0009703142354416647,,
Other CIS,,,,,,,,,,,,,,,,,,,,,291.46749725917095,277.47429145617554,273.33967266801886,272.82027152218296,260.8052383090421,273.653698630137,203.57783561643836,161.78510928961748,100.06317808219177,47.05660273972603,45.21646575342465,40.44614754098361,40.235123287671236,39.02753424657534,31.073671232876713,30.24734972677596,32.03145205479452,32.930109589041095,36.19734246575342,39.97863387978142,43.25020573001203,47.29090873314185,56.44149195564028,60.42940403414305,63.67494548332661,62.704987369479255,65.08441712276387,74.5732635003169,78.149170253253,75.64571083430907,78.37884642037116,85.92975178209278,82.40909271040377,95.93451475164164,90.54795052586843,79.37388860885086,-0.1234049125587362,0.035836008730052216,0.0008971096200553933,,
Total CIS,3313.9524159123266,3548.8187962520524,3866.12622118356,4107.310370852469,4376.24875617534,4826.362643112335,5126.539666980819,5547.1179576393515,5981.449760580823,6587.913499397268,6911.786102597268,7055.122662295082,7375.717644164386,7822.327106268496,7967.873025468486,8338.158114003894,8442.13421060857,8388.427165011937,8273.486655032628,8259.455922994173,6635.639571616688,6724.86248930588,6725.097001166307,6712.015007814426,6771.666295687726,6724.012120354664,6512.842424262964,6097.755355191258,5015.958301369862,4359.389972535341,3864.5890796345216,3379.136667897267,3366.741827272877,3199.717380632219,3236.0863862065203,3235.1854110908334,3275.145124639212,3202.6404465753426,3353.917786670958,3335.5327016806064,3359.696803147384,3517.246346319208,3546.3229568648776,3615.861609683344,3495.8436483443743,3577.8403575417547,3873.20435125695,3990.955325488619,4008.05525810701,4165.441737741792,4102.258983834894,4156.16095549876,4204.940571080792,4319.604515370713,4366.963523558507,4148.832934459983,-0.04995017428512338,0.02249868083217388,0.046891465225399935,,
Iran,139.28851578626953,152.29428952036216,168.4859725775738,185.37211540675156,203.34909201453615,219.83257429100425,241.95947291826033,269.52828714269106,324.2298905916743,377.8511675116203,444.5646578651862,501.2177007263458,585.2432801003179,586.9375210675429,619.2325225396711,565.3606511339409,560.296399710355,611.3324738412994,745.9652823861984,804.9730111460556,888.041668020893,818.1261877656395,854.413217821682,854.5267624245968,921.262758989325,949.2594564696618,1007.0528866007476,1082.6905535216076,1189.6419019767113,1230.5714673870946,1210.5979457447656,1268.9658151776891,1312.1555734404105,1278.1693781106137,1306.562584240944,1347.4325761941566,1392.9447282070123,1409.5618283570188,1419.5609263962751,1481.0683444572994,1594.9022979591734,1738.7453165483134,1740.3069018575281,1806.4133736032545,1765.5534260955253,1685.1583181785259,1715.0893790412188,1762.914645781725,1876.2650958653016,1763.8190079447006,1581.7643509642523,1584.8055533679442,1644.3606959945946,1717.1569035376115,1840.7441151362623,1715.2336278651226,-0.06818464676272984,0.004179279248326839,0.019386130819206582,,
Iraq,26.02031596922851,28.13381629977041,30.439724175812124,32.88288337272348,35.62536034187939,48.23072664299478,51.746312750511905,63.5856704500048,62.218218967671234,62.33027608055756,63.572954057736126,79.93442770219538,93.1200341427157,88.58322824035392,107.32983256568875,141.79405969925023,151.37405897622196,158.93870241288818,179.1945539656875,195.28390541245028,229.88079859453575,245.34204556510355,255.38929680296485,280.2814519899656,313.3155264695637,312.69806682690086,226.3179360320667,356.37117764394134,503.1488686880819,574.255096339515,558.944287256948,594.4018589887834,713.206450805018,474.3325584911319,347.0308891557991,460.3221833826269,532.0481806264925,500.51650235643604,474.048340361741,514.4682117644471,495.7399365886952,505.8130263324453,488.96418984947235,479.5539910396178,534.8514326893535,568.9753701911393,628.056502283105,664.5404533273448,714.789698630137,680.2582648401826,685.9475290100609,757.1174863387978,722.5417394848577,704.4099999999999,716.2824459839678,627.605767776029,-0.12380127239628547,0.029639308961728617,0.007093405422641017,,
Israel,75.9966470271377,79.26201714965713,82.61420559062083,85.90756127813968,89.83404392599189,93.653990495817,97.66956164383562,101.7746174863388,107.9268493150685,110.11235616438357,113.52961643835616,119.5722131147541,125.27928767123288,133.5684109589041,146.48227397260274,158.49830601092899,161.4792602739726,156.90873972602736,149.13265753424656,139.07937158469946,132.12139726027397,137.1173698630137,153.53723287671235,168.58959016393442,173.4249315068493,179.94506849315067,185.07452054794518,195.42806010928962,204.109698630137,225.3745205479452,253.99101369863016,254.15669398907107,238.1762830308493,258.098789813315,276.05772620063016,279.12392191237706,259.3596139035647,257.41868390304626,263.6275821179278,248.18578970302946,256.95803639226455,247.71736175029102,262.03922480860274,254.32840947048552,232.3020673647505,240.6204594578082,254.33975673589043,294.85732303986873,222.61658246209228,213.62976273586676,226.27912232775773,230.46623834714617,254.9643681409228,249.7812333186436,254.09691285396167,213.21940881194874,-0.16087367446886947,0.00900805063312915,0.0024098754159613323,,
Kuwait,105.86717718834728,102.96616614134058,100.14950233817763,97.17634909165434,94.81958107198267,92.28408926359054,91.1403287671233,97.95625683060109,92.87375342465752,84.93517808219178,66.0218904109589,77.9351912568306,75.65912328767122,81.62369863013697,91.61589041095891,77.5883879781421,107.35947945205481,121.9600821917808,134.86095890410957,148.13344262295084,140.6295342465754,145.1511780821918,142.80010958904114,137.38513661202185,135.9314520547945,86.74986301369863,72.58597260273973,99.28887978142077,85.49156164383562,104.59986301369864,109.36093150684933,106.23685792349725,120.54926027397259,192.37186301369863,219.42024657534245,228.21089071038253,232.34827534246574,266.23546570410963,320.160685249315,357.1363376065574,390.3825635671233,368.884620060274,376.3229863013699,396.89983606557377,422.704493150685,480.23690410958903,466.7032080846251,467.193116327198,477.377237335766,488.0131274561916,466.6560002003192,449.3419668568021,470.09291410013356,467.50341761768647,445.95732239302174,410.9654653074159,-0.07846458692019753,0.005369355655420627,0.004644865948985556,,
Oman,9.030109589041096,9.419671232876713,9.82945205479452,10.24983606557377,10.705945205479454,11.197726027397259,23.913753424657532,27.214371584699453,23.802876712328768,22.087589041095892,20.51301369863014,23.816857923497263,23.47917808219178,22.300657534246575,23.15857534246575,17.849453551912568,17.72950684931507,26.31361643835616,20.870465753424654,33.4148087431694,29.64369863013699,21.740301369863012,24.18772602739726,22.231557377049185,28.603726027397265,41.93419178082192,66.96750684931507,59.22142076502732,56.9572602739726,50.59194520547945,55.26202739726026,53.276803278688526,47.59775342465753,48.1007397260274,60.438164383561656,64.07614754098361,71.73613698630137,83.56277260273973,80.34283013698631,78.16171584699453,87.49853698630137,91.84432876712329,90.09687671232876,122.55442622950821,118.99808219178081,135.45243835616438,146.12257534246572,157.3286338797814,178.24657534246577,184.6824657534247,184.0421917808219,186.93040983606562,223.53541736986304,231.86651660273972,239.94742525812651,209.49737473633425,-0.12690301006162175,0.07264895300508911,0.002367807770871365,,
Qatar,1.0125205479452055,1.009945205479452,1.535917808219178,1.9669125683060111,2.281178082191781,1.9554246575342469,1.8903287671232878,2.2435792349726777,2.913041095890411,3.989780821917808,4.759150684931507,6.551639344262295,8.610739726027399,8.488000000000001,9.17917808219178,8.205683060109289,15.022602739726029,16.39638356164384,18.324931506849314,22.060300546448087,22.624191780821917,28.92665753424658,28.59328767123288,30.261010928961753,32.835068493150686,32.11816438356164,27.22893150684932,32.336967213114754,34.88841095890411,39.82942465753425,37.49040209993381,40.60487373442998,51.894960072937295,54.786862883885085,52.15091848807041,49.18721294761854,58.42591580124229,63.13950690781381,78.93945205479451,94.68234462120178,106.29429041095891,133.51540273972603,142.0202684931507,172.587456284153,169.72752328767123,185.77283300554402,244.22178688376,260.43502027592666,302.23304657534254,311.7549702172468,356.71420909682973,370.87442392353057,337.1065022005603,347.84827302188233,375.0287730489479,296.10420740717666,-0.21044936099201705,0.08250829146400829,0.0033466664876770917,,
Saudi Arabia,389.5744657534247,392.9160273972603,396.2595616438356,398.55251366120217,403.0651232876712,434.74139671900167,441.3193436057051,470.2554560016591,500.58479620867786,525.607811588532,407.84732598155716,471.49174418391993,543.895416393673,588.5713441600869,708.1688006936233,592.257727023354,708.507429095948,783.9185830459369,870.3103899330955,969.1270810640051,993.1685543716693,1000.7598939943118,1063.0879079901663,1093.1129841312318,1068.6238839630594,1136.2258857112586,1190.5459093723798,1155.3892252943097,1166.4313144408995,1403.2714547362662,1354.2661796221216,1400.4536410088265,1427.8675890823642,1509.1242360129263,1565.523083964485,1626.8642952418695,1745.9616688912215,1809.5553406507597,1909.5402961362029,2055.9061075385143,2112.503492284403,2183.52614897654,2315.2695678635405,2542.6819594640606,2808.4265915612937,3124.020292282837,3285.3162845727365,3451.20717976379,3444.033052213302,3759.8317383290982,3878.7005386554556,3865.3547556067783,3798.7476078439904,3617.030110994312,3634.6693281198663,3543.8064110277815,-0.02499895008030517,0.026124797484780027,0.04005325779884362,,
United Arab Emirates,1.5257843203728751,1.6284659256844103,1.7523143648125505,1.9506810526223402,2.1732729973747853,2.5308318866219315,2.985890410958904,3.89551912568306,6.062712328767123,8.394657534246576,13.485808219178082,19.486639344262294,28.320301369863014,31.30391780821918,42.49704109589041,99.13005464480874,108.55295890410959,120.32808219178082,121.3302191780822,137.63251366120215,169.07224657534246,203.92616438356163,223.98016438356166,267.78057377049186,282.2090136986301,297.124301369863,361.90843835616437,363.2050273224044,378.16865753424656,395.22347945205485,395.7684657534246,381.0687978142077,388.1110958904109,386.856301369863,378.7157260273973,375.4763934426229,375.57095890410955,406.8795616438356,447.71364383561644,479.0021038251366,495.6949863013699,532.8925479452055,570.1656986301371,596.9307650273224,598.2333698630138,652.6631780821917,722.5375919999999,767.2139186885246,849.2420878630138,858.2046743287672,949.2582989041096,1033.9035548087431,1017.2210695813357,1014.8220439452056,968.9253570758635,797.5460874408525,-0.1768756162520294,0.04940219607200391,0.009014126434029162,,
Other Middle East,115.03313796496356,119.63352885627158,124.38404510026584,129.0613874159735,134.59277251529505,130.6951083623231,136.32224845073415,132.985883793199,143.6416845780255,154.11481850444653,170.51709879679385,190.20396006222518,210.15389393822286,222.02640866976188,258.0720625114121,250.40212940632762,269.2810553901132,301.70015485407976,325.27565455628354,350.9230633801671,360.4948147706969,354.22071232876715,380.57386301369866,379.7078168276069,377.76646575342465,397.6138082191781,429.4258082191781,435.833605060259,449.1243561643836,464.62854794520547,500.19098630136983,500.8244262295083,531.042410958904,549.2605205479451,557.2600821917808,564.9609924316939,580.7574471232876,596.9466793424657,615.863731479452,653.5996284719845,735.0466712804911,744.4363161767451,778.0485900655815,798.582822295082,777.1653523013698,722.7348996986302,713.5123324657534,676.7628212119172,625.0140702739725,624.7906070684932,543.5268774420548,522.9589824006653,530.9352535248419,528.6793471829856,534.8731157475323,506.57769790941,-0.052901177877629824,-0.03667299757365583,0.00572550663782612,,
Total Middle East,863.3486741467303,887.2639277287027,915.450695654112,943.1202399129469,976.4463694424023,1035.1218683462848,1088.9472407389103,1169.4396416498491,1264.253823222761,1349.4236353289918,1304.8115161533285,1490.2103736582928,1693.7612547119156,1763.4031870692525,2005.736177214505,1911.0864525087748,2099.6027513918166,2297.7968182637937,2565.265113717977,2800.6274981611477,2965.6769042509454,2955.310510886699,3126.562806176458,3233.8768842258605,3333.9728269561942,3433.6688062680955,3567.1079100873862,3779.7649167113746,4067.9620303111724,4488.345799284794,4475.872239381303,4599.989768144702,4830.6013769795245,4751.101249969406,4763.159421228011,4995.654613804331,5249.152925785696,5393.816341468226,5609.797487768311,5962.210583835166,6275.020811770781,6547.375069296664,6763.234304581711,7170.533039479058,7427.962338505445,7795.634693362431,8175.899417409554,8502.453112296076,8689.817446561396,8884.984618673972,8872.889118381661,9001.753371486473,8999.5055682411,8879.09784622107,9010.524795617548,8320.556048282073,-0.0765736472609293,0.019501899558206803,0.09404164273604186,,
Algeria,26.71619178082192,35.353232876712326,33.28597260273973,35.374426229508195,37.714328767123284,43.009917808219186,48.87849315068493,53.54349726775956,58.849260273972604,65.64186301369864,72.88090410958904,84.68016393442623,95.21728767123287,99.38706849315071,118.64087671232875,120.23325136612024,130.1035890410959,137.662,155.14923287671232,171.78967213114754,176.3272602739726,179.94504109589045,182.6426849315068,181.7583606557377,191.96917808219175,212.24701369863016,207.48350684931506,209.64338797814204,208.37473972602737,202.1726575342466,196.47106849315068,185.47322404371587,185.6283287671233,192.2752602739726,185.5245205479452,190.39505464480874,197.55358904109588,220.0222739726027,228.93780821917807,238.26513661202188,249.2523650958904,257.5527260273973,285.9807716719178,308.66162983606563,326.5250410958904,329.3835616438356,349.4717808219178,369.84073770491807,387.4057808219178,400.60594520547943,424.9761369863013,412.41368852459027,407.7404931506849,415.8378082191781,430.2397890410959,366.2865983606557,-0.1486454584383674,0.02796755585953603,0.004139890798421444,,
Egypt,130.73772602739726,139.93342465753426,115.71526027397259,120.50065573770495,91.5077808219178,117.09364383561642,122.02704109589041,139.70581967213116,131.56876712328767,145.39906849315068,159.37021917808218,187.53939890710382,201.4835890410959,208.77213698630135,229.01060273972604,255.8363114754099,296.0115616438356,336.0304931506849,368.61161643835624,398.20535519125684,406.1509589041096,408.26008219178084,431.0084657534246,428.6905737704917,446.3178630136986,457.23375342465755,449.39980821917806,432.1862021857923,408.70342465753424,426.7185753424657,462.5937808219178,488.4514480874317,517.8513698630137,545.4598356164383,561.6327671232879,552.6345901639344,529.5696712328767,525.9001369863013,544.6738356164384,526.7732240437158,608.2242657510103,586.58736947945,628.5503491666308,660.0756590191193,710.1139790366847,748.9439576159581,707.4777269438964,732.5408786814223,743.3996336743386,795.0921647973106,819.8139732170184,839.8341536180649,786.4133121927105,731.3734517016579,733.7391244747412,658.7274490357911,-0.10223207804633339,0.0032781672950492613,0.007445152831515187,,
Morocco,20.74149742507785,28.17607496298734,30.959618451679415,33.88621949729168,36.784923868864574,38.50394622644316,40.63805479452055,43.34245901639344,51.48197260273972,54.98934246575343,57.298520547945195,62.24434426229509,70.35005479452055,75.37599999999999,85.36432876712328,85.82333333333332,84.65580821917807,89.09005479452054,90.16397260273973,93.24002732240436,93.5701095890411,92.72457534246576,93.46000000000001,99.66499999999999,109.01139726027398,112.5747397260274,114.20402739726028,133.8854644808743,137.49298630136985,149.358301369863,143.07243835616438,136.18314207650272,144.9357808219178,144.50378082191781,158.6605753424658,149.70431693989073,151.64084931506852,157.45835616438356,158.45358082191783,181.71296980874314,196.88165287671228,201.11282972602737,211.19015616438355,231.07968579234972,234.49744065753424,258.09280484931503,274.5958706849315,276.8283773224043,281.79325830136986,271.85013731506854,267.7937486523323,274.6529234972678,290.34076712328766,286.1300859686168,292.0473536222505,261.3591590419762,-0.1050795160430319,0.022189738364852163,0.0029539666000438242,,
South Africa,117.7289315068493,127.85424657534247,138.49709589041098,150.0648633879782,165.28287671232877,179.12849315068487,195.37273972602736,211.9653551912568,234.17632876712324,228.3907945205479,243.47024657534246,245.7088797814208,243.83663013698637,256.0255342465754,242.36213698630138,248.47207650273225,270.2831780821918,274.63109589041096,278.0443835616438,301.8235245901639,295.5046301369863,285.4483013698631,302.6496712328767,332.1862585116158,344.9059343630901,348.75337034407454,352.0838673756386,362.0782232228049,376.225099917272,392.41345403939886,417.6362116778588,428.04725040321466,436.5653049396249,443.4571976080549,449.507534420029,455.5047669480506,466.5963151242381,478.3116741144334,495.32322092080176,512.6261648772341,516.7730566017418,527.3319266012795,538.7885679075321,510.07611246241936,502.0403416961758,525.0807932159997,531.5898153080483,541.8330884393831,552.1380388091391,544.2279193524917,600.6649390739061,575.8249724348191,575.7179814043726,573.866607485446,566.5019234915998,489.98432257643327,-0.13507032852343193,0.01215325762984909,0.00553796288885143,,
Eastern Africa,109.6070792688736,115.4718572577448,121.48814462339516,126.12451526563513,134.03308435680793,140.02683718572467,166.64938459298418,173.0264474822915,181.97632246798602,181.64806341988162,175.3636850689864,174.6378210038819,178.91314480755844,176.53214613525975,179.63188206810688,186.04406668637031,181.71121598524178,175.33634606465114,174.3346554134478,177.14194852925385,182.17021241894895,193.52989944795996,196.60685279663892,213.50376416438615,222.23000835516422,226.7575062546546,220.38305699243273,220.8910984002262,227.46469378903615,239.41299833026903,248.83910006798618,256.24275194343346,260.87242907295825,265.3923031710205,279.7038496072759,281.034685416947,297.6171387138644,302.1149628369566,303.91153769643194,330.2200355530101,345.8721591492448,366.8435224169726,381.1125750113298,389.9166157589126,409.5190451503606,425.7845849724573,449.2629615283566,456.4967609939943,490.4291489651491,507.57691467305983,559.6399263522682,564.7328081259288,596.8300831917636,619.1706762504092,647.0098663021968,535.2945006340108,-0.17266408363548424,0.0467999179767995,0.00605007332383575,,
Middle Africa,39.982728823966625,40.76587801534866,41.731415207188384,42.74879791937314,44.282278994044724,44.95147033895535,52.79876143368245,55.52944282125537,57.47564640283376,59.75473478713965,57.86548003442953,59.84907013542523,63.795832125964026,74.91767399051467,76.29600479441153,75.94837081642883,80.0770003135987,74.90128662348178,84.80092735496241,78.0374502345485,87.5181504896544,84.44770052910187,86.54484551188699,90.9615077535029,93.04295425434402,85.11028421482537,81.22078929624267,80.37130921272359,83.51767787611105,82.90697338418109,80.45352612390711,80.58889051645149,83.58096166217582,78.96852631156796,83.32586164026836,90.92229003243708,96.80037335708516,100.05897024004315,108.8982095279764,115.45626781496594,107.88270737291326,124.58986906596073,140.9086234531005,160.93113058284962,180.55762658381687,197.14731311645747,209.94512342916187,221.44028011823704,248.6009249203257,266.80042138460806,262.74476111738556,252.75620777057395,239.25663819277094,240.80665442988953,232.0956454006992,202.4796376309166,-0.1276025998620195,0.025427866651094533,0.002288491013451119,,
Western Africa,74.44774973646322,80.22999915610939,81.61230663591267,81.38931349624391,89.9158511356012,98.77421633515004,129.48093585789516,138.27786533919317,152.98750834698924,158.60092443131424,173.12715183654322,212.7623955846138,231.33735131757015,250.03469459556072,283.12116055554793,299.8131885237112,305.5901437586041,324.2850213193788,304.0097802750913,276.21053574498694,290.1786282953212,268.55991036439434,287.32367099698536,298.0875150980289,306.9306564713799,298.24716992013214,318.79489436000404,346.8976260832036,344.7454658422714,346.37485540329686,350.3249158252256,368.99254095652026,368.5353110618228,373.85024423965024,396.243272821612,390.59953877825694,407.0213732230137,427.5116184929178,424.21444160553426,444.472730753433,464.7929470081602,432.80836180132746,446.4921505192348,507.99987028109854,511.7905046638067,544.0143775627647,548.5381035001634,572.9866588941344,586.1090835458594,549.4123258038602,565.5333687135858,633.8330684033112,696.8120038171036,808.008446439007,816.3573765177223,726.4329370402074,-0.11015327608246661,0.047801002730208264,0.00821038237593912,,
Other Northern Africa,28.082854081720193,31.170560310177407,33.3483690853107,37.998290175954835,42.482998584870344,46.07768336525787,43.173239852987095,50.190044899831186,64.24697555629086,70.16726269412531,71.89670152434803,93.65635519036391,106.4491322766211,116.66173747729344,127.45998471727682,142.7066049334171,158.63696200357947,171.64446452402404,180.26357247006328,173.46729676091684,183.15038329129976,176.86927681017613,205.3160137181996,211.0464919995081,215.16534906066536,216.42581481409002,219.16848800391386,210.1608518986665,235.65420178995436,253.25307850228313,266.0739439726027,266.5790592896175,279.45967,292.8547932876712,305.54246575342466,321.35472677595624,321.0793150684931,318.05917808219175,339.77432876712334,339.62073770491804,364.22317534246565,376.8639863013699,348.92810684931504,362.91941530054646,386.89104109589044,390.7438493150685,262.4521315068493,330.4462518901115,347.18615773994486,357.3879698630137,317.99602416080137,292.5251623445488,302.89341358672823,308.0429712136043,318.2111856752254,261.8854398618112,-0.1770074351531492,-0.019353061469730704,0.002959914797802551,,
Other Southern Africa,4.187173455915796,4.282049684824997,4.439381955543071,4.531825381002215,4.663885122075869,4.796928622954708,4.956900657280327,5.159656186130228,5.679064663349411,6.811541467233394,6.903462081664742,6.452822683624941,6.4912920154346025,7.187039279976682,7.74736797825259,7.9793037248069805,9.242704493209503,9.32790342976051,9.446492303097855,9.646705241010846,11.295112021999032,12.147665656041662,12.769640849122869,13.550228552602569,15.18739071462631,21.33806398839915,20.91613698630137,23.68099726775956,24.018808219178084,24.56323287671233,27.148534246575345,27.47419945355191,29.588642214931504,30.802202504246576,32.5619652179452,33.26110632254098,36.68681988931507,35.38361780821918,36.95820543835617,37.16657730874317,38.84912946575343,39.59238630136987,41.23033698630137,44.987740437158465,45.97039178082191,47.721065753424654,49.269263013698634,50.7492850773224,54.29607722082192,55.81096038712329,58.32307247241096,59.18959880284641,59.85347984131507,61.33585118356165,61.45262687773557,56.54432734282493,-0.0798712729510499,0.02945229161915086,0.0006390824603388907,,
Total Africa,552.231932107086,603.2373234967816,601.0775647261527,632.6189070906921,646.6680083636346,712.3631368690063,803.9755511619522,870.7405878762424,938.4418462045724,971.4035952928452,1018.1763709569304,1127.5312514831558,1197.8743141869838,1264.8940312046327,1349.6343453190743,1422.8565073623301,1516.312163540535,1592.9086657969126,1644.8246332961148,1679.5625157456896,1725.8654454213329,1701.932452807674,1798.3218457906426,1869.4497005058736,1944.7607315754342,1978.68771638549,1983.6545754802867,2019.7951607301925,2046.1970981187549,2117.174126782717,2192.6135195853885,2238.032506770439,2307.0177984035677,2367.5641438345406,2452.7028124742537,2465.4110760228214,2504.5654449650515,2564.8207886980495,2641.1451686137584,2726.3138444767856,2892.751458663893,2913.2829777211546,3023.181637729746,3176.647859470519,3307.9054117609803,3466.9123080452814,3382.602776737024,3553.162319121927,3691.3581039988667,3748.7647587820147,3877.485950746011,3905.762583521953,3955.8581725007366,4044.5725528913704,4097.6548914032655,3558.994371524627,-0.13145580439405213,0.0216408027047974,0.04022491709019931,,
