Thousand barrels daily,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Cyprus,7.726465753424657,8.848876712328765,9.622136986301369,10.595546448087433,12.553671232876713,13.261671232876711,15.827972602739726,17.66516393442623,19.00698630136986,16.943616438356166,14.336082191780823,14.535437158469946,15.898849315068494,16.571095890410962,16.861753424657536,16.971448087431693,16.380794520547944,19.51915068493151,20.36041095890411,20.936202185792347,20.89630136986301,22.470575342465754,26.288438356164377,28.086857923497266,29.13835616438356,30.871616438356163,31.538054794520544,36.19467213114754,37.844136986301365,37.497013698630134,39.79605479452055,40.469316939890724,41.51167123287671,45.117479452054795,47.239178082191785,49.08308743169399,49.48328767123287,49.081890410958906,52.17682191780821,50.66210382513662,56.649589041095886,56.048136986301365,57.0446087553758,58.013544942100765,57.074118524996095,55.458520547945206,54.62520547945205,51.060928961748644,45.67816438356164,45.47339726027398,46.46547906849315,50.525674316939885,52.338469995703896,51.695841917808224,51.55304906849315,43.707577978142076,-0.15218248449141425,-0.010122359715389773,0.0004939973253262058,,
Czech Republic,78.08336986301369,85.892,95.49898630136987,105.56057377049181,113.45824657534246,136.7287123287671,151.1802191780822,164.67434426229508,184.89701369863013,188.95512328767126,208.07153424657534,218.72407103825134,229.68873972602742,237.85046575342463,241.89098630136988,224.6487704918033,222.37854794520547,206.0547123287671,201.9241917808219,215.6229781420765,211.74397260273972,205.1037808219178,205.3934794520548,197.9945081967213,189.61989041095893,173.57706849315068,142.95197260273972,137.95532315673734,140.17161350746662,146.72939824301844,167.02360604678682,174.53429068126704,167.80062314243912,172.57397199501634,171.83948593954344,165.92376096266355,176.20669251313174,171.0021859453566,182.887185456281,201.10569882203754,210.10534685083854,206.39733805892436,204.80224657534245,205.7558743169399,199.08920547945206,188.52391780821915,191.25836170499622,188.98701518491322,180.91412473077642,191.54356792199124,184.10543555074196,172.06948701597952,205.38654991834454,206.72345205479454,209.46295890410957,181.96095018613943,-0.1312977189946044,0.00509231433936308,0.0020565821046117094,,
Denmark,202.4471506849315,230.12342465753426,243.87265753424663,263.77032786885246,316.13854794520546,350.73709589041096,346.84180821917806,365.70133879781423,341.32460273972595,308.55227397260273,305.6690958904109,325.21579234972677,325.6340273972603,327.60194520547947,314.0335068493151,268.5710382513661,254.5698630136986,220.53375342465753,209.62846575342468,206.90002732240433,213.95799999999997,211.22049315068497,195.8464109589041,193.11898907103827,186.90372602739725,183.65057534246574,186.47561643835616,184.6106830601093,193.41947945205482,205.1373698630137,214.8870684931507,233.5335519125683,226.56493150684932,219.5983287671233,218.12309589041098,210.6848087431694,202.82150684931506,196.18816438356166,188.31950684931508,184.83158469945354,186.73187039938404,189.53861536217792,190.6315986725019,186.46221242067935,169.07843604117687,170.28597240291788,164.778644799613,152.92831379058072,152.47417816563853,153.2566930987372,155.25093381785908,152.71401225411793,152.10694238654494,154.26215176315577,152.0142214013398,125.37940771813909,-0.17521264417018523,-0.010582472191806969,0.0014170790267701164,,
Estonia,,,,,,,,,,,,,,,,,,,,,65.73813294721614,64.96919543224855,65.63049469334943,65.95707255550026,68.12521677914484,67.0364176188258,59.14233248674606,31.459426229508196,33.38465753424657,30.717479452054793,24.343013698630138,26.313551912568304,26.051232876712334,26.18608219178082,24.577972602739724,22.29868852459017,25.913041095890414,28.866684931506853,27.16690410958904,27.414316939890718,28.09561643835616,29.255315068493147,31.258191780821917,29.638111232499398,26.73795271546724,27.548976460850447,26.97396463824682,31.67889335423871,31.175544426904963,29.128295766961088,29.28024758827523,28.67977293546082,30.014307037771566,29.81754750170564,26.7931424109589,24.769322413145268,-0.0755349994700828,0.00020621810661358708,0.0002799509739101844,,
Finland,110.56994520547946,134.50301369863016,141.24945205479452,159.51060109289617,184.59260273972603,207.4605205479452,215.1302739726027,227.9210382513661,254.96443835616438,223.2220273972603,231.32172602739723,246.88560109289617,244.57098630136986,246.78361643835615,260.63898630136987,251.46521857923497,241.47353424657535,224.32676712328765,209.23460273972606,211.63598360655735,214.7459178082192,225.11775342465756,225.90983561643836,225.14459016393445,225.71158904109586,230.62059446739823,229.8981211401077,226.7182937339095,216.370712989781,224.55490286602387,203.99974939359376,211.70782763087684,208.97567950201687,219.0048596506772,221.45274110624234,217.92097282925593,214.42305833826978,217.41361153249875,226.32701471522086,212.53272557706785,220.49250106671562,215.08546458571757,216.77564529158337,210.17727645807278,198.69192219753404,206.45137860054788,198.6550273392128,192.34242110078708,206.70942077467794,196.10461516030296,195.25918770054435,205.70444502648306,199.3843615996829,201.20602666171573,196.05953424657534,178.14301392810577,-0.09138306069796509,-0.001332824620047468,0.002013430541725343,,
France,1065.4967671232878,1145.2225205479454,1315.1567123287673,1418.6572677595627,1641.9334794520548,1860.0378356164383,2022.4169315068493,2237.7283333333335,2499.0793698630137,2374.834164383562,2181.4788767123287,2349.0204918032787,2272.0669863013695,2398.8250410958904,2388.3856438356165,2219.9893442622947,2023.2968767123289,1883.315808219178,1849.9806301369863,1786.5480601092893,1769.061780821918,1809.70498630137,1824.2017534246577,1807.440792349727,1857.1613972602743,1894.606191780822,2001.1281917808215,1995.5071463352547,1924.4887737259717,1861.7447953999583,1875.536668172067,1910.8303581261569,1928.8145486105325,1995.9223058632565,2023.3818211305909,1986.1244361520855,2001.8398767866233,1944.968920964906,1943.806381597663,1954.9146006213384,1931.7856081011737,1924.580605500996,1875.9940642690874,1831.9175811510718,1761.712581036972,1703.336544074813,1665.802448854881,1608.878208211065,1595.9886026888464,1543.6847473997266,1544.4433615590237,1528.8890231290989,1539.5495740145207,1538.0171538609316,1527.8004276954243,1304.6881996156626,-0.14603492971677612,-0.014144741814838935,0.014746012266273765,,
Germany,1708.6315068493152,1915.9679452054795,1997.3059726027398,2233.0233606557376,2520.9282465753427,2765.0503561643845,2888.109123287671,3036.9309289617495,3249.3259726027395,2956.8066575342464,2874.848931506848,3097.3940983606553,3072.8450410958912,3229.590410958904,3336.6006575342467,3014.44199453552,2753.703561643836,2608.49298630137,2564.037890410959,2555.174371584699,2643.4958356164384,2778.549616438356,2719.6810410958906,2723.1808469945354,2571.505698630137,2684.624767123288,2810.1761917808212,2827.0326581075174,2881.341784178986,2858.500891166954,2859.587850399126,2899.1445405196587,2893.6321077737366,2895.9012180060536,2803.2717337340496,2740.799675780644,2779.6540811183027,2685.3630651487492,2632.0472847161777,2597.0889629334706,2549.9289985679284,2541.800937577306,2304.8310507283963,2434.2562975033547,2338.871716253785,2372.8446575342464,2293.59895890411,2276.32543715847,2336.1577534246576,2272.6654794520546,2269.1286027397255,2307.4987431693994,2374.479956966929,2254.685576566269,2269.879507964854,2045.115945464894,-0.09902004124504404,-0.002989710951786906,0.023114568543396947,,
Greece,84.77063013698631,92.82145205479452,109.21298630136987,112.2417213114754,119.94821917808218,129.85230136986303,143.3420821917808,164.9010655737705,192.44087671232873,179.70227397260274,190.96857534246575,203.1909289617486,208.20945205479453,228.01383561643834,240.88323287671233,246.01008196721313,231.49717808219174,236.59246575342468,226.77109589041095,232.09049180327867,241.9347397260274,244.39463013698628,265.4282465753425,273.2858469945355,297.5836712328767,313.71676087596313,320.57071672329835,326.71682941374235,334.00404296206125,341.5715560587009,356.16551868177436,369.67354753004395,374.92287671232873,391.8851170403467,383.0708100853489,396.8126620733543,403.697545416845,406.34135429821276,427.4085909072667,417.73326250587013,421.8014794520548,439.81084492053725,446.12234618471746,426.2089561787589,402.2769159420484,365.88523102391906,349.51763758829196,304.6714151951524,282.01047692369434,280.6498082191781,293.62912328767123,293.2840492857219,297.6905065465839,294.3220313972602,303.57976134246576,243.71873627168307,-0.1971838465320288,-0.02775712234522787,0.0027545887788681393,,
Hungary,73.12246575342465,80.9245205479452,86.06065753424657,90.22863387978141,101.01169863013699,117.52627397260274,132.69871232876713,144.06877049180326,163.10531506849316,178.35378082191778,202.53509589041096,212.47114754098357,225.91723287671235,249.2615616438356,236.2134246575343,230.51306010928965,221.3954794520548,210.48786301369861,199.95668493150689,207.7316120218579,212.13501369863013,197.39654794520547,206.55487671232876,192.34431693989072,188.3654794520548,190.74945897266963,161.3210115573831,170.9969343058268,154.82807866783665,159.37761828048912,152.52585314084405,141.35891559309,145.50152627918814,154.59726980507207,146.92458491537016,142.5853270695379,138.20062778451998,138.3549241512769,128.3834134559109,136.16538196162446,157.46036268163706,167.89358504674203,167.40082944950998,159.3279463638764,150.134224937857,141.50143708843078,138.2394837192205,129.18800789060057,128.71786716130225,142.0781098163168,152.75829206879985,152.20891293771118,163.92251530682765,175.22420799856752,176.57838710729993,163.73916227965486,-0.07271119097856049,0.016355832874816123,0.0018506335047381044,,
Iceland,9.40309589041096,10.12427397260274,9.87608219178082,10.517404371584702,9.71178082191781,9.962657534246574,10.83350684931507,11.58120218579235,13.464109589041097,12.509643835616439,11.817123287671235,11.822349726775958,12.387287671232876,13.014794520547945,12.562520547945205,11.586939890710383,11.361698630136987,10.436821917808219,10.133534246575342,10.553551912568306,10.662739726027398,10.800931506849315,11.744410958904112,12.227295081967215,13.151534246575341,13.391890410958906,12.59446575342466,13.467267759562842,13.97454794520548,14.157561643835617,14.259260273972602,15.931803278688527,15.65841095890411,16.078849315068492,16.14871232876712,16.426065573770494,15.418602739726026,16.022684931506852,16.228855510531506,16.99608483540232,17.36251772193137,17.617749169368082,17.658903509436165,16.318172215622678,15.173226115157535,14.54333763861808,14.357575891757806,14.179890289477322,14.850509865038354,15.558455712783013,16.968799460845204,18.71677661794208,20.941822710626028,22.60279127731589,19.214350741749037,14.348223226583531,-0.2532548500112658,0.02389348222379528,0.00016216830638980428,,
Ireland,46.549260273972614,52.169479452054794,58.485013698630134,64.80642076502734,70.94257534246574,79.3459726027397,87.80673972602739,96.22341530054645,104.45610958904109,103.46353424657534,101.28128767123289,102.66978142076502,110.1294520547945,119.8670684931507,125.50071232876711,112.97644808743169,101.44772602739727,89.92838356164384,81.788301369863,80.18978142076503,80.24208219178081,97.85016438356163,86.66799999999999,79.50396174863388,82.12975342465754,90.3998647589749,98.70644363601895,102.98348551755393,104.64883230549016,113.82363380745667,116.2093739167305,122.03843727528722,133.17417627893735,148.87456024953764,168.3059476271329,168.02668239520548,181.53977713942854,178.67167912219324,174.8973884108034,180.50825330327768,190.6674942318318,190.9703706864592,194.42158296152664,185.72319733889375,164.23870540994488,155.86416382867995,145.1555869470767,136.54721289299135,137.93569073519814,136.67159578925143,143.41562378771494,149.42735895176082,149.01862173787703,154.91063307689424,153.14944292338916,128.20672612158742,-0.1628652140398511,-0.0069662915651015345,0.0014490343030347384,,
Italy,978.9859178082191,1079.8621095890412,1198.532904109589,1318.6650546448086,1462.6036438356164,1658.8880273972604,1789.8739178082194,1885.6218032786883,1982.794602739726,1927.0310136986302,1814.7025479452054,1890.7385792349728,1844.1175068493153,1975.5924383561644,2035.5127123287673,1929.293224043716,1900.2214520547943,1809.3663287671234,1815.8130684931507,1732.3379508196724,1725.9259452054796,1765.927671232877,1845.1564931506848,1876.331612021858,1909.072410958904,1969.2239452054794,1968.9301095890407,1989.3317486338797,1948.0720273972602,1943.1552876712328,2013.6826301369865,1977.9315846994537,2001.5553698630138,1991.3699726027398,1987.8136986301367,1957.5677049180326,1926.0769589041095,1927.0747671232875,1911.7758356164386,1867.3707705781574,1819.1182016564076,1814.0590742405739,1766.6020604546268,1659.7300943891823,1538.4858544192175,1507.5101374899539,1464.6815794369118,1366.8820744457967,1260.6033269932577,1195.773919256212,1263.675687130387,1255.1606977905542,1274.0288940779694,1300.162428998818,1258.653696230353,1054.159469630486,-0.16247060427528548,-0.019875433447366864,0.011914454713669491,,
Latvia,,,,,,,,,,,,,,,,,,,,,112.43005479452057,94.65038356164382,76.9675890410959,68.84915300546444,69.0377808219178,65.06720547945207,63.1123835616439,47.90691256830601,42.97331799943479,40.65004821918435,36.58663563307671,38.17471476507969,34.33049872390538,33.04211825101669,30.951602940389556,26.22986343362944,30.513318436296018,30.22267119462523,30.651052412477256,32.818568290335236,34.708816618200856,32.88583903475208,35.71808643601366,34.82896449402769,31.677196038239515,35.72036819515489,32.90789337701666,32.869255922426944,33.38123289259819,33.6455585234655,35.288714018828244,36.30282092724342,37.225406482665505,34.748877448998726,38.30853830136986,34.26915717057612,-0.10544336353990547,0.019189368882046365,0.00038732120988067576,,
Lithuania,,,,,,,,,,,,,,,,,,,,,167.16797260273978,139.9134794520548,153.58065753424663,147.32046448087434,151.61350684931514,144.9811232876713,159.5637534246575,83.6984699453552,72.74676712328767,67.11394520547947,62.05884931506849,63.962240437158464,64.42230136986302,73.34769863013699,61.09323287671232,47.986502732240446,54.75663013698631,51.46293150684931,49.74802739726027,53.339980199251016,57.05895902554534,57.44918347713863,57.000549569762704,61.18200145879974,52.348451875369946,53.90461917808219,52.19879726027397,53.09658469945355,51.810534246575344,51.01497534246576,55.41914520547945,59.9283825136612,62.388495890410965,65.63375342465753,65.69810958904111,61.289004735878876,-0.06711159393690835,0.022974723793523832,0.0006927083542943169,,
Luxembourg,16.145616438356168,18.2766301369863,20.106136986301376,22.155655737704922,24.63454794520548,26.153945205479452,27.29479452054795,28.70300546448087,31.840219178082194,28.729835616438358,25.903397260273973,27.93609289617487,27.67230136986301,28.030219178082195,26.41106849315069,22.452650273224044,21.758849315068492,21.50558904109589,20.552246575342465,20.57551912568306,21.88416438356164,23.703205479452055,26.631205479452053,27.208251366120216,29.96290410958904,32.951100334272,38.413876307657326,39.497171927280114,39.45216502610298,39.566871541480495,37.25486973718095,38.5318122311368,40.518339933212495,42.25457364853114,45.12082530567744,48.194511538112096,51.26940116452598,52.13566478408525,55.87779607868849,62.97559040736305,64.73783147238706,61.49060105181312,59.86542938467738,60.13581493691588,56.45856465721294,59.02832419665873,60.219765124324255,57.93929579457949,57.10309054939959,55.081436598919844,54.153116596346024,53.97135873961156,56.654056960326365,59.95683019555748,60.65129356164383,47.58081610578198,-0.21550203941779877,0.00718911482335427,0.0005377739280096685,,
Netherlands,477.89186301369864,521.7595342465753,533.562712328767,572.5233333333333,625.2228219178081,699.746301369863,695.6861917808219,776.9110109289618,808.2010410958904,697.9767945205479,687.9018082191781,771.3645901639344,744.1610958904109,774.9485890410958,838.5484657534248,779.5431147540984,725.9287945205479,640.2225205479454,609.9706986301369,611.5197540983606,621.7954109589041,685.2705342265754,691.5326849115066,726.6602350126776,719.5982876812329,750.7716986801371,711.5717383682041,756.1810706440243,744.8783523383992,740.9122900156518,783.6801021945569,778.3985353717077,810.8683112425085,820.3838567195527,840.4457323215431,844.7106177811754,886.23074466235,898.1611368625588,901.0201483605128,938.1925230152281,990.4909856081101,981.4507266775448,1025.7229793752172,971.9777223961961,935.4694080481019,957.4790422062287,961.998041202493,916.4017545301928,889.385889333493,856.1299747907814,825.604169853241,843.4874959689595,818.0865826081441,843.3762738140231,807.242249145583,746.4090469448784,-0.07535928931506353,-0.01463432553921351,0.00843615889616325,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,21.104010001718184,19.022689868299924,20.256787027140128,21.938553499195674,16.925231733589957,16.144748320279056,24.275276521033927,20.555962663441488,18.537184401838743,18.785095704379142,18.8899156657985,15.577951495392682,17.690612652295258,17.153184849882777,17.448582743191327,18.024247353018147,18.903668676088934,20.571634561721595,18.739514430103405,19.53850023651123,18.938389505882785,19.549859785419617,18.80660088440108,18.58610139741391,18.54941259655918,19.930856661861892,22.142973766703097,21.32417653597849,20.59368309589041,22.346716821917806,19.94560834239362,-0.10744793065839375,0.013519829590843413,0.00022543178160258558,,
Norway,99.4494520547945,112.01449315068493,116.5856712328767,129.53191256830598,142.95219178082195,161.00608219178085,160.1228493150685,167.5114480874317,171.93947945205477,156.36599999999999,162.42490410958902,178.53860655737705,176.64964383561647,200.47252054794518,199.82660273972604,198.84024590163938,186.36884931506847,180.13287671232874,176.1453698630137,185.43032786885243,195.19556164383565,205.9494794520548,209.32926027397258,196.3494262295082,197.7769863013699,191.76713559419812,178.55206499157214,182.01753543874605,195.01895993083795,197.2353206569724,194.92790204108255,205.79822891652265,209.42194403159783,210.49782131748978,207.7254456670056,193.8979443009174,221.1382561134443,215.23150190045084,224.02664794054422,217.73360052274217,216.2169492150677,220.63030337616877,219.75908313205457,216.4198500716427,219.56011582812144,226.51457375151907,222.46944186718568,214.9782938514264,225.55863229292623,215.52556537490244,219.26514305719337,209.63965708335547,211.10297091558513,222.17105777762342,211.60553287085116,206.3167387334298,-0.02499364768807477,-0.0036834218773820204,0.002331859183670839,,
Poland,108.74528767123289,113.8916712328767,124.1843287671233,154.39775956284151,170.27057534246575,181.13769863013695,191.03991780821917,213.60669398907106,238.10975342465753,250.00194520547944,271.61424657534246,298.0570218579235,320.04435616438354,342.8219178082192,349.1265753424658,346.71907103825146,325.0694246575342,307.3023561643835,318.658794520548,325.9761475409836,332.0439178082192,344.2669863013698,349.2115890410959,356.7948633879781,356.4168767123288,325.35353424657535,308.39109589041095,284.68631147540987,291.9955890410959,309.2601095890411,316.53016438356167,369.9190109512668,388.43293576146806,439.6550934742763,463.1220780044104,426.18562463604667,419.35634215850814,429.6000269245828,439.93287800320104,469.0174589733535,485.5340133181061,527.1693136198136,545.3360751099954,555.466977194672,550.1655759652191,577.4030202560075,574.2580065573771,552.1959613444121,519.6169106669662,520.8728010779251,542.3743901190209,593.9606334755596,646.4316164383563,662.5449781903238,678.6619431319812,637.2248277495632,-0.06105707827256124,0.021212232514822515,0.00720212318095411,,
Portugal,50.25331506849315,51.66654794520547,56.91597260273972,60.95767759562841,64.53912328767123,91.52404479452055,103.5600189589041,112.38714748633878,123.78799805479451,131.24513528767122,137.71776969863012,143.55582928961746,143.09939268493147,148.07497884931507,157.87877926027397,167.83853510928964,177.41903550684927,187.02618786301366,187.73935726027395,187.77654934426232,185.0043540273973,198.26362534246582,194.1665871506849,205.55144653005465,253.5291354246575,237.43558684460615,245.62148525278252,269.45969974187125,257.8159905430423,259.65665009361624,290.0011060546381,277.97441210066324,297.77194685446796,322.4736090638645,333.8316265694654,327.99425233886967,326.67114048397787,337.76974303029266,318.82783321032457,323.1069518611737,332.0297201776859,296.2134162413313,301.4570858112618,289.6208036323013,268.826600474391,264.8762965239745,249.1629781793586,225.08704800611682,235.32316028673648,241.37245926580732,238.27296758006923,241.51327935594563,240.2926208402664,239.0337993663604,246.59255563699455,202.24971891220264,-0.17982228461944483,-0.008595759538038483,0.0022858923969790754,,
Romania,142.54958904109589,148.9004383561644,169.9727397260274,180.33461748633877,200.29610958904107,217.60715068493147,221.9244383561644,235.96868852459014,265.196301369863,244.4071232876712,278.60435616438355,310.031693989071,332.5856164383562,365.7751780821918,387.1330136986301,365.7066393442623,327.974,325.0569863013699,291.26627397260273,278.70825136612024,295.06920547945197,314.3014246575342,346.61756164383564,324.3755737704918,335.8362465753425,363.1155342465754,299.9879452054795,252.3435519125683,235.01375342465752,219.46898630136985,266.6424657534247,252.57092896174868,267.6940000000001,235.893698630137,190.46271232876717,197.03005464480873,210.98942465753424,219.80843835616437,194.17432876712328,223.39292349726773,217.58010958904111,213.95917808219178,217.28104866647146,213.71838630386205,191.63765283895637,180.96536986301365,186.11871232876715,186.36934426229507,169.83723287671233,183.50616438356167,186.379397260274,195.46426229508202,205.7207123287671,211.65998183270779,221.09751849854382,216.302312189124,-0.02168819596883631,0.014402480533511897,0.002444719397097174,,
Slovakia,44.88109589041096,49.3578904109589,54.86882191780822,60.693661202185794,65.22323287671233,78.5741095890411,86.91098630136986,94.64879781420765,106.29534246575344,108.62682191780823,119.58041095890408,125.71590163934425,132.03619178082192,136.72334246575343,139.05284931506847,129.13554644808744,127.822301369863,118.45728767123288,116.05767123287673,123.96655737704918,123.18298630136987,120.24536986301368,117.3696712328767,115.0484699453552,115.15268493150683,99.60068493150686,87.92252054794521,80.12581967213116,66.6924109589041,69.61361643835616,68.4842191780822,71.28860655737707,71.87257534246575,80.23838356164384,73.2408219178082,73.37322404371585,66.71575381448824,74.55313262411666,70.35975964976664,66.76781731170057,79.84939817637613,70.85511318691462,74.90585248764248,80.28582402552412,76.2490037970347,79.05996919480415,77.76238356164384,71.73412568306011,72.30660273972603,67.381698630137,73.00219178082192,75.70434426229508,85.52712328767123,87.02397260273973,82.6684109589041,78.15415932934734,-0.054606730396703496,0.008116078956353467,0.0008833238412598232,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,34.98094796878344,33.96463780149695,33.01924600278093,39.69103049709372,42.91331710773625,46.55471161390331,53.658040119442134,54.26621221965634,51.834139349114416,52.08771838587931,49.54610941235485,51.766954344658,50.30422482467024,51.007766631034954,52.34552365078952,53.34406203586108,55.56380964373236,54.87045499111856,63.20428080941081,54.08121004648078,54.415044981159575,54.1505478662726,52.83077183689576,50.02099840934963,49.350710521044796,48.745542252925986,51.92060389244355,53.26934388214061,54.66950811273749,52.19924495890411,40.79083081444024,-0.21855515637143008,-0.0035356125712270314,0.0004610312959973312,,
Spain,268.46416438356164,318.8386575342466,387.6718904109589,411.12412568306013,469.01391780821916,534.0148767123287,593.2547671232877,622.7146994535519,745.2465753424658,775.6787397260273,813.8866027397261,920.0876229508195,879.0899726027395,930.0054520547944,992.3895068493151,1042.7995901639342,1016.3785753424659,969.2519178082191,988.2174794520547,939.6122131147541,914.2142191780821,909.2632876712327,944.4017808219178,975.6000546448087,1024.1249863013697,983.3455675968536,1012.2844598004067,1116.8449299062927,1057.4023954676798,1110.884794520548,1179.5042310841181,1205.7884544102951,1256.363754023785,1357.8084297497808,1404.049015656775,1420.111949203042,1479.978742423237,1487.6955936712359,1521.0064835376581,1549.3093553985475,1563.1937673873438,1571.651367729734,1584.2650996108707,1523.2854372427512,1432.700521868645,1395.7902309476335,1329.559227915191,1237.1940382440594,1168.7089487085464,1165.291952045375,1209.385688080062,1251.7335207886572,1260.3597414694184,1286.380641125667,1286.765865796951,1050.2307968389168,-0.18382137360438722,-0.010685416031233186,0.01187005157030411,,
Sweden,373.9610042299423,421.5762973809478,421.2205152389175,473.12798696755596,507.912908372116,551.0986822613497,520.8781088975741,532.9438565385158,548.1725602800551,488.4218944062851,491.45427318578595,540.3645958941028,525.8294065880365,642.7665759436394,688.4999347460922,608.6824977880497,551.7671510975613,515.5844327026334,452.2782908049003,433.3058826715919,463.2654888916118,497.9738355531201,436.05476298407905,409.5568752041208,393.8615174998988,393.2373893189031,345.16154337628717,363.4639793756497,355.66747817746335,377.3366558335842,360.37695319442383,382.6473037222518,361.03460320313604,401.5789306281908,384.62424188481236,335.16842859342154,342.54957924693883,349.1558881599144,367.7756300025426,351.4800599692596,354.33206353177604,356.46619426549665,353.2186302862292,330.7635319265086,316.4166547056199,315.1327855536166,294.59093376441956,291.59814837384494,290.9949590109337,284.79777061933373,278.66448584120883,289.0551223932022,286.7786420939834,272.7309757607317,291.3163702502277,260.1788413489005,-0.10688561330961743,-0.008230940083568061,0.0029406262638736022,,
Switzerland,164.18868493150686,174.7298082191781,188.00657534246577,207.60401639344263,226.43038356164382,253.71876712328768,269.5059726027397,275.5706284153006,297.28438356164384,265.0938082191781,255.99441095890413,265.31423497267764,267.5215890410959,277.58005479452055,266.40923287671234,265.9062021857923,247.47917808219177,234.43997260273974,256.36934246575345,247.92300546448092,253.40887671232878,276.47794520547944,261.18852054794525,261.7769672131148,252.2841369863014,270.1974794520548,274.9482465753424,278.2265027322405,261.5937534246575,269.9397808219178,250.54186301369865,258.90117486338795,273.2674520547945,276.66145205479455,268.9318082191781,260.25683060109293,278.264,264.24369863013703,257.0350136986301,255.0115573770492,259.90108589205477,266.0192645149451,240.66383225753424,255.42571139409347,259.70412704365066,241.53254211907614,234.29331441558287,237.77932298503654,248.86509217863548,223.62381775342465,226.22300616438358,213.62137609898716,219.30530120750885,211.54309911314056,216.12585023033995,178.7898880351364,-0.1727510251800609,-0.018200545740363783,0.0020207417242130966,,
Turkey,69.37386301369862,82.81221917808219,97.0205205479452,116.56584699453552,129.43950684931508,136.22065753424656,160.35378082191778,181.11341530054645,222.6339726027397,216.18408219178082,240.46,270.3786885245902,308.3717260273973,338.3984931506849,302.5853698630137,306.43073770491804,303.64695890410957,324.46372602739723,342.9591232876712,340.3880601092896,358.8654520547945,391.36517808219185,443.5250684931507,475.3810655737705,447.40698630136984,476.19547945205477,465.0753150684931,489.81434426229504,562.8303287671233,540.0376164383562,606.3245753424657,631.5478415300548,627.6640547945207,630.3781369863012,629.1462465753425,666.5101366120218,617.7747945205479,655.2392054794519,644.5521095890409,662.0360109289618,657.7125205479454,680.8502191780823,695.0575616438356,685.1209836065573,708.9375342465753,693.50101369863,672.3382465753425,701.8669398907103,748.0284383561643,770.9878904109588,914.7154473423872,973.2164546916982,1021.896373710251,989.2174644692338,995.8009949802821,903.4969551772499,-0.09269325926397565,0.03456184764396908,0.010211617754732075,,
Ukraine,,,,,,,,,,,,,,,,,,,,,1271.6045479452046,1277.6596164383557,1330.1576712328779,1219.8148907103823,1170.6761917808221,1305.1274344290623,1246.1487512890023,799.9101639344262,572.6422739726027,503.5803287671233,530.79701369863,324.8127049180328,380.1905205479452,347.69380821917804,264.7408767123287,249.19131147540978,278.20542465753425,284.64810958904104,295.95068493150677,295.98234972677596,304.91323287671236,312.1462287671233,324.450358630137,310.44292950819676,301.8565726027397,283.66972465753423,282.51561890410954,286.6017931693989,265.4966591780822,243.5058767123288,212.48613212466677,224.60344469011804,232.5896312328767,239.89170219178084,243.78124688256617,231.9364536341681,-0.04858779500009669,-0.021141388804216454,0.002621421571294191,,
United Kingdom,1466.077589041096,1573.5986849315066,1696.2687397260272,1794.1645355191256,1930.1831506849314,2030.725506849315,2036.7772602739724,2155.1543169398906,2228.1356164383565,2069.2868767123286,1815.077534246575,1806.006912568306,1829.2273150684932,1903.1642465753428,1921.841534246576,1649.1476229508198,1538.9426849315068,1560.1887671232876,1516.8438630136984,1824.797978142077,1615.9510410958903,1641.006602739726,1604.8833698630135,1699.7268306010933,1738.641506849315,1750.7314520547945,1751.0236712328767,1771.0792076502737,1788.6017534246573,1782.5670136986307,1765.7971506849315,1805.6691530054643,1762.9710136986305,1757.3852054794522,1743.0029247123289,1712.8855829093584,1714.2642434411566,1710.2642403921066,1725.1985063308916,1759.9666388492392,1828.9471302243053,1808.7251749507366,1743.3386910288475,1700.1423743794512,1620.898911673103,1592.7902908317965,1561.432344315588,1507.8166845507822,1489.954493021082,1491.0565904296157,1537.9831672281916,1586.93521419305,1593.5423079972093,1569.0516060852917,1531.0267819467513,1191.7867069971446,-0.22157683911854997,-0.00568798873487697,0.013469962712423492,,
Other Europe ,81.31331333584927,95.57522159493128,116.55697671473314,134.79063619352547,145.17818876562836,172.80528435783617,217.63235878356167,226.5970855245901,247.75604287123286,278.871638339726,273.82235709589037,291.0028488688525,317.0642628273973,347.55704752876716,372.0116351890411,341.902194726776,315.4280855616438,323.45684646575336,347.04264526027396,324.08010079234975,450.0473287123288,471.6667580547945,474.11181912328766,507.0778703551912,486.909535479452,328.27945035616443,253.42383890410957,192.18356508196723,172.00226526027393,159.96525413698632,153.32414687671232,183.822936420765,203.57368895890409,193.74099334246574,171.2893659090411,186.24819851584698,217.25470396383562,233.58499371726026,255.68429638356162,277.146790166879,289.7017941735695,298.07922368006274,313.6664200989049,314.08529765623746,314.90899049288464,318.46679846690256,319.6846750025998,299.6581053726396,297.3141002089254,294.478189788389,304.44789620980373,325.5323876443741,341.2234360596488,337.81785943077307,342.96292201165085,312.7362222758027,-0.08813401623287231,0.008570383664009418,0.003534646953307006,,
