Terawatt-hours,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,oo,pp
Other Africa,22.38458007264693,23.94214795261098,23.672589003450003,25.83388463177012,25.925381914575226,27.453123353828474,29.13312061956267,30.38709227240907,31.326015762398153,31.287020252372116,27.166856874468113,26.79106361895201,26.236324996524907,27.029145699433865,29.87210016702875,29.651390083255926,29.76084424941334,32.12446863119885,33.227276819741206,35.69787714675366,37.217813806889964,39.79690983477156,41.63127385019557,45.16767354436484,47.41630173377284,44.90732892832005,39.279087011772624,46.15319392278542,49.54726442281988,49.56902970165587,52.51683685503803,46.72747734421281,47.4319789930865,47.725624102637234,47.23572967787688,42.35180949688236,-0.10584435853079122,-0.0003814769276455632,0.0558709990486759,,
Total Africa,34.29558007264693,37.184147952610985,38.68358900345001,42.612884631770115,43.33788191457523,43.00662335382847,42.08662061956268,42.62959227240906,41.79801576239815,39.81752025237212,36.17685687446811,37.36356361895202,38.569824996524915,43.09214569943387,44.92360016702875,46.52333294862279,47.40860403162748,46.70176624743677,48.163087664266705,46.16593141198832,52.220414938994736,55.00752447566576,58.558514791106575,64.34392495350973,70.74654144922357,67.21229048164041,59.10617750333955,71.65786828772133,83.06072977213047,88.3791079401459,96.28014644353843,87.55609892331894,75.09709609513939,71.62475775357815,75.94605883922975,69.55481093343514,-0.08665740491890161,0.007117176059664221,0.09175751453497763,,
Australia,4.667,3.771,2.799,2.444,3.024,3.474,2.879,2.3915,2.3705,2.529,2.7715,2.49,1.998,1.7750000000000001,1.7565,1.9140000000000001,2.245,2.0535,1.52485,2.11485,2.9495,2.9755000000000003,3.4755000000000003,3.723,3.2474000000000003,3.1003000000000003,2.8981500000000002,3.5834,4.7383500000000005,5.920425,6.162169514010925,5.718234748241869,5.272836310818971,4.901193668162214,4.727208425983439,4.506366802486072,-0.04932173073187107,0.03826184982632208,0.005944851431984693,,
China,56.685,53.678000000000004,54.644,60.336,57.632,50.366,51.923,53.21,65.45400000000001,48.199,55.094,50.351,47.115,53.392,50.261,47.268,48.517,50.704,54.825,65.534,50.513,37.917,28.094,18.809,12.124,14.856,12.13,10.937,10.013,9.517,9.679,10.367,9.868982,10.750364,10.750364,11.419279308842937,0.0593203255398711,-0.011952726268929625,0.015064445911051183,,
India,11.868,11.504,12.351,12.333,12.805,13.312000000000001,13.444,14.811,14.208,15.747,16.826,19.848,20.889,21.038,24.802,29.163,26.791,27.929000000000002,31.086000000000002,28.269000000000002,25.366,19.07686913964262,13.363389999999999,15.266354999999999,13.08314,10.779982500000001,9.3527675,10.07066,10.65009381482104,11.345832415607768,9.12157557078991,9.304666668852974,8.624189928896975,6.197143454572963,5.051231132924617,4.855094639008931,-0.041455592568256816,-0.09078095261236918,0.006404897244762769,,
Indonesia,6.575808787901354,6.748774128481196,7.801118420253951,9.55896979833257,10.735502795854877,12.324080000000002,14.24383,14.94006,14.72373,11.20074,8.579210000000002,9.171869999999998,12.006309999999997,9.53041,9.81549,12.504,13.165000000000001,16.314,17.368000000000002,18.56,17.297,17.748,18.14,20.825290000000003,19.856099999999998,19.00679,22.85816,21.58321,20.362000000000002,23.03884,30.9109,20.79903,18.84849,17.945240000000002,10.582,6.7643855340700005,-0.36251147170844034,-0.06099613342384713,0.008923655971930143,,
Japan,183.86023293395294,180.84310912671341,191.7930235403926,213.04885930616308,231.7963105417053,287.53785595408164,275.44655743254805,282.14148655026133,238.79598883797644,281.11687388874896,248.67469943559016,237.25818506101027,208.94280681043887,192.4043513180573,193.2381165532271,179.43207488968028,150.989739550549,170.17085793706786,182.61670842285997,167.1737784065076,182.59453933147333,152.30667378557231,182.6729091865164,170.04617862021144,104.45609978352154,101.16727868747526,160.87688838412575,205.5944510783413,164.96002041529567,121.47859015077456,103.55988996424854,92.18604086021506,69.50443870967742,65.61492258064517,53.482866666666666,41.5859559139785,-0.22456787250971755,-0.06474920264711703,0.054860676105921914,,
Malaysia,9.017,9.187,9.172,9.39,10.012,10.555,10.945,10.586,10.685,9.744,10.936,11.094,11.726,11.31,4.9670000000000005,2.935,3.362,5.211,3.4153,2.7857399999999997,2.6662500000000002,2.287868,2.7134750000000003,2.504106,2.6706220000000003,2.5384135000000003,9.403105999999998,6.623403800000001,3.03126,3.49,1.739,1.184,1.695,0.929,1.0547726399876018,0.9349726399876018,-0.11600089480520581,-0.08871411526244521,0.0012334267673528962,,
South Korea,17.444465,12.301918000000002,2.4064929999999998,8.817530000000001,11.171259000000001,13.307033,20.212859999999996,23.145999,25.328151000000002,37.60050700000001,29.563983,29.838997000000003,28.126123000000003,10.517918,11.905647000000002,30.342821763346336,32.23076303577397,27.146642059718552,26.288113537709055,25.717812109371494,23.532854343545523,21.16608588900901,22.36686103948106,13.697239687960199,18.175668900337033,16.886095162986035,15.130417581291772,19.469047154943866,19.608719248539234,13.262845935963378,12.527371913715633,16.963861127433294,9.972502451699151,10.585856396834082,8.138587251395577,7.0344396084164655,-0.1380297819056182,-0.07720366264356571,0.009279914443767412,,
Taiwan,5.240303776,7.48759356,6.267989591,15.66016165,22.088900460000005,22.202295073,25.307491674999994,21.750784459999995,25.484871887,25.980234269999997,31.131641465,27.063852743999995,28.823202602,30.089332934999998,31.378665981,30.699726242,25.708948796,20.738958802,19.430214586,17.500533892,17.231925650999997,19.877640457999995,16.844452515999997,15.045635424999999,9.370199807999999,11.140861321000001,9.499016663,7.611680539999999,6.763617771000001,8.034660989,12.0091579074,11.860498739799999,12.689214897,8.142657898000001,5.69202096,4.242404361999999,-0.2567116103431626,-0.04862493661191547,0.005596629114296728,,
Thailand,3.3519122,3.3451199999999996,2.19079,3.1455,4.755280000000001,10.36948,12.748964,15.09026,18.238484999999997,21.032357,23.97307,25.556094000000005,21.706792,18.523073,15.886583000000003,9.719366000000003,2.6680240000000004,2.120368,2.509575,5.700621,7.8168500000000005,7.885362,2.9948089999999996,1.013365,0.49330199999999996,0.599895,1.3308700000000002,1.362718,1.417583,1.6690254359999999,0.9226140345,0.491497049,0.33029946600000004,0.177198575,1.1248018300000002,0.721561,-0.3602521771698013,0.08591620425128643,0.0009518916528827248,,
Vietnam,1.216,1.397,1.536,1.49,1.182,1.305,1.492,1.62,2.0460000000000003,1.97,1.295,1.463,2.177,3.676,3.274,4.519,4.757,4.386,2.658,1.685,2.1670000000000003,1.4040000000000001,2.656,1.569,1.7850000000000001,2.532,0.728862973760933,0.10500000000000002,0.728862973760933,0.6997084548104957,0.6997084548104957,0.6997084548104957,0.4560042274052479,0.21230000000000002,1.394455538184259,1.2401507648317724,-0.1130858310661288,-0.02438909711620152,0.0016360212946091755,,
Other Asia Pacific,32.328442701525454,32.88543816586587,36.27981772914544,38.08161811951335,40.46249968064148,45.60822406123497,49.048485155696824,53.03221781949295,52.49099979074323,57.05952901442667,63.7929328881952,68.95362786218666,75.36668053467723,72.69236300343012,71.10145653259411,71.3279752100288,71.08321909349922,63.233042679362995,48.55694373464824,49.46835211857702,50.759452463653474,57.974541885435684,63.08563380617399,63.63325619974104,68.55783158703044,69.64557651731208,68.02772979561313,81.59210762835468,62.90170683366759,67.0854092115533,64.23369956566873,72.19842277694131,72.8205737270031,52.8308628660769,43.0779420363191,40.49996498736775,-0.0624132111215191,-0.04540361041666863,0.05342802426062103,,
Total Asia Pacific,332.25416539937976,323.14895298106046,327.24123228079196,374.305638874009,405.66475247820165,470.3609680883166,477.69118826324484,492.7193078297542,469.8257265157197,512.1792411731756,492.6380367887853,483.08862666719693,458.87691494711606,424.94844825648755,418.38645906682126,419.82496410505547,381.5176944758222,390.0073694781494,390.27870528121724,384.50968752645616,382.8943717896722,340.6195411576595,356.4070305481714,326.1324259329126,253.81936407888898,252.25319268877334,312.2359688977916,368.53267820163984,305.1752140570845,265.54233759370953,251.56508692514421,241.77296042529503,210.08253171850086,178.28673943929132,145.07625048146127,123.80457556099003,-0.1489557299448242,-0.054400667222947674,0.16332443419918066,,
Total World,1108.7611710600295,1166.24905221567,1181.0223854623387,1254.2881644868974,1346.7215798228829,1364.4589375165808,1349.6693665664613,1327.5601540786886,1265.7325441602577,1301.280162611775,1258.8795291907527,1244.7286690039994,1244.366289720243,1295.1004118874653,1267.1568082325941,1242.3532706022243,1207.5724849854214,1188.184145855923,1193.7807449629881,1169.2615574088297,1173.4329776832903,1067.7900560776177,1087.1125386503106,1062.8731759666803,994.4544635830316,951.1988065279703,1041.6396501688257,1139.2194071713448,1078.3278321688865,1021.1940057699267,1018.2474273672838,953.5154164730536,862.288996460152,856.1486177306167,820.5002323054752,758.0284981119568,-0.07866280564872385,-0.019044332464911773,1,,
