Billion cubic feet per day,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,ddd,eee
Other CIS,,,,,,,,,,,,,,,,0.06962469721223986,0.07741627021447044,0.07741627021447044,0.06807300568538399,0.06825950707082339,0.05831717927113278,0.054948108813080376,0.05323637787404972,0.04567260028931051,0.04470741799446917,0.04123307567920531,0.03891631981307134,0.0376056917436806,0.0371144920497149,0.038697158883363024,0.03980462984339443,0.04081124857416788,0.03759364287041159,0.03840071997389263,0.03767043912424321,0.03458925655862016,0.032047006136738526,0.029068560816014062,0.02934859719506561,0.029789447805323003,0.031853881677708876,0.03300430410175617,0.03186821687877604,0.03285789578341938,0.03205456225011706,0.03246833794413318,0.03081619320513416,0.029063089947333233,0.03003146866602571,0.030629751353601284,0.030466268663171907,-0.005337382224950837,0.0027856299529420703,0.00008193540011947199,,
Total CIS,18.141227875272385,19.465997123988256,20.235388091170062,21.656380039540608,23.88342208338672,26.510781808200733,29.334275140238677,31.710420926732148,34.110768990422244,37.2637289579833,39.776155814260214,42.643730987720026,45.888063841718065,49.095737567422354,53.68684265922897,53.664182351608545,57.804538457139515,61.830069309220065,65.71656253727687,68.36180902410203,70.71988788373822,69.6439618439834,67.05922919610268,65.7880595773697,62.24244726838041,60.44650845975303,61.66351652620881,57.67603142241032,59.39450151381003,60.769576895160874,62.153619911575085,62.52558236397585,64.20993450098005,67.14218815035179,68.47105852664873,70.25701735386072,72.08217430696,73.13467360518034,74.85708340166038,64.88630948296783,71.59790106216491,75.02193854949088,73.73261203873804,75.2998920449588,73.66562121952722,73.04171968527922,72.9751644763888,77.4165774871081,81.39548502870971,83.03088396251233,77.4197322472219,-0.06757909162840925,0.024964110769205572,0.2082111468571973,,
Bahrain,0.06290044498906573,0.09170637328459497,0.11412338427405569,0.16225839297716063,0.20006617386504272,0.21053082750365296,0.22005502120100603,0.23933675579918212,0.26296661885410844,0.29154750083482883,0.23598965302688207,0.2194201569386014,0.3464588016481814,0.3631122289440342,0.37311725930308276,0.4567314959045042,0.5228951124582978,0.5080420556809155,0.5381865791331081,0.5613780322906065,0.5879334974380472,0.560477847031371,0.6530954734267491,0.7014693632590979,0.7181227905549508,0.7300502452398185,0.7497132058357581,0.8071286080618398,0.8486496531440676,0.8781307203840233,0.8852697920727878,0.9243777380772359,0.9577971158263461,0.9750131589092211,0.8944344187035914,0.984387527361448,1.0413671999621146,1.0834950931112668,1.1595538811053558,1.1739468835189353,1.2025035451617319,1.2214112259829617,1.259349278642709,1.3504549314577192,1.4219255136469002,1.4110718863143394,1.3934211557837741,1.3996529192315237,1.4171779985413397,1.5737726026824714,1.5859581467932622,0.007742887434957657,0.02974419725975741,0.0042652455004220146,,
Iran,0.338193897338423,0.8179843085362866,1.1000068131066523,1.218900263098155,1.264749572925388,1.3175612876289975,1.338653782394616,1.3630880334476974,0.8538810583181954,0.8224509053063747,0.43761274306981324,0.47680024401054594,0.652992537241851,0.7462821215350721,0.8663546943680859,0.9371870992109681,0.9003279409789028,1.1021819306825957,1.1933140603181034,1.51096785124205,2.391531896999006,2.8251429801368997,2.981910064040601,1.597690067869629,2.5379590243048034,3.083308348097463,3.616316433370044,3.810107232833981,4.302756132676036,5.125950096663977,5.435815247614059,6.057213284449365,7.202947184894496,7.555172803197276,8.784293450399693,9.347503529977244,10.185839613348948,11.418190640275062,11.922791977553128,13.132759227709151,13.923667671007395,14.608297992137175,15.142440846255738,15.241233099414236,16.97528448620028,17.758717821679628,19.23413281992644,20.68605566660527,22.4479912918445,23.358134578281632,24.1978993510555,0.035951705388095556,0.05927376783363281,0.06507736760610003,,
Iraq,0.0716936024390959,0.08502125930277397,0.0857055981939276,0.08364253617894521,0.07684083543472328,0.11902976302388356,0.16545305319790302,0.10827572265801919,0.11222806227966164,0.1609429459882781,0.11742125271275,0.05698722245158904,0.06250211494690412,0.04319999121330138,0.054081607416489076,0.07812764368363014,0.14246805612897262,0.3446807809571918,0.5133169517497268,0.5928509432463698,0.3658212021892329,0.159931882364137,0.20807669294140715,0.23438293105089045,0.2913701535024794,0.2913701535024794,0.2969905220837705,0.28034036851184935,0.27114888101965756,0.29228930225169863,0.2887407853592214,0.2536850547844932,0.21691910481572604,0.1433872048781918,0.0916637413838798,0.13327656863678083,0.13327656863678083,0.43954244676910637,0.6230842820569229,0.6630187587617619,0.6903542425635404,0.6097265142820341,0.611864640111536,0.684297052306186,0.7286270449917774,0.706399362704285,0.9548060124235623,0.9789222883013463,1.0230353485558967,1.0610705254073785,1.012400151825279,-0.04586912218998207,0.048146150076489036,0.0027227296009862656,,
Kuwait,0.18723060021594654,0.19338889683571506,0.22796772482170902,0.256074841532463,0.2694024983961411,0.2952305782492,0.3541886967073115,0.3872373680460397,0.4339301245063739,0.5745598831369083,0.37316309117377455,0.4305292741342631,0.337787165338048,0.3708765203099384,0.401120532295858,0.3860424746720548,0.526672233302589,0.4393531021267672,0.6269799910657378,0.7500253793628493,0.3851233259228357,0.04595743746095891,0.24015900242576504,0.4981786220767946,0.5487318032838493,0.8527862095255534,0.8526561223528497,0.8520508905261781,0.872364077883922,0.798556433321622,0.8799719172852462,0.8731913117582193,0.8005785605699042,0.9191487492191781,0.9991347810842898,1.1305529615395893,1.140663597781,1.0349614916207945,1.1641295155752736,1.056009997977914,1.0784372274588618,1.2438840023183138,1.422162947570895,1.4992417724660492,1.3813680726210404,1.5541886200547081,1.5849577522686653,1.5719030590002316,1.6303658567851453,1.7342473169650783,1.444472920984836,-0.167089430178474,0.05085864204322155,0.003884737840761657,,
Oman,0,0,0,0,0,0,0,0,0.0292717432063835,0.04924218483316851,0.062339425023502364,0.07368089878740769,0.08061128035652029,0.10012577582744261,0.12549731076941398,0.1602194791701427,0.18730268082838533,0.20982642092800133,0.21057175585983914,0.2191277225075998,0.2368184333550715,0.24010124567728272,0.2617255510104155,0.2518646564985396,0.2637192565509691,0.36940757547993625,0.3983175515724877,0.4543047497015657,0.47172189285551974,0.49716368835265673,0.995864591250543,1.4923725752881727,1.6103580821331953,1.774004486236831,1.8002312014091681,2.017231458830722,2.35025931498299,2.3807420889544835,2.3288684159733926,2.3137364206980893,2.4863226173753006,2.6246900400721405,2.7327366766428036,2.9786129921140594,2.8395968365423325,2.9748605204397185,3.0372059923758434,3.1273711057298175,3.51527452103659,3.5498680535738485,3.5633464085313578,0.0037968608280918303,0.04373400434379704,0.009583195663873046,,
Qatar,0.1006395316020062,0.1006395316020062,0.11015135313952011,0.15821936311559182,0.12998021096458112,0.20057809134210786,0.10925256603321395,0.15531533683055881,0.14810534053668373,0.4368056088039313,0.47346107455527175,0.43290019414474906,0.5062018231324789,0.5242268138671666,0.5922008378217173,0.5467580522855262,0.5808052570066029,0.5617788778977659,0.5852102714393361,0.6208607919725755,0.6308746757140686,0.7640593294759276,0.7936895645367342,0.8293446019002534,0.8649996392637727,0.9006546766272917,0.9363123492485612,1.2975626928064352,1.5702317245621966,2.067101489812325,2.4866443274470087,2.703748610203151,2.9540957037404802,3.1443594948288505,3.9117212171124227,4.586358753603864,5.077039056937029,6.328774524623673,7.687725581172616,8.942398181153385,11.911322148033067,14.547309105639483,15.68379445975726,16.243701124145456,16.392314340754325,17.005569526928642,16.841923842805198,16.493158795949284,16.357570718958975,16.651500947489755,16.53022625937367,-0.007283108501661362,0.0641428669153179,0.04445607427680885,,
Saudi Arabia,0.1486263527487411,0.12399316626966712,0.1401538605759522,0.16544677485945208,0.2093820850721288,0.2490893110383973,0.2681622754185403,0.3784135400535356,0.5218007449317275,0.6406466782057672,0.891338221216847,1.0421308518647043,1.1045410519366863,1.0785291423337835,1.668280093186612,1.727999648532055,2.316254848032329,2.4633186479073976,2.667414874270902,2.739063272673151,3.0809866073826857,3.2326461510038493,3.5061381079334013,3.680271591873589,3.931199200410425,3.9459055803979313,4.070786754858101,4.167420428959754,4.303454443844192,4.246467221392603,4.565770958331052,4.934909634557767,5.21157340807274,5.520407387810384,6.020474534093225,6.548015689437425,6.752158626639004,6.840304991689124,7.373431356919289,7.210721937624453,8.057257935655317,8.480066360296139,9.10495943166078,9.194244938439438,9.410244894505945,9.600508685594315,10.161842369816913,10.57023083729303,10.845955240786301,10.754040365864384,10.816327077718357,0.005791935843172391,0.04078084669365456,0.029089223125220887,,
Syria,0,0,0,0,0,0,0.0030297278731092896,0.0033814998721273977,0.003260559247230137,0.0033621493721438358,0.004513233161295765,0.004566717996120548,0.004765060620952055,0.007232249368856166,0.012181628789173499,0.014512874987671233,0.036695804406326714,0.03612980228180754,0.08523280626468444,0.13989685844365687,0.1540469115566363,0.17980000822225892,0.1854695196716776,0.1840716310936302,0.19953268058049592,0.2516097136612562,0.26736383598701235,0.4158228941467563,0.524338079242072,0.5197786176834452,0.5183584575258402,0.5325451100476001,0.5890824333745712,0.6246462335318597,0.5729225056864549,0.556254310152459,0.569932694828339,0.5471353870352055,0.5365464735793786,0.5936418949331979,0.8152317266824562,0.7176592493278445,0.5865635177266086,0.48330292521443163,0.4468272327454178,0.39211369404189733,0.3410253010038422,0.33740015533837675,0.335576370714926,0.3218979860390459,0.28936259328326297,-0.10107361389902081,-0.05936881770553293,0.000778206222835947,,
United Arab Emirates,0.0785799616207459,0.1387648541946185,0.14045538604103075,0.16371611451717227,0.16395194873572191,0.15659392111697262,0.18250733350274592,0.3679013809374657,0.5386453551674177,0.5763788301353631,0.7074511071859017,0.8357964705399862,0.8961700304886986,0.7886296268300548,1.0348353961495902,1.2480346845647878,1.4357587225303152,1.5932959805214866,1.6331584070142622,1.9225205496168083,1.8970504540134454,2.2460850974669384,2.0856637029669467,2.168731473782651,2.435695809180863,2.9545310899901094,3.179766944532377,3.4252561902152263,3.496949792654322,3.630903628790528,3.610634773111025,3.712973936845808,4.0931386971478565,4.225205859535664,4.354775498887685,4.508206921795254,4.602540609215117,4.744041140344911,4.726375482050492,4.60725729358611,4.837620158265415,4.934406521558194,5.108323819174796,5.150619333124521,5.117092540701853,5.669574124265577,5.743053943172607,5.756308664743834,5.614920929164287,5.614252180141827,5.348529364391953,-0.04733004632206628,0.01996423851316531,0.01438423255460698,,
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07565077968573425,0.6052159127358658,0.9117012255380048,0.7349405807861831,1.0016762128365704,0.9444664596351706,0.27635900314023154,0.04835262357999659,0.029090332269037605,0.009696777423012537,0.009696777423012537,0.00979435294685113,0.010062675421117273,-0.18570568670109378,0.000026340745448150536,,
Other Middle East,0.012501041095435619,0.011701479451629089,0.01153573770449836,0.0050209315066666515,0.006136109588817863,0.005607452054590519,0.005387540983410557,0.005368109588845802,0.005281315068301015,0.003761095890274129,0.0001783606557312161,0.00018936986300680932,0.004216109588887712,0.00597304109567311,0.00520131147522061,0.004907835616259808,0.003679561643701753,0.004192438356011861,0.0038373770490407223,0.011464465753007575,0.014847315067952999,0.01433443835564289,0.01499704917978227,0.016959698629519987,0.023439890410106152,0.02377128767036807,0.022199371583891833,0.024688082190882654,0.02446720547856193,0.024142356163505255,0.022907732239603767,0.022155041095084402,0.02012564383488426,0.02256837671150772,0.1326611816891628,0.1720673356101785,0.23382377396409615,0.2727564520448716,0.3338057172009708,0.26473078861063504,0.31491678396302036,0.40940171544419124,0.24326964642052987,0.604829647115727,0.709302560446588,0.7804400352212908,0.8729717599808718,0.9223396563417176,0.9803154571364668,0.9902030536366198,1.4486068816078592,0.4629392186660155,0.14101664735694452,0.003895855635378068,,
Total Middle East,1.00036543204946,1.5631998694772915,1.930099857857346,2.2132792177856064,2.320509434982545,2.5542212319578024,2.646689997311857,3.008317747233472,2.909370922116083,3.5596977825070377,3.30346816178177,3.5730014007309743,3.996245975299208,4.0281875113253225,5.132870671575243,5.5605212886276005,6.652860217316423,7.262800037339941,8.05722307416474,9.068155867108674,9.745034319638982,10.268536417195268,10.93092472813348,10.162964638034596,11.814770248042716,13.403394880192208,14.390423091424854,15.534682137954466,16.686081883360547,18.080483554816386,19.68997858223639,21.507172297106898,23.656615934410198,24.90391375485896,27.562312530449574,29.983855056944964,32.086901056295424,35.0899442564685,37.85631268318682,40.03387216425937,45.92284996890197,50.308553952596476,52.63040584474984,54.4322140286344,56.367049982791634,58.129803280384635,60.21369357313771,61.872433480803465,64.17788051094743,65.61868438750504,66.2469235085122,0.009574088948463899,0.050654662366002245,0.1781632087724419,,
Algeria,0.23588380420586544,0.2486418307262774,0.31417867969510826,0.41812802245729797,0.48340814355809214,0.5952504052443316,0.747695107959006,0.717569148562296,1.1128351599921407,1.8241184195754019,1.486858251358149,1.7284682208891573,2.255301643856609,3.2295271406639996,3.278269958881281,3.612555968468615,3.694922919688643,4.170108213407471,4.347573526971228,4.700542377411865,4.997941082431723,5.389409147041668,5.596422242394989,5.683882249969011,5.225687953018249,5.949436901443421,6.295975022694365,7.242778072649722,7.755883670413836,8.718069189378953,8.866163806777916,8.36643432249017,8.605320985659732,9.08095637200818,8.882210654320874,8.215424084895952,7.865928657661601,7.8994533988831215,7.969997077373485,7.4080365671443325,7.48830969751364,7.701378052832638,7.56889222440181,7.676234496916497,7.756880124410489,7.876731074277424,8.818270225565952,8.995712436826844,9.079617414161815,8.412847560978241,7.859574833756136,-0.0657652148350315,0.012800693906476424,0.021137390203323166,,
Egypt,0.007915563899525687,0.007915563899525687,0.006593758870337775,0.005308084026740754,0.005587456870253425,0.004656214058544521,0.03529054043279372,0.04283716933860959,0.0689119680664589,0.10429919491139727,0.20245625827234293,0.22722324605697264,0.2486418307262774,0.291479000064887,0.37333676984165987,0.4591027061724897,0.5289459170506575,0.5848204857531918,0.6426593152498226,0.7207819362626917,0.7515129490490856,0.8455684730316849,0.9119818606579851,1.0513731344193527,1.126803802167774,1.1640535146361302,1.2351689151477803,1.2664902239241096,1.3037399363924658,1.564487923670959,1.9502667081280738,2.3467318855064385,2.542292875965308,2.803040863243802,3.064704827058402,3.957781949762843,5.093898180047707,5.186091218406887,5.476534656110119,5.8379611866031205,5.710380921399,5.722260273764425,5.654030054439112,5.221232876522378,4.543598865324563,4.120749441811901,3.883816844472193,4.722745787263171,5.665664487696859,6.282981247854966,5.641221315641093,-0.10214258277994592,0.0073733467179570855,0.01517139268906535,,
Libya,0.027022973227043834,0.0650757314447178,0.25959171559914757,0.4164662982712097,0.37455311530681507,0.42602544526308905,0.4380610200735615,0.46426203323060694,0.47069607447514117,0.6236424263452123,0.47390154295465853,0.28953185600404113,0.3079148309884247,0.34100418596031506,0.42165321036584696,0.47795734959397257,0.5147232995627397,0.45957437460958905,0.5041505776113389,0.6250211494690411,0.5698722245158905,0.6011232819893425,0.6205635291688661,0.5845786045033973,0.5873360507510548,0.5827403070049588,0.5884812196845082,0.603880728237,0.5845786045033973,0.47795734959397257,0.5389827993372132,0.568033927017452,0.5422977620393151,0.505531812070548,0.7388097555540711,1.0386380866176714,1.2128167745947056,1.404459288806904,1.4574534880036887,1.4614465112584931,1.5454567069371261,0.7219913425116643,1.1182976448833335,1.1765103990005479,1.518740922897321,1.4240371571652728,1.4272478730139795,1.3152341333827016,1.2757760451037212,1.4033311237862525,1.2838708486073782,-0.08512622085695987,-0.004049570470769259,0.0034528176996460437,,
Nigeria,0.010202551116332876,0.018888506796454114,0.025253360751258887,0.038788077217049306,0.03621446071923562,0.03244595084743699,0.0600855824771332,0.07932253705761506,0.09609700173086508,0.12665869764240276,0.15266596127485177,0.22546718818346442,0.23488846286296095,0.2662773926487959,0.2554668472368729,0.24265526979386304,0.28300589988458497,0.2802484536369274,0.3359934440426114,0.39008672916861914,0.3714280095594699,0.3623284369422,0.39112918448501505,0.4468901218703644,0.408193959528237,0.44422459049762886,0.4983757619041545,0.4813047378391748,0.5822264583414193,0.4196849145836021,1.081097993517593,1.4765730289070704,1.658375721262661,2.069912255572245,2.2090186786081594,2.2237581701930718,2.6018206490834266,3.254195622758324,3.162806136496958,2.243878053616997,2.990297334732307,3.5242887172690445,3.7785050999991494,3.202466225362945,3.868410051640088,4.6020602738051775,4.113967212965088,4.567261643669458,4.6701999998300945,4.767880821744351,4.769519125509542,0.0003436125663460743,0.07828264189020917,0.012827053494689829,,
Other Africa,0.010898322531366817,0.01768419930747468,0.022856558695693086,0.07260092435623013,0.09296581628379341,0.0574796796145832,0.04347764949809683,0.05032012204370778,0.05773489306860889,0.06256931071912704,0.07995141946850207,0.09081295653999641,0.09880174582753988,0.09937883685282714,0.09670885407997257,0.10029179982771659,0.10766929579099435,0.10700722491647428,0.12807778528665043,0.11765924373802783,0.29081511372645846,0.2849095065782503,0.27887428607283515,0.2966942667093866,0.2920027943950796,0.3031858821737895,0.3874792664918728,0.4833932866312148,0.5064843745586597,0.5919263799551389,0.5991575293920597,0.6754711076314248,0.6752521561266641,0.5979763407731798,0.8931555379708811,1.022626204305453,1.0478967576265843,1.193642339486007,1.5118906539536598,1.5629970953073393,1.7640707925889485,1.7399360537562432,1.8270710165671074,1.9871400279632578,2.001977605154946,2.1002092471112936,2.2004067870639723,2.603065829028816,2.6684594365198193,2.7189614832248714,2.763445898102607,0.01636081097587816,0.05692577349740424,0.00743195853331575,,
Total Africa,0.2919232149801347,0.3582058321744497,0.6284740736115456,0.9512914063285278,0.9927289927381896,1.1158576950279855,1.3246099004405911,1.3543110102328355,1.8062750973332147,2.741288049193541,2.3958334333285043,2.561503467673632,3.1455485142618116,4.227666556190825,4.425435640405633,4.892563093856657,5.12926733197762,5.601758752323654,5.958454649161652,6.5540914360502445,6.981569379282628,7.4833388455831455,7.7989711027796895,8.063418377471514,7.640024559860396,8.44364119575593,9.00548018592268,10.077847049281221,10.732913044209777,11.772125757182627,13.035668837152855,13.433244271552555,14.02353950105368,15.057417643667954,15.787899453512388,16.45822849577499,17.822361019014025,18.937841868341245,19.57868201193791,18.51431941393028,19.49851545317102,19.409854440134012,19.946796040290515,19.263584025765624,19.689607569427412,20.12378719417107,20.443708943081187,22.204019830170992,23.359717383312308,23.586002237588676,22.317632021616756,-0.053776396830427564,0.024506358938676254,0.06002061262004014,,
Australia,0.16742028029993056,0.2498795792752412,0.3577226992803868,0.45540240612619054,0.5195801802411638,0.557971382447872,0.656864468327223,0.7524290758307224,0.810063988416733,0.9324539864290959,1.06779458089918,1.160491954423829,1.1318188259586686,1.229480656133628,1.209163079677645,1.2960251179695998,1.4157723772355735,1.4454300139237388,1.4762048978479876,1.7132510816969153,1.994180002794953,2.087580313306416,2.2514154154384007,2.359203553376335,2.708220185664213,2.863483925461882,2.8593011404404125,2.8675164449718653,2.929056921894788,2.97151435549709,3.0096902197248667,3.158129101453279,3.192944700809396,3.264934961517652,3.466849350433825,3.6993588956548225,3.9361071829055096,4.136284003292434,4.021906190116091,4.518108845759128,5.091649598109052,5.240432888897215,5.592646884546774,5.829339992050448,6.2819083834572345,7.169216973174238,9.06968612396208,10.654832988513325,12.192341297513039,13.850025432451229,13.751106484878115,-0.007142149164675371,0.1185345107418514,0.03698196272016498,,
Bangladesh,0,0,0.04241754105761362,0.05884961132250695,0.06470081550753631,0.06503838497974955,0.0853961607006454,0.09553216063634493,0.10543419848793308,0.12129996368195503,0.13622988053953156,0.13171746574863274,0.17100856163761424,0.19028493149992667,0.21903449452755058,0.24943253423750095,0.28126095889387714,0.3304671232756487,0.38789275954872976,0.41118527395764365,0.44256541094280344,0.4557767123121857,0.49566120216775994,0.5563513698427734,0.5900520547730542,0.6523376712091443,0.6982332650019203,0.6882270547694826,0.7436828766852732,0.8108205479157077,0.87400785515946,0.9813808218821053,1.032459246537781,1.110566780781515,1.1906861338364636,1.2832630136519445,1.3896917807713602,1.4838321917268396,1.5801304644233882,1.8137937969604119,1.8628462328089415,1.894621917739292,2.058698087356798,2.1239869862240983,2.2274623286860873,2.501445205388449,2.5522028687596086,2.572907534152972,2.571852739632462,2.4463321916918237,2.3845934565911,-0.025237265531802944,0.03036892385490253,0.006413080024605967,,
Brunei,0.020659077544950003,0.020470410170110274,0.041910833544058404,0.18352618887534347,0.39837116197408157,0.5224199609312014,0.6871307030433279,0.7907049679532918,0.7749984089978847,0.8119300476227611,0.8127220897578462,0.7890069615797344,0.7880636247055357,0.8219294184892664,0.8294676079864487,0.8108452102174325,0.8129677181843797,0.8110810444359823,0.8403804176185719,0.8257970996734809,0.8419753270659873,0.8546632080239591,0.917428616659164,0.9740424894537956,0.9802213459797967,1.1094584977450093,1.0968314439734612,1.1006854648149618,1.0160681471993445,1.0591786423502219,1.0628700277907337,1.075121035524179,1.0809697241442104,1.1653983743849878,1.1507969960234723,1.1329178330675422,1.1858108864577697,1.155962928963841,1.1433843080820751,1.0767207678921928,1.1586448273896055,1.2073542252018459,1.1821029822455047,1.1514818537485847,1.2276098854405242,1.2859812177315282,1.2488311234902765,1.243744499129788,1.2157214888575445,1.255860612785244,1.2196864013841133,-0.028804320346430545,0.01550913632221329,0.0032802012751397347,,
China,0.2798639789903759,0.36470079492125645,0.47067621073894067,0.5831312175478913,0.7342772689190001,0.8629951965382671,0.9821962248891116,1.1818646081405422,1.3388614744034357,1.4149220679966392,1.387716844472042,1.2423230286889855,1.16333702764989,1.1906408304782194,1.2087820866704613,1.2608506091796379,1.3417868818493284,1.3544636474481955,1.3867443729622513,1.467481888441173,1.4917627702420804,1.5104853778957918,1.5355325139603047,1.63481519434622,1.7122409780808396,1.7503687884589711,1.9560291947940194,2.213850841469862,2.2700186644309968,2.4571472273865824,2.645122506632063,2.9574894142157175,3.18489108634309,3.4144380572641158,4.031866879594315,4.809369841047157,5.709712739311318,6.751840385119731,7.808946223623334,8.314885583460057,9.340923488316061,10.271788137599035,10.756312875498502,11.785491463685306,12.69207523116737,13.126303209719339,13.309731318757256,14.4354230417562,15.61767770422286,17.179357712421773,18.720076563480593,0.0896843104876257,0.07526389780083842,0.050345415792583025,,
India,0.061229492575779323,0.06488434290581789,0.07097577769937526,0.07098398332251121,0.08034297358018572,0.10285576855324849,0.1246081121728973,0.13344709491788595,0.14904541201401011,0.18536388167065734,0.10933102295922739,0.19139367887647254,0.2509233756149642,0.29855644543387466,0.3409948469318693,0.4182444278087616,0.5843874578457471,0.6731749412425091,0.7864255473855645,0.9375761940713365,1.1216260921346723,1.2491523452557132,1.392776468720637,1.4190771523510486,1.534196457491692,1.7490751488366514,1.9038772927291667,2.0755958846633322,2.277832023596532,2.3339962088135078,2.4471993088512694,2.460198234656298,2.569205793223696,2.7503734947847924,2.7149607121944968,2.758620581125287,2.727144574089526,2.8023889932756054,2.8359664031479515,3.4975969488196066,4.588892480279845,4.153913233070497,3.595903233088678,3.0054352994612246,2.8401907480250226,2.7228844239110184,2.564878452483034,2.679398361190703,2.660009730981416,2.60322326024439,2.2926120976626456,-0.11931791150044668,-0.029100750299771216,0.006165707117517876,,
Indonesia,0.12373677214488493,0.14730568112486303,0.10880630834489768,0.16910692193134275,0.174606334026671,0.22881482468062062,0.23014835698515712,0.5558334367778165,1.06845720709234,1.549655765433559,1.8127855692745782,1.843285089809119,1.8737282639082575,2.1378964520588455,2.8744060755380265,3.171982333555383,3.3006292950710976,3.526498006129221,3.8410291748756866,4.0518882688078985,4.30933961628158,4.73208850667716,5.0010852593809005,5.209886547755667,5.936084287455276,5.962898123646081,6.2658226260015555,6.450390221162592,6.342756634563768,6.878022440626487,6.820209303030567,6.639785177840634,7.31354495863804,7.6586227120501436,7.3036404915375694,7.379291931238387,7.294857835351049,7.0222121504294615,7.220202499737325,7.55095762986228,8.41751735585815,7.999404095599389,7.554980559834436,7.510282547671978,7.391850123018752,7.368883314800411,7.244326775692732,7.034389369607099,7.043744054538268,6.5388663696251275,6.093464474472985,-0.06811607241603213,-0.01428800179298717,0.016387646788963622,,
Malaysia,0,0.008018355211460784,0.011197540350888342,0.011228218543630502,0.02340696993809813,0.02821557437308497,0.033498444840926546,0.030735921512924518,0.22887379079682563,0.28400841048333975,0.2519242848527581,0.21278129065174112,0.2676925914650937,0.6455453540291057,0.9779599743838697,1.0834854826470735,1.4571748883871225,1.5755492499765629,1.622078190443928,1.7604247975920098,1.7426461387221128,2.069300864667118,2.1603769852941195,2.334067854039697,2.4722462913323136,2.7370132807048924,3.487664486959342,3.996710027847273,3.988720883671561,4.085603322196758,4.7937432180957575,4.7431886540681365,4.894532300777069,5.101012294614162,5.803011377545961,6.550142273983462,6.527493600086594,6.543245629844035,6.677469566092238,6.40169590579552,6.296851875537431,6.477692790266085,6.681873863661352,7.023128572602323,6.983025363064588,7.435043541626313,7.400204990854245,7.591745984223245,7.472000841477247,7.669061123315192,7.0623997307869555,-0.07910504073098168,0.018227250810360696,0.018993482731450278,,
Myanmar,0.0007129449837693494,0.0013783603019540756,0.0014693938964207996,0.0017823624594233735,0.015946202803641115,0.017110679610464388,0.023699901555174183,0.021863646168926717,0.02566601941569658,0.02566601941569658,0.033179862177243856,0.03992491909108356,0.042776699026160964,0.05703559870154795,0.060671747981245916,0.08745458467570687,0.10171348435109387,0.11312060409140343,0.09859159046952462,0.1036146709744788,0.0808004314938596,0.08175102480555207,0.08247565741200616,0.10456526428617127,0.13593484357202262,0.1558973031175644,0.1516793699531148,0.14353959006556236,0.167304422857874,0.16350204961110415,0.3223186611503689,0.6654153181847261,0.7984983818216714,0.9125695792247672,0.9669559834511067,1.1597238402648085,1.197747572732507,1.2852021574082138,1.1755151171366396,1.098370397220315,1.181142657491276,1.214246178038017,1.207173053234771,1.2443282822834978,1.6005951644623178,1.859262192466606,1.7638106831325533,1.7220872652113224,1.6420552108991653,1.7881705113048088,1.705841438257613,-0.046040952206018115,0.04994369741051474,0.004587657331104933,,
Pakistan,0.2815877501170397,0.280779866742726,0.25950825335041383,0.296412410035696,0.32791986163393033,0.36839481868704654,0.3746393598507992,0.41040475415135885,0.4217151213917507,0.4750354240964548,0.5784753986513415,0.6325726820876261,0.6899324016638986,0.6802378011721343,0.6961041008840656,0.7125531361446823,0.7642576721007589,0.8183858581797767,0.8652960698489427,0.9250264635891848,0.9880413667856534,1.067213937468396,1.0441561513260984,1.2053619944760383,1.2287906123311356,1.26029806392937,1.3656208923593647,1.3653229025901505,1.4380324062783834,1.640003249856808,1.7322034917832652,1.8338952596920959,1.9882009841860122,2.472063163848665,2.9599278482529723,3.155117273857818,3.223742835499157,3.2702591985111638,3.3392243168184077,3.357473232754566,3.420045616313933,3.4191991779577995,3.5311990299261784,3.4430082078199478,3.385049668233015,3.3909396438492383,3.3460824729656995,3.3526190231657016,3.308945549194687,3.162474424542481,2.9535912020783393,-0.06605056497630368,-0.005965526173522195,0.007943331676326307,,
Thailand,0,0,0,0,0,0,0,0,0,0,0,0.02637048358558173,0.13440440021038427,0.15822290151349036,0.23555478235437433,0.31049117770120416,0.3622397073180715,0.5061006196529627,0.5982130023709866,0.599247972963324,0.653066443764866,0.8093470032078055,0.8610955328246729,0.9718373862047692,1.0742994748461665,1.1374326809787447,1.3113077404914193,1.618694006415611,1.7573800657888157,1.9250453017474658,2.0161227138731523,1.9664441254409595,2.0554515963819715,2.1496339202846704,2.2334665382639955,2.3721525976372,2.435285803769778,2.602951039728428,2.875148305513151,2.8435299539172445,3.2620203129288514,3.2706105688452514,3.7099555852924553,3.76703421345986,3.7822482811672185,3.6260194702538957,3.5964710598426652,3.4779151784904214,3.3600320280231974,3.46109690636494,3.155780581625422,-0.08821374639295498,0.019848344307856314,0.008487095925773888,,
