Exajoules,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,ss,tt
Russian Federation,,,,,7.779311749691994,8.045916298470518,8.111131230096941,8.37178026585959,8.053128701406795,7.769073809520002,7.144504720804805,6.851037694618806,6.1787398479012,5.498934758960397,5.221509724929597,5.0584917599999955,4.856269319999996,4.557331800000002,4.932469079999999,5.0877993599999956,5.377944599999997,5.131760760000005,5.547928679999995,5.741358839999996,5.676882119999996,5.902550639999997,6.008058000000003,6.236657280000002,5.9347889999999985,6.320242555200001,6.597433835999995,7.045781500800002,7.248062555999995,7.393545482399995,7.801683120000004,8.121135959999998,8.616434399999997,9.226032479999999,9.22896324,8.36641873009938,-0.0959374909666666,0.045140706954622134,0.052418986089521565,,
USSR,14.500242878710198,14.621616818096781,14.608034561680382,14.44949360402241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,0.06229905450185435,0.07052723151153323,0.05877269292627769,0.06464996221890545,0.07287813922858434,0.07640450080416099,0.06991599550509994,0.05501124057899591,0.04474952839406784,0.045196200860307546,0.03589836083937042,0.03334762596636996,0.03462887067216281,0.034699397903674344,0.03474641605801537,0.029398101001724096,0.03186655410462776,0.032165119384693255,0.022486432313593846,0.03172549964160469,0.035290651194512704,0.03670119582474336,0.03847613115111695,0.04233984798409044,0.042953434898240786,0.04266192234132645,0.045193896970744836,0.044114078038148916,0.04807629790446685,0.05168259034242326,0.040999477949213756,0.04545773934382949,0.04747223216657058,0.049068151747560004,0.04833454441968001,0.04935081596608579,0.018236093088271232,0.011872919214715338,0.00030920275676927074,,
Other CIS,,,,,0.11740775284800001,0.12408783411600001,0.11428678652399998,0.12268424574716659,0.1182352467812799,0.103287351168,0.1020584835,0.08247736418400001,0.060748416468000006,0.05035736502000001,0.0400715864712,0.0358301780388,0.036643062006,0.027503269232400002,0.037983863772,0.027117049492800003,0.0277939755036,0.029566490778,0.025156417107600002,0.028744546575600004,0.031013260452000004,0.0290704889556,0.03576504399120001,0.036145104948,0.0362654880084,0.037371468909600004,0.0459839342232,0.0548313795,0.05815461431880001,0.06338172128929773,0.06551899303944272,0.07487204822138045,0.09062967606543818,0.11581661632289797,0.12081099691203272,0.11838351905899824,-0.02277052719715278,0.12787584101326388,0.0007417204707262516,,
Total CIS,14.500242878710198,14.621616818096781,14.608034561680382,14.44949360402241,10.356831574081848,10.759349600018052,10.886125299067219,11.169173130065662,10.76296067749666,10.338294709546563,9.683501359213905,9.283498948021801,8.307020150852068,7.483239994305505,6.801320797717768,6.514310828001965,6.244563485178959,5.888671598148877,6.064989959434814,6.502349505359319,6.87126518047247,6.5270485038830675,7.125803128794309,7.370470715489761,7.3029962266737884,7.70276909338482,7.849197680659359,8.32241286636364,7.831852677665623,8.388918535093667,8.77159613803842,9.30648623697991,9.505315174915022,9.555801033672676,9.841817074951313,10.095779193404889,10.775799202075767,11.522760612305095,11.470103564527953,10.576646273039344,-0.08041385388862332,0.038891715281295314,0.06626695265270974,,
Total Middle East,0.02325118446,0.026135052300000003,0.026135052300000003,0.02672727516,0.028478194920000005,0.027319498020000003,0.02788597206,0.02963689182,0.02209248756,0.022702897879200004,0.023426100590399998,0.018840976812,0.030782827353600006,0.030144909758400004,0.029777191488000003,0.0279347817744,0.027004257100800004,0.033540488294400005,0.028743470568,0.031107589056000005,0.030331356336000006,0.028390623811200003,0.031165392016800002,0.0332589846096,0.0417679019856,0.044305328872800004,0.044574523365600006,0.042635423692800004,0.0314249150016,0.0297551103048,0.0316227664224,0.0284834451672,0.0301229793,0.029249971880112146,0.0327204821784672,0.036053880463196866,0.040953374501246614,0.044028298300140864,0.04564863530447962,0.04564863530447962,-0.002732240437158473,0.03804305866228552,0.0002860071024681712,,
South Africa,3.13428369744,3.4673818210560006,3.5042104211040006,3.9239578457640003,4.176611338464,4.2595541910720005,4.245847277760001,4.36228218576,4.231973562336,4.19303581992,4.277400384204,4.379490605734517,4.47664385286143,4.652702471333265,4.89513588163651,4.8962849201194905,5.220691816480235,5.2783187772094715,5.286674899542147,5.301907059624704,5.28679106834864,5.206671517480049,5.643449199331249,5.739822959806378,5.793803435581941,5.788410897450496,5.792919836889446,5.902477779268835,5.850684231323257,6.033326502958202,5.995230922247946,6.1363933343985035,6.081830042968753,6.196012920323419,5.964383837968751,6.0135842737499985,5.972638585937499,6.013437541875001,6.213622155174158,5.97261566891476,-0.0414130601892706,0.00603668646204758,0.03742084489992799,,
Zimbabwe,0.07747991596800001,0.07478026732800001,0.08989829971200002,0.083959072704,0.083959072704,0.10933576992,0.130393029312,0.13687218604800003,0.13795204550400003,0.1484806752,0.15172025356800004,0.14983049952000002,0.142811413056,0.147670780608,0.14956053465600003,0.13957183468800002,0.14308137792000003,0.147670780608,0.13444250227200005,0.11905450502400003,0.12179321757982084,0.10631688782832002,0.0762478503216768,0.10252371951020162,0.09100045826576642,0.05688470144073599,0.0561586579354944,0.040739857696512005,0.0450124836130944,0.0720315660722112,0.06916645596706561,0.043021600727040005,0.08407245794688001,0.15610988225664002,0.11706197535227522,0.0729369202401216,0.0790457121792,0.09037786529640962,0.07092006673415041,0.08855015815728,0.24517956483989756,0.046510562191698135,0.0005548024379860627,,
Other Africa,0.06388842281263345,0.05320181273793408,0.04863334738011481,0.05451332616321409,0.055507973322133086,0.057278337167485094,0.05454945332563068,0.05459886109384705,0.05249583395462267,0.05489717262318901,0.05221267953809328,0.0539807157880884,0.04973372016403536,0.05254107771201012,0.053059859361389884,0.04620989439945612,0.042014098829800804,0.05229787664630124,0.048496440221307724,0.04390201717282872,0.042740708940966606,0.04713614878822226,0.04016114410381732,0.04314363414787066,0.038613565273967594,0.037671631148375705,0.0315376494430913,0.03187303179156451,0.028923090785001337,0.03974036926011267,0.04666651458458994,0.18147468043385717,0.21327211163910612,0.24207538373215157,0.25082438699606546,0.32883260473056325,0.6081666795950387,0.7646365503428965,0.5508835314735725,0.40970809540369896,-0.2583029786984893,0.34270779090663783,0.002566986382891185,,
Total Africa,3.275652036220633,3.5953639011219343,3.6427420681961156,4.062430244631213,4.316078384490135,4.426168298159486,4.430789760397632,4.553753232901847,4.422421441794621,4.39641366774319,4.481333317310094,4.583301821042605,4.6691889860814655,4.852914329653275,5.097756275653899,5.082066649206946,5.405787293230035,5.478287434463772,5.4696138420354545,5.4648635818215325,5.451324994869427,5.360124554096589,5.759858193756743,5.885490313464449,5.923417459121674,5.882967230039608,5.88061614426803,5.975090668756912,5.9246198057213535,6.1450984382905265,6.1110638927996,6.3608896155594,6.379174612554741,6.5941981863122106,6.332270200317092,6.415353798720684,6.659850977711737,6.868451957514307,6.835425753381881,6.4708739224757394,-0.055919240160244854,0.014402961469685671,0.040542633720805236,,
Australia,2.838856324204449,2.897835495445598,3.0194665875523268,3.1713023592355296,3.867644413314752,4.114294310573343,4.297203164773459,4.223856644528654,4.588840801103748,4.804564365988449,4.983927391160197,5.31804691585957,5.342760234351935,5.460877266960459,5.73054476088446,5.906456123773423,6.44081144129693,6.595566427024845,6.954904515466622,7.188551223910118,7.76851547330974,8.006566792028059,8.27657173615012,8.599791732295326,9.004638402434644,9.204625683533978,9.507078988048091,9.794237405188886,10.162201989110352,10.493242075248162,10.26292812183581,11.130873090953065,11.965475776035085,12.814018550018892,12.80052941517226,12.827000705601833,12.503928208930455,13.090968564341491,13.21155963509507,12.423632089988073,-0.06220854447013413,0.026589047773879493,0.07783906336931368,,
China,13.012574400000002,13.948324199999998,14.957343000000002,16.5211128,18.260728200000003,18.714996,19.428845400000004,20.513226600000003,22.0686228,22.606270722,22.763757204,23.370298920000003,24.088125780000002,25.956087534,28.485542754,29.2385052396,29.046580234200004,27.8846867124,28.5539194782,29.614001726106004,31.3748270623935,33.50635862512327,39.57948717512832,46.3454280701496,51.98756468220001,55.618395065493125,60.259913746590605,62.45741787251905,64.38726681105398,69.7220963630188,77.52624195039836,78.4414901953834,79.32288799396092,78.05074595472,76.586253975,70.81643452464,73.17399355308,76.87061975627999,79.75597935312,80.91028840876821,0.011701225430931883,0.02163632511218072,0.5069355741591025,,
India,2.6702775738000004,2.643281808480001,2.79661328406,2.9342324941200006,3.0301529086800003,3.2595330268800002,3.5729434733400005,3.79848793158,4.130738275860001,4.450199909800003,4.758566966399997,5.022354311999996,5.188928943119997,5.277942518039995,5.572451914020002,5.972235873160003,6.1700596597763795,6.13240625027848,5.99833560092282,6.376290366778244,6.457525569920531,6.743777484944381,7.037041904840633,7.599497606154628,7.945775245725332,8.293266821203408,8.808317209079803,9.531045061756847,10.28797551334225,10.573592792870114,10.494780895493854,10.678357658389716,10.706820350278704,11.281405730101033,11.765170993611683,11.886591840750407,11.98711037128381,12.799240862382188,12.596442160423571,12.68267693099545,0.004095017239999832,0.020450158549286,0.07946208372669504,,
Indonesia,0.009868455072000001,0.014555971231200001,0.016036239492,0.0362665723896,0.04934227536,0.0638982465912,0.0747535471704,0.1107734081832,0.21463889781599998,0.26472130730640003,0.3414485454912,0.5516466385248,0.6804299772144,0.8109402955416,1.0322404005312003,1.242191782188,1.3524717676176001,1.5352848978264,1.8177694242624003,1.9006690110276707,2.2830784296305326,2.549246279752524,2.81936827179504,3.2652750310018024,3.7678362947232635,4.780311980738298,5.352321880250518,5.927240038143594,6.32027672200008,6.7886137641225055,8.715595925069607,9.520569826688089,11.708944665045804,11.30176692915162,11.387360308097895,11.254918116334663,11.379517452113975,13.760892996918379,15.201358176426902,13.878255079130401,-0.0895329095745846,0.09172845468034652,0.08695286279690272,,
