Exajoules,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,ss,tt
Japan,0.40742877049200005,0.41259055060799993,0.399704417568,0.39009839112000005,0.383772471264,0.375103618128,0.30575279304,0.26311140734400007,0.238744901232,0.19352628892799997,0.18860612904000001,0.17806292928,0.16915978281600003,0.162365276304,0.14666762332799999,0.15182207654399998,0.10004325105599998,0.085751358048,0.091608691248,0.067960891224,0.06948078336,0.029734474940870403,0.029049937235560805,0.0290628128932272,0.024178682939680795,0.029526488558431197,0.030904357630694396,0.026657822428200004,0.027806882595760803,0.019910804109048,0.027608210980840795,0.0286838820709776,0.029369378913552006,0.031904242558056004,0.028568719715716798,0.0327072442202496,0.03388077006246721,0.024173877054312003,0.017615185202707204,0.017932577601196802,0.015236642802022748,-0.044625839353199526,0.00011235482781235782,,
Mongolia,0.081914742,0.09374475474,0.09475440156,0.10346022414000001,0.12426275862000002,0.13458782610000003,0.1479227841,0.16394378363999998,0.1532567673,0.13634042058000004,0.13405442777999999,0.119012595156,0.10700351297999999,0.09825959052000002,0.09561164886000001,0.09734519340000002,0.09380190456000001,0.09633554658000003,0.09456390216000002,0.09877393890000002,0.09793574154,0.10562048733599999,0.10793886503400002,0.13077783810000002,0.14320030397400002,0.15381112055400004,0.17597572574400003,0.191869090686,0.275121138474,0.4793326852860001,0.6285337203600001,0.59319608166,0.6351345245700001,0.465757698042,0.45998175623400006,0.66858621921,0.9425967461820002,1.0395990406620002,1.0883002122720002,0.8206580802420003,-0.24798705741175164,0.14742015812247322,0.005141753703731716,,
New Zealand,0.052101777248338435,0.05267702611720833,0.05841562705730082,0.06030287299802721,0.0576527192478564,0.06011451937192306,0.0522890513438631,0.05883902249039922,0.06673063961251217,0.06272544736530487,0.06580489876246007,0.07493318176147926,0.08455953693045484,0.07764475214875531,0.09521177838179413,0.09721280948628523,0.09146806866180776,0.07944022944415399,0.0917060052930247,0.09135040387247008,0.10378887924186907,0.11932217750609479,0.13548612219130418,0.1369813600702466,0.13943115366745681,0.1500347913616019,0.12482161335848034,0.1250483041568202,0.11633097469122972,0.13888138904309946,0.1281811265039114,0.1271857827283589,0.12069972142324321,0.10330917115112102,0.0853423350330999,0.07157202983162374,0.07245365868799873,0.0837826241406674,0.07999136076475453,0.07330825445763155,-0.08605181882794732,-0.03675941719722686,0.0004593057668554021,,
Pakistan,0.029345616144,0.033295987548,0.034236552168000006,0.043454085444,0.041196730355999994,0.03856314942,0.045335214684,0.05079048948,0.051166715328000004,0.053047844568,0.053235957492000004,0.056057651352,0.05925557106,0.056810103048,0.059631796907999995,0.06508707170400001,0.059067458136,0.062453490768,0.062265377844,0.060760474452,0.06132481322399999,0.06565141047600001,0.0628109053236,0.06384552640560001,0.06559497659880001,0.07534863170820001,0.0694795084794,0.07482191552100001,0.06601823067780001,0.0633376215108,0.0607040405748,0.057186328896,0.0561799247526,0.063629196543,0.06254754723,0.0771074875476,0.0784619006004,0.0827597824145514,0.1274132288337444,0.1456115928934752,0.1397069860048461,0.0679601903041922,0.0009123153297235803,,
South Korea,0.3659514408000001,0.37057534272,0.36587775312000004,0.39367643040000005,0.41528534256,0.44678682576,0.44717368608,0.44756054640000004,0.38289960720000005,0.3243786102,0.28370175480000004,0.2255031414,0.1772335242,0.13938275880000003,0.10776823199999999,0.09327981060000001,0.08500878720000002,0.0821638566,0.07907399820000001,0.07818849000000001,0.07191457020000001,0.06251311080000001,0.062136298799999996,0.06012035460000001,0.0533565792,0.0532058544,0.056186437320000004,0.05398648326000001,0.04904145378000001,0.040572604080000005,0.040572604080000005,0.0394522164,0.034195689,0.0329333688,0.033234818400000005,0.032518875600000004,0.029408292540000006,0.0237642768,0.021467063376,0.020179831716,-0.06253150646260552,-0.07929409134874688,0.00012643478077475152,,
Thailand,0.019058942438938083,0.02219827302232848,0.021094092730249564,0.026419865555578327,0.062485266968082,0.06362306037885468,0.08122730691115017,0.08631740286203791,0.11051708171271617,0.1497819751663569,0.17476321361161662,0.18624900003379088,0.194202031075497,0.21680679994889748,0.23148113206494664,0.2667868395066207,0.28836099103720486,0.2513272043670944,0.23856184014846887,0.21704520239058084,0.23617591329631743,0.23820085585067874,0.2199553748999647,0.23488956761293403,0.2504850161802421,0.2234192241508249,0.20566963339502825,0.20068570978024677,0.1974177521464347,0.20724564378344676,0.2508796469024283,0.1989940269743302,0.19600839493932715,0.19312009848357597,0.16155633087714436,0.180249738453509,0.17189045861579044,0.1572473343537291,0.147858373133694,0.13741777548386638,-0.07315146125007799,-0.028492915194694768,0.0008609777604875181,,
Vietnam,0.14067505753114384,0.147708810407701,0.147708810407701,0.11722921460928654,0.1312967203624009,0.14301964182332955,0.147708810407701,0.14301964182332955,0.11957379890147224,0.11957379890147224,0.12191838319365798,0.12191838319365798,0.1523979789920725,0.14161289124801812,0.1957727883975085,0.23030851502140434,0.267001259194111,0.2736598785839185,0.225760021494564,0.27218279047984145,0.3141039576241223,0.3847228365047565,0.452833010192752,0.6412203580698755,0.7993391227348813,0.9091828968237826,0.9960497448492639,0.9326052939027181,1.0334458643096263,1.051194367401472,1.0928341844306908,0.9866714076805211,0.9627800937431483,0.9632959022874291,0.9768475994962629,0.9081747255781428,0.9005313807856173,0.9937286063999999,1.0875823156161948,1.1398759236691056,0.04521882367410046,0.005118902622327504,0.007141782178750888,,
Other Asia Pacific,1.1766573603101236,1.2377233681782915,1.2497230982515262,1.2795164291585572,1.3270676794694714,1.3096221573632316,1.2777536845001651,1.2507188441254151,1.2298858802656059,1.1574763993820845,1.1257965632075664,0.9785201299969091,0.9075571239408503,0.8437854734057535,0.7862730006642958,0.6984886419088527,0.6854489763767434,0.6236749935784254,0.7016598498866095,0.7612986162493529,0.7779080707181599,0.7532950909243564,0.7770895455633214,0.834555773529643,0.9228810563480977,0.9420996944881618,0.8691401709282347,0.9304255519334498,0.8071169004172786,0.8691834724989991,0.933977037556861,0.9564115978395974,0.9792899047028079,0.9931301925023974,1.0558145817757802,1.3308069128883246,1.1376247328266131,1.0599782905293553,1.4785519827657752,1.3711795511198899,-0.07515381613719208,0.062404779175265546,0.008590992649914399,,
Total Asia Pacific,20.804710460040997,21.87451158849833,23.160973863967108,25.077071739170577,27.75088748620257,28.72414238238988,29.87890891635074,31.110645722457033,33.355616166332055,34.322607090186075,34.995581434938686,36.2026037985582,37.151613996681206,39.242515259965465,42.53919783004021,44.059719976892595,44.680123799112785,43.70275084549932,44.91012870512651,46.727073135390285,49.61657926445878,52.565009626186985,59.55976914715462,67.9414460308829,75.10428151672642,80.43322825301382,86.45585901567411,90.24604054927681,93.73002023259879,100.44720358297245,110.16283746418715,112.75907209566404,116.7177864173652,116.29501703435913,115.40320838064387,110.08666842065637,112.41139752570912,119.98675601227667,124.81411904703042,123.62101609606532,-0.012265161199019103,0.029054794658047944,0.7745355010500647,,
Total World,77.20612639238644,79.93901661263295,79.69696276428267,83.18298504176964,87.39789684255229,89.4706248481275,91.15852184225959,93.37240034267862,95.02097124890214,94.79732271142193,92.22162194675813,92.0513564258641,89.27765357225988,91.31882251076067,94.10664803375693,95.38848307862095,96.78948374755835,95.04811586468483,95.07754046846719,96.47697141001518,100.566398450123,101.78597312260405,109.25428892245326,118.71947748875253,126.1786169383932,132.62165094530312,138.4431888953973,142.96318463518492,142.8839968678966,150.83743423209185,161.84606248790604,163.7085697344035,166.6597680217759,166.07428794254255,161.84792250718064,153.3286292417045,157.1994536262273,165.17437954084286,167.85871827969208,159.60664931235303,-0.05175872184459984,0.01623940603917573,1,,
