Terawatt-hours,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.473,3.766,6.48,7.424,10.986,13.445,13.891,13.731,13.726,13.964,13.796000000000001,14.049,14.026,14.18,13.968,13.949,14.096,14.18,14.126,13.953,11.013,11.915000000000001,13.834,13.461,14.677,14.818,15.426,15.761000000000001,15.685026,15.793014,15.369603999999999,15.648624,15.834396000000002,16.053915,16.097596,15.733,16.288,16.056,-0.01693693838770971,0.0054522339069593695,0.0059464409225408335,,
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Italy,3.5100000000000002,3.863,3.152,2.576,1.679,3.176,3.365,3.626,3.142,3.41,3.8000000000000003,3.807,3.3850000000000002,4.428,2.628,2.208,2.707,6.804,5.783,6.8870000000000005,7.024,8.758000000000001,0.17400000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Latvia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lithuania,,,,,,,,,,,,,,,,,,,,,9.479613,9.881778400000002,9.183513200000002,12.811840600000002,16.6522992,17.033,17,14.638,12.26,7.706,11.822000000000001,13.942,12.024000000000001,13.554,9.862,8.419,11.362,14.142,15.484,15.101600000000001,10.3376,8.651200000000001,9.8329,9.8937,10.8526,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Netherlands,0,0,0,0.028,0.315,0.368,0.405,0.326,1.108,3.277,3.335,3.872,3.71,4.0600000000000005,3.489,4.2,3.658,3.8970000000000002,3.589,3.7110000000000003,3.899,4.216,3.556,3.6750000000000003,4.019,3.5020000000000002,3.329,3.8000000000000003,3.948,3.967,4.018,4.16,2.408,3.809091,3.828213,3.919208,3.972571,3.9135400000000002,4.017989,3.822018,3.997456,3.469439,4.200313,4.168889,4.248333,3.969167,4.140775,3.91471,2.890859,4.091306,4.078041000000001,3.9602779999999997,3.4024780000000003,3.51477,3.909748,4.084101627027027,0.04174051100280618,-0.008270980549670792,0.0015125728105860185,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3860000000000001,5.4,5.307,5.198,5.456,5.446,5.513,4.906,5.548,5.555,5.632,7.7090000000000005,11.226,11.752,11.623000000000001,11.747200000000001,11.4662,11.6184,11.675600000000001,11.64,11.286,11.509,11.377,11.28,11.466000000000001,0.013712068364143848,-0.004090828949330105,0.004246505457016268,,
Slovakia,0,0,0,0,0,0,0,0.003,0.232,0.486,0.187,0.442,0.114,0.019,2.1470000000000002,4.523,5.133,5.84,6.15,7.239,9.382,11.716000000000001,11.513,11.474,12.157,12.036,11.689,11.05,11.486,12.595,11.437,11.249,11.073,11.394,13.117,16.494,17.103,17.953,17.864,17.026,17.727,18.012,15.334,16.704,14.081,14.574,15.411,15.495000000000001,15.72,15.499,15.146,14.774000000000001,15.081,14.843,15.282,15.15788546112366,-0.010831666436005638,0.008218517540133252,0.005613818535451698,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,4.622,4.952,3.971,3.956,4.609,4.779,4.562,5.019,5.019,4.696,4.761,5.257,5.5280000000000005,5.207,5.4590000000000005,5.884,5.548,5.695,6.273,5.739,5.657,6.215,5.5280000000000005,5.3,6.37,5.648,5.715,6.285272,5.776439000000001,5.821258,6.352765000000001,0.088322784968341,0.0014241541920347878,0.002352786607329666,,
Spain,0,0,0,0.083,0.8290000000000001,0.923,2.523,4.751,6.545,7.223,7.5440000000000005,7.555,6.524,7.649,6.7,5.186,9.568,8.771,10.661,23.086000000000002,28.044,37.458,41.271,50.466,56.126,54.268,55.578,55.782000000000004,56.06,55.313,55.455,56.33,55.298,58.993,58.852000000000004,62.206,63.708,63.016,61.875,63.606,57.539,60.126000000000005,55.103,58.973,52.761300000000006,61.613400000000006,57.73099999482559,61.46999999999999,56.73133299999999,57.30500000000001,57.30499999999999,58.61896056949761,58.112023900000004,55.766,58.277189390000004,58.206705839575264,-0.003938389415066745,0.009992877326357563,0.021557220825283187,,
Sweden,0.018000000000000002,0.045,0.05,0.023,0.061,0.056,0.09,1.465,2.111,2.054,11.969,15.993,19.913,23.781,21.039,26.488,37.679,39.045,41.004,50.926,58.561,69.95100000000001,67.385,69.424,65.603,68.185,76.761,63.544000000000004,61.395,73.156,69.935,74.274,69.928,73.583,73.188,57.316,72.109,68.111,67.415,77.671,72.691,66.977,66.96900000000001,63.889,52.173,57.728,60.475,64.037,66.45700000000001,64.877,56.348,63.101,65.696,68.549,66.13,53.83064752291068,-0.1882115643279878,0.023988952719518064,0.019936520012276245,,
Switzerland,0,0,0,0,0.535,1.766,1.391,3.84,6.3100000000000005,7.067,7.761,7.939,8.114,8.395,11.805,14.346,15.33,15.133000000000001,15.71,18.44,22.401052631578946,22.42421052631579,22.84315789473684,22.63368421052631,22.676842105263155,23.47157894736842,22.793684210526315,23.28526315789474,23.18842105263158,24.193684210526317,24.722105263157893,24.967368421052633,25.232631578947366,25.650526315789474,24.761052631578945,26.262105263157896,26.62421052631579,27.044210526315787,27.29578947368421,26.770526315789475,23.17894736842105,27.625263157894736,27.730526315789472,27.507368421052632,27.493684210526315,26.53157894736842,26.905263157894737,25.626315789473683,26.18,27.757894736842104,23.257894736842104,21.299999999999997,20.525263157894734,24.414,25.28,22.990000000000002,-0.09307018226464692,-0.008359140848802404,0.008514491580045701,,
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ukraine,,,,,,,,,,,,,,,,,,,,,53.3068028,42.709081600000005,50.425354000000006,72.00086480000002,66.51638940000001,76.179,75.131,73.75,75.243,68.848,70.523,79.577,79.433,75.239,72.065,77.34100000000001,76.169,77.99,81.406,87.022,88.756,90.22500000000001,92.542,89.84100000000001,82.924,89.152,90.2477,90.1374,83.209,88.38910000000001,87.6274,80.95,85.5762,84.39810000000001,83.0027,76.20249999999999,-0.08443585030261169,0.00009486567117522604,0.028222076756347643,,
United Kingdom,15.135,20.217,23.277,26.19,29.125,26.012,27.548000000000002,29.378,27.997,33.617,30.338,36.155,40.021,37.224000000000004,38.308,37.023,37.969,43.972,49.928000000000004,53.979,61.095,59.079,55.238,63.456,71.734,65.749,70.543,76.807,89.35300000000001,88.282,88.964,94.671,98.146,99.48594916503333,95.13294344435,85.06276572150001,90.0926804491,87.84837926606258,88.68626590896001,79.99910564221473,81.61810284312,75.45065693252724,63.028342696935006,52.48580833475702,69.09769290963001,62.13967325248901,68.98044912180102,70.40506909236501,70.60687708012401,63.74795420251301,70.344902010915,71.726080578005,70.33642626801225,65.0638489215146,56.18393306333566,50.2783,-0.10755753715025629,-0.020476501421405224,0.018620885689822172,,
Other Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,2.533,3.916,4.42,4.053,4.019,4.495,4.135,4.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Total Europe,19.677000000000003,25.791,29.874000000000002,33.812,41.102999999999994,44.563,50.867000000000004,67.513,74.37799999999999,87.379,116.658,136.099,161.44210526315788,181.54505263157895,202.42173684210525,236.50168421052635,319.7351578947368,352.40894736842097,415.7588421052631,528.4577894736842,695.5217842210525,738.8383336842106,768.9284987789473,846.2282843473683,886.8244254421052,894.4116842105263,917.7954736842105,924.2205789473684,960.689894736842,952.1283157894736,976.941210526316,1032.1814736842105,1042.4999473684209,1033.895566480823,1040.4532617075079,1048.8206053004474,1082.0058672385737,1095.4551718976413,1104.809786487907,1122.659949958004,1110.1946535799623,1108.0707433009484,1055.812655696935,1055.0979762821255,1004.69272590963,1032.0480718314366,1024.1656086955738,998.3669088818386,986.4854371853868,992.7019246761973,968.2677053793359,942.1703907264501,936.1261610101176,936.0581825004617,929.9838040849145,837.3976934222803,-0.10201691909671473,-0.007697209323732523,0.3101355202172117,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Belarus,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.1016462,0,0.5391668000000001,0.46403700000000003,0.4463594000000001,0.3800684000000001,0.0795492,0.08838800000000001,0.30051920000000004,0.08838800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,99.3171762,105.22149460000003,124.70220980000002,134.81379700000002,136.33849,118.3250156,119.9838,119.626,119.186,97.82000000000001,99.532,109.026,108.498,103.71900000000001,121.87400000000001,130.715,136.935,141.629,150.342,144.707,149.446,156.436,160.05750000000003,163.0839,163.5825,170.41469999999998,172.94129999999998,177.53390000000002,172.5081,180.7574,195.470211,196.614384,203.141,204.58105,208.98567000000003,215.91428,0.03033069335913785,0.024797286208679603,0.07996521614056674,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
USSR,1.8605674,2.0638598000000004,2.2538940000000003,3.1333546,3.6327468000000005,4.3884642000000005,5.387248600000001,9.833165000000001,14.3100172,21.460606400000003,28.615615000000002,38.152680200000006,51.0308118,52.4626974,59.617706000000005,73.92330380000001,87.08869640000002,100.25408900000002,111.39539640000001,143.79843720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Other CIS,,,,,,,,,,,,,,,,,,,,,5.267924800000001,2.7532862000000007,4.331012,4.812726600000001,1.2772066,0,0,0,0,0,0.304,2.324,1.607,1.589,2.078,2.005,1.987,2.282,1.998,2.201,2.716,2.6403000000000003,2.5534,2.4616,2.4937,2.4900000000000007,2.548,2.311,2.3597,2.4648,2.7877,2.3805,2.6196,2.0761,2.1978000000000004,2.0995504098847575,-0.047313707637174685,-0.01255163198665421,0.0007775817436644309,,
Total CIS,1.8605674,2.0638598000000004,2.2538940000000003,3.1333546,3.6327468000000005,4.3884642000000005,5.387248600000001,9.833165000000001,14.3100172,21.460606400000003,28.615615000000002,38.152680200000006,51.0308118,52.4626974,59.617706000000005,73.92330380000001,87.08869640000002,100.25408900000002,111.39539640000001,143.79843720000002,104.58510100000001,107.97478080000003,129.0332218,139.6265236,137.7173428,118.3250156,120.5229668,120.09003700000001,119.63235940000001,98.2000684,99.9155492,111.43838799999999,110.4055192,105.396388,123.95200000000001,132.72,138.922,143.911,152.34,146.908,152.162,159.0763,162.61090000000004,165.5455,166.0762,172.9047,175.4893,179.84490000000002,174.86780000000002,183.2222,198.257911,198.994884,205.76059999999998,206.65715,211.18347000000003,218.01383040988475,0.02952264306756125,0.0243190560438451,0.08074279788423118,,
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10708196721311475,1.4517049180327868,4.255377049180328,4.069508196721311,3.4953442622950814,6.474284153005465,6.95760655737705,6.8853770491803274,6.41063387978142,6.327868852459016,-0.015607549636813656,0,0.002343566161978936,,
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
