Terawatt-hours,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6237918215613383,0,0,0.0006013815481701211,,
Other Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Total Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10708196721311475,1.4517049180327868,4.255377049180328,4.069508196721311,3.4953442622950814,6.474284153005465,6.95760655737705,6.8853770491803274,6.41063387978142,7.951660674020355,0.23699699185669543,,0.002944947710149057,,
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9250000000000003,5.315,8.803,6.167,10.493,11.099,8.449,9.144,9.288000284647044,7.255000052829299,9.69699985359751,11.3009994312497,11.775000085742935,12.646999875078755,13.600999447997788,12.836999876462293,13.010000094735929,10.718999644025597,11.990999436274128,12.662999224153591,13.365122710169077,11.29265416209171,10.025999421965432,11.31699986539399,13.003999660664459,12.805999442208776,13.52699988148672,12.902000000000001,12.96743390518986,14.105998366605634,13.793999666417063,12.237,15.026,14.193,11.58,13.596,15.559083937823834,0.1412601338278736,0.006004139448908319,0.0057624049230894005,,
Eastern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Middle Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Western Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Other Northern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Other Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Total Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9250000000000003,5.315,8.803,6.167,10.493,11.099,8.449,9.144,9.288000284647044,7.255000052829299,9.69699985359751,11.3009994312497,11.775000085742935,12.646999875078755,13.600999447997788,12.836999876462293,13.010000094735929,10.718999644025597,11.990999436274128,12.662999224153591,13.365122710169077,11.29265416209171,10.025999421965432,11.31699986539399,13.003999660664459,12.805999442208776,13.52699988148672,12.902000000000001,12.96743390518986,14.105998366605634,13.793999666417063,12.237,15.026,14.193,11.58,13.596,15.559083937823834,0.1412601338278736,0.006004139448908319,0.0057624049230894005,,
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604,14.756,12.833,14.338000000000001,14.418000000000001,14.1,14.949,16.737000000000002,17.472,25.127,43.342,50.469,53.088,54.843,62.13,68.394,70.05037999999999,74.74208,87.2,98.31839000000001,111.50078000000002,133.21756,171.37818,213.17846,248.1,295,348.7,366.2,0.04731704488647126,0.17409745099366924,0.13562448093139345,,
China Hong Kong SAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
India,0,0,0,0,0.7247816,1.3081424,0.9722680000000001,0.9236546000000001,1.9533748000000002,1.7986958000000004,2.143409,2.6560594,1.8517286000000002,2.2627328,2.3467014000000006,2.4483476,2.4660252000000007,2.1566672000000002,3.0759024000000004,4.039331600000001,4.507788000000001,5.0204384,5.320957600000001,6.076675000000002,4.021654000000001,6.3948718,5.413765000000001,6.403710600000001,6.226934600000001,4.945308600000001,7.614626200000001,8.401279400000002,10.071812600000001,11.371116200000001,12.727872000000001,15.768419200000002,18.8885156,19.352552600000003,18.141637000000003,21.256,17.727,17.63176,17.83178,15.23073,16.81618,23.08211,32.22365,33.13971,33.30824,34.685739999999996,38.30752,37.89756,37.414449999999995,39.0507,45.16288999999999,44.61314,-0.014871586498042988,0.10383824661714125,0.01652275793342323,,
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Japan,0.025,0.584,0.629,1.044,1.082,4.581,8.01,9.48,9.707,19.699,25.125,34.079,31.659,59.313,70.393,82.59100000000001,87.82000000000001,102.43,114.291,134.264,159.578,165.369719,188.604998,173.896933,185.814196,194.57127499999999,208.693522,217.03513,247.699915,258.247986,286.888266,296.501164,321.15693699999997,325.973855,317.234929,319.121574,320.538024,314.25837,230.077674,285.86556199999995,293.038184,304.290569,279.00864,251.74415900000002,274.65052299999996,292.354831,162.927285,17.991405999999998,14.602901000000001,0,4.524406,17.678366,29.0734253,49.106264200000005,65.6361421,42.999509207,-0.34667055623358045,-0.1333649259417028,0.0159251395863027,,
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pakistan,0,0,0,0,0,0,0.04861340000000001,0.2032924,0.3800684000000001,0.5303280000000001,0.6098772,0.5170698,0.3270356,0.1679372,0.053032800000000005,0.0795492,0.1679372,0.2032924,0.27400280000000005,0.33145500000000006,0.38890720000000006,0.5259086,0.3049386,0.19445360000000003,0.11932380000000002,0.4198430000000001,0.4198430000000001,0.5524249999999999,0.4065848,0.5877802000000001,0.5214892000000001,0.3270356,0.4507788,0.3933266,0.0795492,0.9457516,2.0859568000000004,1.8959226000000002,1.9047614000000004,2.415,2.5378803866290784,2.5329960375602303,2.317930593354552,1.7468880441845354,2.543853219777333,2.5419945966687285,3.94126471195837,2.7151924098671727,4.262763059343494,4.669976122034613,4.305087794321786,5.290199406185691,8.116969532563672,9.248440612621012,9.182601683435307,9.344590147885242,0.014860363335302607,0.13696571739639918,0.0034608279309763764,,
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0.071466,2.3243760000000004,3.151904,3.477154,2.897205,3.777289,8.965058,11.792059,16.745341,28.311217000000003,39.314193,40.100672,47.365172,52.886562,56.31075,56.530214,58.138203000000004,58.650918,67.02864699999999,73.92434,77.085649,89.68897199999999,103.063779,108.96374,112.133033,119.102905,129.671763,130.714816,146.779023,148.748887,142.937164,150.957936,147.770807,148.595712,154.723107,150.327293,138.783973,156.406511,164.762416,161.995104,148.426725,133.505261,145.90966948800002,160.183721,0.09482847244230919,-0.0012666714929918665,0.05932505192322268,,
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0.099,2.67,6.329,8.199,10.668000000000001,13.084207,18.903699,24.588945999999996,28.72674,26.940797,33.128327999999996,30.651255000000006,28.276138000000003,32.865953000000005,35.290082000000005,33.844505,34.354155,34.870545,35.31564,37.78769096,36.2694706,36.82446526,38.4158052,38.502790520000005,35.486422399999995,39.55292047099999,38.8915746,39.490064999999994,39.972008,39.870497799999995,40.53916,40.826859600000006,41.571128800000004,41.6286891,42.1164908,40.4217298,41.639359999999996,42.388975,36.471120600000006,31.661362599999997,22.4455308,27.68240688,32.323432000000004,31.440245030000003,-0.029981014355936475,-0.024847440649543584,0.011644093152784198,,
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Other Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Total Asia Pacific,0.025,0.584,0.629,1.044,1.8067816,5.889142400000001,9.0308814,10.606947000000002,12.040443200000002,22.028023800000003,27.878286199999998,37.2521292,34.0082302,66.738046,82.2736382,96.79505080000001,104.01916740000001,121.6514556,145.5096622,175.0157916,209.94677620000002,226.16808000000003,266.6734152,250.91998859999998,265.59648380000004,287.1385048,306.127962,314.3659846,348.4297924,372.0585378,410.2016684,431.27950996000004,459.452648,478.35173506,486.47093440000003,500.03927532000006,506.6039518,519.289670671,462.02941,530.2104429999999,553.1420953866291,567.9177098375602,544.7646745933546,528.9005726441845,553.4028720197773,582.9454166966686,483.1317975119583,342.91372120986716,344.09801705934353,371.3687621220346,419.7487303943218,467.7010520061857,493.57710063256366,553.5930726926211,646.9147352714355,654.7812053848852,0.009394515374666401,0.01573534132036536,0.24250235145810262,,
Total World,25.53972424210526,34.43329032631579,41.00601400000001,52.11316407368421,61.78341155789474,78.8746571263158,109.70417736842107,152.17514884210527,203.90157934736843,266.60009335789476,369.8481906736842,432.6714209789474,538.5478135789474,625.794396031579,650.8598947263158,711.9242230210525,840.7507616947369,912.1775424947369,1033.8127101789473,1254.5684382736845,1488.9216372105263,1594.7357344842105,1734.7331168315789,1891.2492670736842,1945.0105857263159,2000.4620235578946,2096.174704589474,2112.0891408320153,2184.826061326514,2225.8443239483345,2322.395978083881,2406.8010517299535,2390.276557601395,2431.380430041452,2524.361484405023,2580.8990807151827,2653.7677744720736,2696.1705547038628,2641.5684350610086,2761.605226813647,2768.8678512739457,2803.3664473346844,2746.2399814914734,2737.7077101301325,2698.9834752189845,2768.5058890591185,2652.676551831324,2470.7795498361916,2490.5332987472,2541.38268519837,2575.5924236462156,2613.9055077514868,2637.234691655559,2696.5772767944627,2796.6020932423535,2700.102499822615,-0.03714397657973312,0.0035593124278161525,1,,
