Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,hhh,iii
USSR,107.93148617894965,113.43535511318323,117.97194724221066,121.15014866712895,125.29458956884626,130.585443579013,135.75331002027764,141.45381520522372,147.32102257161145,154.0874418754221,160.32045222644473,165.13529440364795,171.06840467622607,176.9342326061823,180.23491124216812,182.65655724441697,184.9159379508512,187.89323794658264,190.15330130326697,195.52249174107808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,96.00798605440448,92.15338981647997,91.71876766947256,94.98417208125326,94.1638023206747,91.72221885755289,88.52828046445416,81.98174059527005,86.19491972630094,82.77578902566579,80.12830775133135,81.11136880408415,78.87030766416572,77.36598422194635,86.22251026994887,86.7768370372303,85.90438534590872,86.96277872161282,78.71153521921089,77.4945560452921,76.30914452394154,70.08133228086615,73.38327624404788,68.37414106995254,67.21462670813031,65.99079160745418,67.40366568444377,65.3869690553103,65.44072053366655,66.44245749881804,62.35260739959166,58.73885954051936,57.931688356064164,59.010364907815585,58.239557695622466,55.95136087819416,-0.04191428446094192,-0.014230384523337802,,
Other CIS,,,,,,,,,,,,,,,,,,,,,87.135781142986,81.4345908030985,82.13884146021448,89.09697460778476,83.94390085216793,83.52194437445962,69.07123110041869,58.153659024710606,46.15155213515619,38.529899926006266,33.581890751565254,36.010309133326224,33.88475059769331,33.50266799972853,31.873456042689632,30.577478099502144,29.824401353589618,29.628599493249883,30.950066478767493,33.14868670529799,34.24776430594935,34.23445188472355,36.4142723382631,34.70290138450697,33.236968264841785,33.41503958890091,35.27845225422647,36.22848482473917,33.9754764082489,34.41005423588021,33.73147093801214,33.49569677177826,34.29029624432706,36.93680219143151,35.3208187221659,35.447667686382744,0.0008492841968672504,0.0060995064120557,,
Total CIS,107.93148617894965,113.43535511318323,117.97194724221066,121.15014866712895,125.29458956884626,130.585443579013,135.75331002027764,141.45381520522372,147.32102257161145,154.0874418754221,160.32045222644473,165.13529440364795,171.06840467622607,176.9342326061823,180.23491124216812,182.65655724441697,184.9159379508512,187.89323794658264,190.15330130326697,195.52249174107808,202.74884892384065,205.16189211866367,208.8759468929393,211.43621154100205,209.68524876529142,204.75672753673007,199.9724587970377,190.63074594886714,175.57775828229757,159.7484245987487,150.0810840311561,145.05871493568168,136.77040962593966,136.48902668942068,138.23089428344755,139.6310556141113,142.50225906719206,142.1730445004358,145.42772930205666,147.6895569006515,147.97945511189621,153.0576861024593,154.5431427834723,154.04752581211432,146.97653435041727,152.06283004446746,157.52011699544602,158.14465155701856,154.65830020929477,154.79202919927357,152.0022540296689,152.96484959102528,153.70307416861505,160.04323404962162,158.38879582734316,150.36175217568396,-0.0532731375794635,0.007506009887523479,,
Iran,13.990712756564312,14.850732377827121,15.907944262408162,17.02839809014706,18.196823895826228,20.907325468861476,22.302443719964373,24.609067446928353,28.64784200557418,31.58500614782223,35.75103122128047,39.03522611115242,42.847539965766124,40.499961006020904,42.24852485250813,37.728040905407475,36.39809886876023,39.44873689211272,44.96036201435747,46.63925941466999,48.88110002209234,43.99562538085502,45.38232679170903,44.63612942714405,47.265113598369275,51.730581121847884,54.876202759880094,59.51625312268711,54.18108526224627,59.86131150920009,61.89883991711164,66.41783559522067,67.57204366041215,69.45233273356712,73.92346353226299,76.5760683760166,80.79936825408267,86.9409122309196,87.4333253818021,95.53871932745412,99.9967664293499,108.02114469143794,113.59129282506338,115.8741406988384,117.5863605308506,118.18971672624173,122.07431040093336,121.90637941351953,124.80892329609175,128.8586790640725,126.53753686003213,130.76498345709817,133.80871618045742,139.59173403532432,144.40662943367852,143.22725777137234,-0.01087694501182035,0.020758531114782874,,
Iraq,8.749000194011874,9.453865455974,9.239943276167534,9.54422783892337,10.818236850216591,13.25617600434363,14.05404575507531,16.116691451540746,15.225314148478182,14.529169187355908,15.465977305939102,19.12692260502994,19.09818095860009,17.807982491960857,21.674834201435065,25.05828662074666,24.204857299422812,24.602802983102332,26.516071788053146,28.374959830212312,32.75169200573219,35.53204686745407,41.75459114616238,47.637494043259395,52.182544779564104,47.16187231351974,30.863735570356642,47.226756346455865,62.20926122402098,69.09703456652741,65.80613781641205,66.18661219625764,75.16052598774421,51.13169998600964,37.21905277378329,45.89381428211893,50.127296445173904,45.98930897200643,41.372471694617694,43.041542315195244,40.33852921162534,40.40893700326449,42.11211601580342,42.91676344013239,46.9737546670163,48.75241077386935,49.99657762990039,51.1866672775487,53.05378894001055,48.99680753416718,47.348314978262714,52.79012351571884,50.79066876682424,52.01501443199855,55.853435916765505,51.28444941672461,-0.08431187570183385,0.017464960581386135,,
Israel,45.440135799395215,46.79093638533444,48.31378783278233,50.16972956762081,51.664314959144974,52.688801905532394,53.3890956227708,53.94006315109187,54.49173474457952,53.78959282035142,53.715946861966145,55.15981486748449,56.20866422882776,58.52759912119711,62.63958332757487,65.30746458235375,65.03559981607187,66.19461748603088,65.32959214457999,64.8893791894695,88.68144124555883,91.76941650544343,99.97003127339032,105.1263054529221,106.59841310888794,107.67350664072572,108.28114917780721,113.92816510781725,116.35374713282658,122.97837380709022,132.9150491542037,135.9724394453457,130.01332903155608,135.73886200350097,138.06267152146734,141.497524479862,138.17362450081407,137.78823358101485,139.1700598662479,138.25838808616163,139.8403450197366,136.5004997086522,140.50999031574665,139.20623768039036,130.17630351279615,135.0469674911456,135.6381214117011,139.25773504857167,127.27531137664656,123.24379216830258,128.01277126471965,128.12454447770688,131.7440351018411,129.86771974283445,132.46786407838542,121.04849062351586,-0.08870156635767312,0.0017465602839716876,,
Kuwait,604.1912584541857,570.3189448527521,526.1768582806162,504.9619024016874,475.1608944728104,354.985866152634,329.76657914276666,342.11018666115757,320.6475714937188,289.71895031363954,243.14233575570728,272.8462305662024,262.5766804528192,271.789112978662,313.1125874465792,222.8472973960312,271.8976644753754,255.3142250516703,269.4529253792862,274.0767575583331,250.10304631304027,271.22943324844925,236.76031297900477,254.74955746123788,266.716711598797,157.1926470518052,81.73817565821243,153.74770670745255,203.44185541408788,253.69926125652677,337.4909848453242,329.75979649115044,326.37464310919347,375.47564688515945,365.71996759651626,373.0804064318639,366.8088821020742,382.11973512676275,451.47798415165494,495.44211311088577,529.7935127440472,487.0410258751327,448.5005680432853,457.7583086872766,437.5888100231683,472.6335298987667,458.66892098051267,451.14142750337743,438.5915233343441,425.8605936915205,420.9495289076226,408.3303952756876,406.0581937692692,398.35261776093495,396.5501773297949,352.8757903686708,-0.11256716303959591,-0.009799379666932007,,
Oman,30.481276979740997,30.954492708023434,31.411422520553177,31.90499152432636,32.23255913518142,32.63343796021784,74.36554031680927,81.96703954867753,68.59271238003183,60.407695450572014,52.669964332602454,57.66774778582627,52.69339049543672,58.010000997291826,63.2166609577436,53.19784852902831,53.17217826308521,66.64104994802814,59.114831917183714,81.7411223521487,80.65578448665356,72.54413136217478,78.75123759854952,73.77347851969976,80.67719703300395,97.07231378279383,123.31317837889786,113.43236580761489,103.96033262777098,95.24504773498231,107.62705004290214,109.10089200995881,111.55217409567744,114.54077008903172,131.6838250977144,181.90589483105248,198.41255301911727,212.22926373507823,215.1100735190831,195.31652274486723,228.40189191176032,242.8122140176139,234.92836094574014,266.92936638976295,253.4090598284151,284.89201471999075,289.82891101920626,293.4826683525633,304.900844299401,283.80423484566376,283.0883731687195,270.2413000903606,278.70649268193756,283.87393210804976,279.5251026417431,268.2489667331222,-0.042962354612375186,0.009856971138939796,,
Qatar,68.99130800885497,64.0514965560426,84.90762242462168,248.7225178636569,361.09341792228395,378.8540462559693,346.1305720482696,350.357220029884,456.2892158586591,368.19667499869826,513.6704845600498,312.09851136337477,414.3262687926109,377.51284469150346,883.7357826604022,859.1789495717344,741.2299193701341,770.4780281903375,719.9366621843395,742.7414638740396,641.6959712200239,652.3260151273608,595.6858348629679,596.7907915885255,606.2186542057505,595.9069477590194,670.8186520497086,1048.5024927890572,1107.6325965662188,1111.3353075644839,1093.7228315068471,791.5899548296944,843.096059144139,881.0502734886028,948.247387565973,815.4325511352183,754.9377099707503,797.8232830033894,860.3365789893423,940.7977923431465,927.0754196751217,824.6587331143371,754.4550209069625,709.3446113794851,624.3390755827556,646.7042831117287,686.0553885385767,726.3681146885774,740.2598666737126,759.5617233027085,829.643982385286,783.1738743864867,740.7979567148093,639.672009136518,679.7225621783667,594.1594519453193,-0.128267769182706,0.008535330678848041,,
Saudi Arabia,174.76603879072567,171.066271905487,167.53278689786808,164.04865843749107,160.50010259095285,162.13446208689427,155.35750880279952,158.89456161364558,161.44425879577926,162.96950254953998,122.88439804367438,135.08512420784393,151.6558579370508,160.42945468760342,183.91869934237792,155.98238219588876,174.9895595311261,180.78965393603232,183.97666846526084,207.35219913145107,200.24712771410435,204.78020342251133,207.2772285499121,207.89458518023218,196.82791199654028,205.86777022829367,208.72185934771207,204.50077628418845,203.24274023994363,229.18528163594095,218.2556435046974,221.0163387123068,220.78971465060417,227.9335057353631,227.3659720605386,232.55922289799017,241.49800546816985,244.5722975708822,251.55528118843966,264.94163083096606,265.88745566514774,268.67737511714876,273.1039388463002,291.39703862750554,296.75332825972816,318.58717843684576,324.88724862484963,334.03397757391025,325.4930498230892,339.41914614029463,341.149430994412,337.71825604713456,330.20516799213044,315.87000193328095,311.6793053431901,303.34238817817237,-0.029407539567665397,0.0049194150409017645,,
United Arab Emirates,20.528639855097524,20.52361995952652,114.65247533900373,136.9015825985556,123.5241751251525,147.45568842677312,189.92409798783982,170.2295690217786,185.12562559391827,171.70315130589552,156.65499411812988,170.3721905048548,242.9783489971401,247.7599240213621,261.032314392671,381.9131187917298,413.40625951803844,420.21877275037434,382.4757284951773,452.2271976939187,531.3272679361571,608.2705605557578,641.056962842495,667.9358514825441,709.6313630136826,679.1755543122352,782.0807574391158,713.1911649516877,701.5179807052943,729.0985243488756,722.7594454720074,708.4642764169175,702.7290770509863,683.4909658490254,653.4110108161452,615.3909188922893,590.2425104855934,612.2333502960387,612.0361656938129,597.2048525595067,552.729446505422,503.3902103463812,477.4873796317822,476.43625332612265,420.785451407589,409.2206824802199,410.7230651453305,423.23082578172273,443.88508836490377,438.1958301110935,481.9266854311568,495.87035483896994,490.5553516420011,476.69658013426266,465.9654378885425,423.66816735214144,-0.09325763308130086,0.010251023061985887,,
Other Middle East,17.31955758045151,17.553890957443564,17.800543523827194,18.48437097389076,18.81007158897503,18.52350274595653,19.302541449471423,18.8502186381631,20.31546099431297,22.0325960315887,23.58397548166589,25.71024198608496,27.63089014002291,28.546532390252835,31.824985623691543,29.34829450304123,29.80988802004911,33.86600504654749,34.9433926743504,36.48578306074979,34.75134859601653,34.15987494559476,34.807578205540906,34.70561535377682,34.171223001101275,34.65205220393318,35.244230811203224,35.16092418389978,34.82404271160773,34.61836595145279,35.83430336276432,35.124653328824294,37.23411650264979,38.4701134119577,38.00030875779602,37.57680842585178,37.61362604686225,38.04869301119361,38.667555313950714,38.87152852328876,41.1191834883431,41.25603437243025,41.43136851332486,41.57130733980267,40.376834721627965,39.59582717455372,36.725735012796555,34.29366888432728,32.48177251870521,31.793238108424923,29.471066791623947,29.000232857701697,28.984351990156796,28.011828250999468,28.573657679633023,27.60396337368925,-0.03657617035302252,-0.03398614181909343,,
Total Middle East,34.65557353032399,35.09484754174427,35.65550857935172,36.648924101294426,37.42241930021973,38.26885565757745,39.303201516016784,41.422130504830385,43.96655956844666,45.36942931485953,43.79906980466793,47.98936662513688,52.772988547396515,53.474134060937175,60.6444259395389,56.36663490698852,59.197277633885946,62.88340321496132,66.14645511790634,71.94116757573133,73.4542474213067,73.98651673159462,76.38042605518535,78.05030428385719,79.52083121694777,80.2457165720187,81.08945670949663,86.1998334630634,86.36681736694194,93.82064831096729,94.48702658415024,95.43817614487689,97.78281465637099,97.44873909903296,97.41471234543118,100.27725876213876,103.26696876502487,106.79998085432713,109.0685807495506,115.27961240877254,118.62633445665514,121.6533821757038,124.95484075751516,130.407189618806,130.2155066671779,135.33302461372696,138.17667971111447,140.59305517095783,141.44937138149697,143.6486661332079,145.1697877997754,146.7233817242108,146.21576906851675,144.47736580027987,146.1750278999201,139.63761468829773,-0.04733323364753661,0.011628481521721135,,
Algeria,7.102248368241909,8.305910982772035,7.640376285685446,7.968535115355191,8.569943699648777,9.122566054651122,9.60347736149997,10.494111275211974,12.171822917764048,13.112346459704236,15.241071524267111,17.28433262032405,18.460654582614616,22.535300773947306,28.665954661356587,33.168250461627686,39.06489708058753,43.65613386580222,46.219986423007434,43.026688488446155,42.07701725078035,43.233832860380744,43.16778164577555,44.97726489101058,42.59108541829045,44.01661412036987,42.55050592284955,42.647414916126905,38.810715934860205,38.52050312157781,39.1962301829334,38.12021195626455,36.05041344209626,36.76106538821407,36.60703388120838,34.78388001535199,35.574837098632415,36.383035631058576,37.58820883760021,38.5120637039541,39.765964834451054,40.577175870283945,42.103922823545815,43.89878828208653,45.726230817208275,43.923938919646886,45.604304967375036,48.881204342196185,50.68258547824114,54.15873459545414,55.95382728649164,54.769721163655674,54.24907955157549,57.207845768006415,58.126285324777825,52.41807046586588,-0.10066759982995643,0.02428477291463116,,
Egypt,10.807744705225481,11.079223923658407,9.23483413944115,9.697972851407519,7.761177590435449,9.449212607425348,9.489980251249543,10.307099415527993,9.527647465368783,10.591564573530855,11.493261605442589,13.44105193016689,14.251234290932155,14.70275719715955,15.702293450306614,17.448079785055608,19.399816051098792,21.116405215056584,22.269001751487387,23.669454785285463,23.913652607661838,23.812154114551188,24.582425008409036,24.289864968085784,24.953388485796705,24.981851597087974,24.741337101733066,23.98513150856058,23.513017252984,24.235669952915263,25.169777851053258,25.992846545195572,26.53948164352213,27.088970106234783,28.4989072920357,29.60155474143612,30.313544858716508,30.50475916301345,31.850215194018457,31.644595643808845,33.307014660891056,34.1624656891235,35.61926267520526,36.930331108298326,38.037342762659584,39.17451833366475,39.07492866036718,40.150799488714256,39.00515139466312,38.06434511615796,38.0487701885786,39.11868116586007,39.387337052219195,39.153092401045384,38.471370754381965,35.637984814804376,-0.07618021987047652,0.001135240541789928,,
Morocco,4.431111826348731,5.714501780609005,5.884723367922954,6.169898908736558,6.60723346096937,6.771778538197209,7.047157036321521,7.460931553129047,8.138726690778359,8.515848964461966,8.481654349517429,8.992745221353326,9.849858519971923,10.215259744163331,11.126204630782224,10.896166151325026,10.33023894429388,10.404539607812795,10.431489996137568,10.330487953001592,10.434920374231677,10.561713055345498,10.658046725638172,11.042221366060797,11.9193408270714,11.977591898985551,11.912030770842293,13.106383443615108,13.032642153813825,14.124560572632001,13.648548908054691,14.035701875934507,14.395097340679675,14.585881794622473,14.972112590801412,14.6686265923985,15.661949347507507,15.8738690650331,15.729647509652038,17.717490493673836,19.017330612983095,19.184376591548713,18.783749484611118,20.488400548476296,19.710272369008745,21.567554063339355,22.367981868994438,22.444050706599278,22.69556128395819,22.710024939494815,22.783397172320953,22.724382769817577,23.495616744052914,23.981736611246646,25.853917943016526,23.786598646383915,-0.08247531410970088,0.027503651764237524,,
South Africa,65.78330760360237,64.5165049891999,65.47506561885577,67.33469510074588,67.54347586710597,68.75030298213625,72.11134895904172,72.50246862748699,75.93923890618791,76.0821577598019,79.04466998739946,80.4336916746308,80.40062772127558,77.68884691513843,78.25454481931688,81.3982504925575,92.24624497328757,96.53986828985967,95.16906931834124,101.20954036536607,100.70286797576398,100.04741564615126,99.27345689453817,106.77736576373296,99.6500276616287,100.66001006776801,97.4801578439088,95.54190439463915,93.0841534855806,94.83108902659495,97.02458298986373,97.05433204772392,97.50906239486994,94.26693978553432,96.03286295367455,94.80475309321304,94.03889447939105,90.47323681427686,96.84993557281621,104.41380244158555,97.6274537627354,98.35473321496823,99.73475236125891,105.47691999720145,103.55555101340204,102.73511796321533,99.92462985856174,96.8629166002103,95.73455863666634,95.31739276160097,91.94427021837937,94.75218114851533,92.9298619929194,88.17990126230563,88.93536411282538,82.6506401228548,-0.07320536072480521,-0.015104597055136115,,
Eastern Africa,3.5621982621507566,3.8024867434931475,3.806147144915476,3.8531573022727716,3.9188960353322213,4.304610913526357,4.4854196877994434,4.570305684216992,4.683421505869637,4.716116721075909,4.466998632131176,4.649793358756287,4.576069203415186,4.3258301692077055,4.330120306247,4.194346112675396,4.016533391469583,3.844071871663485,3.7549455695914853,3.62271846537328,3.6398715740660426,3.71497167913459,3.6166865215922743,3.796708216590788,3.735418558486779,4.08852864703338,3.7888867565840036,3.623238799899472,3.7612489709134223,3.6877818055301534,3.6576779920857665,3.579962824511582,3.6203377993841785,3.750786816046487,3.7255697952650473,3.6689451107816256,3.8403342113935928,3.8287106272850733,3.6798217674650084,3.8694275158934577,3.8918725233980282,3.9201423546396144,4.009815424244047,3.8710768611411566,3.9716002740305867,4.184392185202711,4.273425425599904,4.20302841360022,4.476082598892701,4.759398818334011,4.8428573394948575,4.618442519839812,4.763584707492572,4.901753178102728,4.857070142001656,4.331104335030733,-0.11072506874504662,0.020330536252294973,,
Middle Africa,3.706491450567916,3.7378341109989606,3.641954789442689,3.6962535234851916,3.7926246923271885,3.882914329004557,4.349048842635542,4.395596966839798,4.772411087774561,4.80513034631582,4.3941149987307835,4.221554321742669,4.328737171455675,4.681985683211573,4.622239639592159,4.664397057201017,4.797671987143164,4.515355703506309,4.863177661133188,4.49553207395244,4.8941550181758675,4.721580601043755,4.692610000390131,4.788646830994867,4.8864064189405925,4.379392371053261,3.971423508593732,3.9325378602672236,3.794942646038127,3.5611534656421635,3.5532076532390287,3.4608890011154174,3.354234377442176,3.1464674609621714,3.200674459041381,3.4007140298111462,3.421723427120976,3.4451443302603866,3.57472099799508,4.171988020082685,3.9155784300157648,4.246676609870986,4.261228825657665,4.5644616497324515,4.647101904935212,5.090412278940561,5.1617466527307645,5.349074983626673,5.811124448220598,5.935415499112693,5.7791452419572975,5.798709535755664,5.597987355757469,5.555634399492174,5.12458738579876,4.725380475332142,-0.08041970114986019,0.00982860987898082,,
Western Africa,1.9715982494889137,2.119513990249905,2.105667046344087,2.078025609275295,2.2769611145009456,2.4957522778762478,3.1405147383454306,3.310246204791399,3.6234187344190567,3.6295875531868993,3.810597980240967,4.518362642327537,4.7628723338846575,4.885200281625868,5.519102585180031,5.721078442464745,5.815173134625694,5.904790974426133,5.2960975559779415,4.738440522830671,4.935615814937045,4.744327255570013,4.828124478703382,5.018211610451525,5.145393375035557,4.865877098395379,5.055533859472707,5.323663637146627,5.2189103886134385,5.015728777244844,5.033864531244459,5.311820970251776,5.151123080167722,5.116969015453547,5.001848122061292,5.201499753710932,5.5015545308483125,5.847105177625103,5.641188845712185,5.688172718639789,5.7159681398637305,5.0898347474179815,5.292267631422031,5.539894313748408,5.042870215552382,5.136005320805509,5.476942027460256,5.569459020261435,5.440027746415143,5.459529436114139,6.146537603743567,6.1683534502859985,6.496229100430915,7.027627505819986,7.0230174521387045,6.4757565484967285,-0.08044323275502163,0.033676387362258975,,
Other Northern Africa,9.69832706601377,10.39362838913514,10.824286235482026,11.990252523596887,12.949769785824781,14.987305541816996,13.415896604532582,16.588426743752443,22.13826346039582,23.59164616385896,25.693962036794126,29.30307099377546,32.207790512885786,34.81142520539529,44.00806043843746,44.363689788899315,45.913926077117296,45.62099264441794,46.537494140007034,44.766503019529225,48.94876323844483,48.776113392504215,52.64475871007279,52.20817507872588,54.93085879525857,52.463077943309194,50.855435750182714,49.82177677052369,51.7578235567798,55.19731076167509,57.15194012953075,57.616312403566866,59.14829344157291,60.75031510809242,59.3080342533514,63.04243961412303,63.616179683785134,62.25817318903565,63.57165038548333,67.8120565704529,68.78975804540559,68.16319442554449,65.41791362946486,67.8014399121593,71.34888863402472,72.39709714998112,51.71010748756651,61.15582308025879,65.53382532249968,71.67468118122953,62.798560688956314,63.574940056327605,62.145957751102856,61.86696894824674,62.66809173390038,56.618591939172006,-0.09900086678023723,-0.01288914950254949,,
Other Southern Africa,3.7465872386743344,4.187022072140155,4.332776666573101,4.51102093714718,4.659308311859659,4.972467027501251,5.053907019439059,5.1302778010865815,5.417358835436751,5.980819422928555,6.191871652996234,6.940621535094696,7.197460036657724,11.092338845897258,11.331914248607147,11.32605833442689,11.558045938066412,11.350099168569189,10.568170181883703,10.6187455570352,11.638391116674383,11.915375992496571,11.863134038643512,12.33384259838935,12.839051709979968,17.40691958809088,16.99096314123555,17.857729973957703,17.47789068228676,17.455854138974058,18.522182101907653,17.149553435608386,17.541705212937558,19.124049551510215,20.25514321517621,20.430411888447445,20.523445150295615,20.28802943322881,20.168180113786775,20.159491827548916,21.493179161978713,20.954724939098988,21.511855063853297,22.00328041115493,22.627032186592,20.37509313692909,22.649627481782673,24.741134967514807,24.493642136138607,26.30066548512906,26.374769139418127,25.95858268821519,27.066243166412008,26.948103276430487,25.380369851287004,24.001525361618704,-0.05691100784890868,0.01154925644645699,,
Total Africa,7.870487046832188,8.071603613340152,7.936094274416522,8.16096580636364,8.146919186615534,8.65747366889761,9.168206833848684,9.471774045424517,9.988727381103065,10.19822624278115,10.507290838111787,11.190116987972441,11.448965966015734,11.563554573956576,12.32745460751869,12.852106967659267,13.903405803102322,14.431312078975068,14.40259887443709,14.46642867007657,14.609875045502609,14.540948083359998,14.601227775079069,15.192763574310785,14.822144491784911,14.885072790892348,14.45717037264066,14.303333203944781,13.969764956485328,14.08615088044003,14.295633368019837,14.317323404476099,14.237032759923245,14.108162121920031,14.19264114826492,14.176508851040532,14.321896560914523,14.151320863837565,14.467851760206303,15.072392011246205,14.840378071714952,14.722859756932396,14.890794405753459,15.399178083728012,15.28517394721122,15.387752339744686,15.045193607253413,15.202457114141984,15.229803670469632,15.402154195719964,15.298559782842705,15.325043964949668,15.292314142611179,15.284833122515002,15.192069363159556,13.862610203727995,-0.09000321884459739,-0.0006107930165120123,,
Australia,135.00470698528247,138.07880508240808,142.67614342076115,147.39612485698737,149.7507938976579,159.8850855998931,164.80238489906876,169.5894689842159,178.77369336063174,187.6622739121481,188.45941529679547,192.8040698292776,200.11350714693478,204.24174689451155,209.45216736297124,207.7010876946161,208.32773918819382,203.66246249285467,193.94441587731416,198.37611926280832,201.075298722133,201.78461535433252,204.33403296643846,210.1890112898507,217.36865398929476,218.64017894092177,214.08312373481354,214.94925773855178,216.9546962717911,222.9513084704502,230.31861718232227,234.50948868598948,237.6888135258172,240.75665388871636,247.91832792383744,246.89153586891317,246.21524903749756,248.43953066804937,249.06993603002155,253.63930341625047,250.5706596585891,257.0152570021763,257.539622603622,256.03248395570137,246.70757530515758,240.5328794790237,243.34928332733784,236.49484492345846,235.8809921740806,234.80050456659978,237.01206775645755,234.77088589251832,230.5212690858193,228.81672495964867,233.18886244691765,218.3770446276041,-0.06607723992263903,-0.005619653930881152,,
Bangladesh,,,,,,,0.4469146847930774,0.8584932481165753,1.044407839604932,1.061917367349575,1.182674759609861,1.3267699027356887,1.3285077748375311,1.394011893089563,1.5026675761753274,1.648741544302552,1.617019606005581,1.7391602625872176,1.6746392506694427,1.762276494666795,1.9094536871921837,2.0264645112536606,2.1784080167284268,2.363255756179449,2.482908876146009,2.5715585589897745,2.4240347479593227,2.5859867892589867,2.7836400051763177,2.8911168379811665,3.34593449635375,3.4292592291304613,3.528137844401348,3.679855061154937,3.6473453412959724,3.834873579978764,4.300676670678002,4.358185824510489,4.539991044018288,4.620896772551929,4.909982072665149,5.248754684593385,5.30667398199966,5.55048703186095,6.0340837770361695,6.108546368759867,6.562477076241383,6.945049776237269,7.0740352189997,7.279872145298193,8.371291599777138,8.419805515369882,8.64813893247064,9.079048629956086,10.054776491877352,9.664472151916618,-0.04144398454949516,0.052388536035545386,,
China,7.616540609844532,8.075001626451153,7.069858459668345,6.944937896864829,8.223051864930468,10.254461383438638,11.854578778131245,12.474672823376793,12.871550461892967,12.994958960860295,14.274314371895827,14.767241778417542,15.848128873271024,17.123366598801958,17.38838462136343,17.481077972998726,17.009040343321274,17.52005324420381,18.386326015004872,19.43443346613294,20.679362704541585,21.288434094335464,22.524315738793874,23.734093311810252,24.460824471780274,24.38736121006177,25.276955110280564,26.313509218290537,28.051637942597452,29.505429190113414,30.144910474484796,31.443382987740403,31.366748670008327,31.16309952500829,32.01554520737339,32.895382734333126,34.51678803441684,37.36493085448952,43.24955250947377,50.29686957961124,56.8101446853727,61.92874772124851,66.92869452878938,69.03659372478845,71.65174275321678,76.19036106313098,81.76039752826385,84.56035540376466,87.20887474469903,89.19454808305764,89.94142787597451,90.96678831903294,93.45702329489986,96.36591069554608,99.0586867941123,101.05856480803428,0.017401419021584763,0.03291974851111967,,
China Hong Kong SAR,27.309268786284115,28.961417802199414,33.460689001540985,35.4131198667183,40.78147214609199,43.00789474168455,44.66856628314054,49.96101623650386,51.00003516774394,51.24154056842168,47.15117144056625,54.1630766748653,56.70081989530743,57.05643984442034,56.71167900053037,56.4878679182968,58.94834596585106,63.59390270833677,66.43832553681992,67.09620850122941,68.61435859083646,70.74182372760863,76.43051198555091,86.57617330468673,91.08553106507726,87.58606057812737,89.62039796277266,104.30873038810725,112.64683681896574,100.86214191267813,106.9075094909236,105.10368594137599,104.39752153680875,104.47903634348536,104.10768515135621,107.61063478682863,134.72514981976136,130.76500227924825,134.5876161834744,150.26873739632944,143.63163743417428,151.2343314445022,160.00713555606225,147.96453143324274,160.5699398441881,165.96171364695266,169.1940849841525,161.66786719840692,165.06277194243546,160.22379549879366,163.54371010410554,166.51727918386965,177.01560195951146,176.59018822452796,166.86044599053,123.94912256666915,-0.25919852947739586,0.003850213139079406,,
India,4.443109080759356,4.484370593664918,4.527109750052292,4.736791161993771,5.138977086581918,4.9164252682977905,4.997716429094781,5.142062624199969,5.126826003473813,5.309680710368588,5.574018177620436,5.712858708855163,5.90479956378666,5.990673794599193,6.183351039621734,6.2245417170354465,6.735919813703334,6.524020011277786,6.70713805448091,6.999961393341664,7.227482801450654,7.567728736762275,7.878102961213268,8.39164628224327,8.972558540338994,9.433695483678813,9.750678902270161,10.055093733333502,10.104640712478552,10.440052304124553,11.012755726475458,11.24410102334883,11.647183547015265,12.122958807438188,12.252595094136824,12.65034830478488,12.486607144784852,12.680802828122259,12.919911623491814,13.787321161839541,14.375434089290403,14.904685635791614,15.932039131538938,16.6183485338809,17.613056270813647,18.210910990069173,19.037925926767983,19.77850803293296,20.312156679654993,21.44685307718919,21.892948536665948,22.615093690627113,23.26171230703786,24.498312603105333,24.803072779713148,23.17657027263338,-0.06812972265901829,0.034825391614648815,,
Indonesia,3.007142764585335,2.901796326080684,2.7885181190017923,2.892257647195304,3.178548832688591,3.3141918470343072,3.0891528864682143,3.1923519461232805,3.507154628548472,3.663221831331162,4.375611698661969,4.4875425868106715,5.789563289423881,6.264586718829054,6.982948486499484,7.2952719758148845,7.743536228447314,7.714157064853164,7.996723245380894,8.472981329816523,8.81868955386267,9.580256316454012,9.932495545501913,10.286344097103013,11.17320640852829,12.090127664232783,12.88782592453408,13.907624934056775,14.454425844976933,15.207632629612831,15.952417718408784,16.762713670835417,17.94129237020718,17.377687939034928,18.703005381748667,19.971799433677695,21.068203215762882,21.48485523495583,22.90934548757123,22.503240701630844,22.749633367664934,22.794756119804763,24.177725938530518,23.85242403972374,24.45599008427465,26.46533981787549,28.074122375324823,29.479823360313887,30.02534926733478,27.496977717702368,27.448667533202094,27.426006436476385,28.23469552811974,30.14656115436418,31.975439130338664,27.90936116044412,-0.1295473390731975,0.027171892314951318,,
