Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,hhh,iii
Finland,89.61565599543177,101.7693745169202,106.8296834058155,116.09525859827131,127.81292541882341,140.49321990831695,143.6052808919572,150.81390565005307,165.45510652407359,157.56978064321842,159.49749617502223,169.0648979261254,177.91800076423326,184.5838854205592,198.81069412731628,197.29443328152882,197.53141331717117,193.99583288482836,190.9380087332824,197.99698748057608,207.00361096390944,208.5916312657291,218.8238377738375,216.78958464119603,217.09862468027708,228.88157437967484,232.9531917575504,230.7730408583402,231.43020794783482,242.05081842818782,229.35295584996754,239.78472543814374,241.32318964102703,248.62316367534612,243.7144039056491,244.23948284914968,249.21308098417086,249.92879624661958,267.18218278530264,264.14574328775933,238.98414843538055,255.81283329565264,253.89834662999684,242.97527051943018,224.7700883522674,242.7911398180868,225.84400857945482,218.493332619155,218.76354367970455,210.0596972542792,207.8986607122582,210.92860354006436,205.7333456555136,209.4517451670369,203.4006622393205,197.8615679293713,-0.0298902649572107,-0.009940296471954602,,
France,96.09527161278577,97.3781990281992,102.86191357012535,107.72767579047228,117.89697264637313,127.09301416521973,131.2218854871187,139.17721075326682,150.0041898884258,146.13970575910037,136.70500873409372,144.95336165847235,145.8842554827874,151.89159577627368,155.7626219400182,153.07096784601276,150.6627382736342,144.33633806580954,147.06483873605248,151.12187479099262,155.24971320571058,158.19155391795638,160.1750394545814,161.3959498773633,162.8306621966767,166.99566971355623,176.74218567941074,177.3553886994053,176.6370316539752,173.64194929715416,177.15217184034657,183.15374457840764,180.0131370024322,183.5299644408566,185.84130765591314,187.23562132108984,188.2769973266969,185.108245335724,185.65075282400457,185.79065320533167,183.4884965500883,180.80325163801226,176.56343528259464,176.0786857069293,165.3850335514762,169.38125143015415,161.91530442208347,160.9941926584662,161.73442506707937,154.12395011653504,154.4340545975029,151.3153478863917,149.82650281387467,152.0589904103476,148.50879603486754,133.34698100867925,-0.1045470130686933,-0.010705494213810063,,
Germany,140.03732709132245,139.36338599923963,138.0471242670399,146.46906234942423,157.18339965789713,165.2563762706388,166.33208705423442,171.86818857797044,181.6803408408332,178.54313254186187,171.63645253212923,183.33772937702184,183.05122079311954,189.94409585117143,200.8366662194377,194.6019753114541,188.92345912161795,182.6545761647742,185.61713754917955,192.63541541242657,198.24138975145925,196.31367523302433,197.42784626191704,197.31983132417423,194.34858621097808,190.342620860196,184.69639211596618,179.89424128109835,178.05991810098266,175.49483196485465,175.7216399809259,181.1188186525897,178.59008856673466,177.1720860160121,174.68384107181456,175.76482698746602,178.7528238565337,176.2085756044664,175.86781012565677,175.627556501749,173.59172464681134,178.12768281097613,170.8870957624323,173.03648784899767,162.58296993750517,169.55305145298607,163.25814472888248,165.08020126832557,169.31657498322878,161.62538822607905,163.81614174067167,165.68123250090653,166.73591994688158,161.63557525703987,156.27012208399543,144.55074048684398,-0.07752172209233532,-0.003952407996860252,,
Greece,33.64272360219684,36.61118264736272,40.14538370309846,41.54619866348378,43.611724238408605,48.15625571358128,57.05795451807816,63.60834938740753,72.70410034217122,70.43897438875727,79.04766104535663,86.27683567660418,88.23839243719519,88.4390722057959,76.57108824817989,74.97568184245065,72.55938786640394,72.95849535002652,72.97285739580848,75.73745252978351,79.59969003533526,79.36810894565241,86.47405404953938,90.94180925735759,98.0949054232585,101.03494528629764,101.53413042793318,102.33927497417565,102.5656278232952,103.20529896495476,105.91951274319862,107.68256864204311,110.03231711730743,116.20375217850619,115.51329175638386,120.94401456917215,121.40154949196817,120.95285366115561,127.47255875242588,127.26038517469648,127.79130762366606,131.94043102058873,135.4790381530709,132.39644469873394,128.50669234328524,123.13550544023222,121.24761578657261,114.48488150271554,107.82157258150335,101.81758023739941,103.26462579717288,101.73160064919853,107.09603967365514,107.58200812794402,113.88940095691352,95.97077826099571,-0.15963590803279593,-0.012002703233037648,,
Hungary,65.47454021228732,66.10373047224175,62.83328830325394,64.93088153874008,69.26702798007078,74.36221552582123,76.54114529652979,78.81480009035032,85.12171067358229,87.45681830514053,92.22984214446645,98.05788186397696,102.53596249617007,109.08172844616087,107.5910844013865,107.72889711134707,106.7123689420796,107.49255463188804,106.0525754360471,109.44369487362508,113.44334513403484,113.39845860407385,118.90558328839903,116.55160060257572,113.88322418040126,111.80973329512302,104.53384951610975,100.31172044343137,97.42769280369879,98.24605614976149,99.44203611601347,101.48962939367823,99.25870628542782,101.04732616221797,101.06719456561406,98.380301519001,101.04345707222136,100.21028313519813,100.68578657657199,102.44717799516995,109.61778158567414,108.36553565038741,107.175020892202,105.91640635856159,97.704893209788,99.84471654072593,97.18892007829558,90.91344179280789,86.5471566579788,86.63538954588358,91.54491801618809,93.77425506010238,98.70029122673807,99.62372698896841,101.16136421425544,100.20068037024299,-0.012202842501572886,0.003482576686971939,,
Iceland,139.79955814159052,144.7486773030549,141.52341725893461,148.04924538110564,145.58762610473772,173.46303963839665,186.3630134962213,199.85981612743393,238.027888103081,228.83788751577197,216.9245594486399,221.8585365632204,232.58704171109494,240.84422653092153,248.75824841665744,249.37985419879396,251.59973034487214,254.6884757344395,259.77239482927325,270.21661348809505,264.4033155757549,273.28750854359754,278.9134507421361,290.9615319012628,298.17942905587375,295.38611220024734,285.4574708092661,292.6587196094637,301.14110793832094,301.64897714415025,308.39954040511606,323.747374289268,335.94739777565104,359.9385241596256,390.61375617199536,410.94529006307977,411.5674738742576,423.8548166844423,422.0567772120872,426.0126892556095,422.13753611392804,456.09131779504474,511.6808555758549,626.5826727203546,615.3046147910533,607.0474506997225,601.2528577972572,603.159870330069,619.4749767281928,616.025507759789,639.7318156594068,639.1480715610277,664.2316226661193,683.428211160717,646.1884677218002,601.8314713733744,-0.07118874280293008,0.004909387057897119,,
Ireland,86.05173244219174,96.07981397540958,103.74428311898286,120.42418872951616,120.02518018701335,93.65047912447612,96.17247117277584,100.05259820141264,103.52124902820297,103.57052780748091,95.30387312686135,95.67025114213226,100.28100939722157,102.71275269735088,111.63900323308913,106.65089814344294,102.92509115944769,101.25635932752041,99.05426640425077,97.48143225459766,101.9077949220986,109.88927498199165,111.19616039128208,110.74421036057676,114.21850014304002,119.87651098837763,123.93974855206251,124.36142129358883,126.46306502406865,130.68292472506246,132.36423617854817,138.91489431303702,143.7324510428007,153.05155591915002,160.0199049429113,164.1557594477514,171.33795515179463,167.30492983217073,160.02913141097036,159.01431387434874,162.6466285822817,162.51703368452377,163.89425545158937,159.76856315113446,143.25833365821595,141.0069185858501,132.4204962039998,130.05053550550247,127.13628940590766,126.3479646255935,133.51311742703933,138.00213472073943,136.78859449431584,137.9155053919126,135.82897282907174,124.56003496069263,-0.08546973146415371,-0.005311144522936795,,
Italy,64.11913510021151,69.13236677148953,74.40401889800252,79.89272703874987,85.46852646267985,93.76278684083698,98.08529492540947,102.17003609943961,105.99757676965112,105.29792090457778,102.466006632012,107.6653162027776,107.41887044794693,109.71949542287632,112.78949488661385,109.55747751988346,106.98669661680223,104.59483649531485,102.17599742800391,103.5819142283952,103.04250274023245,105.7666327547673,108.92933988942588,111.58982069109065,114.7760894179172,116.68043790575318,120.15059179671405,119.53847290327302,116.90167089006661,116.56738364100418,121.480497804094,121.62137071728786,124.08372210856905,127.3051825073351,131.05160515323198,132.74219481657593,132.1586929362184,130.61002145916854,133.90656167041007,135.89261446880818,135.33218697704348,134.06845412246614,131.06571400055816,128.32612816670144,119.2313398612016,122.6061987804551,119.61779454582059,115.64526014980875,109.65977483579411,103.34073241373332,106.03913136521619,106.25252270873008,107.52329837626478,108.39519531210414,106.47232418006615,96.96947897692739,-0.09174017013332414,-0.011254247151259444,,
Latvia,,,,,,,,,,,,,,,,,,,,,147.5212552192767,135.89939654056852,122.59892013177658,114.82547738224332,114.0437966483726,115.73804728633087,107.48061766947698,77.73994685957317,67.80011961462259,66.56260883117655,63.20599824501948,59.73543658947883,60.51978802900353,66.1898377391279,56.9578016110419,56.24357388392098,61.30078197856943,62.64178358149516,62.61792360946843,71.07534541610116,74.11218582912869,71.27894247776749,74.40984133987858,75.74004925353121,72.53634787894357,83.31427968243474,75.26531823366126,78.49604092429331,76.47812223367039,71.18710372341732,73.68846983934505,79.31421777191454,87.78291309797977,80.83842984013314,82.98497097382166,76.93036695949885,-0.07549314291802633,0.013548128549943694,,
Lithuania,,,,,,,,,,,,,,,,,,,,,181.9568515539904,166.34407460676428,172.74328401808236,179.56759112716622,193.08101417607614,195.57857221215662,206.7558380666942,126.70197523986612,99.48054805578235,86.5196775074717,97.10220663965737,106.28513867679838,98.72405559803028,106.601470040561,89.37029521513301,79.6421722624836,93.80357009336983,100.82843170512082,106.64354438397872,108.62396727133647,99.89690527031473,96.9293464841464,107.45886707471836,108.02931049790817,100.5448409588899,75.49701317918851,79.3821255682728,80.68473340230406,75.29432510699631,73.53190922699312,77.82158421552607,80.32513730278016,86.08581924138414,89.52190173141395,90.63685074555677,91.31414131153936,0.004719916602218932,-0.010320666147218494,,
Luxembourg,455.65438514659564,433.6517485252224,424.75799709185793,457.22660878006366,489.5648088681392,505.1838656115312,482.1550544659762,493.0452234688674,518.0802629689414,521.5689290697344,429.8281046600976,427.4327911242239,396.16662664397165,409.750237620472,419.1742847928732,385.0655094932536,328.6250289217002,307.62506279118816,287.40165671596844,309.2281549602648,316.62888231093376,308.00549500626596,289.1475244963296,293.93179691968845,334.507772059135,350.1511305554239,371.85499723125395,368.14656335816966,367.88881527311673,348.7744718839888,299.10623580714474,303.32357350585914,292.6102753134832,278.63155311872504,290.7742472623878,306.8201403661505,325.73804443100465,353.30915320210806,367.5443332504271,412.1907774887177,412.8126505314761,398.69004786406265,379.4492051586995,368.49742917608273,344.5047499678993,354.6597473133133,337.8758125892299,324.51854843951105,302.4538115161068,286.62600221316956,272.5367710350271,263.1152857086791,268.4548677062001,275.25205418812226,274.6382517079872,229.41400392844082,-0.16695074962347878,-0.022410381015327108,,
Netherlands,121.67013560131,128.6790101311742,134.4032389197251,148.56700037546864,163.76223923971722,182.67986049159893,190.50072965830762,218.87258924172932,230.4052478012554,216.53504589258375,216.34629975969958,234.07269020547213,228.21983830613007,231.28996112984484,237.51768002971323,221.75436476508128,209.16798550564505,192.41857462492484,192.4016382080125,198.7672923677345,203.9937964522901,212.89558413328902,215.9928113368762,215.35662896011988,214.96239253454695,218.95787022408953,221.6511833474049,222.78403797843404,223.13127085186073,219.2734145602277,226.7424919684483,235.06690827927758,229.49113240223767,229.7594774570578,225.67155060275635,227.30310380335,234.66397104196517,233.36508457815975,233.63060294524175,240.16527891620447,243.92321348211334,237.84913251420676,240.88748706732153,236.96993148888566,232.71415242324068,245.466704623946,234.35833301690593,225.87648781768837,218.53373451506073,205.66680960024135,207.9823263843944,211.26670011190978,207.5049041909321,206.8394296126928,205.44856758096094,196.82411399729327,-0.0445961950225251,-0.012384193184277081,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,53.32968315696941,52.90895604730519,54.46178242277402,54.77218104052868,51.441425067922104,51.74680376793022,59.9468684371038,53.74526581739695,60.350155533745564,57.35948553550994,54.20468498754494,50.95209949760333,49.59627578518153,55.635204501115865,54.8095711501244,56.41782414285846,57.24172791960363,56.939421561720444,55.007255058295776,54.01693780541144,58.208416340940666,58.308825718506014,54.14361416333822,51.77872571606874,48.08410552153471,50.45410515969396,52.313172234022595,50.48193787263616,50.21820027055837,53.20916363658899,48.89645550332514,-0.08356276818390496,-0.0015055685051698076,,
Norway,199.65815060504124,202.95621965323463,216.03604080883156,240.0010229652108,238.94528352075324,248.4877000863508,259.06141214368057,272.692436712674,286.74746574799826,287.06577214792253,289.70508860770866,308.4983998470506,283.4765642885666,316.95792158526365,337.92549608028725,320.62653650280095,336.8463574211499,331.7504819777948,362.93677044689065,366.44723064955963,361.54612229338437,351.9353633021036,367.8560907300073,377.10273000473853,399.47924306668347,401.42242573037373,368.4499562562958,385.82405582837447,396.0961913967971,380.8906299353465,401.37629763192757,367.0881915193482,383.4979257348301,396.15807619797357,403.8661681869412,444.04682441597396,400.6891281476685,414.2865404814414,364.9539630609489,369.32528946247794,417.3042686096209,379.53546860444897,402.7670658387271,407.8124215967676,372.7301378698252,353.970507722479,354.2940044032264,386.29152747031674,358.0163118602826,363.91506024921074,364.37475204010667,364.5093333533904,362.85140365135464,356.2394664611177,330.5636178194086,355.9659063783583,0.07390318473776891,-0.011933774521798557,,
Poland,89.06551058175843,89.99726222626649,91.86964037356393,98.11033621138424,104.00936852679304,108.92665373377619,111.51446056259542,116.70596627835594,117.95181902736033,120.84632244728752,129.2692604486274,135.01809336129955,139.5333098976588,145.18382314665035,145.9896317584053,151.44695939245227,135.2545220750958,136.42746359535266,135.79592259850986,139.99253354544302,142.11841376037938,145.24779331339894,149.2242510800299,145.78108063800758,139.80262349624266,114.75681585707427,111.91223944895012,106.69495594852741,106.35657007798862,101.54487627323002,103.7499754619521,108.77203514962791,107.60527152658145,103.03075037275404,101.01978164726363,94.96136307516413,94.35483414878534,93.4380370175829,96.80191404216963,97.54028604986605,99.75387789557935,104.70704134841323,104.37243470775537,106.13235950096853,102.32121806879022,109.11045284906977,109.77088655945946,106.59493150738714,107.09088337046445,103.28703095173856,104.47519483534808,109.25195374796319,113.68839935819867,115.11450630193403,111.77932762491535,106.03155545828508,-0.05401245470296123,0.0088801543890209,,
Portugal,19.917240682050448,21.861183508505153,23.56104020826289,24.1881030028869,26.266986301354027,31.527476139749073,34.54596367931034,37.15477341061837,40.54596947180085,41.81616135505654,41.046686438863354,40.16184073879816,44.59989868239288,46.355434917099615,48.62679973964752,46.9748140034536,45.97979149836858,49.40849717693217,50.93385114054419,52.876725163268354,53.83839985463044,57.17793288873559,58.559568737994965,64.94297290719916,70.6672502281257,71.5016122111833,74.06055449705696,74.8567565737953,76.44033708560184,78.70702049768403,86.08080805336708,88.00703901813563,89.02684769764942,96.83437932862343,99.00533472089734,101.639567432279,102.5306280006335,101.66416450876154,103.50182953292423,101.39011946300788,101.0593759049264,99.54006510728247,99.97797397376779,96.3489977763119,96.86317948999503,101.67021901237905,97.33174033299706,89.34648365447782,98.14576289841496,100.58064354261424,99.21643751253238,106.25106592880216,103.77692737319869,105.75020714791542,100.86735546621651,91.45695547631644,-0.09577213893693659,0.00405890306639578,,
Romania,51.74245957359952,54.615753151386684,60.234805239948166,63.30877972410619,71.87723876934923,75.5976726051577,79.29037156540352,82.57786321232248,88.92432283210243,88.60973142931334,95.68144214064297,102.1616634147775,107.2875762068963,114.50789880238297,115.8343734204799,116.13619261074328,115.78802001600107,114.34406772207433,113.21533366050714,111.98623796019156,111.19690109225944,113.10972059397487,116.72725105747982,118.26046203217021,118.13026821781412,112.36726322043633,95.43510746387189,84.4836181950004,82.49400924084702,78.26011706842772,86.50301669650445,86.58285077024145,82.67207010955225,76.13650600288227,67.41812580341968,67.87092534393007,69.1084148492192,72.17730487644064,72.69895872476005,75.76349616450193,76.39031233564984,78.68737611088359,76.6745277006039,77.57848718110569,68.37972247967481,69.42952241602727,71.7296654899101,69.3659636502817,64.830745099451,67.47081414112715,68.16774377729647,68.61480575586472,70.37046584897926,72.23108566333848,71.05037618935336,69.19254192154406,-0.028808924576867234,0.003838631098328271,,
Slovakia,87.4143804369297,89.79370654455545,89.69481617765659,98.41466474485165,102.16649625440938,112.13690843517291,119.32088473503364,124.38917409074936,128.23347201004106,133.52274594684664,138.4052507113569,142.11065218025132,147.78478984208942,153.48330520887762,156.32549811795292,157.33393119099892,154.8557569780394,152.0916450165771,151.51752668845774,162.27341217551083,166.3351754194628,163.97512023752185,166.84465112518913,166.93568980075648,168.55634943765713,168.34258988305658,150.01353619367333,143.71213163448724,140.48575677642853,137.8206358857736,139.42770887903754,140.24357679108127,137.5117778803317,138.8390999999444,139.86466653167116,144.31109061534406,148.39965563323108,149.57512770349456,145.10749300065027,141.28077349265283,148.93346060305652,143.64370428023622,134.72347775462038,139.3980197510867,126.86683060934537,135.0034397037751,129.7699305121016,124.41231574078992,127.32606843653204,118.44899493530212,119.41289734659492,119.77582577795141,126.53339511294531,124.41847462905686,120.08681949239488,114.10769731702783,-0.0523861974757861,-0.0054772430536838,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,122.8864391353834,122.76311125160748,114.94733589376924,118.54683699582488,126.41296743324234,133.12357027988534,139.8094292799704,143.2395223083862,143.53344390754035,141.93353758194934,140.59028128625698,147.0360751523366,146.40380905267187,143.6683171787382,152.1027404621123,151.92464977711606,152.75104742373884,151.23047845158277,164.49766872921307,150.94327512374684,150.55055905472523,145.71916277169538,141.025249474108,138.9404543287886,141.75836687043312,128.05793175889212,136.5964530781015,138.0549379036986,140.66569443488208,136.53038082588657,129.0610056068431,-0.057291284695074496,-0.009985504933266998,,
Spain,37.39043683315523,41.76162331957174,44.68249943550419,46.52319674011496,52.05694001407078,55.64177311076174,60.54652531469867,64.68998974562659,70.17826815164078,72.19361581850038,73.41235395093703,77.70649560429177,79.39355473634575,78.90250605008299,84.15153873785968,84.15623157073813,84.33421649359862,83.69813052114586,85.2133763045612,86.05055852917627,85.01838512582245,86.58051740299881,89.52806993494204,93.15454062670041,97.67169288488816,97.4077046062587,100.58988978839378,105.24332595959591,101.39892371111675,105.84298487806765,109.61623889420063,113.25763561415908,119.24987759002741,124.50721936639926,127.6885670562429,133.78526554256072,138.0821387134731,137.7908578307971,143.03241535152034,145.9445967379879,144.7554925810183,144.37491564566568,145.22705134796914,139.14404492647262,127.35750630764436,129.528735958144,126.77148868589705,126.07818633678508,119.74072078397862,117.87825185925996,119.79872980759382,120.96055836990337,122.52181143913998,124.01794366203107,119.7226691078041,106.34757667457458,-0.1141442943466986,-0.006162947123263818,,
Sweden,178.7679617703559,189.4164980400787,192.1524399251253,203.7961134427187,202.79185507141204,214.09677468783153,216.08039246105284,221.66347342288321,233.5435687411925,215.37350761778862,227.62085075772353,241.57623162554344,237.55545535827017,275.71960615865254,290.06701286188263,272.1094795280364,269.27955593294087,255.9850848768822,253.57677918012416,267.90910510008644,290.60418585828427,300.96096638855596,292.476519325664,284.2694199048053,276.16283598786094,279.19586402174747,263.11895335826256,262.7474254488513,258.06223444160617,257.4275515911823,258.72677437776906,251.6900529596111,259.2250642790375,280.56044025769563,272.34793551639353,251.3788497749786,269.38410618236156,251.92708395846824,241.1373681499421,257.82625725880797,262.90910508043015,245.70186314270725,247.036756724711,240.87079568043816,218.5682567916267,229.8410837789285,225.1622152691645,236.56011643034242,220.31697142728635,217.5359375713932,222.61597978752386,217.3374261659754,222.78275736600295,216.55983221039054,223.36703214861566,217.77963158469288,-0.027678332027147756,0.002174154928373806,,
Switzerland,110.33140903144827,116.6579697390176,122.99068705075715,128.00082191626555,131.37341462466458,142.65278722543624,144.84584869362988,141.9484741219647,155.90434288994365,148.06262047204638,152.9859451531798,146.60869018306093,162.66905506265925,160.97151875534945,160.81744943064243,172.04355765024312,171.28146144146348,166.9924496263413,172.9388858413813,166.8335794191,177.07535764333423,184.8856282900443,182.51093850350318,182.70468026860675,169.84230328221054,175.70231692716357,178.57447370458303,179.44694586315683,176.86867541778815,183.82853998919623,172.89854422484385,166.44010362425783,176.94823659889784,177.42016343891854,184.40828937757487,179.30953135698667,190.45445067527166,176.50792596198988,173.45806635730744,169.69976842367643,161.56194777472342,166.54024420437673,162.5561577756196,166.1437723029605,163.736560859628,157.4218830755938,147.62752107982215,153.7865075892847,155.89050799795487,146.84578336364447,142.02779768420814,132.29398712359813,131.4180548953864,132.30538190699738,136.90692622899434,124.54797924656421,-0.09275821433937437,-0.017736569629998256,,
Turkey,10.577118209681752,11.854902359277704,11.97617851644409,13.616015412341628,14.51777866828779,15.07768895527208,16.311459579783687,17.787743315181213,19.699775986702083,19.607917826396775,21.313423274629034,23.435398684748012,25.086070765774977,25.929089124512725,23.89374051191232,24.26478616549965,23.916791193180842,25.510096976646235,25.824457704095323,26.584008515747072,28.130481059849316,30.059940654973694,33.55149949325776,36.11444596014228,34.9449207122392,37.24363042836994,37.393555740961595,38.64922773607236,41.27569689578501,39.364487541208106,43.33982233458405,46.513608976603436,47.91377817916683,48.35596498040548,46.42988817752858,48.90301475346472,43.81424377712735,47.17088520536739,49.24379640964336,51.932465151865664,52.478515795136154,57.49719260147529,60.43431375980582,59.93880035579231,59.95310813449503,62.236585328299554,65.49631285246247,68.40082796122779,66.7335458683972,67.74212297924068,72.87879057788209,75.29501463639231,78.56038423575761,76.43140984695881,77.99227868574339,74.5762534044748,-0.04641210126783679,0.02665373298953,,
Ukraine,,,,,,,,,,,,,,,,,,,,,196.23216383401913,196.53580750994647,200.1548955984526,199.77406687660428,190.86190408040872,223.02862450290846,209.02578878818917,176.7747856112562,155.16596544854423,132.99586798142536,130.3936734293993,122.26019421844495,118.81415396949363,115.59436863788538,114.94227888102104,116.37919160253824,115.74904894457464,116.06818876420365,119.95816649742375,120.36834405354645,122.70095122229787,124.89990589582109,125.05871081923605,121.26462114903671,103.6650804639138,111.31717027726614,115.56327785251143,113.73853145435955,108.03266956814495,95.90639187624633,79.85898534612679,83.94283821170193,78.49315638103104,81.78812031815715,77.72345225978519,75.7743719896152,-0.027740842830985435,-0.02839003727373024,,
United Kingdom,153.47255383028494,153.27238912602564,152.46941160931027,157.1615437506586,162.15604151453186,164.93651240831963,161.37938385896894,163.3259967036749,171.10742275878718,162.23455548184126,152.79168413852986,155.80422696537002,158.66822949918023,159.57978876867685,167.04888301479028,152.1437151329658,147.88567992863824,145.88758908528706,146.36381516610223,146.13907179078024,152.11144878950205,156.0342125910585,155.41701105493027,157.0247688843617,156.73610095318048,157.53751084548708,160.4075244431304,158.9399044145029,160.2999173800333,157.91443959133153,157.99316429875898,165.14336050266562,161.70409910071876,162.84324260170092,161.44872611928133,162.25331060176552,163.48762619754544,159.4795094342724,161.10172637574328,161.11716584824794,161.69849341825088,158.31644681363187,152.00182131506,147.5615837667877,138.64991111337991,140.4835294323804,131.61113497008498,132.12159021662868,130.52302498347822,122.13854793437059,122.70466781378268,120.54440212757592,119.25250218689143,118.36080616207803,114.42359037464122,101.56040606263635,-0.11484233030303248,-0.019021255052739106,,
Other Europe,30.293052902760955,31.5607176228899,31.7082512831158,34.582808392286346,36.561926356943104,39.975544527789744,46.29686009109183,47.784530956766545,49.633900415782485,54.451329352888756,54.362674157151574,57.34466494828211,60.875552743409884,65.58293925181117,70.39395377312799,63.94747936588012,62.953108921985745,64.89999789191567,69.29300605343377,71.50063697211355,76.3835644998967,79.3822833994906,79.62566192806575,81.40094863041243,78.58360156414273,74.28032623545832,65.5039165374966,57.519500644617345,49.94842672782635,43.03288197547322,44.47122664856095,48.98983727512644,53.18173010263469,54.780281178862985,50.643013762356155,54.87387740159208,57.62848742843872,60.451409702837594,64.04181531413943,69.72152236822637,68.97435776534718,70.93440734503112,69.11035188441016,71.00620244080007,72.33794652384249,77.55424123821761,76.47505534090406,71.97879136664147,76.3778397943067,70.2240179005968,75.25489610994637,80.13289372032607,79.94747334431037,83.79092818221514,86.79282129953783,77.82303086746053,-0.10579701784627327,0.018384458524671077,,
Total Europe,93.43821264497906,95.41093491235237,97.41338687890959,103.10453404044723,109.74898074825599,115.99655543840662,118.23111994012211,122.96184583709567,129.09802733729933,126.41940725758946,124.30387600539333,130.54839453894456,131.91112119189066,136.17019158259714,140.46607803002487,135.8438185276319,131.66142280874817,128.56353721208905,129.13777357856915,131.87819162109494,140.4858391119326,142.20312229604923,144.41755689284932,145.27670677843196,144.11845303631412,145.02928912366158,142.67934376820463,137.49756595362385,134.69352431007354,131.49034798851616,133.87799446141628,136.91004574790554,136.29093663346822,137.31932175577094,136.32497908805246,137.62773403322413,138.73708915340777,137.71141881824866,139.63413008333407,141.08256219854343,141.25997622734613,141.90827876715662,140.090281192414,138.81722912969428,130.14654867281595,134.4268404995852,130.88336884644028,129.93704641996794,128.1587284714796,122.81746523275187,123.48565426109317,124.70535361085093,125.52350685473534,125.28798882497257,123.08515838040209,113.55658733291747,-0.0799351853364304,-0.005562934520053964,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,126.63483815524634,134.0726141203722,127.76082509538641,125.74131040398633,126.12239857467297,129.23530041021957,122.21799646971678,103.05573287929019,88.03663219628874,79.8407203849433,74.19207884140548,60.204759789443756,57.12264370463163,56.86777551076325,56.202142071789616,58.17927959908629,55.57683952564698,54.34543629435295,58.19412978125782,65.3064652305384,70.05670597296844,68.20128591008232,61.02983770618818,60.94070701766939,53.221564447551195,51.86760637028411,56.98361844911137,57.95871991574433,58.823779504848545,59.23325404822984,63.97307276224785,62.618343922217434,60.74630998368296,61.85071264765616,64.52052932732893,61.33434662988774,-0.05197977937340803,0.019438493993671813,,
Belarus,,,,,,,,,,,,,,,,,,,,,148.35585362822772,168.28652722706275,169.69250506429958,171.1942472890555,164.8721314713481,157.66193648131264,155.8101775366656,147.50778306374718,118.36066806960861,98.89423113087594,90.00166751188954,92.58368663185757,93.84165688451671,92.19401070081389,90.15217016353066,93.13912571007901,91.35079109643206,94.70161681270794,94.92819433139434,107.61774321529383,107.84512090501521,115.09771000877245,112.82583420817328,114.49013048482188,108.76648901357468,115.64049906837046,115.05344326278869,124.29688351039978,109.53969249947683,113.0975576163082,102.68091718417163,102.067371466481,104.02470856831033,113.15366714291197,111.4738268637107,103.93583264033944,-0.0701686855852196,0.002461679480449952,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,182.7148665527067,184.7161403439998,186.6448097410005,191.4190087823915,187.02074711782828,188.54991011520582,188.47587719429671,186.86240235517695,166.13982794213595,149.36206954739419,135.7369242867817,119.72798922684015,107.11565617035421,102.35763413433668,97.27344705878508,88.87331029444759,100.14014077338159,101.5302631969834,110.4254656948679,115.68499688272523,119.10696410687191,127.02312490914238,139.32616367604678,145.70268729686202,129.7299858437942,137.5457916311601,153.56343839230726,158.74733284386835,157.07386212428622,157.57467899209684,156.1267894701154,152.90502304363056,162.60742347342853,176.83629352854837,169.77862693930524,165.42117341454085,-0.02832761714847143,0.027269194110059125,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,239.75057334622127,242.2258260499581,248.36969989253694,251.01933035555012,250.49457520784847,244.97010072140415,240.8504600287076,231.35513962669393,215.47460994834017,196.5881232742751,186.14735705514377,179.46443118768812,170.00382246049833,170.11329310892285,172.76366191853256,176.47438591685153,179.94139869249088,180.01531317413514,184.52365175411373,186.75217548342096,187.07716152608492,195.539052608798,196.90118209851727,197.81049553150987,187.81777754163528,195.10926145639257,201.21792741825473,201.26100846522456,198.47635497462915,198.51273734921122,194.71616002179672,198.4036540366145,199.270840453829,206.57885029985314,204.94553232221136,194.0226813311771,-0.055882982551125227,0.008765395401288512,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,158.80669277987985,192.86872121599052,187.20270703732987,183.7998800763201,184.01233737443619,148.4287297885667,148.20196955329382,137.51676674599236,109.76692046801543,114.12362610603608,91.86791235779577,131.33367425980273,99.00212049022703,121.64646694658205,114.74843516751515,95.51353349595051,119.29032163383505,99.61635486721703,136.1811712611708,133.4912092099243,133.71330833439217,133.56528115785213,128.00835830351562,103.61077295921321,166.48768783927838,176.60690777078486,192.72848658096225,206.35781593541154,179.95018108338263,183.10931715707198,215.29172159145884,209.5137728176636,203.89611619689398,223.37343480005657,240.07439362627835,232.70124804981046,-0.033360248109735036,0.037280878009392726,,
