Billion cubic feet per day,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Estonia,,,,,,,,,,,,,,,,,,,,,0.10145693563160921,0.0922086048565257,0.09990028589718922,0.10729799981507172,0.10759196693785274,0.13753609744566234,0.13810209957018152,0.08052177239829715,0.04002167159100136,0.05747824138867192,0.06554498106931919,0.07208629598725956,0.07023747731533286,0.06666247244336987,0.06479998681995205,0.07428863798419331,0.07994175305708906,0.06703496956805342,0.07651913337249658,0.08691652446168308,0.0899822437360596,0.09093525586025002,0.09039586067320823,0.08646303016220493,0.05908917051230342,0.06329548544623015,0.056631657014391094,0.06120243279978417,0.06243922582195753,0.049009978833365754,0.04393531021267672,0.04805833472607991,0.04730028959544315,0.04841081747706919,0.045092023975166304,0.04135961043583524,-0.08277325367756005,-0.026672074959152914,0.00011213042361688797,,
Finland,0,0,0,0,0,0,0,0,0,0.04300111107458143,0.07116146368954795,0.08315670292913026,0.08480356617795891,0.09233413575489499,0.09200625228295131,0.0863140095767972,0.06886896695538433,0.06504993077807307,0.06308531751585313,0.07205520536152704,0.09167836881100763,0.11099661796126337,0.1467950429308524,0.15746865888262299,0.2070503498241096,0.24391305229279456,0.25707139228161646,0.2662108026085519,0.2758413772656713,0.30448011724134255,0.31618716973139727,0.32988762038042957,0.32545928430685395,0.37284919628048485,0.3732711446829043,0.3802597945198635,0.4137136896485481,0.4108111146510137,0.45473674961369875,0.43689833788021865,0.4008456071594794,0.4284200696360549,0.39629823966334254,0.4040977277323848,0.3616608446927672,0.39958782466054804,0.34947002970312335,0.3082313914218989,0.2874194264225023,0.2569423889483927,0.22135628196473445,0.19371604012459928,0.17729089339105708,0.20330387802173674,0.1969988401104262,0.18888627223062998,-0.04118079007596587,-0.058942375595304575,0.0005120913252675234,,
France,0.4842171899942073,0.5108193522519713,0.583797371218176,0.6962246865621072,0.8112745237964054,0.9242693782766559,1.095485064675837,1.2918580821732741,1.5193674501929566,1.586346747114775,1.769313001795384,1.8955410478180013,1.984251023805095,2.116746366509845,2.3450484263550067,2.428797317205323,2.474125878153596,2.3779080013960296,2.533004632973872,2.5761564159180583,2.765104236858274,2.7808143825256053,2.8137175040285443,2.791993136098174,2.739525247670788,2.9292157983866156,3.2089538825864765,3.1936612379631972,3.2752148321551875,3.12655945365647,3.328075560485282,3.6679632067354797,3.5263311080668625,3.7597513517435712,3.833445312118468,4.013554809382471,4.225026867410818,4.217855088354409,4.424184632054132,4.5052753012214115,4.616310908765919,4.458408410087558,4.330731392383521,4.475742691069758,4.327843330260973,4.79548444455121,4.162199187558127,4.28834775280048,4.367712974648854,3.6677276810543082,3.9428350986932275,4.29661143688694,4.331193286399316,4.144720790396474,4.224411746460902,3.9234285139606815,-0.07124855496209048,-0.002416008968214034,0.010636843448598216,,
Germany,0.29969738585843053,0.3602088046061823,0.4643021714501409,0.7609995205934595,1.086688994524843,1.5455005268447528,2.04171703823936,2.63629124882549,3.408886181666826,4.264510779461125,4.500379485430622,4.750001354818027,5.0581369104099005,5.422234917733328,5.993604552222969,5.892812507164794,5.649753276692266,5.242645262848697,5.450488831590973,5.676410754719015,5.626074895443145,5.6097173663676685,6.082026719882728,5.971182567222911,6.127896434283198,6.162005465598678,6.47460741769423,6.383915908227595,6.773771522578978,6.89774910094588,7.521284024513406,8.39360055444746,8.040457939072365,8.11415109317643,8.090355353335532,8.00123953792911,8.46083142579859,8.447729524768052,8.550209235167108,8.570179227250172,8.734917204793708,8.901897244946214,8.575773532253274,8.635750137323727,8.168825337698959,8.521113608386267,7.82347702015947,7.826159111659544,8.221479178849142,7.149528668995881,7.445454252702824,8.190372390984516,8.488916526469175,8.306271994749332,8.580697022918985,8.35061732200476,-0.026813637668325008,0.004931120883837181,0.02263943610473726,,
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008161073368067123,0.007778900993391781,0.008534376763583333,0.008042551555667809,0.011017690928140412,0.01257782498931507,0.015044914605559428,0.015214330612075343,0.015543289111795892,0.015354621736956163,0.014149987025206286,0.01046378286611096,0.00535283205795274,0.004936796308306165,0.005531183131400957,0.019241653421154113,0.07880651340445344,0.14129450635646956,0.1891348709442244,0.18716546933557696,0.20129491997122387,0.22756375777270835,0.24946750553713545,0.2518709454110343,0.2969624479977288,0.3760557967340853,0.3910356150211002,0.3292627169279999,0.36084434348018796,0.4449635988613563,0.4078378256727781,0.3609538350250913,0.2751901401181484,0.29716446431498217,0.3857403213731311,0.46647282785372873,0.45672888358700625,0.5014169282490436,0.5502053359270648,0.0973010780637007,0.042955175235478205,0.0014916667914337918,,
Hungary,0.13155679295074182,0.16308843267395548,0.20932161475968014,0.2627275804359645,0.31363290373356717,0.35172436295120824,0.36626142606385903,0.3942481638957876,0.46944554841370345,0.49997338095026994,0.5553907940906926,0.6650662756107399,0.7186751505769816,0.7869969283939419,0.8313192486062898,0.8946357037029461,0.9176103844704852,0.9583214176234007,0.9553898168758912,0.9703378930674276,0.9933337285311578,1.053656493417413,1.0460517469238735,1.0318273781099665,1.0540991361045369,1.0029256638702317,0.9945135715162664,0.8718669127839346,0.9407998086452299,0.9500719232206865,1.0323868000952041,1.1488039812702142,1.092470102544163,1.1000597986488265,1.1145484855115182,1.083639637870616,1.2051948276567361,1.2164369306332972,1.33745549504438,1.314297237863461,1.3608480994689522,1.2891518094604142,1.2045417482822909,1.1850915659075343,1.029798670722403,1.1044701001034136,1.0559110954224424,0.9397918893304745,0.8785261371009097,0.7855926733604126,0.8427787759507217,0.9008347992423256,0.961152772030718,0.9309928677507832,0.9524316091909042,0.9820563787422406,0.031104353599207935,-0.007779610338399245,0.0026624621606354502,,
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026726668696045553,0.07782492863863456,0.11733659427532192,0.17218679588497637,0.1862485623417808,0.1967911978344471,0.20319718151488286,0.14331826872200037,0.14275952303497502,0.17078764172607275,0.19421068838189198,0.21120596644807937,0.21638203168868228,0.2134342938930717,0.24316254315093214,0.24732589997489535,0.2631916651689173,0.29815716029121525,0.31247680811204936,0.31596502599158605,0.33790704168544616,0.3863587139189515,0.40407065823923993,0.4147603581926589,0.4117222329427398,0.40992401450651456,0.3912430182951371,0.4441289022752101,0.482161729477901,0.5037363539884326,0.47946117370019514,0.5289713629581361,0.4652832558672394,0.45256200159543275,0.4322142308731127,0.41877088630272663,0.4234246413127985,0.4747846989808549,0.485589250306147,0.504132691835658,0.5143251339693898,0.5119144280750316,-0.004687124418270572,0.007043963145563881,0.0013878559558654854,,
Italy,0.7135206611438603,0.7790632234006815,0.8509696813395967,0.996659860066925,1.0972870332553486,1.183786186994367,1.2229274108361166,1.3985595341645458,1.5754524007241444,1.7718793260572792,2.0417849374529924,2.4654724153910523,2.524790348730177,2.487446302574401,2.555562481329036,2.52956949265559,2.459436453848195,2.450864182355477,2.520279263421509,2.960982479275101,3.0177177288739325,3.190670078914508,3.5392548232433834,3.829117712903223,4.153376803596683,4.395081480078854,4.6691014915335725,4.613431279443228,4.720315008552567,4.561331300687624,5.024412953419234,5.169417702807152,5.382320188125189,5.794942606327166,6.298596258869308,6.549470327586291,6.58541778709315,6.540746093603602,7.211271588576486,7.462569617495823,8.008160589314524,7.842639024772635,7.881083818946137,7.801213086086383,7.190409571063824,7.657950763030482,7.180590406376937,6.885064600839564,6.4573033346739885,5.705649086205723,6.222677455601904,6.517372727904879,6.9254275583809894,6.696635570184153,6.849168944868843,6.528548591839986,-0.04681157022255311,-0.004850280326852863,0.017699608663919748,,
Latvia,,,,,,,,,,,,,,,,,,,,,0.204195818103329,0.213535716509849,0.22209729004915896,0.23852117065273812,0.2391746533120607,0.2485145517185806,0.2391746533120607,0.13624563040347829,0.08543260013022688,0.08543260013022688,0.10246417957741037,0.09364604154072853,0.0939026060381004,0.10621845246630565,0.1017316385259186,0.1228676244690885,0.1281031163796221,0.1459588045097338,0.1451804796425238,0.15980553163946853,0.1556649734419997,0.16088432843387854,0.1556649734419997,0.15204354867412287,0.13982377320349032,0.16674465684581263,0.14687448082409854,0.13770670954989628,0.1360545747906709,0.1222721811773791,0.12329654827025892,0.12732455508778998,0.11575348149541681,0.13270210066851884,0.1269283952359236,0.1035498752172763,-0.18418668238256175,-0.009629314013433254,0.0002807350275119824,,
Lithuania,,,,,,,,,,,,,,,,,,,,,0.39467180855366246,0.39550930841266224,0.4130968054516584,0.42950756942374,0.45706554804914856,0.5264733488637581,0.5449946605725242,0.31050088917041496,0.16839090505570103,0.19481134241425674,0.2282982340578094,0.2434071119261103,0.22531637038659255,0.19735436577159643,0.20399323205845674,0.23164690477574545,0.241553462000049,0.24422026083053364,0.2649132694772047,0.2635273899992059,0.27870860857498553,0.27618808984912674,0.32542822352929696,0.2913120015491136,0.24548052019346295,0.28040770825179223,0.3059279603511126,0.29789906414192285,0.2435451218861072,0.2323715723558491,0.23257027296493032,0.20666458888335126,0.21565029253180393,0.21659856378349834,0.20871023571269953,0.22775873149135384,0.0912676645379078,-0.01609612416619588,0.0006174788102559846,,
Luxembourg,0,0,0,0,0.0002830010622595891,0.0007058143245254069,0.001417791783295578,0.011311344282030294,0.022684668532729248,0.030482523340854932,0.03529071622627035,0.040296664004732925,0.04253375349886735,0.04678712884875408,0.048913816523697445,0.042937038075295586,0.03331810690744609,0.02764693977426377,0.026229147990968194,0.02827836070507574,0.031055830279117912,0.0303500159545925,0.03458490190174494,0.035898179374427464,0.0409372308224736,0.04819703530330636,0.050112817041303895,0.05208755438642416,0.05424687237066699,0.05465019484182437,0.062452892112570935,0.0683241892937154,0.07020231020042525,0.07088493295072035,0.07352669465303868,0.0753355512843721,0.08397633230366165,0.1200432454605226,0.12151630227177122,0.134195717386,0.13235786253024878,0.13844615387870177,0.12922780305490777,0.12267672095888313,0.12517778452816078,0.13464371774280692,0.11615404410151402,0.11794442834110597,0.10013468189506006,0.09487457743302853,0.08652323785506054,0.07957395242696177,0.07799357374449403,0.07692435944908983,0.07697230273161161,0.07071930634012108,-0.08123696666960312,-0.047465483715734,0.00019172776760343073,,
Netherlands,0.14512874987671234,0.276819652542618,0.4891376384733639,0.8201492650136613,1.212093818414764,1.7066065957724508,2.230682636993912,2.8946444647540983,3.227770900035769,3.4347137470821925,3.5825300664010657,3.7094332770552527,3.7330339551621017,3.741096663488585,3.724971246835617,3.3958467933735577,3.241208747246576,3.096079997369863,3.311085552742771,3.508416300336218,3.7088458301826486,3.6980955524140042,3.8163486078691022,3.4414106414298735,3.539528955326485,3.5610295108637753,3.973571420235541,3.8587218850985887,3.9794840730082965,3.843224302290716,3.947770753590792,4.3631404853455535,4.099349670128692,4.04801709378341,3.9550271910846275,3.9552100339237257,4.046135795173896,4.005284739653045,4.032966704907307,4.117899773748331,4.010928635481584,3.8515557675614156,3.7545345106993913,3.897049121993019,4.001522142434019,4.523985641990183,3.9598648160805183,3.7903761130141174,3.784097774563167,3.3352736777222223,3.297378948587748,3.391826453839178,3.4911527053675804,3.429338608197869,3.5817237955684176,3.527445907465619,-0.015154124438616856,-0.011021872391302923,0.009563291329917237,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0018528103734260276,0.0034276991908381506,0.005543244150004099,0.00741124149370411,0.007596522531046715,0.006762757863005001,0.00656119412010929,0.007034047615664539,0.007532975295595699,0.009611728105484786,0.010898839306030857,0.007240977702131251,0.010725369794316243,0.012408716229086233,0.012841068937314393,0.014576699902797018,0.012505261098139214,0.012596742425108998,0.019754342619685828,0.02547299237321056,0.02349472308045308,0.027470503463453668,0.03129737498133102,0.13930838664710166,0.14263346902682783,0.00008485060371150393,,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0.03859544298971297,0.06481333866494073,0.07404023757210243,0.07933651197812916,0.09778262378443313,0.1055467216453375,0.11882445421905799,0.11401116855697205,0.12051230158012415,0.13277732573720494,0.14616758146832987,0.18358491314882505,0.20389196121679268,0.21593193905906466,0.2432750663083365,0.26112597365361606,0.27545668932599804,0.29571085765879207,0.2985239365939023,0.3231812652008656,0.37425202152707093,0.382241165702784,0.36513764577731367,0.4088018573356783,0.3798781793972915,0.4054209361280927,0.43681489704392334,0.46064551862831715,0.4228008086437059,0.4190971151648067,0.40404922405758376,0.4148507159202177,0.3995213244200358,0.39641537229560786,0.3901449099756254,0.3867450797529722,0.3845036647585788,0.4120444956818333,0.4379384882279495,0.42151097771707247,0.44362586801717574,0.42853320112964005,0.44169889048068495,0.42763125879821284,-0.03184891786158395,0.010086657332335047,0.0011593550735990706,,
Poland,0.16575638285918906,0.1970437225201103,0.24079520298294316,0.3299122784629071,0.45864796942287606,0.5849559392530769,0.6433315600784864,0.675093806477392,0.7040171468394336,0.7236530666977529,0.7749488233416768,0.8245877198596178,0.87731054944222,0.9235558255904344,0.96330175255667,0.9844082773698533,0.9310662383965543,0.9306768095843851,0.9519430090663193,0.9875706764475972,1.0043707699592814,1.0644443971582487,1.098946338628939,1.0882946550061574,1.0712388414649767,1.0057035356456494,0.9378123064533233,0.8710395269077589,0.9174967002830815,0.9244894872146412,1.0121182263902,1.0599054294180814,1.0596793365372967,1.0705785056530377,1.0423267756770378,1.1176342888601605,1.1676067501956118,1.137969040658289,1.267087670611102,1.3331864011317953,1.3766647143930162,1.3922999183797338,1.3926742968567782,1.509425757277806,1.460457485703778,1.5705483927630328,1.5918231924671822,1.680761907327686,1.6845013371106734,1.6461094076293987,1.654352183108508,1.7616430980803566,1.8557451992568677,1.9278956885011311,2.021041470227559,2.0800161229653464,0.029180327868852274,0.03301976390489414,0.005639151010861091,,
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009735720304229454,0.07776965943393425,0.21748026931524936,0.2227914753746934,0.24912647051851675,0.3030502750797947,0.2922137860267934,0.36504892205875106,0.4148534683015235,0.39846922217595065,0.42468409864104223,0.4633694954700588,0.46144713048378255,0.5020254538512366,0.5083068369799346,0.4395509449018802,0.4178104485018634,0.3991969665727028,0.46633382318298267,0.48956282786689026,0.6133609859731242,0.5611045384856185,0.5935787152750555,0.5783404731401711,-0.02567181359901549,0.025499934539840563,0.001567944222990339,,
Romania,1.3592784860815976,1.4654762939998824,1.615596517441417,1.7048288487289003,1.9850615421369917,2.063284424143916,2.2060990936850313,2.2333897628986015,2.36619763464909,2.4422823057583307,2.653430631904584,2.916813960544146,3.0982230446831363,3.20277264836779,3.0865074308062446,3.1965985157165093,3.3680385323345825,3.425502950209829,3.4110700266504645,3.389044799140879,3.159830246172644,3.216581927081996,3.1586720486030653,3.15981515406476,3.1559992849809606,3.2449941888058595,2.6777778204127136,2.3783870366689257,2.2927609222397876,2.0883156334759647,2.1649581262858564,2.179059406622238,1.7934551335389501,1.6861203289426316,1.5450576028749654,1.535097501363276,1.483034412802654,1.5335488930097416,1.657392092904537,1.563986053121522,1.5666817866065952,1.597678868767763,1.436019954280093,1.3644823322032282,1.1905346738636344,1.213943941218748,1.249575468125979,1.209392106189145,1.1071098308095042,1.0520020256688185,1.0034032449601038,1.012605574628784,1.0923617209312688,1.1187479605812147,1.0391988614196257,1.0919988120854798,0.05080832228176746,-0.013503244203190046,0.0029605281117974953,,
Slovakia,0.028883523800463298,0.032122797497711505,0.03851136506728439,0.0859854138255205,0.08737960148827055,0.11733659427532189,0.1472935870623733,0.15951420763771584,0.17566867647576853,0.2141737526305582,0.24519502291670547,0.2699666038015704,0.3076560180511445,0.3447291572071507,0.355749266947789,0.2600669197321114,0.27076912745748016,0.282734992884815,0.29034699581584866,0.3286289860835328,0.3386143992123452,0.3626670706919124,0.38305766004959046,0.37598054511946855,0.4262479760129,0.5725135677636466,0.5091987318174329,0.5585554203263919,0.5546482186538233,0.5295627142376336,0.5870554685012932,0.6170055286809392,0.6278318095916535,0.6379545398955542,0.6456753893889953,0.6482049716035472,0.6940830839103727,0.660212452501646,0.6378602062081343,0.6170079408846598,0.6641938178732638,0.6051360919234336,0.572668371763515,0.5797418056046715,0.49796092895197935,0.5633390119589403,0.521776556806748,0.4898582705666155,0.5128850020643013,0.4244749864519062,0.43652792912916705,0.4371178484187958,0.4654709234662466,0.45876372303875,0.4597947606789853,0.4803652129963279,0.04473833561514695,-0.007942430940029221,0.0013023225861292403,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0.08632016161417055,0.08206547043028493,0.06910239998484222,0.06882247200403493,0.0749420676238363,0.08317812417933973,0.08427757359131557,0.08983469617368495,0.09202855910932124,0.09606555716839178,0.09260948927221914,0.09561064626427825,0.09222214634878181,0.10202132178008234,0.10083118437456078,0.10434207789788222,0.1011812485442756,0.10289509685288642,0.09855275347823529,0.09351243216795557,0.09702383389119788,0.08301934690260862,0.0796353930118105,0.07843406544939034,0.07044370790541332,0.07473492251461379,0.0790295954355357,0.08342058842729151,0.0825353168153417,0.08288893095892853,0.08251286263564934,-0.004537015002226696,-0.011986864359939342,0.00022370138750535848,,
Spain,0,0,0,0,0.009087962317279728,0.007231281843856987,0.038501689817292614,0.11304551516353008,0.10944642790702468,0.13680803488378088,0.14110771598012825,0.1615771242595973,0.1557657197176762,0.15957680068943866,0.15420219931900442,0.19714748032398394,0.2257332575582384,0.24615674276588856,0.2661893478738708,0.21771006972010876,0.23159645905325757,0.27283430956822585,0.29208515447687206,0.3758763379187375,0.48381184336399935,0.5591751916432873,0.6299578104434336,0.6568856759755948,0.6461099547246245,0.7084017547538077,0.8687720640610229,0.9696063796546031,1.2721887354589656,1.3060335115055692,1.4950709144359668,1.7074927617039812,1.845015499862744,2.109536789520019,2.4022415032606896,2.8241188234361707,3.3575009360787464,3.513796329513256,3.5757084489537054,3.916663659355619,3.512862847301466,3.5020987816935034,3.255342674232611,3.2058780018388173,2.934319108937403,2.6630061249410675,2.761682407641606,2.809888737580086,3.068226319756351,3.0474376664258855,3.4806203159487947,3.127511357645692,-0.1014500078290923,-0.0009216551583965948,0.008479025061019238,,
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006906594977251001,0.01818722234442351,0.024290069913719643,0.031152477902618513,0.041777533733158186,0.058147117060670286,0.062122525399207165,0.06992725569014152,0.07652498569053863,0.07597037831469913,0.0760462035418647,0.08126348230468063,0.08049389472388986,0.07978113758853368,0.07995228595842163,0.07797733771144373,0.08821723571946698,0.08977490252895363,0.0895214296267145,0.08888794270542553,0.08492208799035823,0.08890345336197604,0.09175039567205753,0.08307870834216326,0.11121699865552058,0.14965676687286575,0.11820011033708838,0.102769527313653,0.09904069654086438,0.08130838211842809,0.09032571511076781,0.09638201186142897,0.09303962273346235,0.09838519835392125,0.09870448160365002,0.10206821272408471,0.03407880843690392,-0.011864345369102636,0.00027671807857875745,,
Switzerland,0,0,0,0,0.000024188124979452056,0.0037249712468356167,0.008997982492356164,0.01138560156136612,0.015456211861869865,0.03255721622234247,0.05243985495545206,0.054588170197821036,0.06250211494690412,0.06857333431674657,0.07691823743465755,0.0875147509843989,0.09467232116957536,0.0999937086650548,0.1099350280316096,0.12227460659865437,0.12836637926595207,0.13146245926332195,0.14094420425526713,0.14154811432647543,0.15436861361886303,0.16522908173463702,0.18547454234243843,0.19442361988265033,0.2045347848262466,0.2017531504536096,0.22233724481112332,0.24001427020252733,0.2323511285526165,0.2391721797968219,0.27534148934942926,0.27306146117513663,0.2849898636467885,0.2797222275401523,0.295659514332169,0.3041788891712432,0.31312871570621775,0.3044747421024581,0.2964657851648175,0.31500700365050854,0.30318470877022075,0.3386606254067504,0.300389636550373,0.328381333168215,0.3467770851220777,0.300389636550373,0.3209495427829072,0.3362611986556011,0.33860687401790723,0.3211914240327018,0.3295228893034019,0.31173744334849396,-0.05397332486524886,0.008365153858863605,0.000845154275186933,,
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032887384128311996,0.0036129802281807543,0.0035107212950025958,0.004539385414893768,0.038723736804603975,0.048358350746419324,0.109571459365081,0.29209555537061327,0.3124764694782996,0.3827906231498173,0.41768344670280877,0.45875584846028444,0.4864553635430036,0.6293070433341504,0.7304148041655402,0.9005584820037207,0.9515107672729366,1.1470749021880537,1.3457149048159953,1.4847495927449474,1.6099069334698757,1.9397071799397085,2.0425006944715105,2.4887875341045116,2.8248873358439934,3.279011158370713,3.4058615931650187,3.262706427084564,3.4657744440120566,4.048112744379857,4.179790863908091,4.253867336348817,4.51316814810979,4.446652255703796,4.294166468203176,4.989340414080278,4.569864145536626,4.195318528548555,4.473814195276456,0.06638248438891536,0.025459928236320817,0.012128999176088713,,
Ukraine,,,,,,,,,,,,,,,,,,,,,8.223139573520788,8.678368053207201,8.866310616730555,9.370265835765222,9.498401976536512,11.703899947315339,11.121392459932231,9.455373696044072,8.507548636762467,7.44838584393681,6.978552327036282,8.072462283959437,7.288783462343043,6.748534436867869,7.169745541475633,7.15928781744819,6.95913998917175,6.849258831447985,6.986610278602694,6.912730711490154,6.986610278602694,6.77600472629881,6.391420674265636,6.05434671296958,4.732032057373918,5.278873952312519,5.430418382339878,5.001821822868714,4.61500862439811,3.900781099193641,3.0949859425526993,3.0317392288173464,2.9210074428234063,2.9576344953979943,2.737872179950465,2.8308408461848713,0.03395654001498638,-0.05324730712069514,0.007674718884674837,,
United Kingdom,0.08315461332185972,0.08112919648858032,0.13649058993155053,0.3073588490920733,0.6005360910673414,1.1443605108028596,1.8451547351175313,2.6112597365361605,2.8329955339708555,3.388522362076432,3.5505557087387847,3.755747835072143,4.002786278347112,4.151991985065361,4.548973684388123,4.523078908490032,4.596908549442401,4.573953825331902,4.767831225539702,4.8646635512926135,5.246167167665853,5.333485137811675,5.47773982560413,5.203442801168104,5.099099400938288,5.309180135812323,5.735192809745423,5.692030033350246,6.504401113761976,6.697715898182754,7.141169661513538,8.296444611144306,8.55468556482775,8.895472251168247,9.470878718679437,9.778273996673837,9.757798257185698,9.630177839694111,9.656787796297838,9.84062437729868,9.61589928922789,9.119913613825286,9.220563004627948,9.439679355642177,8.826121259039311,9.529428782552616,7.925820388971716,7.419816968747865,7.384707557060176,6.778045480769789,6.970578125075234,7.7840502372736005,7.599823291774007,7.6956942597083495,7.479289196055542,6.994953655266686,-0.06475689441775923,-0.01642146221199081,0.018964083759018435,,
Other Europe,0.03347031794031678,0.0409299356839798,0.0473661538597622,0.05904085704572904,0.0734147084720088,0.09647167578679679,0.11465703379009824,0.1402248999755247,0.1529881973262857,0.1672943847860075,0.17739232226180426,0.1896771266215697,0.20109233087917097,0.22595941652679624,0.26489794388121773,0.31387401836519296,0.3127783372780431,0.3896058692440276,0.41940563921871266,0.4662734311289152,0.9356442582167739,0.9866173947437769,1.090015106323682,1.1023270331058805,1.1621079343601588,0.8105254458477749,0.7619822229696646,0.7226273642607395,0.49990839489307576,0.3747065718834216,0.35593032098742444,0.26049505389612293,0.33436342475034286,0.30248643264930136,0.27491069340552193,0.2892685198719668,0.2957155391181179,0.3046421246707025,0.30970711860241196,0.38267968816531067,0.373672505805554,0.4305218652426088,0.41310238043080516,0.35128086391600505,0.28602065013675126,0.34388724375562396,0.4085652694343069,0.380780935264862,0.40436738388145077,0.3982059354678965,0.4372773346776242,0.44575189728706277,0.5138639488328296,0.5159164158425756,0.530637879356852,0.5245757201068293,-0.011424286666775973,0.06375125610636823,0.0014221821021734912,,
Total Europe,3.6683256184898783,4.1532002637858945,4.976571868427015,6.430011756662598,8.31618258902406,10.501402730840239,12.931531363714207,15.699658130707391,17.891455099189013,20.264292919003413,21.75572638479574,23.588942942483392,24.771976248397294,25.768652385021188,27.206144017088548,27.102003245579073,26.909122147963444,26.396862389971897,27.449155482634694,28.67395880829412,38.95701330411032,39.952107342503176,41.716537867130896,41.961857650401825,43.2454760563003,46.701662830220535,47.28236739448518,44.567527188532424,44.91457863750092,43.620605352202844,46.08304244318598,50.9191612315982,49.8849683643014,50.60675217685454,52.62235792753336,53.88801505549464,55.09659928699369,55.271956075687676,57.77128626774549,59.00892743899462,60.71715980034005,60.263855583503336,59.73143398070679,60.392253758398304,55.8722325003122,60.27167274296606,56.1568325541224,54.58553272811346,53.63824289904929,48.37677421515477,49.26637512936862,51.856481190911225,54.065580131087486,53.05177573325054,53.550000048548306,52.20946970235267,-0.025033246404861154,-0.004236174364066092,0.14154557774716278,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,1.2829354375568944,1.425462858051598,1.4078709560514242,1.3864804774008377,1.460693825328085,1.4896992401541087,1.425462858051598,1.1055909526353243,0.8183300043029803,0.7655071350263198,0.7566876023881631,0.5528425107323919,0.5279457131097667,0.49266758255713977,0.5279457131097667,0.508912367374892,0.7319740456908683,0.7340492298410227,0.7527258871924134,0.8802412639526913,0.9117197052654892,0.9638097515574884,0.8485976970516116,0.9682175563481804,0.8289895838617688,0.7880370226056832,0.8630447706640887,0.903268551446813,0.9097627311506515,0.9534422911677028,1.078456819840095,1.0546779427351076,1.0271830743899024,1.0464568980172793,1.1406380188388345,1.1475996475873897,0.006103276090728693,0.03242824390850929,0.0031112680528313755,,
Belarus,,,,,,,,,,,,,,,,,,,,,0.8372171720714735,0.853247834063755,0.9631076815023853,1.1121256291176789,1.1744044861803111,1.2512520381602599,1.3095330042169444,1.516584214936648,1.4109699614562403,1.2334552862874726,1.115172548649508,1.171195730753589,1.343315133726103,1.3602514828365924,1.3856107221464165,1.4660043113951957,1.4615978713640672,1.50380289107256,1.4784436517627362,1.7883469323232901,1.8385550335081935,1.8764931402151517,1.8839197745844571,1.9241137234706343,1.6382115210395056,2.0055209231856863,1.860181448837667,1.872844456222832,1.8644475015429849,1.8500470763634775,1.7317643387255135,1.7162845126690598,1.7617425823381976,1.8687042309985624,1.8542132371072346,1.72376600620034,-0.07035179573542794,0.012462554832644468,0.004673318013753963,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,0.8730340889458527,1.0570791131020054,1.1042701449369163,1.148315107982833,1.1892140022397562,1.2675511150857082,1.330787097744489,1.364800743094351,1.3119106850105244,0.9532588430652013,1.0948319385699343,0.9130046350355314,0.7186250327820243,0.7123958165798159,0.8065891161222981,0.4612085269767116,0.3960271391585727,0.39744287011361995,0.45312828767881497,0.4825747179203267,0.6196951048850801,0.6812721518021261,0.8235198199132784,0.8748466935042293,0.8471841838073169,0.9238218489178498,1.0279267426526684,1.1011111271776441,1.1563623538428902,1.2986512330931712,1.3160934351460998,1.3655473905499698,1.459503822206943,1.6806945151552561,1.6841762024857445,1.6032988921677855,-0.04802188167638799,0.07112700485138346,0.004346718503119538,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,34.45209353561527,34.85163577776856,36.862382486648116,38.79365797462432,39.47827142624738,40.07440541651214,41.11544083076476,39.689907606254856,39.68291760069987,37.28068308490557,36.03500149620045,36.13703878519907,33.419112556601185,34.78931990749535,34.68249270004162,35.333120453632176,36.00826230514087,36.44424077140031,37.30730018419958,38.17254751168399,38.739800859051975,40.804025433994575,41.48913445240225,40.790144330825505,38.4871112990159,41.01534152733461,42.14888553960911,41.35731988567135,41.10698598044628,40.84873547058546,39.54031070822261,40.58739149246149,41.710059867039426,43.9739447844894,42.9883665251515,39.69418182757842,-0.07662967830251766,0.011122006650948535,0.10761526466399512,,
