Million tonnes of carbon dioxide,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,yy,zz
Bahrain,0.9254816999999985,1.457141399999998,1.7525078999999975,1.8706544999999972,1.9100366999999974,1.7721989999999976,1.1814659999999981,0.9254816999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16275140049327824,0.08312509836725082,0.07961727963151709,0.21995831440309466,0.25918558685181114,0.1584009022129044,0.35037726506624123,0.5082604798837093,0.4466457746684387,,0.0016914251101185906,,
Iran,46.411922699999934,54.93816899999992,51.945121799999924,50.66520029999993,31.092246899999957,18.64747169999998,16.146701999999976,28.05981749999996,19.100366999999974,12.799214999999982,10.633193999999985,10.436282999999985,9.451727999999985,7.876439999999989,19.69109999999997,22.349398499999968,22.841675999999964,22.25094299999997,21.66020999999997,22.25094299999997,22.841675999999964,22.841675999999964,21.66020999999997,19.69109999999997,23.43240899999997,22.64476499999997,26.189162999999965,21.26638799999997,29.14282799999996,25.736267699999964,23.629319999999964,31.17101129999996,30.895335899999957,33.10073909999995,31.24977569999995,32.64784379999995,32.785681499999946,34.55788049999995,24.28066761225415,26.379431829277625,25.692012376387243,34.38761046298803,37.36340874516215,36.524284645075575,29.574739631221288,28.58711315919274,-0.036035256839882845,-0.005494011652721786,0.09513421353224909,,
Iraq,17.308476899999974,21.97526759999997,17.525078999999977,18.312722999999977,23.983759799999962,18.923147099999973,6.5177540999999914,6.93126719999999,6.61620959999999,8.053659899999987,10.633193999999985,12.562921799999982,10.022769899999986,9.077597099999988,9.609256799999986,8.17180649999999,0.09845549999999986,0.11814659999999982,0.09845549999999986,0.09845549999999986,0.09845549999999986,0.09845549999999986,1.5752879999999978,5.907329999999991,8.270261999999988,8.762539499999988,8.03396879999999,8.467172999999988,14.059445399999978,15.752879999999978,15.555968999999982,12.99612599999998,13.035508199999983,11.814659999999982,13.74438779999998,14.90616269999998,18.923147099999973,23.58993779999997,26.837065350204718,27.8602849819673,31.960558130718088,35.27524016378999,35.39127264559266,35.456383659833634,35.78567864464129,34.65847859400147,-0.034144814172127114,0.10041977370933175,0.11533893208815803,,
Kuwait,9.116979299999986,8.486864099999986,6.69497399999999,8.447481899999989,7.029722699999989,2.796136199999996,1.4768324999999978,0.9451727999999986,1.1814659999999981,1.2799214999999982,1.4965235999999977,1.3783769999999977,1.3783769999999977,1.7721989999999976,2.166020999999997,3.4262513999999946,30.52120499999996,0.9845549999999986,0.9845549999999986,0.9845549999999986,0.9845549999999986,0.9845549999999986,1.0042460999999987,0.9845549999999986,0.9845549999999986,0.9845549999999986,0.9845549999999986,1.7721989999999976,2.166020999999997,1.9691099999999973,1.9691099999999973,1.7721989999999976,1.8706544999999972,0.9845549999999986,0.39382199999999945,0.4332041999999994,0.4332041999999994,0.45289529999999933,3.0150207659487136,3.143373729544292,1.9887878413142188,2.581412805836386,1.804654867438491,1.9644410343877765,1.6618194264209631,1.7918763160334803,0.07531567551416907,0.154857464568388,0.005963132517915383,,
Oman,6.69497399999999,7.46292689999999,7.4432357999999885,6.379916399999991,4.903083899999994,1.6343612999999975,1.6737434999999976,0.19691099999999973,2.6976806999999963,1.7328167999999975,1.0436282999999986,1.1223926999999982,0.5907329999999991,1.457141399999998,1.338994799999998,1.398068099999998,1.2602303999999982,1.1420837999999982,1.2011570999999983,0.9057905999999987,0.45289529999999933,0.4332041999999994,1.9100366999999974,1.5949790999999978,2.6582984999999963,2.5204607999999964,2.2447853999999965,3.130884899999996,3.268722599999995,3.879146699999995,2.8355183999999958,2.815827299999996,2.7567539999999955,2.7567539999999955,2.8355183999999958,2.5401518999999966,1.8115811999999973,2.5598429999999963,4.625390847570374,5.080073708038663,4.753809971802823,5.575663036723637,5.219386458402903,5.192992572407896,5.223992213655244,5.058611260452093,-0.034303706459668404,0.06300915568754295,0.016834403710111415,,
Qatar,6.360225299999991,6.399607499999991,5.277214799999993,6.242078699999991,4.568335199999993,2.3432408999999965,3.288413699999995,0.9845549999999986,0.17721989999999974,0.09845549999999986,,,,,,,0.9845549999999986,,,,,,,,,,,0.5907329999999991,7.876439999999989,7.679528999999988,7.28570699999999,6.104240999999991,6.301151999999991,7.0887959999999905,7.817366699999989,2.0084921999999974,1.1027015999999985,1.3783769999999977,3.5096887075030114,3.1898607658858587,2.799405330482091,2.7619661196095393,2.5973662131173763,2.629164879806661,3.31603208881937,2.622899774134732,-0.21118574511728405,-0.08218357805336063,0.008728671055264673,,
Saudi Arabia,57.438938699999916,73.66440509999988,73.6447139999999,64.82310119999991,74.80648889999989,75.55475069999987,50.369833799999924,24.200361899999965,12.858288299999982,8.309644199999989,6.104240999999991,4.7258639999999925,3.9382199999999945,6.49806299999999,8.073350999999988,14.866780499999978,25.79534099999996,24.613874999999965,24.023141999999964,5.907329999999991,1.9691099999999973,1.8312722999999975,1.949418899999997,2.815827299999996,0.6104240999999991,1.1223926999999982,0.45289529999999933,0.11814659999999982,0.23629319999999965,0.4332041999999994,0.39382199999999945,0.1378376999999998,0.39382199999999945,,,,,,5.399698189491004,5.05314032302579,5.5161479818852825,6.283279669692228,5.788699645380099,5.838910177497345,5.234306076010796,5.7496449270534935,0.09545285113599622,,0.019134074335485158,,
Syria,2.815827299999996,3.1702670999999962,3.4853246999999956,2.4613874999999963,2.166020999999997,2.166020999999997,2.3629319999999963,2.7567539999999955,0.8860994999999988,0.669497399999999,0.6891884999999989,0.6891884999999989,0.9254816999999985,1.1617748999999982,0.9845549999999986,0.9845549999999986,1.0239371999999984,0.9845549999999986,0.7876439999999989,0.7876439999999989,0.8860994999999988,0.8860994999999988,0.8664083999999987,0.8270261999999987,0.8073350999999988,0.8073350999999988,0.5907329999999991,0.5907329999999991,0.5513507999999993,0.5513507999999993,0.5513507999999993,0.4922774999999993,0.29536649999999953,0.29536649999999953,0.29536649999999953,0.29536649999999953,0.4725863999999993,0.19691099999999973,0.9011763900023876,0.8375251794461538,1.087616189480398,1.1542529996738287,2.4131146630416977,1.4479048660527638,1.921105936605763,2.0128457635952475,0.044890938473073794,0.2059214155816651,0.006698490246811639,,
United Arab Emirates,25.637812199999964,30.068309699999958,28.05981749999996,21.44360789999997,20.262141899999968,18.864073799999975,11.184544799999983,7.777984499999991,9.904623299999987,13.86253439999998,11.913115499999982,7.226633699999988,4.883392799999993,2.8945916999999954,2.2250942999999963,2.067565499999997,1.0239371999999984,1.6540523999999974,0.8664083999999987,0.7679528999999989,0.7088795999999989,0.7679528999999989,2.9930471999999955,2.9536649999999955,2.5598429999999963,2.5401518999999966,2.5401518999999966,2.067565499999997,1.9100366999999974,2.3038586999999966,1.7918900999999976,1.8706544999999972,1.9100366999999974,1.929727799999997,1.9100366999999974,1.9100366999999974,1.929727799999997,2.0084921999999974,2.6878419491425145,2.1946132099676583,2.32443727092275,2.018612858549722,2.23011694741886,2.556790515686839,2.0243257097806286,2.150320182368514,0.059337921883033884,0.005828339638209279,0.007155987323832587,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,0.9845549999999986,0.9845549999999986,0.9845549999999986,1.0830104999999985,1.1814659999999981,1.1814659999999981,0.9845549999999986,1.4177591999999979,1.1814659999999981,0.8860994999999988,1.4768324999999978,0.9845549999999986,0.4922774999999993,0.5907329999999991,2.2735431970526037,2.3509673777621605,1.2978413849295891,0.6894127610348652,0.8016447316782899,0.9309213260434906,1.430202671845695,1.7172500801778643,0.1974233958450171,-0.0032032016451245537,0.005714786061333314,,
Other Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039382199999999944,0.039382199999999944,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.05907329999999991,0.014619979704696775,0.007236716061666653,0.01149559698924092,0.011007197770123253,0.011797429775098182,0.001874348764481019,0.012113926899894946,0.012324720317324098,0.014621131501381779,-0.14652781545421678,0.000041015074445057025,,
Total Middle East,172.71063809999973,207.62295839999967,195.82798949999972,180.64615139999972,170.72183699999977,142.7014016999998,94.20222239999985,72.77830559999991,53.421954299999925,46.80574469999993,42.51308489999994,38.14166069999994,31.190702399999953,30.737807099999955,44.08837289999993,53.264425499999916,83.54933729999986,51.74821079999993,49.62157199999993,31.70267099999996,27.94167089999996,27.84321539999996,31.958655299999958,34.77448259999995,40.30768169999994,40.36675499999995,42.02080739999995,39.086833499999955,60.43198589999992,59.52619529999992,55.056315599999934,58.83700679999993,58.69916909999992,58.91577119999991,59.782179599999914,55.784886299999926,58.009980599999906,65.39414309999991,73.70746438936743,76.17963291934443,77.51172935454322,90.95841639007143,93.88064793385945,92.70206892776936,86.53469359096718,84.86962525721069,-0.021921295113579098,0.0376761894855997,0.282435131055725,,
Algeria,15.14245589999998,20.95133039999997,23.11735139999997,24.101906399999965,19.73048219999997,19.120058099999977,13.252110299999982,9.491110199999987,8.605010699999987,11.243618099999985,14.945544899999978,18.78530939999997,14.748633899999982,11.322382499999986,12.050953199999983,8.900377199999985,8.860994999999988,9.018523799999988,13.23241919999998,13.527785699999981,13.98068099999998,14.748633899999982,13.645932299999979,13.645932299999979,13.252110299999982,13.38994799999998,8.467172999999988,8.230879799999988,7.876439999999989,6.69497399999999,5.907329999999991,6.49806299999999,9.215434799999986,9.747094499999987,10.830104999999985,9.845549999999985,7.0887959999999905,6.8918849999999905,17.828289545207053,18.53514932039567,19.452371792224596,19.521933942263246,18.640222668867693,18.991098377893298,19.641508145211457,18.79943820846065,-0.04548706318346751,0.061339228000574675,0.06256209778338183,,
Egypt,3.268722599999995,2.5992251999999967,2.4416963999999965,1.949418899999997,2.146329899999997,2.5401518999999966,2.5204607999999964,1.7918900999999976,1.3783769999999977,1.1223926999999982,2.047874399999997,1.7525078999999975,0.9845549999999986,0.39382199999999945,0.39382199999999945,3.406560299999995,4.647099599999993,2.9536649999999955,2.5598429999999963,2.3629319999999963,2.2644764999999962,2.166020999999997,2.0872565999999972,1.8115811999999973,1.8115811999999973,1.6934345999999976,1.6737434999999976,1.6737434999999976,1.6737434999999976,1.5752879999999978,1.5752879999999978,1.5752879999999978,1.6737434999999976,1.6737434999999976,1.6737434999999976,1.1814659999999981,1.1814659999999981,0.7876439999999989,5.208677729426182,6.037068477057128,6.063954467373991,6.10303365943187,5.0629985855629505,4.88850446539761,5.120585143050627,5.142169587839463,0.0014714726726967609,0.11831221561913696,0.01711247501153317,,
Libya,5.927021099999991,8.211188699999987,8.388408599999988,10.475665199999986,9.23512589999999,8.979141599999986,4.568335199999993,4.962157199999993,6.49806299999999,6.852502799999989,5.710418999999991,6.69497399999999,4.332041999999994,5.080303799999993,4.430497499999994,7.384162499999989,7.246324799999989,4.016984399999995,3.406560299999995,3.4853246999999956,3.505015799999995,3.564089099999995,3.642853499999995,3.6034712999999954,2.9930471999999955,2.717371799999996,2.677989599999996,1.5359057999999979,1.4768324999999978,1.7721989999999976,5.080303799999993,5.867947799999992,5.730110099999992,7.75829339999999,6.41929859999999,6.852502799999989,2.5598429999999963,7.718911199999988,8.331824510316453,5.8696823072333535,5.431158821723173,4.932051530747338,7.979116536360155,9.403611855728556,10.245236760635754,5.0395741940507515,-0.5094496122371859,0.04786043381508609,0.016771050816450292,,
Nigeria,36.52699049999995,42.27679169999994,41.25285449999994,39.48065549999995,56.45438369999994,46.23470279999994,28.25672849999996,25.243990199999967,24.653257199999963,25.401518999999965,27.705377699999964,27.410011199999957,24.200361899999965,29.024681399999963,36.88143029999994,44.12775509999994,48.55825259999994,51.76790189999992,50.74396469999993,52.988750099999926,51.61037309999993,52.35863489999992,44.50188599999994,41.154398999999934,37.117723499999954,33.86869199999995,33.08104799999995,37.21617899999995,36.42853499999995,44.50188599999994,44.304974999999935,43.911152999999935,43.911152999999935,35.16830459999995,28.374875099999958,32.411550599999956,28.099199699999957,25.952869799999966,18.66979214190293,16.736910252206098,15.099130698388704,14.625860342960388,15.243895324758743,14.748577677537645,15.693517778772678,14.169956691510025,-0.09954917934595542,-0.05750591234684799,0.04715578233191922,,
Other Africa,7.777984499999988,6.83281169999999,8.880686099999988,7.777984499999988,8.605010699999989,8.388408599999988,8.920068299999986,8.506555199999987,8.073350999999988,8.664083999999987,8.506555199999987,8.723157299999986,8.09304209999999,8.979141599999988,9.254816999999987,9.392654699999987,14.433576299999979,15.969482099999977,15.142455899999979,16.77681719999998,19.888010999999977,19.415424599999973,20.754419399999968,20.95133039999997,21.049785899999968,20.636272799999976,20.18337749999997,24.318508499999968,23.944377599999967,26.01194309999996,26.878351499999965,26.248236299999967,25.224299099999964,26.05132529999996,26.681440499999965,25.79534099999996,26.20885409999996,24.357890699999963,18.728967685740542,19.503610507653615,20.99701682443001,21.01979599023889,18.895695360613875,17.259165605825288,16.540791346038798,15.803398864845729,-0.04719067850421055,-0.04668878757097639,0.052591666523699857,,
Total Africa,68.6431745999999,80.87134769999989,84.08099699999988,83.78563049999988,96.17133239999988,85.26246299999988,57.51770309999992,49.995702899999934,49.208058899999926,53.284116599999926,58.91577119999992,63.3659597999999,52.35863489999993,54.800331299999925,63.011519999999905,73.2115097999999,83.74624829999989,83.72655719999987,85.08524309999987,89.14160969999989,91.24855739999988,92.25280349999986,84.63234779999988,81.16671419999987,76.2242480999999,72.3057191999999,66.0833315999999,72.9752165999999,71.3999285999999,80.5562900999999,83.74624829999988,84.10068809999987,85.75474049999987,80.39876129999988,73.9794626999999,76.08641039999989,65.1381587999999,65.70920069999991,68.76755161259317,66.68242086454588,67.04363260414047,66.20267546564173,65.82192847616342,65.2909579823824,67.24163917370932,58.95453754670662,-0.1256391084788564,-0.009504032215310043,0.19619307246698436,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.39382199999999945,0.4332041999999994,0.29536649999999953,0.29536649999999953,1.6979358163876093,2.3110960560998777,2.29965623150831,1.513888611254237,1.4439972081401693,1.8085402801649557,2.823435278974805,1.998059948531296,-0.29426369954987264,0.21772097393152223,0.006649284967505919,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02328547874951801,0.03423720550476909,0.05839973136663912,0.03033718045110191,0.02113085588639708,0.03605079597510229,0.0399870891781256,0.0499429121236286,0.2455634331798504,,0.00016620354912835154,,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.839764499999994,3.6034712999999954,3.7610000999999946,3.839764499999994,4.912208097277801,5.049059716117639,4.970535703426149,4.671589350551045,3.632821503009816,4.042114053879179,4.4135138567062056,5.823609032613013,0.31588972439709906,0.014023431459034175,0.019380217308118907,,
India,,,,,,,1.1420837999999982,0.728570699999999,4.076057699999994,6.69497399999999,7.600764599999989,5.198450399999993,6.379916399999991,7.147869299999989,9.195743699999989,11.066398199999984,11.223926999999984,5.749801199999991,4.922774999999993,3.9382199999999945,5.218141499999993,4.804628399999993,4.824319499999994,4.804628399999993,4.784937299999994,1.4768324999999978,1.4374502999999978,3.1702670999999962,2.6189162999999964,2.047874399999997,1.8903455999999972,1.7721989999999976,1.8115811999999973,1.8115811999999973,1.9888010999999972,1.949418899999997,1.8706544999999972,2.067565499999997,4.4496586909879445,4.783950990672734,5.359065494988356,4.918260454324828,4.076688530935445,3.673616205805496,3.5773565052977254,4.124494361768612,0.14979461661124893,0.06046682555675087,0.013725783542395745,,
Indonesia,7.797675599999988,10.377209699999984,14.492649599999979,12.464466299999982,12.464466299999982,13.094581499999983,12.405392999999982,10.357518599999985,8.408099699999987,7.915822199999988,7.18725149999999,7.46292689999999,8.211188699999987,7.34478029999999,8.230879799999988,9.294199199999985,11.322382499999986,12.090335399999983,12.89767049999998,9.845549999999985,9.845549999999985,9.845549999999985,9.648638999999989,9.845549999999985,9.471419099999984,9.648638999999989,10.396900799999987,9.845549999999985,8.28995309999999,7.522000199999989,5.966403299999991,6.301151999999991,5.454434699999993,6.320843099999991,9.609256799999986,10.298445299999987,9.924314399999986,12.83859719999998,6.708638257795564,6.495850739879612,6.144408330166508,5.88035021522381,4.956669697781727,4.375028612033238,4.346654377920269,4.077699018244113,-0.06443958720232579,-0.07626684683171503,0.01357005469428213,,
Malaysia,3.839764499999994,4.588026299999994,3.505015799999995,2.7567539999999955,4.489570799999993,4.292659799999994,3.4853246999999956,3.1505759999999956,3.642853499999995,4.922774999999993,3.347486999999995,1.5752879999999978,0.6891884999999989,0.9845549999999986,0.9845549999999986,1.7721989999999976,1.7721989999999976,0.9845549999999986,1.7721989999999976,1.7721989999999976,1.8706544999999972,1.5752879999999978,1.7721989999999976,2.166020999999997,2.166020999999997,2.3629319999999963,2.3629319999999963,2.8552094999999955,3.1505759999999956,2.933973899999996,2.9536649999999955,2.9536649999999955,2.5598429999999963,3.1505759999999956,3.5443979999999953,2.3629319999999963,2.5598429999999963,2.5598429999999963,6.252983907451835,7.220030164000145,7.929243925777175,6.915690426274949,6.231167641987157,5.073375674752473,5.506436922092532,5.41353443067897,-0.01955775951249572,0.04503977077077015,0.018015542094945096,,
Myanmar,0.31505759999999955,0.2559842999999996,0.31505759999999955,0.2559842999999996,0.2166020999999997,0.19691099999999973,,,0.15752879999999977,0.09845549999999986,,,,,,,,,,,,,,,0.39382199999999945,0.19691099999999973,0.19691099999999973,0.19691099999999973,0.39382199999999945,0.39382199999999945,0.29536649999999953,0.29536649999999953,0.19691099999999973,0.19691099999999973,0.19691099999999973,0.09845549999999986,0.29536649999999953,,0.17515397317168158,0.14300246798186758,0.12126431220626907,0.09366356971498513,0.07771655019162681,0.058380284251163074,0.05350969449234073,0.05595819939852834,0.042900892497694354,-0.12215821482802292,0.0001862216468243797,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19691099999999973,1.2038678589102783,0.9177533475835253,0.9457527632433957,0.9008930817052145,0.7237521820416711,0.6181108732644011,0.5925002594060429,0.5620290764510468,-0.05401986077882892,,0.0018703600420468796,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908108849605882,0.8918617392515741,0.9463341395297972,0.9324981824451194,0.8270331272907782,0.6808422137697608,0.6912129777882373,0.7103455772189687,0.02487187751495612,,0.0023639381650226907,,
Vietnam,,,,,,,,,,,,,,,,0.7876439999999989,1.4177591999999979,1.4177591999999979,1.5359057999999979,1.5359057999999979,0.5513507999999993,0.6301151999999991,0.5316596999999993,0.7876439999999989,0.5907329999999991,0.5907329999999991,0.5907329999999991,0.4922774999999993,0.6891884999999989,2.9536649999999955,1.3783769999999977,1.5752879999999978,1.1814659999999981,1.1814659999999981,1.1814659999999981,1.2405392999999982,1.0830104999999985,1.2799214999999982,2.1285960953720937,2.1083399692054976,2.0194404852426353,1.8113383008205146,1.9242416686625472,1.5635274810596829,1.5665286800767624,1.3586793501903625,-0.1350511939160638,0.028612297581357637,0.004521509069596358,,
Other Asia Pacific,3.0127382999999957,2.3826230999999964,1.7721989999999976,2.166020999999997,2.4613874999999963,2.3629319999999963,1.2011570999999983,1.1027015999999985,1.9100366999999974,0.7876439999999989,0.669497399999999,0.5907329999999991,0.5907329999999991,0.5907329999999991,0.5907329999999991,,,,,,,,,,,0.3938219999999994,0.6891884999999991,0.8860994999999987,0.6891884999999991,0.6891884999999991,0.6891884999999991,0.7876439999999989,0.9845549999999986,1.2208481999999983,0.9845549999999985,1.201157099999998,1.3389947999999978,1.1420837999999982,1.4864194142869047,1.9609218902273267,1.6496512526295972,1.8319185464864849,1.3915762786199743,1.1992422934742195,1.1511276883599653,0.9177518067405325,-0.20491506077240862,0.015753556975927063,0.003054159259308949,,
Total Asia Pacific,14.965235999999976,17.603843399999974,20.08492199999997,17.643225599999973,19.632026699999972,19.947084299999975,18.233958599999976,15.339366899999977,18.194576399999974,20.41967069999997,18.80500049999997,14.82739829999998,15.871026599999976,16.067937599999976,19.001911499999977,22.920440399999965,25.736267699999967,20.242450799999972,21.12855029999997,17.091874799999974,17.485696799999975,16.855581599999976,16.77681719999998,17.603843399999974,17.406932399999974,14.669869499999981,16.067937599999976,17.84013659999998,16.22546639999998,16.934345999999977,13.567167899999978,14.079136499999981,12.582612899999983,14.276047499999981,21.738974399999968,21.187623599999974,21.12855029999997,24.22005299999996,29.94685643999711,31.91610428652457,32.44375237008483,29.50042791925229,25.30679524454731,23.128828768429678,24.76226333029301,25.092103713959077,0.01055164949020515,0.013106562756563411,0.08350327433917543,,
Total World,341.12861639999954,392.83744499999943,382.87374839999944,369.14905169999946,374.26873769999946,323.19002429999955,247.24145159999966,216.4051889999997,194.6071412999997,196.73378009999973,203.68473839999967,200.9673665999997,185.13572219999972,188.34537149999974,212.1125291999997,220.65846659999968,262.46267189999963,221.7020948999997,215.40094289999968,204.3542357999997,205.9885970999997,210.34033019999967,215.91291149999967,213.82565489999968,199.3526963999997,184.38746039999972,180.01603619999975,194.29208369999975,204.6496022999997,231.76424699999973,238.65613199999964,241.11751949999967,252.43990199999962,277.1916146999996,268.9804259999996,246.37504319999965,240.62524199999964,254.17271879999964,297.94837534968747,305.57176147822037,308.96913083885767,315.1511790429267,298.0938721805456,305.0365925210889,316.8258483859787,300.4924526916085,-0.0541446141849401,0.016506108850107504,1,,
