Exajoules,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,ddd,eee
Russian Federation,,,,,,,,,,,,,,,,15.295724070796457,16.65241592920353,18.019701769911503,19.526033628318583,20.38679469026548,21.5852389380531,21.287283185840703,21.320389380530976,20.46956017699115,20.10539203539823,19.48299557522124,19.883580530973454,18.84735663716814,19.48630619469027,19.598867256637167,19.334017699115048,19.251252212389378,19.711428318584073,20.542393805309732,20.972774336283187,21.22107079646018,21.772123407079647,21.658072566371683,22.012308849557524,19.302831663716812,21.541922792920353,22.205798004424782,21.66677949557522,22.12186386902655,21.281585609734513,21.039824312389378,21.213913237168136,22.880191053982294,24.088067256637164,24.445614159292035,22.985630973451322,-0.062292787832501695,0.023901060799849105,0.1656838641663615,,
Turkmenistan,,,,,,,,,,,,,,,,2.8343495575221236,2.8857964601769908,3.0016371681415928,3.0084513274336278,3.0629646017699113,2.8527345,2.7411615,1.810809,2.119887,1.1638935000000001,1.049895,1.14345,0.5623695,0.43243200000000004,0.7411635,1.5277185000000002,1.6677045000000001,1.7390835,1.923075,1.8953550000000003,2.047815,2.0374200000000005,2.2176,2.2176,1.1995829999999998,1.4446017699115044,2.027212389380531,2.1226106194690266,2.1226106194690266,2.286150442477876,2.3713274336283185,2.275929203539823,2.1123893805309732,2.2146017699115044,2.2738746263776353,2.1226106194690266,-0.0690730648266531,0.06604029624928387,0.015300094653063034,,
USSR,6.750049911522747,7.242974569741248,7.549880271848928,8.057979712004977,8.886625107695712,9.864222070809376,10.94470064880631,11.798921519672687,12.69205121002954,13.865215303242866,14.840595728584704,15.867024798967055,17.074187227257262,18.267709402120463,20.030712157561247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,1.1785088495575222,1.3151327433628317,1.356017699115044,1.3594247787610616,1.400309734513274,1.325016,1.3613985,1.384614,1.462923,1.5343019999999998,1.5602895,1.5925140000000002,1.6330545000000003,1.78101,1.806651,1.8333315000000001,1.8527354999999999,1.8984735000000001,1.9112940000000003,1.936935,1.9663875,2.0374200000000005,2.1205800000000004,2.19681,2.1032550000000003,2.0571705000000002,2.0391524999999997,2.0349945,2.012472,2.0266785,1.9300050000000004,1.9124653539823007,1.922243672566371,2.0577568584070796,2.0625608407079645,1.694637123893805,-0.18062685256959243,-0.0019518733530700105,0.012215197719427065,,
Other CIS,,,,,,,,,,,,,,,,0.025906194690265484,0.02880530973451327,0.02880530973451327,0.025398230088495573,0.025398230088495573,0.021698854867256635,0.020445279646017698,0.019862642477876103,0.01699401681415929,0.01663488849557522,0.015342143362831856,0.01451978849557522,0.013992453982300885,0.013809686725663716,0.014398570796460177,0.014851219469026546,0.015185188495575222,0.013987970796460174,0.014288270796460174,0.014054946902654866,0.012870088495575218,0.011924159292035398,0.010815929203539822,0.010950044247787609,0.011084159292035397,0.011852300884955749,0.012280353982300884,0.011890121446055356,0.01222587787610619,0.011926970796460174,0.012080929867256639,0.011497608451327431,0.010813893584070795,0.011174211238938052,0.011396822300884955,0.011367050619469026,-0.005337382224951059,0.0027856299529420703,0.00008193540011947195,,
Total CIS,6.750049911522747,7.242974569741248,7.549880271848928,8.057979712004977,8.886625107695712,9.864222070809376,10.94470064880631,11.798921519672687,12.69205121002954,13.865215303242866,14.840595728584704,15.867024798967055,17.074187227257262,18.267709402120463,20.030712157561247,19.967551911310576,21.508109725586543,23.005942968117843,24.519034515103495,25.436294948020226,26.31369696883642,25.913362740118004,25.01998722594188,24.478645479933363,23.159381964964275,22.491142930670488,23.006831636562648,21.460294390022284,22.099708599918095,22.611351335461706,23.18969058958454,23.26473183654479,23.89145132166056,24.98249425561118,25.546744724334427,26.141470524147696,26.820581145241636,27.212198672107817,27.929388585779595,24.143119230730036,26.640391105424225,27.914418646298618,27.50984515419644,28.017840530439546,27.409755470461608,27.177612060709833,27.2272393360043,28.8054240655638,30.28590954779258,30.894414358178967,28.885520085487464,-0.06757909162840947,0.024964110769205572,0.2082111468571971,,
Bahrain,0.023404212000000004,0.034122420000000014,0.042579756,0.06037365600000001,0.07444130400000001,0.07833502800000003,0.082103148,0.08905323600000001,0.09784551600000001,0.10847998800000001,0.08804840400000001,0.08164260000000001,0.128911572,0.13510803600000001,0.13921110000000003,0.16994221200000004,0.19456059600000003,0.18903401999999997,0.200798928,0.20887945200000002,0.21876029999999996,0.20854450800000002,0.24367176000000002,0.261005112,0.26720157600000005,0.27163958400000005,0.27972010799999997,0.3003191640000001,0.3157684560000001,0.326737872,0.33029665199999997,0.34394561999999995,0.356380416,0.36278622000000005,0.333716,0.36627426697105353,0.38747545779678483,0.4031505478942794,0.4326328178960553,0.4368061584205425,0.44743161843464047,0.4544668527711435,0.4698667617025176,0.50248187461593,0.5290748924810625,0.5250364378230009,0.5198893565584461,0.5207876296234135,0.5273084208762425,0.5855746750182,0.5917254500138515,0.007742887434957657,0.02974419725975741,0.004265245500422013,,
Iran,0.12583633822925444,0.304358390039762,0.41041563916420615,0.45353256514105805,0.47059233264249284,0.49024269548526217,0.4994554953431914,0.5071824422707768,0.3177149750711205,0.3060203365926652,0.16327454658772672,0.17740946020992998,0.24296768931734666,0.2776791958666241,0.3232393757887699,0.3487117707579246,0.3349970895095683,0.41010361012150165,0.4452288358159503,0.562206069,0.889849341,1.0511888309999997,1.1125590408000001,0.5944739670000001,0.9443324457000003,1.1472478812000002,1.34925784344,1.4176776879000001,1.6009841700000003,1.9072809863999998,2.0281179740400006,2.2537885680000005,2.6800971435000007,2.8111544523,3.2774446195199993,3.4780509792000003,3.789981927,4.248519298200001,4.4484272568,4.8864818232000005,5.180765733000001,5.4355053168000005,5.649687315000001,5.671009969199999,6.3162217206000015,6.607724266800002,7.176309111,7.696938111474275,8.352525125375685,8.691174342083995,9.028304379812674,0.035951705388095556,0.05927376783363281,0.06507736760609999,,
Iraq,0.026676000000000002,0.031634999999999996,0.031977,0.031122,0.028591199999999997,0.044288999999999995,0.061731,0.0402876,0.0417582,0.05988420000000001,0.0438102,0.021204,0.023256000000000002,0.016074,0.020177999999999998,0.029069999999999995,0.053009999999999995,0.12825,0.19152000000000002,0.22059,0.13611600000000001,0.059508000000000005,0.077634,0.08721000000000001,0.108414,0.108414,0.110808,0.10431,0.10089000000000002,0.108756,0.10773,0.094392,0.08071199999999999,0.053352000000000004,0.0342,0.04959,0.04959,0.163546452,0.2324745,0.24669828,0.25686936000000005,0.22686912,0.22828842000000002,0.25461558,0.27111003480000007,0.26283948300000004,0.3562408116,0.36424074219049696,0.3806544800320297,0.3948067382973618,0.37772934717362106,-0.04586912218998207,0.048146150076489036,0.0027227296009862643,,
Kuwait,0.06966539999999999,0.0719568,0.0850554,0.0952812,0.1002402,0.1098504,0.13214879999999998,0.1440846,0.1614582,0.21378420000000004,0.1392282,0.16019280000000002,0.125685,0.137997,0.14965920000000002,0.14364,0.195966,0.16347600000000004,0.23392800000000002,0.279072,0.14329800000000004,0.0171,0.089604,0.185364,0.20417399999999997,0.3173076,0.3181284,0.317034,0.32459220000000005,0.29712960000000005,0.32832,0.3249,0.297882,0.342,0.37278,0.42066000000000003,0.42442199999999997,0.385092,0.43434000000000006,0.39292380000000005,0.40126860000000003,0.46282860000000003,0.530613,0.5578429896346645,0.5139841415632953,0.5782877999999999,0.5913522,0.5848790488316126,0.6066320859318922,0.6452846537689456,0.5389369138970054,-0.167089430178474,0.05085864204322155,0.003884737840761655,,
Oman,0,0,0,0,0,0,0,0,0.010891530000000002,0.018322200000000007,0.023259015,0.027415440000000003,0.029994120000000006,0.037255140000000006,0.046823400000000015,0.05961501000000001,0.06969222,0.07807293000000001,0.07856491500000001,0.08153379000000001,0.08811621000000001,0.08933769000000001,0.09765054000000001,0.09371466,0.09812556,0.13745043,0.1486134,0.16903926000000002,0.17551989000000004,0.18498636000000002,0.3715598829654383,0.5552870753315341,0.5991875249326201,0.6600776368443075,0.6716713300011671,0.7505783579710846,0.8744924979846901,0.8858346324401926,0.8689073631931961,0.8609029349721232,0.9251193953804606,0.9766036177139179,1.01959174838591,1.1082924762378095,1.0565668711647251,1.106896243784994,1.1331901073538455,1.1636429022703838,1.3079753274057213,1.3208470069220053,1.329494578029565,0.0037968608280918303,0.04373400434379704,0.00958319566387304,,
Qatar,0.037446300000000016,0.037446300000000016,0.04109778000000001,0.05887080000000001,0.04836348000000001,0.07463178000000002,0.04076244000000001,0.05779026000000001,0.05510754000000001,0.16252812000000003,0.17664966000000001,0.16107498000000003,0.18834930000000003,0.19505610000000004,0.22095180000000003,0.20343960000000005,0.21610800000000002,0.20902860000000004,0.21834360000000003,0.23101200000000005,0.23473800000000006,0.2842938000000001,0.2961278112517668,0.3085853667220207,0.3218520145727439,0.33511866242346705,0.3493407737983979,0.4828015501482028,0.5842571730163068,0.7691341691063301,0.9277740000000001,1.0060200000000001,1.0991700000000002,1.1699640000000002,1.4594742000000003,1.7065080000000004,1.8890820000000006,2.3548320000000005,2.86831206,3.327318000000001,4.432005350698585,5.412812364000001,5.851667872440001,6.044011689269057,6.099308201529352,6.327490281796324,6.283769206099998,6.136830750198405,6.086380676290261,6.195747237734122,6.167473960101748,-0.007283108501661362,0.06414286691531768,0.04445607427680883,,
Saudi Arabia,0.0553014,0.046135800000000005,0.0522918,0.06156000000000001,0.07790760000000001,0.092682,0.10005209999999999,0.1408014,0.19415340000000003,0.23837400000000003,0.33256080000000005,0.38775960000000004,0.41098139999999994,0.4013028,0.6224400000000001,0.6429600000000001,0.86184,0.9165599999999999,0.99522,1.01916,1.1463840000000003,1.202814,1.3081500000000001,1.369368,1.4627340000000002,1.468206,1.5188220000000001,1.5506280000000001,1.6012440000000001,1.5800400000000001,1.703502,1.8361979999999998,1.9391399999999999,2.054052,2.2462560000000003,2.4364079999999997,2.5123661999999998,2.545164,2.751048,2.6829899999999998,2.9979720000000003,3.155292,3.3970860000000003,3.421026,3.5013959999999997,3.57219,3.7914120000000002,3.933007524,4.0356,4.0014,4.035602087294056,0.005791935843172391,0.04078084669365456,0.029089223125220873,,
Syria,0,0,0,0,0,0,0.0011304000000000002,0.0012582000000000001,0.0012132,0.0012510000000000002,0.0016839,0.0016992,0.0017729999999999998,0.0026910000000000007,0.0045449999999999996,0.0054,0.013653900000000002,0.0134433,0.031800600000000005,0.05205330000000001,0.05731830000000001,0.0669006,0.0691992,0.06849000000000001,0.0742428,0.09361980000000002,0.09975420000000002,0.1547208,0.1950975,0.19340100000000002,0.19340100000000002,0.19815120000000003,0.2191878,0.2324205,0.21375899999999998,0.20697300000000002,0.21206249999999996,0.20358,0.200187,0.22088429999999998,0.3033342,0.2670291,0.2188485,0.17982900000000002,0.16625700000000002,0.14589900000000003,0.1272375,0.125541,0.1248624,0.11977289999999999,0.10796199828723078,-0.1010736138990207,-0.05936881770553293,0.0007782062228359467,,
United Arab Emirates,0.029238300000000002,0.0516321,0.05240430000000001,0.06091605,0.0610038,0.05826600000000001,0.06809399999999999,0.13688999999999998,0.200421,0.214461,0.2639520000000001,0.310986,0.33344999999999997,0.293436,0.3861,0.46437300000000004,0.5342220000000001,0.592839,0.609336,0.7153379999999999,0.705861,0.835731,0.7781670000000002,0.8069490000000001,0.906282,1.0993320000000002,1.18638,1.2744810000000002,1.3011570000000001,1.3509990000000003,1.3471380000000002,1.381536,1.522989,1.5721289999999999,1.624779,1.677429,1.712529,1.765179,1.763424,1.7142840000000004,1.7999982,1.8360108,1.9059300000000003,1.91646,1.9039852367820844,2.109554467811672,2.1427495964183363,2.1418269513120443,2.0892189206649023,2.088970090248851,1.995551365246515,-0.04733004632206628,0.01996423851316531,0.014384232554606972,,
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028148399999999997,0.2251908,0.3392289,0.27420839999999996,0.37270709999999996,0.3514203,0.1028286,0.0180405,0.01082403,0.0036080100000000005,0.0036080100000000005,0.0036543006615832583,0.010062675421117273,-0.18570568670109378,0.00002634074544815052,,
Other Middle East,0.004651429987008001,0.004353926364864001,0.0043040162177280005,0.0018682053114240003,0.0022831445738880005,0.0020864398763520003,0.0020101067101440002,0.001997384515776,0.0019650897146880003,0.0013994413804800003,0.000066546862848,0.00007046138419200002,0.0015687444286080002,0.0022224694930560005,0.0019406239562880004,0.0018261242069760005,0.0013691038400640003,0.0015599367555840001,0.001431736181568,0.004265737499898001,0.005524439605182001,0.0053336066896620005,0.005595441274872001,0.0063104224819140005,0.008721594330696001,0.008844901753032,0.008282648042802,0.00918602578359,0.009103841223498001,0.008982970182936003,0.008546939397918002,0.008243523217494001,0.007488418166676,0.0083973185427195,0.04949626041085051,0.06402340081371152,0.08700194692497153,0.10148815050729301,0.1245438529555905,0.09850193429708702,0.11717531053254003,0.15233158593846452,0.09076459003281821,0.22504707697127402,0.2639197147129965,0.29038878883578245,0.32570822160000007,0.3431872836,0.3647591172000001,0.36843812781272733,0.5404793062450911,0.4629392186660155,0.14101664735694452,0.0038958556353780667,,
Total Middle East,0.37221938021626244,0.5816407364046261,0.7201256913819342,0.8235244764524821,0.8634230612163809,0.9503833433616142,0.9874874900533354,1.1193451227865527,1.0825286507858085,1.3245044859731454,1.232533272450575,1.3294545415941217,1.4869368257459545,1.49882174135968,1.9150884997450583,2.0689777169649006,2.475418909349633,2.702367396877086,3.006172614997518,3.3741103484998987,3.625965590605183,3.820752035689662,4.07835879332664,3.781470528203934,4.3960799906034405,4.987180859376499,5.3691073732812,5.780197487831793,6.208614230239805,6.727447957689266,7.346386448403358,8.00246198654903,8.802234302599297,9.266333127687027,10.283576409932019,11.15649500495585,11.939003529706447,13.056386081041767,14.124296850844843,14.895939630889755,17.08713056804623,18.71897825722353,19.63655260756125,20.253323755928736,20.973244113633516,21.629135369851774,22.465898610630628,23.021705973500634,23.87952456377673,24.41562378188621,24.71691368676294,0.009574088948463455,0.050654662366002245,0.1781632087724418,,
Algeria,0.08776845,0.0925155,0.11722095,0.1555785,0.17986815,0.22148280000000004,0.27896715,0.266995575,0.41406750000000003,0.6787242,0.554751,0.6431343480000001,0.8391603240000001,1.2016534680000004,1.2231317520000002,1.3441721400000004,1.374819516,1.5516280800000004,1.6220919240000002,1.7489938320000002,1.8596509560000003,2.0053097280000003,2.088040896,2.1148782840000004,1.9443917880000001,2.213686764,2.349046008000001,2.694917556000001,2.885835636000001,3.243848904000001,3.307990680000001,3.1130114040000008,3.201897168,3.378873204000001,3.3139778040000003,3.056823,2.9267815500000003,2.9392555500000004,2.97362835,2.7564075,2.7862758000000003,2.865555,2.823975,2.8561995000000002,2.8862064,2.9308009499999996,3.29012145,3.3471553500000004,3.378375,3.1302810000000005,2.9324294999999996,-0.0657652148350315,0.012800693906476424,0.021137390203323156,,
Egypt,0.0029452500000000004,0.0029452500000000004,0.0024601500000000004,0.0019750500000000003,0.002079,0.0017325,0.013167000000000002,0.015939000000000002,0.025640999999999997,0.03880800000000001,0.075537,0.08454600000000001,0.0925155,0.1084545,0.13929299999999997,0.17082449999999996,0.196812,0.21760200000000002,0.23977800000000002,0.268191,0.27962549999999997,0.314622,0.340263,0.39119849999999995,0.419265,0.433125,0.46084500000000006,0.47124,0.48510000000000003,0.5821200000000001,0.72765,0.87318,0.9459449999999999,1.0429650000000001,1.14345,1.472625,1.8953550000000003,1.9296585,2.0433105,2.1722085,2.1247380000000002,2.129158109925,2.109534532875,1.94273412795,1.6905977550000002,1.5332625,1.4490629999999998,1.7572553524291994,2.1080997569091795,2.3377930814699996,2.1047555563650002,-0.1021425827799457,0.0073733467179570855,0.015171392689065345,,
Libya,0.0100548,0.0242136,0.0968544,0.15496020000000002,0.13936500000000002,0.158517,0.1634418,0.17274420000000001,0.17513820000000002,0.232047,0.17681400000000003,0.10773,0.11456999999999999,0.126882,0.15732,0.17784,0.19151999999999997,0.171,0.1881,0.23255999999999996,0.21203999999999998,0.223668,0.231534,0.217512,0.218538,0.216828,0.219564,0.224694,0.217512,0.17784,0.201096,0.211356,0.20178000000000004,0.1881,0.27565200000000006,0.38646,0.45126900000000003,0.522576,0.54378,0.54378,0.5750388000000001,0.268641,0.41723999999999994,0.43776000000000004,0.5650982999999999,0.5298606000000001,0.5325102,0.48937680000000006,0.4746951,0.5221562285131861,0.47901582849960095,-0.08512622085695987,-0.004049570470769259,0.0034528176996460416,,
Nigeria,0.0037962000000000004,0.0070281000000000015,0.009422100000000003,0.014432399999999998,0.013474800000000002,0.0120726,0.0224181,0.0295146,0.035756100000000006,0.047127600000000006,0.05696010000000001,0.0838926,0.0873981,0.09907740000000001,0.0953154,0.09028800000000001,0.10530180000000001,0.1042758,0.12536010000000003,0.1451448,0.13820220000000003,0.13481639999999998,0.14593140000000002,0.16628040000000002,0.1518822,0.1652886,0.18594540000000004,0.17908550762956668,0.21663680543755312,0.15615779372982158,0.40336070533559903,0.549408326253186,0.6170540917926934,0.7701800084122197,0.8241910887316802,0.8274235207871422,0.9680942967527737,1.2108322009128458,1.1800518747669038,0.8349097956004714,1.1126400262712894,1.31132936026941,1.4097708916199303,1.1915845503837572,1.439371199476475,1.7123502751632003,1.5349327504992005,1.6994022822333004,1.7377039367117995,1.7740493499249,1.7795210148504,0.00034361256634629633,0.07828264189020917,0.012827053494689824,,
Other Africa,0.004055085000000001,0.006579997164000001,0.008527846404600001,0.027013599431999998,0.034591037844600006,0.021387235140000002,0.016221633444000003,0.018723282552000002,0.021482195832,0.023281002432000004,0.029830099716000005,0.033789994452000004,0.036762490404,0.036977216400000006,0.036082345752,0.03731691477600001,0.040061958624,0.03981561303600001,0.04778618230800001,0.043779052512000004,0.108207478908,0.106010100468,0.10404878133600001,0.11039501419200001,0.10864939518000002,0.11281043660400002,0.14456960532000002,0.179862621984,0.188454432697875,0.22024598533875003,0.22354736121225005,0.25133159241765,0.2512501241953501,0.222497075384325,0.3332388459977918,0.38050224424454626,0.38990499787193117,0.4441345108188467,0.5640906598899577,0.5815652875002104,0.6563814742477073,0.647401338347183,0.681685340607142,0.7393818357918236,0.7449026520948082,0.781453016306923,0.8209779677487853,0.9685576075516896,0.9928894839546352,1.011680457654812,1.0310494453778634,0.01636081097587816,0.05692577349740424,0.007431958533315746,,
Total Africa,0.108619785,0.13328244716399998,0.23448544640460003,0.35395974943200004,0.3693779878446001,0.41519213514000003,0.494215683444,0.5039166575520001,0.6720849958320001,1.019987802432,0.8938921997160001,0.953092942452,1.170406414404,1.5730445844000005,1.6511424977520002,1.8204415547760004,1.908515274624,2.084321493036,2.223116206308,2.438668684512,2.5977261349080005,2.784426228468,2.909818077336,3.000264198192,2.84272638318,3.141738800604,3.3599700133200012,3.7497996856135676,3.993538874135429,4.380212683068573,4.86364474654785,4.998287322670837,5.217926383988043,5.602615287796546,5.890509738729472,6.123833765031688,6.631404844624706,7.046456761731693,7.304861384656861,6.888871083100681,7.255074100518998,7.222084808541592,7.44220576510207,7.167660014125581,7.326176306571282,7.487727341470124,7.627605368247985,8.261747392214192,8.691763277575616,8.775960117562898,8.326771345092864,-0.053776396830427675,0.024506358938676476,0.06002061262004011,,
Australia,0.062294308631999994,0.09297604569960001,0.13346734631040003,0.16944767974440003,0.19332716472,0.2076118941132,0.2450779826094,0.279966375576,0.30141137032920007,0.34695065801880004,0.3983971646304,0.4317998025348,0.42113100714839996,0.45746935385040005,0.45114214956370924,0.4822294440612996,0.5267854125090109,0.5378205270712284,0.550776203809632,0.6374723029739173,0.7420012936265701,0.7767539995645981,0.8400094306158709,0.8778205006971157,1.0076837990412133,1.0654548606413208,1.0668133061854204,1.066955294247509,1.089853484693309,1.1056511913260192,1.122923895103983,1.1750874421735928,1.1880417490688666,1.2148281306889677,1.293491253954949,1.3764700690597984,1.46456017885815,1.539042652593207,1.5005845236659745,1.6811133416242714,1.8945183399668197,1.9498781340075313,2.086632299356882,2.169000696541073,2.337393886427482,2.6675466913363786,3.3839254295816112,3.9644865808359255,4.536567913835177,5.153364677830635,5.130576547310096,-0.007142149164675482,0.1185345107418514,0.03698196272016497,,
Bangladesh,0,0,0.015826104000000004,0.02189696400000001,0.024074100000000005,0.024199704000000002,0.031861548,0.03554593200000001,0.039230316,0.045133704000000004,0.050827752000000004,0.049009883682375015,0.06362944858462499,0.0708018659964,0.08172238662472502,0.09280970765797503,0.10465253640765,0.1229613337953,0.14472388074374998,0.15299521847032502,0.16467124681507503,0.1695869528661,0.1849325901192,0.20700911430045002,0.21954858003539998,0.24272402453145,0.260512797127275,0.25607786871397503,0.27671205998205,0.30169287356670005,0.32609479162837507,0.3651555217464,0.384160956119325,0.41322347373037505,0.444248349046425,0.4774808767806001,0.5170812552674999,0.5521093403017501,0.58955112531315,0.6748825792206364,0.6931341767715751,0.7049573819442001,0.7681060528911,0.7903003185346502,0.8288017767067501,0.9307462594815001,0.95223407635125,0.9573362063842501,0.95694373484325,0.9102396214642501,0.8896985327478433,-0.025237265531802833,0.03036892385490253,0.006413080024605963,,
Brunei,0.007686900000000001,0.0076167,0.015637050000000003,0.06828704999999999,0.1482273,0.1943838,0.2563704,0.2942082,0.28836405000000004,0.30210570000000003,0.3032289,0.2935764,0.2932254,0.3058263,0.3094767,0.30170205,0.30249180000000003,0.3017898,0.3135483,0.3072654,0.31328505,0.318006,0.3422952,0.36242505,0.3647241,0.4128111,0.4092309,0.40954680000000004,0.37806210000000007,0.3941028,0.3965598,0.40003469999999997,0.40221090000000004,0.43362540000000005,0.429365599416,0.4215399294599999,0.4412205570785707,0.4301146273021385,0.4265999046738,0.40062993387300005,0.43111251721102506,0.449236476,0.4410459510210001,0.42844729355999994,0.45677327111342725,0.4784922754209261,0.46594240840008466,0.46277669317804504,0.45234979598512737,0.4672848980509627,0.455068430522,-0.028804320346430656,0.01550913632221329,0.003280201275139733,,
China,0.10413274336283185,0.13569911504424778,0.1756106194690265,0.2169734513274336,0.2732123893805309,0.3211061946902654,0.36646017699115035,0.43975221238938045,0.4981681415929202,0.5264690265486724,0.5177610619469026,0.46224778761061935,0.4328584070796459,0.44301769911504413,0.45099999999999996,0.46914159292035396,0.4992566371681415,0.5039734513274335,0.5173982300884955,0.546025663716814,0.5550601769911503,0.5620265486725664,0.5729115044247788,0.6082876106194689,0.6370964601769911,0.6512831858407078,0.7298,0.8237371681415928,0.8446362831858406,0.9142637168141591,0.9869026548672565,1.1004327433628316,1.1850451327433627,1.2704557522123894,1.504300884955752,1.7894867256637164,2.124489380530973,2.5122477876106193,2.913539823008849,3.093830973451327,3.475602654867256,3.821961946902655,4.013210619469026,4.385185840707964,4.722510619469026,4.884079646017699,4.965898230088494,5.371181415929202,5.811078761061945,6.3921539823008855,6.984513274336282,0.0896843104876257,0.07526389780083842,0.05034541579258301,,
India,0.022782478329765,0.024142387499999998,0.026481262499999998,0.0264119625,0.029894287500000005,0.038270925000000004,0.0464916375,0.04965345000000001,0.055457325,0.06897082499999999,0.0407917125,0.0712144125,0.09336442500000001,0.1110879,0.12722613750000003,0.1556218125,0.2174408775,0.25047722699999997,0.293417586,0.34885654650000003,0.41733846,0.464788863,0.5196488220000001,0.5280150645,0.570849048,0.650801844,0.7103419785000001,0.7722947925,0.8475435045000002,0.868441266,0.9130569525,0.915398946,0.9559588500000001,1.023368346,1.012959486,1.0264369500000001,1.0147252500000001,1.04272245,1.0581070499999998,1.3013977960721435,1.7074507576591076,1.545602196507312,1.3416416209393383,1.1182726117931516,1.0567878557738568,1.0131401187986713,0.9569633723280055,0.9969596763371199,0.9897454887127456,0.9686161850950655,0.8553800287476745,-0.11931791150044657,-0.029100750299771216,0.006165707117517873,,
Indonesia,0.046040399999999995,0.05481000000000001,0.04059594,0.06292188,0.06496812000000002,0.08513820000000001,0.08586900000000001,0.2068164,0.39755520000000005,0.5766012,0.6763554000000002,0.6858558,0.6971831999999999,0.7954758,1.072449,1.180242,1.2281094000000001,1.3121513999999999,1.4330988000000002,1.5076404,1.6034337750231362,1.760731623318213,1.8659189913985532,1.938512347262694,2.2087184778680493,2.2186954614466545,2.3377960638964166,2.4000831829577574,2.3600345111317127,2.5591980369799083,2.5446392940345937,2.470553904088494,2.7212487401838064,2.849646447048114,2.725008831621972,2.7457120978812632,2.7142955716465265,2.612848635748071,2.693877881952159,2.809586056235932,3.132018553198311,2.9764455459674672,2.818784518780041,2.794451532992658,2.750384792689947,2.7418392243939067,2.7028787172357602,2.617379576971992,2.620860300031428,2.433003689894085,2.2734887522671556,-0.06811607241603213,-0.01428800179298717,0.016387646788963612,,
Malaysia,0,0.0029834969417617853,0.004177833832863044,0.004177833832863044,0.00870934516924492,0.010498547100012436,0.012498364088825684,0.01143632645570145,0.08516014031353386,0.10567481756115689,0.09399366,0.079172388,0.09960397200000001,0.240196716,0.3648796200000001,0.40314697200000005,0.5421906000000003,0.5862357360000003,0.6052019400000002,0.6550248600000003,0.648409716,0.76995252,0.8060427360000001,0.8684679240000001,0.9198818280000002,1.018397232,1.3012574400000003,1.4871094920000003,1.4841368640000003,1.5201852120000001,1.7885590920000005,1.7648618040000004,1.8211742640000004,1.898002044,2.165119884000001,2.437199266827445,2.428772071034263,2.4346331399652934,2.491382696282962,2.3819648360963965,2.3429541119032486,2.4102420159446125,2.493025952106798,2.613189621234245,2.598267882317061,2.7664563471323973,2.761037318205339,2.8247627261746113,2.7802075452488686,2.853530406696299,2.6350012245451575,-0.0791050407309819,0.018227250810360696,0.018993482731450267,,
Myanmar,0.00026527500000000004,0.0005128650000000002,0.0005482350000000001,0.0006631875,0.005933317500000001,0.006366600000000001,0.008842500000000001,0.008135100000000001,0.009549900000000004,0.009549900000000004,0.0123795,0.014855400000000001,0.015916500000000004,0.021222,0.022636800000000006,0.032540400000000004,0.03784590000000001,0.042090300000000004,0.036784800000000006,0.038553300000000006,0.0300645,0.030418200000000003,0.0307719,0.03890700000000001,0.0505791,0.0580068,0.05659200000000001,0.0534087,0.062251200000000007,0.060836400000000006,0.120258,0.24759000000000003,0.29710800000000004,0.339552,0.360774,0.43151400000000006,0.4456620000000001,0.4782024,0.4385880000000001,0.408685401757287,0.439483586530662,0.451800857306043,0.45039966509472756,0.4629939092040021,0.5955549052437215,0.691800614822957,0.6580827320860564,0.6407601002586271,0.6109815006598033,0.665348579743772,0.6364542436042235,-0.046040952206018115,0.04994369741051474,0.004587657331104931,,
Pakistan,0.10477413,0.10447353,0.09682326000000001,0.11029014000000001,0.12201354000000002,0.13707359999999996,0.139779,0.1527048,0.1569132,0.17675280000000002,0.2158308,0.2353698,0.25671239999999995,0.25310520000000003,0.2597184,0.2651292,0.2843676,0.3045078,0.32284440000000003,0.34418699999999997,0.3676338,0.3970926,0.3895776,0.44849520000000004,0.4572126,0.46893599999999996,0.509517,0.508014,0.535068,0.6102179999999999,0.64629,0.6823619999999999,0.7397765999999999,0.9198136893016002,1.1043574141962105,1.1739667910945129,1.199501224015491,1.2168091909399095,1.2458739945702597,1.249260086115018,1.2725422318998898,1.2722272862308197,1.3175003005573769,1.281086231227233,1.2595208202362813,1.2617123824425724,1.248432791938732,1.2474539152631272,1.231203740184528,1.1767042648018888,1.1019931936669078,-0.0660505649763039,-0.005965526173522195,0.007943331676326302,,
