Exajoules (input-equivalent),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007357643312101911,0.000008918544303797465,0.000014549433962264147,0.00007030307438334914,0.0007379423428017835,0.0009251238230466201,0.00127721472392638,0.00232660975609756,0.003049090909090907,0.0036429156626506,0.0033204131736526924,0.004047598571428569,0.004214545976331358,0.00427588,0.00452422947368421,0.0050383186005735344,0.006620405706122451,0.31042073543944126,0.18470051218325034,0.00020876931160011735,,
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007157825890919989,0.0023635106677832927,0.0033830223496026696,0.004712993342914758,0.003838302358482778,0.006288578346026769,0.007337452842802203,0.008669324716684471,0.007673816225685134,0.00699911811215132,0.007527642605927239,0.0073780595005982835,0.007052453609449112,0.006595674340066284,0.010012119667268428,0.013343760187499994,0.02088171250995327,0.02931889180236815,0.03884915805442012,0.06124618931619781,0.0666971984529918,0.0719002945483398,0.07975968788920323,0.08186448891078399,0.07953674260355023,0.08286235699999998,0.08247345368421051,0.08569132208111431,0.08683793224489797,0.010611903653022559,0.11321469153813957,0.0027383662180671905,,
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00006,0.00010499999999999999,0.00010499999999999999,0.00018499999999999994,0.0006010000000000001,0.000662,0.000874,0.0017660000000000002,0.002348,0.0037170000000000003,0.0055439999999999994,0.008203,0.010951,0.014364000000000002,0.017622,0.017103997093737,0.018241404554852434,0.02059244301068392,0.029101868486071887,0.038984569760154165,0.043487895301634584,0.05542005559668148,0.05780994376872463,0.06670149478703095,0.07900737887996041,0.09253775958879407,0.09480587457088771,0.08849912970307842,0.09853275039511239,0.09595874558350197,0.09526420624894591,0.117640074124717,0.1375396128349154,0.14633067726936927,0.1560258821759471,0.17402536970363677,0.181724758671935,0.1762561306585007,0.2064080029017128,0.19628669449886507,0.21737194069339616,0.21162939254154697,-0.029078134536039135,0.08599386778104146,0.006673567233861693,,
Estonia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.00006,0.00005,0.00008,0.00012,0.00012,0.00013000000000000002,0.00010928571428571427,0.00028033548387096775,0.00031482692307692304,0.0003761656050955413,0.0008414999999999999,0.0010998679245283014,0.0012144374999999994,0.0017526028535814753,0.0048176707026104095,0.010012391241497198,0.011122652787545826,0.01369194458355469,0.011355311280587201,0.012852107417480094,0.013915899756676797,0.013668750288921038,0.021888220249447813,0.01779674908174414,0.019804604299060363,0.021459420013146734,0.08059658223235555,0.15184198797373827,0.0006767060120408219,,
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051565,0.05000099999999999,0.049530000000000005,0.059631,0.06473,0.066196,0.05901000000000001,0.07908799999999999,0.093573,0.084134,0.08666726315789475,0.08229303178400546,0.08883906698615683,0.09221580667076108,0.1024505407359572,0.09344982111925379,0.10503611729428218,0.09682800065364834,0.10434888668471105,0.09043879683567065,0.11106715345470926,0.11659589207024033,0.11525193362677896,0.12578303489306145,0.1356366584837366,0.1427336608836293,0.13825614723452695,0.16506990703219912,0.18216716831268467,0.18928967695929083,0.19025693329815727,0.0023637245276491026,0.07665662082058722,0.005999603461623728,,
France,0,0.0039,0.00605,0.009260000000000001,0.01067,0.013702457999999999,0.013918224,0.015151953000000001,0.015500864000000001,0.015770592,0.014158849,0.013329,0.013745814000000002,0.014183880999999999,0.014840102000000004,0.014710235000000002,0.014921525,0.0152734,0.015587000000000002,0.016223,0.016521499999999998,0.016628,0.017506,0.0177325,0.0184145,0.01913271526,0.02102489604,0.021620563125673235,0.021083677323341203,0.025572617355116525,0.02961409397455391,0.033709082182348964,0.03915993490969502,0.03729702522297542,0.039934006171256635,0.0435335648756024,0.04780800276224107,0.05156728460099837,0.053171288850270365,0.056734607399410664,0.070612198446241,0.08677353644305219,0.13723997018674922,0.19051530651282894,0.22001578971225966,0.24372721636613354,0.2801509349478366,0.3426005221556308,0.37197979737894,0.4053146913578098,0.45902391385039343,0.4726678015293632,0.5153538863750857,0.5610008260312247,0.6321240102940708,0.6815825131275438,0.07529575645719189,0.11130903117475999,0.021493171020127117,,
Germany,0,0,0,0,0,0.009200201613000001,0.010010282260000001,0.0101874874,0.010531048390000002,0.0107625,0.01124710181,0.012776852320000002,0.012465839210000001,0.01317465978,0.01443317792,0.0196625378,0.01804237651,0.01798813004,0.015402381550000002,0.01642944808,0.01644029738,0.015965695560000003,0.01447849294,0.01645881804,0.01775267893,0.01507,0.01572,0.018554936180698152,0.022564944324769534,0.02894542825607064,0.036464130075040145,0.0434527590191395,0.0558949443050517,0.08149377759091865,0.09623934127636265,0.15228934860301757,0.16991344808031336,0.2374700269832673,0.302466917290207,0.3949265255598082,0.48687047995871663,0.6112963454726585,0.7722623376078178,0.8060353437056347,0.8325056527442602,0.9041555644171774,1.110569085365853,1.250647454545454,1.304832638554216,1.427744536526945,1.65727622142857,1.6421762807634896,1.878569696251,1.9682212233076781,2.101032223186873,2.205269793179159,0.046744757935958114,0.0969947577734751,0.06954145667972918,,
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00001,0.00001,0.00002,0.00002,0.00009,0.0004800000000000001,0.00038,0.00035000000000000016,0.00036,0.00037,0.0007300000000000001,0.0016300000000000004,0.004510000000000001,0.00829577922077922,0.00766974193548387,0.011043461538461535,0.012132802547770698,0.01345044303797468,0.019342467040367843,0.022631682418823237,0.0259805612662179,0.029730332486470532,0.03395849328192024,0.04287751259092003,0.05851665725291855,0.07958047607812244,0.07688107411458815,0.08636573461042124,0.09160392278375559,0.09553382515576173,0.10013744742105263,0.11590193996190087,0.1378847195926901,0.18641659864670213,0.14574796330424022,0.00434808669851157,,
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0.00024,0.00046,0.00039000000000000005,0.00045,0.0005600000000000001,0.0005,0.00053,0.0006,0.00065,0.00065,0.0007053896103896104,0.0004244516129032258,0.0016182692307692306,0.007123757961783437,0.016259333982245522,0.0130324000181378,0.017197655169200896,0.027215066151816788,0.03221372585652668,0.033786067073236926,0.029826359579430542,0.02900748078159955,0.029411738068748364,0.03394354442463947,0.034547468189784436,0.034919938660245786,0.03619840776672363,0.0397186177811472,0.04823404694797214,0.05685138655462185,0.17543640819780748,0.04119308311986147,0.001792763972688934,,
Iceland,0,0,0,0,0.000019039999999999997,0.00012091000000000003,0.00012033000000000001,0.00021664000000000007,0.00024200000000000003,0.00005751,0.00018347000000000006,0.00019012000000000003,0.00016126,0.00018284999999999997,0.00045630000000000003,0.00044672000000000006,0.00123133,0.0015896800000000006,0.00171714,0.00173233,0.0017123299999999998,0.0021233899999999997,0.0023413600000000002,0.0024560800000000007,0.0025750799999999996,0.0028291000000000006,0.0026702499999999994,0.0022976900000000002,0.0025427200000000005,0.00258365,0.0028817700000000005,0.003431342880000001,0.0037307241000000004,0.0065265806700000005,0.011356729999999999,0.013226630000000003,0.014414418116883114,0.01411962982846491,0.013776652318772014,0.014446150610109515,0.016065288792341762,0.025332547009539613,0.034239991263572356,0.03837294183457011,0.04300137542777775,0.041913763991226975,0.043866463825487784,0.048312830349090875,0.048484115648734914,0.04823964715447251,0.0461596997703571,0.04651359723627216,0.047209010158999996,0.05454337051578946,0.054428120828316266,0.05361349746647509,-0.01765830443840255,0.023844730287656102,0.0016906596748594515,,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005000899999999999,0.00015002700000000003,0.0001900342,0.00016002880000000002,0.00041007380000000006,0.0013102358,0.0025404572000000004,0.0027805004,0.0033906101999999997,0.0042827837493506484,0.004630317178064515,0.0052971071538461525,0.007446690481528661,0.012062993825689955,0.01690405133942591,0.021190992716985158,0.02712012503016191,0.03347474213112753,0.03316273277784647,0.046403221128231274,0.043768330226269934,0.04931857540461059,0.05570393242401049,0.06782999423232572,0.06636810251638033,0.0801170788131714,0.09147730234659295,0.10494492479639493,0.11834318746526959,0.12458840341242472,0.12104854681669441,0.003731859779656682,,
Italy,0.026760000000000006,0.03351,0.03475,0.03617,0.03812,0.04228,0.04209,0.03806999999999999,0.03845,0.04245,0.03986000000000001,0.03812,0.03730000000000001,0.038110000000000005,0.03825,0.0396,0.03469,0.035210000000000005,0.03393,0.03472,0.03212,0.03501,0.036930000000000004,0.037869999999999994,0.03201020202020202,0.03276919191919192,0.03299878787878787,0.03566919191919192,0.03797838383838384,0.03581717171717171,0.036756363636363636,0.04184666666666667,0.046029999999999995,0.05257000000000001,0.0595,0.0668,0.07487064935064934,0.08683490322580645,0.09999923076923076,0.12230531487543199,0.12676275632366168,0.1391039129348873,0.14959959337268947,0.18591950919371622,0.23639525284634588,0.29972752655859436,0.402897288669149,0.5298350986630523,0.5988338161441293,0.6144117335109365,0.6328395155906672,0.6492501560425972,0.6654886016143798,0.6447234573687903,0.6534962801879558,0.6721606020048778,0.025750441050742534,0.10703266797864042,0.021196058428187715,,
