Billion cubic metres,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Hungary,1.3597250000000003,1.685625,2.163475,2.7229,3.2416000000000005,3.6353,3.7855500000000006,4.085975,4.852025,5.16755,5.740325,6.892725000000001,7.427975000000001,8.134125000000001,8.592225000000001,9.271975000000001,9.484100000000002,9.904875,9.874575,10.05655,10.266750000000002,10.890225000000001,10.811625000000001,10.693825,10.8948,10.365888888888891,10.278944444444445,9.036000000000001,9.723777777777778,9.819611111111112,10.67038888888889,11.906166666666667,11.291388888888891,11.369833333333334,11.519583333333333,11.230805555555559,12.456472222222224,12.572666666666668,13.823472222222225,13.621333333333334,14.06525,13.324222222222224,12.449722222222224,12.282250000000001,10.64363888888889,11.415416666666669,10.91352777777778,9.739972222222224,9.080138888888891,8.119611111111112,8.710666666666668,9.336222222222222,9.934138888888892,9.622416666666668,9.844000000000001,10.178,0.031104353599207712,-0.007779610338399245,0.002662462160635451,,
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2762375,0.8065749999999999,1.21275,1.7796625,1.925,2.0395375000000002,2.1001749999999997,1.4812875,1.4755125000000002,1.7700375000000002,2.00729375,2.182951,2.236449,2.2120260000000003,2.513243,2.5562740000000006,2.720257,3.090091,3.2296510000000014,3.2657040000000004,3.4924890000000004,4.004209,4.176333000000001,4.286818000000001,4.2554170000000004,4.248439,4.043751000000001,4.590361000000001,4.983455,5.220707000000002,4.9555430000000005,5.467263000000001,4.809005000000001,4.690337695415849,4.467215123539765,4.328269415864963,4.376369,4.920653,5.01888065650663,5.210539182593953,5.315884699685403,5.305464290777959,-0.004687124418270794,0.007043963145563881,0.0013878559558654856,,
Italy,7.374699999999999,8.052125,8.795325,10.329350000000002,11.341175,12.235199999999999,12.63975,14.494625,16.283324999999998,18.313525000000002,21.103175,25.552075,26.095350000000003,25.709375,26.413400000000003,26.216374999999992,25.419875,25.331274999999998,26.048725,30.687525,31.190075,32.97765,36.5805,39.68485,42.92784999999999,45.426024999999996,48.2582,47.813449999999996,48.787524999999995,47.144325,51.930575,53.575675000000004,55.629779,59.89450000000001,65.100088,67.878495,68.06457499999999,67.60286400000001,74.533181,77.34182600000001,82.769547,81.058774,81.456125946525,80.85151576723015,74.31755848347191,79.1499007212832,74.2160710315174,71.35658300707186,66.7404288277771,58.97159340639986,64.31541780200101,67.54583653290078,71.57879707774143,69.21408310765077,70.79061471990128,67.6616628190425,-0.046811570222553,-0.004850280326852863,0.017699608663919755,,
Latvia,,,,,,,,,,,,,,,,,,,,,2.1104965585054076,2.2070304818092428,2.2955199115044245,2.472025565388397,2.472025565388397,2.568559488692231,2.472025565388397,1.4120452310717795,0.8830014749262535,0.8830014749262535,1.0590339233038346,0.9705444936086527,0.9705444936086527,1.097836774827925,1.051462635201573,1.2733960176991148,1.324029006882989,1.5085791543756142,1.5005346607669614,1.656219272369715,1.60889872173058,1.6628441494591937,1.60889872173058,1.5757743362831855,1.4451696165191739,1.723414454277286,1.5180432645034414,1.4271878072763027,1.4062125,1.2637625,1.27435,1.3195875,1.1963875000000002,1.3715625,1.3118874999999999,1.0731875,-0.18418668238256175,-0.009629314013433254,0.0002807350275119825,,
Lithuania,,,,,,,,,,,,,,,,,,,,,4.079189776894016,4.0878458825213775,4.269624100695965,4.451402318870551,4.724069646132433,5.441444400000001,5.632874200000001,3.2180210000000002,1.7404295,2.0135019000000005,2.3596107,2.5226633000000005,2.3287912000000004,2.0397857000000004,2.108402700000001,2.4007809000000004,2.4966121,2.5241752000000006,2.7380509,2.7311892000000006,2.8806347000000003,2.8545835000000004,3.3635123,3.0191480000000004,2.5372008,2.898196000000001,3.161964400000001,3.0874161,2.517197200000001,2.4017113,2.4037650000000004,2.141865,2.228886,2.238687,2.157156,2.3604840000000005,0.09126766453790758,-0.01609612416619588,0.0006174788102559848,,
Luxembourg,0,0,0,0,0.0029250000000000005,0.00729505,0.0146538,0.1172304,0.2344608,0.3150567,0.36475250000000004,0.4176333,0.43961400000000006,0.4835754,0.5055561,0.44499805,0.3443643,0.2857491,0.2710953,0.293076,0.3209822000000001,0.31368715,0.35745745,0.37204755000000006,0.4231129,0.49814769999999997,0.5179485500000001,0.5398337000000001,0.5606767,0.5648453000000001,0.6454912500000001,0.70810965,0.725586525,0.7326418749999999,0.7599462000000001,0.780775175,0.8679500000000001,1.2407249999999999,1.25595,1.3908,1.368004575,1.4309310250000002,1.3356533750000001,1.2714174999999999,1.2937938,1.3916303749999999,1.2005275750000002,1.2223721750000003,1.03495705,0.98059045,0.894273925,0.824701825,0.8061143,0.795063275,0.7955588,0.7329325642705007,-0.081236966669603,-0.047465483715734,0.00019172776760343079,,
Netherlands,1.5,2.861111111111111,5.055555555555556,8.5,12.527777777777779,17.63888888888889,23.055555555555557,30,33.361111111111114,35.50000000000001,37.02777777777778,38.44444444444445,38.58333333333334,38.66666666666667,38.5,35.19444444444444,33.50000000000001,32,34.22222222222223,36.361111111111114,38.333333333333336,38.22222222222223,39.44444444444444,35.66666666666667,36.58333333333334,36.80555555555556,41.06944444444445,39.99166666666667,41.13055555555557,39.72222222222223,40.802777777777784,45.219444444444456,42.369444444444454,41.83888888888889,40.87777777777778,40.991666666666674,41.81944444444444,41.397222222222226,41.68333333333334,42.677777777777784,41.45555555555556,39.80833333333333,38.80555555555556,40.3888888888889,41.358333333333334,46.75833333333334,40.927777777777784,39.28333333333334,39.11111111111112,34.47222222222222,34.08055555555556,35.15277777777778,36.083333333333336,35.44444444444444,37.019444444444446,36.55833333333333,-0.015154124438616634,-0.011021872391302923,0.009563291329917241,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.019150000000000004,0.0354275,0.05745,0.07660000000000002,0.07851500000000002,0.0698975,0.068,0.07270145600000001,0.07785819800000002,0.09934346000000002,0.112955212,0.07484021300000002,0.11085367100000003,0.12825215100000004,0.133084416,0.15065967200000005,0.129250005,0.130195524,0.204733357,0.26327994000000005,0.24283324048900004,0.2839255160000001,0.32436496463467834,0.13930838664710188,0.14263346902682783,0.00008485060371150395,,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0.39890900000000007,0.669888,0.7652540000000001,0.822241,1.010647,1.090894,1.228128,1.1816080000000002,1.245573,1.3723400000000001,1.5107370000000002,1.9026680000000002,2.1073560000000002,2.2317970000000003,2.514406,2.706301,2.847024,3.0563640000000003,3.085439,3.3494400000000004,3.8681380000000005,3.9507109999999996,3.7739350000000003,4.236809,3.9262880000000004,4.190289,4.514766,4.774115,4.369921283717501,4.331641203285001,4.176111463795,4.299499171365,4.1293126767725,4.097210641920001,4.032401336472501,4.0082132827925,3.9740953989325005,4.25874779496,4.5263790455025,4.368525905507501,4.585161813845,4.42916928755,4.5652452479875,4.4319562972775,-0.03184891786158406,0.010086657332335047,0.001159355073599071,,
Poland,1.7132,2.036575,2.488775,3.4192,4.740425,6.0459000000000005,6.64925,6.99665,7.2764750000000005,7.479425000000002,8.0096,8.546000000000003,9.067575000000001,9.54555,9.956350000000002,10.202375,9.623175000000002,9.619150000000001,9.83895,10.23515,10.380825,11.001725,11.358325,11.279050000000002,11.07195,10.3946,9.6929,9.027425,9.482925,9.555200000000001,10.4609,10.984825,10.952475,11.065125,10.773125,11.583124999999999,12.067975,11.76165,13.096174999999999,13.8171,14.228725000000003,14.390325,14.394194445000002,15.64363888888889,15.094777777777779,16.23263888888889,16.45252777777778,17.41936111111111,17.410416666666666,17.01361111111111,17.098805555555558,18.25761111111111,19.180333333333333,19.926055555555557,20.88877777777778,21.557218666666667,0.029180327868852496,0.03301976390489414,0.0056391510108610935,,
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100625,0.8038000000000001,2.2478000000000002,2.309003521027785,2.5748840673900006,3.1322216515050005,3.0202194907111504,3.7833550182450004,4.28778035352,4.11843851595,4.389386310450001,4.802346206369999,4.769356149720001,5.188759507792667,5.253681686899501,4.55549153190273,4.318342666668,4.125960227506502,4.819863296339999,5.073813041580001,6.3394846282440005,5.799380263686001,6.1350219971505,5.993901636441228,-0.02567181359901549,0.025499934539840563,0.0015679442229903395,,
Romania,14.049027024999997,15.146650425,16.69824055,17.6687901,20.516901824999998,21.325386175,22.801468649999997,23.146778025,24.456191175,25.242575725000002,27.424930975000002,30.229763924999997,32.0221497875,33.102737925,31.9010613,33.12944185,34.810868299999996,35.404800425,35.255626774999996,35.1239488,32.65890027499999,33.2454658,32.646929549999996,32.7482203,32.619304799999995,33.539125,27.676575000000003,24.649525,23.697175,21.5841,22.376250000000002,22.583700000000004,18.536525,17.42715,15.969175000000002,15.9097,15.328125,15.850225,17.130225000000003,16.2091,16.192675,16.51305,14.8422,14.14145,12.304950000000002,12.5469,12.915175,12.5341,11.442700000000002,10.873125,10.370825000000002,10.494610861111111,11.290268694444444,11.562987638888888,10.740795972222225,11.317439762104728,0.05080832228176724,-0.013503244203190046,0.002960528111797496,,
Slovakia,0.2985300000000001,0.33201,0.39804000000000006,0.89115,0.903125,1.2127499999999998,1.522375,1.6532,1.8156500000000002,2.213625,2.5342499999999997,2.797925,3.1798249999999997,3.563,3.6769,2.695325,2.798575,2.9222499999999996,3.000925,3.4059,3.4997999999999996,3.7484,3.95915,3.8966499999999997,4.40555,5.9173,5.2629,5.788849999999999,5.7326500000000005,5.473375,6.0676,6.394625,6.489050000000001,6.593675,6.673475000000001,6.717975,7.1738,6.8237250000000005,6.592700000000001,6.3946499999999995,6.8648750000000005,6.254475,5.918899999999999,6.008425,5.146749999999999,5.822474999999999,5.392899999999999,5.076875,5.301,4.387225,4.511799999999999,4.5302750000000005,4.810944666666667,4.741621388888889,4.752277833333334,4.978489263659554,0.04473833561514695,-0.007942430940029332,0.0013023225861292407,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0.8921749999999999,0.8482,0.716175,0.711325,0.774575,0.8596999999999999,0.8734500000000001,0.9285,0.9511750000000001,0.9929,0.9598017000000001,0.9881982,0.9531758500000003,1.0544567,1.04501107755,1.07844322355,1.04577399685,1.06348773355,1.0213974947,0.9665117929500001,1.0028044130500002,0.8580589336000001,0.8253385932,0.8106670682000001,0.7280815272500001,0.7724340206000001,0.81906012705,0.8622060256650501,0.8530561679073502,0.85671100001905,0.8551605937138002,-0.004537015002226807,-0.011986864359939342,0.00022370138750535854,,
Spain,0,0,0,0,0.09393000000000001,0.07474,0.39794000000000007,1.1716000000000002,1.1312000000000002,1.4140000000000004,1.4584400000000002,1.6745800000000002,1.6099400000000004,1.6493300000000002,1.5937800000000002,2.0432300000000003,2.3331000000000004,2.5441900000000004,2.7512400000000006,2.2563400000000002,2.3937000000000004,2.8199200000000006,3.0188900000000003,3.8955700000000006,5.000510000000001,5.779439209512,6.511023601236,6.80794153452,6.677966515320001,7.321792773888002,8.979324201432,10.048968619056001,13.148897822172003,13.498705590192003,15.45253007112,17.696398806432004,19.069434913104,21.803434446780003,24.82872799464,29.269074573648005,34.70195539062,36.317369912904006,36.9572719257,40.59217330880401,36.307721767248005,36.196468149852,33.64608332599201,33.225614138880005,30.328096032971995,27.523899922000005,28.543783468000004,29.121594432000002,31.71211413000001,31.497249880000005,35.974474240000006,32.4134248166955,-0.10145000782909208,-0.0009216551583965948,0.008479025061019243,,
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07138415010587004,0.18797676917778514,0.25105366718538735,0.3228632560779612,0.4317979769892088,0.6009882650067603,0.642076695196306,0.7247237773922803,0.7909354875124366,0.7852032596494808,0.7859869626776194,0.8422120570677822,0.831956743156713,0.8245899346922114,0.8263588643842954,0.8081545626163932,0.9117824944513888,0.927881993800862,0.9252621865353706,0.9212317138192301,0.8777250000000001,0.9188750000000001,0.9483,0.861025,1.1495000000000002,1.5468,1.221675,1.0651,1.02365,0.8403750000000001,0.933575,0.9989000000000001,0.9616250000000001,1.0168750000000002,1.020175,1.0578315986666997,0.03407880843690392,-0.011864345369102636,0.00027671807857875756,,
Switzerland,0,0,0,0,0.00025,0.0385,0.093,0.118,0.15975,0.3365,0.542,0.56575,0.646,0.70875,0.795,0.907,0.9785,1.0335,1.13625,1.26725,1.32675,1.3587500000000001,1.45675,1.467,1.5955000000000001,1.70775,1.9170000000000005,2.0150000000000006,2.114,2.08525,2.298,2.4875,2.4015000000000004,2.472,2.8458333333333337,2.83,2.945555555555556,2.891111111111112,3.0558333333333336,3.1525000000000003,3.2363888888888894,3.1469444444444443,3.0641666666666674,3.2647222222222227,3.133611111111111,3.500277777777778,3.1047222222222226,3.4033333333333338,3.5841666666666674,3.1047222222222226,3.3172222222222225,3.4850000000000003,3.4997222222222226,3.319722222222223,3.4058333333333337,3.2308366068194445,-0.05397332486524886,0.008365153858863605,0.0008451542751869332,,
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03399125000000001,0.03734250000000001,0.036385,0.04691750000000001,0.400235,0.49981500000000006,1.135595,3.0189975000000002,3.229647500000001,3.9563900000000003,4.3288575,4.7415400000000005,5.027832500000001,6.504297500000002,7.5699950000000005,9.3078575,9.834482500000002,11.855765000000002,13.946945000000003,15.345852500000003,16.639435000000002,20.048135000000002,21.16841,25.7232375,29.197047500000004,33.89071250000001,35.298237500000006,33.722192500000006,35.82103250000001,41.83987750000001,43.31921500000001,43.966485000000006,46.646527500000005,45.95904250000001,44.50460000000001,51.5680775,47.23251750000001,43.36134500000001,46.366463133044995,0.06638248438891514,0.025459928236320817,0.012128999176088716,,
Ukraine,,,,,,,,,,,,,,,,,,,,,84.99149459193706,89.69657694198622,91.6390855457227,97.1131268436578,98.17216076696164,120.96741642084562,114.94682276302849,97.99518190757126,87.93104719764011,76.98391101278267,72.12787610619468,83.66273352999015,75.33431661750244,69.75049164208455,74.10398230088495,74.19862340216322,71.92723697148475,70.7915437561455,72.21116027531957,71.64331366764996,72.21116027531957,70.03441494591937,66.05948869223207,62.74705014749263,48.90862831858407,54.56059488692232,56.12690511307768,51.8387168141593,47.69911504424779,40.31710914454278,31.988692232055058,31.420845624385453,30.190511307767945,30.569075712881023,28.297689282202555,29.338741396263522,0.03395654001498638,-0.05324730712069514,0.00767471888467484,,
United Kingdom,0.8594570000000001,0.8385230000000001,1.4107190000000003,3.185457000000001,6.206931000000001,11.827710000000002,19.070874000000003,27.063010000000002,29.280851000000006,35.022582,36.697302000000015,38.92444700000001,41.371399000000004,42.913537000000005,47.01660100000001,46.877041000000006,47.512039,47.274787,49.278636000000006,50.41721300000001,54.222549,55.125037000000006,56.616003,53.92831000000001,52.70250800000001,54.873829,59.27694700000001,58.99201200000001,67.227215,69.225249,73.808632,85.98407900000002,88.41823800000002,91.94049,97.88768999999999,101.34171,100.85319,99.53415,99.8091812046338,101.98790729349187,99.38657189629879,94.26023742614095,95.30051432739069,97.83252627998391,91.22370240083873,98.49284298233036,81.91850748771085,76.89873895492221,76.32575451108266,70.05550747037829,72.04545754369943,80.67364056678574,78.5491155084375,79.54000430217187,77.3033172518461,72.49546955184609,-0.06475689441775945,-0.01642146221199081,0.018964083759018438,,
Other Europe,0.34593749999999995,0.4230375,0.48956000000000005,0.6118975000000001,0.7587887500000001,0.9970975000000001,1.185055,1.4532862500000001,1.5812325,1.72909625,1.833465,1.9658074999999997,2.07842,2.3354375,2.7378925,3.2529800000000004,3.2327675000000005,4.0268299999999995,4.33483,4.8324425,9.670491811701082,10.19733232300885,11.266014906588005,11.424481104965587,12.011141162733528,8.377307527312684,7.875581753618486,7.489286229030482,5.16687832684169,3.8728360735044243,3.678771311230089,2.699762168390364,3.455863414737463,3.1263939733470996,2.841380777127827,2.9979694231278273,3.0564123859262535,3.1486744521278274,3.2010244579262537,3.966079698127827,3.8621483281878075,4.44972342428712,4.26968172173058,3.6406633166175024,2.9562094041986233,3.554298277023933,4.222787729323638,3.9464010855358316,4.179399852458211,4.11571727661998,4.519545593644542,4.619757998413767,5.311118051413242,5.332331632576413,5.484487530633645,5.436685504843775,-0.011424286666775973,0.06375125610636823,0.0014221821021734914,,
Total Europe,37.91453059720566,42.926025346260424,51.436106277921915,66.64043030108878,85.95315465841918,108.53882576430831,133.65578537711804,162.71074035381838,184.91982237552412,209.4446441819906,224.8595788561262,244.47502858856916,256.03448251405615,266.3357784750967,281.19318922198715,280.8842699914934,278.1232750659971,272.8287373700542,283.70487073670347,297.17596572672676,402.6460643105295,412.9310082575924,431.16754505123214,434.89131215946946,446.97011542893017,482.6920531241453,488.6940123991814,461.8963855271095,464.22137594021956,450.84732063004867,476.2982091660036,527.7245117830781,515.5935857644915,523.0536908074237,543.8862868890864,558.4936151397693,569.4591802154833,571.2716066524534,597.103809377768,611.5665826062763,627.5513278925049,622.8661340502603,617.3632105780107,625.9033310696618,577.4758538309186,622.9469294764185,580.4173804483391,565.7226653507222,554.3861186492882,500.00541852924823,509.20002244097725,537.4388650039251,558.8029268185988,548.3245991402632,553.4740714094141,541.0972263233155,-0.025033246404861043,-0.004236174364065981,0.1415455777471629,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,13.259971976401179,14.73308554572271,14.551261799410025,14.36943805309734,15.097220501474922,15.397010324483773,14.73308554572271,11.458308259587017,8.457972713864304,7.912014011799409,7.820858407079645,5.729641592920353,5.456662241887904,5.092039823008848,5.456662241887904,5.274351032448377,7.565427728613568,7.586876106194689,7.779911504424777,9.1227915,9.423216,9.9616005,8.770809,10.0345749,8.5681464,8.14487505,8.9201289,9.361445550000001,9.4029894,9.85444605542655,11.1465525,10.930647500000001,10.616605,10.815812500000002,11.789235625000002,11.893684991999999,0.006103276090728693,0.03242824390850929,0.003111268052831377,,
Belarus,,,,,,,,,,,,,,,,,,,,,8.653183874139625,8.818871189773843,9.954344149459192,11.526033431661748,12.138234021632249,12.932503441494589,13.534875122910517,15.71782890855457,14.583292035398227,12.748562438544736,11.526033431661748,12.138234021632249,13.884035398230086,14.059083579154372,14.3211878072763,15.193620452310714,15.106564405113073,15.542780727630282,15.280676499508354,18.534368770658794,19.002661792409043,19.39477679449361,19.47153588987217,19.94145132743363,16.93198131760084,20.728362831858476,19.226184857423853,19.410098328416968,19.270277286135688,19.121439528023593,17.898910521140607,17.78751622418879,18.208755162241882,19.314273352999013,19.164499508357913,17.86505417700866,-0.07035179573542782,0.012462554832644468,0.004673318013753965,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,9.023374999999998,10.9256,11.413349999999998,11.901099999999998,12.291299999999998,13.100964999999997,13.754549999999998,14.144749999999998,13.559449999999998,9.852549999999999,11.3158,9.462349999999999,7.427457000000001,7.363074,8.336623,4.779949999999999,4.093197999999999,4.107830499999999,4.6833754999999995,5.001388499999999,6.4049518659622695,7.041390686347851,8.511612832876287,9.066882349351474,8.756199421482695,9.548299524070607,10.624291295066255,11.411879495928188,11.951756852021669,13.422404942470555,13.602681442486016,14.152488229665611,15.084921045417943,17.371070686370018,17.407056188899112,16.616536970497894,-0.04802188167638799,0.07112700485138346,0.004346718503119539,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,356.0847891773598,360.2143180525073,380.996692777581,402.05619495228603,408.0336059511061,414.1950383768436,424.95481631681406,411.34489664822996,410.1487572353244,385.32010146069314,372.44517223650433,374.5230810748524,345.40825906297925,359.5702430123156,358.4661143588495,366.1912979351032,372.16880530973447,376.6749262536874,385.59520648967555,395.61902654867254,400.4010324483776,421.7361356932153,428.81718289085546,422.7477138643068,397.78932153392327,423.92022492625375,435.63613938053095,428.6259026548672,424.86742994100297,422.19824299410027,408.67482227138646,420.6463901179941,431.1005907079646,454.4993134218289,444.312721238938,411.38919453740704,-0.07662967830251788,0.011122006650948535,0.10761526466399514,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,8.175098328416912,13.242182890855455,13.154166666666665,13.330672320550637,13.772173058013763,9.278613569321532,9.093117010816124,8.829068338249751,8.829068338249751,9.623107177974434,7.592109144542772,11.935,8.402625,10.327625000000001,9.230374999999999,7.161,10.520125,7.4978750000000005,11.617375,11.453750000000001,11.646249999999998,11.992750000000001,11.165,7.8925,17.11325,18.271885769711336,20.73525547998308,22.938442055125883,19.33121153549397,19.962996070672908,25.386304916649813,25.115005168222833,24.75888016822284,28.39233038348083,31.53263512907956,31.300000000000004,-0.010089681799831829,0.06302328362202325,0.008187764357230263,,
USSR,121.67582717441624,135.73743371322342,149.4425075189962,161.36040444074422,172.4433829658088,189.48474577570983,207.12183424519375,217.8482800372239,236.914884305623,251.21568367625468,274.09696270715506,301.62670673461287,323.19693812515914,344.64757309979314,365.86014340522985,377.0773858812198,399.3042693019323,431.045838468464,462.18942555543435,504.3178317359533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,31.13786873156341,30.017318092428706,31.429363323500485,30.98738938053097,32.75339233038348,34.86388888888888,35.13740167158308,35.31343411996066,38.49148230088495,39.10948869223205,40.08145280235988,41.733999999999995,40.935125,41.09875,47.624500000000005,48.673625,49.058625,50.521625,45.5455,46.01712500000001,46.921875,43.302875,46.83525,44.130625,44.072874999999996,44.044,47.3563724200875,46.2385,46.151875000000004,48.5485,46.344375,43.326930506953644,43.101203770636985,44.385601773723984,44.43314338741392,43.03358377261356,-0.03414428052752816,0.0008144464622203973,0.011257151545600252,,
Other CIS,,,,,,,,,,,,,,,,,,,,,7.803169062969591,7.628772632955076,8.311359455764011,10.944355696962685,12.121507123112082,11.214864482861786,9.292474102019382,8.410891766227445,6.058482419687053,5.193703396938727,5.097402036206228,5.683029734136159,5.950088842182546,6.106806151388003,4.7827771445050145,4.502646171390553,4.757669172226936,4.397950499422982,3.969443027166793,4.8105807556010465,5.043322679711067,5.2125218657817225,5.892312392920368,5.935085507472976,5.330276449845788,5.1500630462517805,5.471895203142887,5.701840112564854,4.759891704161541,5.262086223907475,5.182540225178418,5.1408813331076955,5.052357181256161,5.866013471841218,5.55272190540808,6.108992520184622,0.09717385231503695,0.004096883109144356,0.0015980508375512436,,
Total CIS,121.67582717441624,135.73743371322342,149.4425075189962,161.36040444074422,172.4433829658088,189.48474577570983,207.12183424519375,217.8482800372239,236.914884305623,251.21568367625468,274.09696270715506,301.62670673461287,323.19693812515914,344.64757309979314,365.86014340522985,377.0773858812198,399.3042693019323,431.045838468464,462.18942555543435,504.3178317359533,434.13745615085054,445.58014840424306,469.8105381723813,495.1151838350894,506.2074329857225,510.9828840838942,520.5003197698659,505.2191780408093,500.12850504340867,469.75952717818245,455.87882805835454,461.20533642354115,427.4642525452798,443.6176215658668,448.21823955251864,451.77649059125275,463.270414615688,466.32986408693523,474.47148802077544,490.5590310749325,498.84330978645994,518.6420505398385,529.4637030065243,519.7488329485649,498.5620501228526,529.8077111481459,547.9702675362346,543.6881081969032,535.7354317188158,538.3701158146013,528.2361868768413,537.0998590801327,547.9233130357404,580.644415590244,574.1920129830966,538.2070469697119,-0.06523162326150578,0.014223789218603011,0.1407895359740818,,
Iran,0.7813278936657839,0.8191686293017447,0.8587943052978926,0.9173318765968321,1.0763925875746405,2.5524554895351446,2.9543461945564866,3.381794682696673,4.10770714842525,4.176508203710555,4.260883047858682,4.799568448674099,4.90807257287489,3.8008429517194293,5.092069978681902,4.535404071881297,4.928040561386944,6.749102481037407,7.713310996295112,8.978871549688053,9.686438076609015,9.30547470859912,11.391766947819491,12.367467661554175,15.616835250000003,22.798511010000002,26.531038057499995,30.518285420999995,16.513165750000006,26.105281070000007,31.867996700000003,37.47938454,39.752352125,46.231348220000015,54.97263905,59.44087965000002,66.532705125,78.22032592500001,80.27673854999998,93.25601976999998,97.04690275,105.78400000000002,118.55222325,125.78671545,134.79441195,144.38939854999998,153.1926108,152.54553385,153.834493,173.40094390000002,184.01948515,196.31904750000004,204.95774387984102,219.61161163377602,223.44548104452178,233.10212458408083,0.040366681154700323,0.051840693523699244,0.06097716508831262,,
Iraq,0.47309999999999997,0.57665,0.4598,0.46075,0.7239,0.741,0.8787499999999999,0.88825,0.8644999999999999,0.7941999999999999,1.2302499999999998,1.71475,1.1191,1.15995,1.6634500000000003,1.21695,0.589,0.6460000000000001,0.4465,0.5605,0.8074999999999999,1.4725,3.5625,5.32,6.1274999999999995,3.781,1.653,2.1565000000000003,2.4225000000000003,3.0115,3.0115,3.0780000000000003,2.8975,2.8025,3.021,2.9925,2.6220000000000003,2.242,1.482,0.95,1.3775,1.3775,4.542957,6.457625,6.852729999999999,7.135260000000001,6.301920000000001,6.3413450000000005,7.072655,7.5308343,7.301096750000001,9.895578099999998,11.426855762410261,14.600446325160517,19.492344145934005,20.79698570469767,0.06401586100205225,0.11019698856603366,0.0054402817345287815,,
Israel,0.0736399506045,0.09546622462387502,0.10690807261912501,0.1371937224075,0.14101670953387502,0.128869913557875,0.120627444859875,0.11924466228225002,0.051759449817375,0.063255524580375,0.05780573442150001,0.05569089047925001,0.05533841648887501,0.05444367482100001,0.038772138941250006,0.0018437101035,0.0019521636390000003,0.043462754351625006,0.061574494780125,0.053765840224125006,0.05059357431075001,0.037931624041125,0.04321873389675,0.039666880609125,0.036413274544125004,0.031505752062750005,0.026218642207125005,0.022422768464625,0.022341428313,0.020633285128875002,0.024049571497125003,0.015102154818375,0.018030400276875004,0.01133339445975,0.010194632337000001,0.009164323749750002,0.009598137891750002,0.0085678293045,0.007781541172125002,1.1394250000000001,1.5703,2.1926750000000004,2.6235500000000007,3.6097750000000004,4.00235,5.11305,4.7492,2.441625,6.635475000000001,7.248275000000001,8.052575000000001,9.249450000000001,9.893847500000001,10.522925,10.771875000000001,11.2985,0.04602307225258029,0.10407257973922879,0.002955573661027672,,
Kuwait,1.7261499999999999,2.261,2.5726000000000004,3.17205,3.5406500000000003,1.9351499999999997,1.9988,2.36265,2.6467,2.78445,3.0514,3.6708,4.00235,4.4849499999999995,5.9384500000000005,3.8674499999999994,4.449800000000001,3.49125,3.8332500000000005,4.1572000000000005,3.9899999999999998,5.4435,4.541,6.498,7.752,3.9805000000000006,0.475,2.489,5.149,5.6715,8.8141,8.8369,8.8065,9.01645,8.2536,9.120000000000001,9.025,8.2745,9.5,10.355,11.685,11.7895,10.697,12.065000000000001,11.846113000000003,13.975537951858726,15.857925483280624,17.53184121370898,17.77039023704966,17.871143175318583,20.322706966985855,21.149913402188833,21.027516111094346,21.152236375830032,23.043420628330686,20.645202644104238,-0.106521756527161,0.06880163042171361,0.005400576816523727,,
