Million tonnes,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Venezuela,184.1139618467927,178.78590853267167,187.9250424695123,191.76238398573292,190.80553087321175,197.23806236673084,189.87655608611934,173.8123476098784,181.43453814028422,160.6502155460212,127.09779647889447,124.81268058825809,121.48991737851237,116.97508342917942,127.3682330783181,117.3463300939507,113.61535593578095,102.59502445475417,97.26892520343065,97.6042909137902,91.50404027043676,98.94493703450028,100.25350046953817,105.1950813765653,105.6596974278785,117.7970518947373,131.32541480036014,131.58996040113206,136.1373584320871,144.47936666408205,155.32509364055775,165.17812030343364,171.51917854594504,177.76728102726833,159.06319613968304,160.28740023493364,163.03252807915044,152.6976617252872,147.47643835505562,170.1597504018352,169.40910576668466,171.14271844550188,165.73528977292875,165.84415915412956,155.86256795634364,145.83505492112124,141.50678247413873,139.32499719699229,137.78144472875024,138.51026821843402,135.36407880437113,121.03303217558653,107.58397490359538,75.62810942203745,46.625604329429464,27.39079684151786,-0.4141425298043804,-0.11368466267424548,0.006576213749319439,,
Other S. & Cent. America,2.205984677190904,2.5259451211660786,3.590755800777729,3.9008517833689575,3.85744678221009,2.9554834539414383,3.64828486260977,3.9908983750096567,3.994987767505343,3.805688802293126,3.4588336335084486,3.463188794047835,3.010810610665874,2.91643886550579,2.95473922967159,3.6354328995736123,3.9473181644957163,4.561847011134532,4.5443074119165505,4.400161946654522,4.249280992520249,4.171844481615048,3.9943900447472744,3.5789554357575804,3.5290184393748056,3.5771103300451195,3.5760962936543406,3.5612220864777835,3.9175655052499843,4.267239273855711,4.630855292210348,4.962205703281727,5.2818239995649146,6.165572974486609,6.189816776387616,6.50544538948898,6.864467447583202,7.753449127486794,7.7660072714326525,7.371636338105981,7.255898339405819,7.064004362099492,7.414869061487102,7.280878622974877,6.867879352055742,7.256953996715098,7.262137969916806,7.432384422785816,7.600936974566618,7.775742970455968,7.346534049249566,6.827754595351405,6.682592923777905,6.42448872487834,7.227228658412476,10.210412336050602,0.4089100422654486,0.005113054783578486,0.002451401993854367,,
Total S. & Cent. America,226.27884810994274,223.89123694411606,238.28816942753863,244.6588092626486,245.14697803347062,251.75732171255416,245.87786609540387,234.27177443351874,249.3116664272545,227.0701139093528,191.75226106113374,190.36878447666996,188.7450664391693,189.08374993517273,202.4540602574563,194.73080694957156,192.94049696524766,184.79686253634299,183.1921367753375,193.18264909920688,192.640150194166,206.49558572487345,203.59207071135813,213.99343447222026,216.38237923584666,233.97714619220042,246.6711946255174,252.1936448411145,261.90973819872625,277.66800765990376,300.0618983606425,320.7710862278453,334.3841365415833,353.91652324234224,342.63714535672204,344.8382726035803,349.1372313789999,346.02464142424736,343.21304655921386,367.5072619127726,374.73590921581985,381.9493994217283,374.4814217043027,380.5315401289595,377.58843075115306,378.65476895219996,381.66197684422616,378.5542585504828,379.136970762989,393.1154785320361,398.3801913010924,379.1324844243125,367.3557028139797,332.88407077721405,318.34448028600815,300.2916504736975,-0.05928577365538035,-0.016922255264595565,0.07209655462296233,,
Denmark,,,,,,,,0.09773030707610147,0.14619492656875835,0.09746328437917222,0.14619492656875835,0.19546061415220295,0.48731642189586116,0.3898531375166889,0.3898531375166889,0.29319092122830437,0.7309746328437917,1.656875834445928,2.0954606141522025,2.2966622162883845,2.923898531375167,3.6061415220293727,4.532042723631508,4.69105473965287,5.4579439252336455,5.89652870493992,6.919893190921228,7.6718291054739645,8.186915887850466,9.015353805073431,9.064085447263016,10.163951935914552,11.208277703604807,11.598130841121495,14.570761014686248,17.738050734312417,16.958611481975968,18.07943925233645,17.93324432576769,19.057409879839785,18.516830000000002,16.83866,15.168849,14.035467,12.902931,12.156576,10.940620000000001,9.979991,8.682906000000001,8.130409,7.689812,6.924374,6.736967,5.6468620000000005,5.017234,3.51998,-0.3003390776061051,-0.09013366138564138,0.0008451065154206256,,
Italy,2.278,1.85,1.723,1.627,1.5910000000000002,1.502,1.353,1.2100000000000002,1.105,1.104,1.2349999999999999,1.2930000000000001,1.246,1.4889999999999999,1.717,1.7069999999999999,1.4869999999999999,1.7630000000000001,2.241,2.273,2.384,2.558,3.935,4.837,4.604,4.668,4.332000000000001,4.501,4.64,4.895,5.236,5.452,5.948,5.622000000000001,5.015000000000001,4.585999999999999,4.128,5.531000000000001,5.57,5.469,6.111000000000001,5.769,5.8606096270000005,5.235985736,4.5722791449999995,5.10619258,5.30696645,5.396783065,5.501789216000001,5.7651664380000005,5.470205392,3.759517016,4.148196880000001,4.6841989,4.27856771,5.421991570000001,0.2637821233364366,-0.006617357519219547,0.00130175751065708,,
Norway,,,,,,,0.29278074866310155,1.614705882352941,1.5614973262032086,1.7078877005347592,9.2225935828877,13.651604278074865,14.004679144385026,17.371657754010695,19.499519853395906,25.0496303612354,24.292340709010876,25.231516288333516,31.39764151114991,35.95476672487177,39.21082110116774,43.034049710793404,50.11527742915347,56.979542125941286,74.90908981774528,82.14305149332459,93.84224489795919,106.90070255374877,114.12834247335297,128.58296122994653,138.39968728400447,154.66426841645747,156.227930308487,149.60021067517917,149.6737012987013,160.07367187629546,161.7610201733898,157.3594273925737,153.39312503989572,150.22262831291343,138.43416298548402,128.8519629310595,118.43401426243871,114.4538787222008,108.37522164074971,98.59061174197788,93.3657683733533,87.04501966573385,82.93006989987255,84.9663720558396,87.63652253160822,90.30671485660706,88.8568290867862,83.31837198093851,78.54529729482934,91.97155651891677,0.16773723280776665,-0.03167973933154955,0.022081307748201093,,
Romania,12.821,13.075000000000001,13.456,13.535,13.546000000000001,13.677000000000001,14.093000000000002,14.428,14.637,14.836,14.98,15.090000000000002,15.040000000000001,14.114,12.713000000000001,12.001000000000001,12.134,12.232000000000001,12.083,11.943,11.248,10.655,10.033999999999999,9.838999999999999,9.623,8.136,7.008,6.827,6.929,6.974,6.9510000000000005,6.852,6.75,6.553,6.3790000000000004,6.287,6.238,6.072000000000001,5.89,5.705,5.437,4.996,4.745,4.718999999999999,4.498,4.287,4.222,3.9819999999999998,4.131,4.0520000000000005,4.003,3.802,3.6340000000000003,3.5770000000000004,3.567,3.458,-0.03320664071536128,-0.022923954958479986,0.0008302258337617042,,
United Kingdom,0.084,0.078,0.089,0.084,0.08499999999999999,0.156,0.21200000000000002,0.333,0.372,0.41000000000000003,1.568,12.169,38.265,54.006,77.85400000000001,80.46700000000001,89.48,103.21900000000001,114.96000000000001,126.065,127.611,127.068,123.351,114.459,91.71,91.60400000000001,91.26,94.251,100.18900000000001,126.542,129.894,129.741,127.883,132.633,137.099,126.24501000000001,116.67838,115.94426,106.07293,95.37401,84.72112,76.57784000000001,76.57509,71.78883000000002,68.19854000000001,62.96161,51.97241999999999,44.56082000000001,40.646390000000004,39.92792000000001,45.28773,47.4445782,46.630331000000005,50.87039000000001,51.81770761165355,48.13152544827581,-0.07367537545507052,-0.02709527659345412,0.011555822974412223,,
Other Europe,23.823,24.622999999999994,25.647999999999996,26.273000000000003,26.822000000000003,26.654000000000003,25.672,25.464000000000002,25.573999999999998,25.477999999999998,25.181000000000004,24.509999999999998,23.746,24.139999999999997,25.117,23.86,23.002000000000002,24.061999999999998,25.939999999999998,26.113000000000003,33.92699999999999,34.219,33.17700000000001,32.237,31.055000000000003,30.696000000000005,30.91399999999999,29.236000000000004,26.939000000000007,27.068,25.636999999999997,24.283999999999995,23.1261,22.285899999999998,20.757696,20.633705000000003,20.517167,21.266234,21.502044,21.102314999999994,20.037720120000003,19.631149,19.5730963631413,18.62237045457151,17.57225565376899,16.860706361899304,16.651563360561767,16.70144742189739,17.11724581666189,16.92024599025509,16.53116226403916,15.631526259747465,15.018412579306105,15.23982160464514,14.998197404734684,14.567495454454935,-0.03137069327277975,-0.01571434612732181,0.0034974872930869532,,
Total Europe,39.00600000000001,39.626,40.916000000000004,41.519000000000005,42.044000000000004,41.989,41.622780748663104,43.14743618942905,43.395692252771966,43.63335098491393,52.33278850945645,66.90906489222706,92.78899556628089,111.5105108915274,137.2903729909126,143.3778212824637,151.12631534185465,168.1643921227795,188.71710212530218,204.64542894116013,217.30471963254288,221.14019123282276,225.144320152785,223.04259686559416,217.35903374297894,223.14358019826457,234.27613808888037,249.3875316592228,261.01225836120346,303.0773150350199,315.18177273126753,331.15722035237206,331.1433080120918,328.2922415163007,333.49515831338755,335.5634376106078,326.2811786553658,324.25236064491025,310.3613433656634,296.9303631927532,273.25783310548405,252.66461193105948,240.35665925258,228.8555319127723,216.1192274395187,199.9626966838772,182.45933818391504,167.66606115263127,159.00940093253445,159.76211348409473,166.61843218764736,167.86871033235454,165.0247365460923,163.33664448558363,158.22400402121755,167.0705489916475,0.05302651840040418,-0.030700705990214128,0.04011170787553968,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,13.23,13.049999999999999,13.910000000000002,13.74,13.16,12.5,11.773700000000002,11.1957,10.251299999999999,9.562800000000001,9.1617,9.1004,9.027000000000001,11.449,13.850999999999999,14.068999999999999,14.979,15.334,15.378000000000002,15.459000000000001,22.2142,32.2676,43.359899999999996,45.3289,50.8666,51.3173,46.095,43.738299999999995,43.84500000000001,42.5129,42.0199,41.4276,39.0893,39.1983,37.9944,35.09972344341069,-0.07871100584071533,-0.02875524144497643,0.008427037929615638,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,22.66,23.290000000000003,24.06,24.96,25.400000000000002,25.8,26.6,25.799999999999997,23,20.312,20.633,22.961000000000002,25.779,25.945,30.131,35.317,40.091,47.271,51.4483,59.501397784601885,61.49319804781751,65.06562377714411,67.18070458433867,70.72734827813117,76.49462715507788,79.688483724501,80.06405200701909,79.2793914235578,82.30833143233166,81.10911432331653,80.17401131827155,78.58985749067779,86.98012752796667,90.48086970000001,91.04388540000001,86.11261117503474,-0.05674795798386478,0.017564588774674927,0.02067464268657914,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,542.306,561.182,569.4810000000001,568.779,552.226,515.891,461.944,398.81,354.875,317.57800000000003,310.74899999999997,302.873,307.41999999999996,304.34000000000003,304.76800000000003,326.6506254920858,351.6795818436638,383.695371,425.713784,463.29091999999997,474.81944500000003,486.254243,497.33095712418503,494.25421411322884,501.36284776779644,512.3156265443749,519.4636585157635,526.7356454828446,532.2235848280379,537.4205868790692,544.5523643644659,558.4790788475791,558.5466969122034,567.8848884355368,573.3888449305367,524.404217284094,-0.08792885752849022,0.013513899631647286,0.12590339170701006,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,6.78,6.5600000000000005,6.47,5.72,5.75,5.7,5.3999999999999995,5.2,4.382,4.192,4.07,4.355,5.368,6.369,7.063000000000001,7.28,7.745,8.21,8.71,9.219999999999999,9.73,9.99,10.27,10.605,10.870000000000001,11.13,11.51,11.99,12.469999999999999,12.85,13.229999999999999,13.180000000000001,13.13,12.551,12.190000000000001,10.33690909090909,-0.15433419443021523,0.011526852252778719,0.0024817724026948928,,
USSR,242.888,265.1,288.1,309.2,328.3,353.039,377,400.4,429,458.9,490.801,519.677,545.799,571.531,585.6,603.18,608.82,612.551,616.343,612.7099999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,2.31,2.5300000000000002,2.67,2.4400000000000004,2.7,2.8,2.8,3.3,4.001,5.517,7.587,7.623,7.891,8.176,8.1,7.5,7.176,7.198,7.134,6.578,5.449,5.412,4.928,4.781000000000001,4.455,3.649308,3.585,3.165,2.9000000000000004,2.804347897221109,2.7149919422789033,2.6389763905017847,2.7644,2.8920999999999997,2.8163,2.1418,-0.24157650554568266,-0.04482461812613836,0.0005142214258967085,,
Other CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.5900000000000003,2.54,2.5,2.43,2.354,2.2600000000000002,2.201,2.163,2.1191999999999998,2.0515,1.971,1.9348,1.9275000000000002,1.9367,1.9364999999999999,1.9436,1.9376,1.9072,1.897,1.8839000000000001,1.8746,1.8544,1.8368,1.8235,1.8099999999999998,1.7996,1.7688000000000001,1.7544,1.7515,1.77673,1.8154336,1.8465779296875002,1.8939389999999998,1.9463933,1.9765288834708017,0.012708239044067371,0.006543348672669591,0.00047454174095825236,,
Total CIS,242.888,265.1,288.1,309.2,328.3,353.039,377,400.4,429,458.9,490.801,519.677,545.799,571.531,585.6,603.18,608.82,612.551,616.343,612.7099999999999,589.886,609.202,619.1310000000001,618.139,601.6659999999999,565.045,510.77770000000004,446.5067,398.6723,359.28100000000006,354.25219999999996,348.8834,357.41979999999995,358.2065,365.8497,392.7531254920858,423.6141818436638,463.64597100000003,510.291284,555.9463177846019,575.5897430478175,600.8640667771441,624.9239617085236,627.53326239136,645.8725749228743,659.9107182688759,662.5173105227826,666.6771369064024,675.5013162603697,678.4484490996069,684.4679976250164,696.1309463287587,702.3571023698577,714.9010971355368,719.3798236305367,660.0717898769193,-0.0849502676915953,0.010837025024415636,0.1584756078927547,,
Iran,95.66208791208791,106.89285714285714,130.50755494505495,142.78021978021977,169.26373626373626,192.5869615384615,228.68462637362634,253.71094505494506,295.37708241758236,303.1971978021978,269.4698901098901,296.96620879120877,285.62788461538463,264.82005494505495,160.48516483516482,74.15802197802198,66.15976923076924,120.09243406593407,122.83443956043955,102.51824175824176,110.35109890109891,102.6998076923077,116.72565934065933,117.38324175824175,143.83853846153846,162.78887362637363,174.3708791208791,175.67885714285714,184.29395604395606,184.98450549450547,185.45650549450548,186.64175824175825,186.96266483516482,190.78755494505492,178.1173901098901,191.66522831953506,189.8049629620772,179.12280170016285,202.08981014691634,208.83267209239156,207.8710953121175,210.62175048256236,213.25574666670641,215.42545916435316,207.2192360992301,212.032541056623,212.5283230242812,180.47879512403762,169.6720245772192,174.04649522932158,180.24293707310653,216.14445039859837,231.37142718557726,218.66748356741056,157.76482165473146,142.73644579647885,-0.09773006419046415,-0.026898795227147887,0.03426937094261537,,
Iraq,64.67543859649123,68.5668016194332,60.4885290148448,74.23724696356275,74.92105263157895,76.30026990553306,83.44264507422403,72.40971659919029,99.40215924426451,97.27704453441295,111.70305263157894,119.5254008097166,115.99221997300945,126.57838056680163,171.64923076923077,131.07311740890688,44.50421052631579,48.504089068825905,54.35427800269905,60.538502024291496,69.83889473684211,93.18981511470986,117.25605533063428,136.69924696356276,138.96711875843457,105.30090418353576,13.942914979757084,26.146566801619432,22.33199190283401,24.794879892037784,26.026323886639677,28.566809716599188,57.14442375168691,104.18558434547907,128.27262887989204,128.7955430685467,123.87222532458468,103.87357485224999,66.02450672437061,99.94606868630461,89.9336288333566,98.02145574479967,105.0894214621434,119.3189124668435,119.73745018381497,120.81360514681931,135.80110428591374,151.31515077481504,151.93514321280654,158.80988238168362,195.61587621573827,217.6022782465447,222.38185408722921,227.01244970446362,234.22010561499124,202.0378404076504,-0.13975863036517922,0.06939812101742526,0.048506950405973304,,
Kuwait,119.01136187897788,125.55647031442956,126.39234354516955,133.128194015389,140.90796394984326,151.79893359931603,162.5494924954878,167.34923225990312,153.8004386814857,129.87042913460627,106.34989778664387,109.91083260188087,100.77973496722713,108.77969103258289,129.61965502992305,86.83361994870334,58.6239165954213,42.664290728602644,55.00554854184478,60.72708367056141,55.48949339792914,59.395312387194835,52.115009974351665,63.04622057566258,68.41068756530827,46.79678973116747,9.216983328583641,53.95553434026788,96.5819749216301,103.35720290681107,104.88894428612141,105.12589803362782,105.1142373895697,110.00326797758146,102.55634221525601,109.88843223124488,106.53351977899528,98.75987988980718,115.60395867768595,123.28680247933885,130.41107300275482,133.75667741046834,130.0298800865802,136.222567493113,121.02893197382919,123.39558403168046,140.89040495867778,153.96809393939395,151.4303250688705,150.22502727272726,148.24697286501376,152.73432834710746,144.9687685950413,146.84903512396693,143.37989600550964,130.14718590895995,-0.09477133042522479,0.01709122169052546,0.03124683514546148,,
Oman,,,2.8229308005427405,11.968249660786974,16.19470827679783,16.442333785617368,14.560379918588874,14.004341926729987,14.510854816824965,14.362279511533243,16.888059701492537,18.22550881953867,16.83853459972863,15.550881953867028,14.609905020352782,14.117106161980068,16.307164413044493,16.703365227155757,19.328195620642866,20.753542553689233,24.789362747391568,27.85991905675385,29.012402330042576,30.92933748186965,32.060245403078646,34.23934988069059,35.31549618677771,37.03761427969869,38.78690696205493,40.45270083750526,42.80719248584663,44.364635287512286,44.90995999625696,44.711859589201325,44.69755974617928,47.02476957076348,46.8952659673868,44.01172996205689,40.224782034303175,38.429546015160994,37.99935987455211,36.17959907051569,34.83783955020759,37.07095912381479,39.659635469901446,42.201626321305824,43.21313424710958,44.999681586623225,46.082194476718215,46.21895836007767,48.03092625061952,49.316164463474685,47.564363230120485,47.824124017907195,47.328159637306115,46.11105220224408,-0.028378325436306362,0.01783431836463989,0.011070730699895188,,
