Exajoules,Oil,Natural Gas,Coal,Nuclear energy,Hydro electric,Renew- ables,Total,Oil_2,Natural Gas_2,Coal_2,Nuclear energy_2,Hydro electric_2,Renew- ables_2,Total_2,p,q
United Arab Emirates,1.8588383941570117,2.5738904415612645,0.0827821381032,0,0,0.03721645216991252,4.552727425991388,1.5117059444843612,2.5063024881284472,0.10844321781355747,0.014421922464152945,0,0.049374069489100066,4.190247642379619,,
Other Middle East,1.0908363798780876,0.8415178171161185,0.0145821902547295,0,0.01548798531749283,0.03236113175236484,1.9947855043187932,1.0346899326773635,0.8590565975024889,0.014687583132457521,0,0.016004106971428574,0.03981029187769575,1.9642485121614344,,
Total Middle East,17.03421315486541,19.600604204949427,0.3990613882734887,0.057146822295798316,0.2957641026839421,0.12293515408289228,37.509724827150954,15.714589241160022,19.883280078752662,0.38447003186973716,0.070623729088442,0.22589668038140903,0.16540077475573428,36.444260536008,,
Algeria,0.85321114415,1.625085,0.017291484,0,0.0013549856616140922,0.005571487095452682,2.5025141009070664,0.72451746369,1.550934,0.017291484,0,0.0004440816326530612,0.005400032653061224,2.2985870619757143,,
Egypt,1.48198992713716,2.122033879636682,0.08258673921438775,0,0.11779201646538304,0.05766432866146098,3.8620668911150737,1.3319215489806153,2.080947963272196,0.03140889660317726,0,0.11669622474710205,0.08601726654298082,3.6469919001460718,,
Morocco,0.5616134736165181,0.0351246576497229,0.27895489075080004,0,0.011256908873412533,0.05598811451044656,0.9429380454009003,0.4986859142655019,0.027110172690477004,0.2800773929634398,0,0.010187998173441536,0.06191515086721458,0.8779766289600748,,
South Africa,1.1743244404446866,0.1527694863941311,3.6412062405085166,0.12119990167963948,0.008682252155971848,0.10971847627810126,5.207900797461047,1.0164368598876867,0.14583421717522843,3.4824753105040585,0.1381900679538966,0.00443382549478457,0.11453091233230205,4.901901193347957,,
Other Africa,4.205780674488993,1.6571701598200512,0.29718912129296005,0,1.0841049529698952,0.1125367067270615,7.356781615298962,3.6150896188593458,1.7020273706864848,0.2967739438773504,0,1.134536611213729,0.11030475130557786,6.858732295942489,,
Total Africa,8.276919659837358,5.592183183500587,4.317228475766664,0.12119990167963948,1.2231911161262774,0.34147911327252317,19.87220145018305,7.18665140568315,5.506853723824386,4.108027027948025,0.1381900679538966,1.2662987412617104,0.3781681137011365,18.5841890803723,,
Australia,2.1085326798498145,1.5152749525654912,1.7542632797421518,0,0.12581638059300576,0.3732182452716946,5.877105538022158,1.8297987282092316,1.4723494674352713,1.6887405801840414,0,0.12909137229514323,0.4486085030119107,5.568588651135598,,
Bangladesh,0.37647201857180485,1.1136376524343947,0.13876168401673356,0,0.007337347100630889,0.0031841252474034184,1.6393928273709675,0.3314424574016164,1.095651243567839,0.15458086429177387,0,0.006223100096783673,0.0037382903618173365,1.59163595571983,,
China,27.935037139891723,11.101566371681413,81.78898777761601,3.1084440802949613,11.343886472757067,6.750807834092818,142.028729676334,28.499239596028715,11.900879150442478,82.27046217740171,3.2524538775510203,11.74159927130585,7.79136082179369,145.45599489452346,,
China Hong Kong SAR,0.8693585487436184,0.11218184121093752,0.258369,0,0,0.0008910835210454583,1.2408004734756013,0.6123305949014325,0.177993315,0.13763,0,0,0.0012911745914151959,0.9292450844928477,,
India,9.987814748395003,2.1330116270452177,18.59766414768289,0.4025991341253583,1.4442661989304053,1.3260031933814471,33.89135904956032,9.021226026942973,2.1456300132902637,17.53670246605794,0.3962375209795918,1.4533913092112196,1.4305812690127198,31.983768605494706,,
Indonesia,3.16448488523749,1.581130125770992,3.414164869820555,0,0.14749732077017613,0.3460941431226767,8.65337134472189,2.3413938901615197,1.495019657693269,3.2558139200716174,0,0.17278664534256852,0.36885541113246234,7.633869524401437,,
Japan,7.321669219190228,3.8923618851185404,4.905337804355326,0.5851054699287177,0.6564594405398443,1.0084442746395392,18.369378093772195,6.494134802182882,3.7590746962675494,4.574389165743043,0.381905845038498,0.6886681770685819,1.1319431244863654,17.030115810786917,,
Malaysia,1.5946788843202107,1.6091282233619795,0.9548373379420046,0,0.22969675655462118,0.04242566065827691,4.4307668628370935,1.37726437407815,1.3734792863023269,1.1367053769132678,0,0.1803233218147281,0.04482863459936856,4.112600993707841,,
New Zealand,0.36327657375982675,0.17647560824909814,0.06421594260986646,0,0.22800488713762607,0.09799074018194953,0.929963751938367,0.30124384037397967,0.1641818568234347,0.06129619262612051,0,0.21520136378432864,0.09854011568585454,0.840463369293718,,
Pakistan,0.9024143274583065,1.6006250853092665,0.5582683793503844,0.08185719485110703,0.3236258756325138,0.04804446000169871,3.514835322603277,0.882677196609488,1.4843816094545323,0.6215235555645572,0.0829952169869318,0.35781863681152315,0.04480039529062668,3.474196610717659,,
Philippines,0.9127494829268852,0.15177584252315252,0.7320202284355715,0,0.07154228018025399,0.14695978771219298,2.015047621778056,0.7483570899759987,0.13834202844137403,0.7277482441355094,0,0.06387687079183674,0.14667445102102739,1.8249986843657462,,
Singapore,3.0482374374266685,0.4517561512296,0.019170966038583287,0,0,0.008512304483649626,3.5276768591785013,2.9340996992787787,0.45354097927521,0.019667899320068724,0,0,0.00865520254090253,3.41596378041496,,
South Korea,5.164292915692706,2.0172178245600003,3.4393180356000004,1.3006941450466531,0.024859340734142674,0.3014176714766103,12.247799933110114,4.903856141681004,2.0393253846000006,3.0290660640000002,1.4226929669224486,0.03444280267755102,0.35815445401918644,11.78753781390019,,
Sri Lanka,0.2451877179371904,0,0.06186077732999245,0,0.043175141626667406,0.007063802716687995,0.35728743961053827,0.2059872864219894,0,0.0663956188690126,0,0.044197154929281814,0.01006224051524239,0.32664230073552625,,
Taiwan,1.9840887966442744,0.8373535549238159,1.6709705077089225,0.2881433348299877,0.049428414201917244,0.07174246607616731,4.901727074385085,1.8893145986422695,0.8958406113909686,1.6342446996524223,0.2792407068786939,0.026840341394285715,0.09306373178505567,4.818544689743696,,
Thailand,2.624744766829015,1.833824229206495,0.7144303481229874,0,0.05624935931175747,0.28424250298330256,5.5134912064535575,2.3881912710290663,1.6867051309980687,0.7278538585613448,0,0.0403212622367347,0.27557233940220016,5.118643862227415,,
Vietnam,1.1039611100459907,0.35469540000000005,2.0672789547789616,0,0.603703909223698,0.03671041262133812,4.166349786669989,0.9772651091603995,0.31365356399999994,2.101594479074803,0,0.6125210698172859,0.08396624602908438,4.089000468081573,,
Other Asia Pacific,0.9644558775761394,0.41029561855407876,1.2320032486221697,0,0.6143671484487204,0.013742255948691799,3.2348641491498,0.9436342721107461,0.4213563205024396,1.2282462984483882,0,0.6389940252601001,0.015492387394365146,3.247723303716039,,
Total Asia Pacific,70.67145713049688,30.892311993744475,122.37192328977312,5.766843359076786,15.969916273743047,10.86749496413719,256.53994701097145,66.68145697519023,31.017404315485024,120.97266146091562,5.815526134357184,16.4062967248378,12.356188792673297,253.24953440345917,,
Total World,191.88952676291166,140.54184850145222,157.63914384113042,24.929971957785185,37.68895541902705,28.82126788289976,581.5107143652062,173.7333760757626,137.61998401981023,151.42466891780882,23.981318529036777,38.16261734783057,31.711584693076745,556.6335495833255,,
