Million tonnes of carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Iran,21.226315119451453,23.43411377445143,26.114891309598658,29.0438676634765,32.11280206961806,37.74916711781919,40.87102452574164,46.10015738852236,56.50620622053845,63.28825831294819,74.39506259515909,85.01128988396802,96.05110174267331,93.34205350431195,102.04257843294916,95.07999960283843,97.06407446869184,109.43188761511524,130.15971527451427,140.81893144376983,153.81644156131756,143.7502733320791,152.71103086279817,154.40118003340498,169.08963084763184,181.77449454831174,201.47114151826747,217.83548778128727,202.70838980119555,227.42823858260476,236.59012091019716,251.05391779774772,259.76712909786824,267.89187134532983,289.5484659656386,304.89229875301174,323.89002438158326,350.9378859328321,354.97620754262744,387.08603353748634,409.0918789513721,443.4545239936474,469.5390860173638,488.4093424851956,495.4957881922371,504.84588389851734,517.0375427675729,522.6645830873923,544.8859587544775,557.0254464136804,551.246770441457,570.8729477962257,578.7672734374088,617.1552951346343,645.1301758137353,649.644102858874,0.004245566647214094,0.0267406080769772,0.020311758501019718,,
Iraq,5.11638463046442,5.6683914055227405,5.8049342442612035,6.217110485336236,7.177218150063204,9.208062256649235,10.03713406024949,12.052711832942375,11.664101850502881,11.407458135184742,12.199796571701862,15.542586358693384,16.38805240041118,13.615715573841863,16.655712027738574,22.58734595230102,22.906218052453706,23.86720104626997,26.887813861904533,29.3851219001864,34.677675348571654,38.37566996628799,43.9166623753869,50.828524279871345,57.26030546407724,52.29275125351487,36.27879492091377,56.47604443739179,78.01132395021041,89.84649334556701,87.44045851168522,91.03090424406659,108.2848622236145,74.23697324384275,55.290567188875585,74.26200200182053,83.93387704621574,78.81643244635265,72.78443963857686,77.53044796455785,74.1735786596112,75.77094327904578,78.68672160844442,82.06760163048587,92.95394353558382,98.78578945930816,104.08128696342052,111.0443714210863,119.59066445180326,115.86294105262654,116.11652396555615,132.1035315431721,130.17900708787155,135.43369651849432,145.75892462374827,135.29556568543853,-0.07432147967479386,0.04601216083037252,0.0042301482371163174,,
Israel,11.862780897672927,12.386946950403303,12.924292603420971,13.495414281590946,14.08504747723192,14.689691207677622,15.324102244480063,15.941736522208679,16.958392398,17.237378909920754,17.832417594583514,18.926469126709744,19.918158156990064,21.30078279128715,23.417788600234044,23.56346698112352,24.106389331773602,25.3884019325971,25.95178918019812,26.969155110776267,26.275843350949266,27.798767785410924,30.552531237715645,32.5565166165437,33.99548580595065,35.005615095772264,36.29058388768183,39.55003467077729,41.71895572417922,45.39081882756798,50.413821774825635,53.6432112682465,53.30003777626324,56.70575822912519,58.544987320172,61.85063383691388,62.515625936895546,63.8827489404981,65.54188301976211,66.04511957269855,67.64580337222725,67.43181826237532,70.40353823258636,71.62649087613421,68.39067268439477,71.55648905235363,72.80289557900083,78.91721763121764,69.29546692747971,66.73051910353051,69.79394759532016,69.11856884937986,70.98760452949938,69.77301280658642,72.06152977241906,64.45709564514206,-0.10797087482090051,0.0052420801915429305,0.0020153141614920014,,
Kuwait,16.635193732710363,17.368001829673776,17.660238711354975,18.547273560382955,18.97882495876666,15.434299599518235,15.391333358099999,16.994665711899998,16.906063323,16.1932288141,14.3823263625,17.1548525666,17.5096820851,19.2168814387,23.4013777341,19.286446104500005,25.373051237200006,25.512495248400004,28.457640868000002,29.999608610099994,28.736208258799998,32.5743578214,30.327473631600004,33.599094590600004,35.761467924,21.649546754,11.7358873576,19.760574634399998,22.823384724600004,26.923843318199996,33.7721530685,33.3855765302,34.4622605606,41.6711853026,43.7602082288,46.63355571393225,47.385897984257205,51.1409259875416,62.08483100434243,70.04358742283948,77.31597798983357,73.45303014773037,71.04784565005355,76.86784974922433,76.76629513962928,87.38087625705549,88.93696972898773,91.94090526283875,94.64429039693901,96.33992861031841,98.11306509519036,97.88354209492638,99.90109981705544,99.69128487647205,99.83921792337236,89.77971194937577,-0.10321400695796878,0.02662789119094633,0.0028070505364119073,,
Oman,1.4044720063,1.4649955933,1.5284653272,1.5983670371,1.6650542890000002,1.7412716319000001,4.291103388,4.905652013999999,4.261137434999999,3.8968084650000003,3.5312982990000004,4.015443486000001,3.777753882,4.237309668000001,4.759439844000001,3.9407458664999995,4.074573765000001,5.7037204906,5.1443012508,7.479016115300001,7.597392108800001,7.036776667100002,7.944824768200001,7.663406871200001,8.783739314500002,11.285723340400002,15.668473204100003,14.8540010505,14.142769640000001,13.198856066497136,15.25736838915368,15.550739340094651,15.63812876580187,15.993574873168601,18.74277379662453,25.398901731794606,28.09025153722903,30.816771874015977,31.65564910755169,29.547261102641766,32.80976995977335,35.8028083599986,35.42446809287244,42.36798024342517,41.75371464845341,49.04168132882838,52.20933012386831,57.56932726054681,65.66889418816044,65.19996797218731,68.69880386946808,69.06748120946446,74.27573398293158,76.17426854691452,77.65918187619008,75.3795831882883,-0.03200592348742004,0.06401994586835436,0.0023568164213146805,,
Qatar,0.308025093,0.30684431100000004,0.44049198900000003,1.3424760930000004,2.093711997,2.3692931850000005,2.3499727770000005,2.598860343,3.6866036187000004,3.2480969486,4.829209281600002,2.9983288976072955,4.219311910995775,4.051577091254546,9.440375865607022,9.333305048330253,8.823408479719408,9.508362628402251,10.026016176006229,11.391611522678579,10.793714599483245,11.64417418627191,11.330478512931414,12.07834251738642,12.696050284301743,12.858314315507933,15.168466259351616,24.00563644882371,25.712232699918,26.221171117647135,26.39647451490938,19.58743590854627,21.14973212598902,22.95048168736676,25.899909011921316,22.570032751623543,21.615267304328036,24.460889281756025,27.30650618122713,33.552148325379015,37.742304860128954,39.99664687573122,45.35980899552919,50.35048488046547,51.13266783974047,59.86376703369589,68.67537248364181,78.4991910119782,86.61224052617234,94.6828621132733,109.52187245553124,107.21478853344256,103.37809712265198,90.05603665546829,98.51505691725198,85.03249300532237,-0.1392162127999481,0.06777664132411854,0.0026586240913495326,,
Saudi Arabia,62.4899278504,63.261300317,64.0854348336,64.9737149543,65.9425585207,67.0465366312,67.0770468517,71.85763277679999,76.4998283925,80.8633273229,62.66434088610001,72.35950537455098,85.63204987953542,94.93675376673974,115.84079879242017,97.91175576861917,110.44424260313133,122.50814904956108,133.88231455760197,156.87023018295346,161.54047853132064,158.84811652468883,168.29271674727138,173.22223220084356,168.7803370367316,202.28258005668522,212.0611139575233,208.5762788423903,212.97962359482386,249.45193003517485,242.05291167199556,246.54543861759012,250.85297657086255,265.0441021926298,269.8350535497621,278.1876873980319,287.1651573605053,295.1797152988716,314.65853614803484,340.3778807757514,342.7539081658648,360.12765943210286,379.2382079349306,411.97650157281487,426.86332823244175,471.9613432259536,499.81780923915346,524.9987379019402,534.105659397827,569.5395518657195,586.8733184217441,599.0627392756932,593.7823899319462,575.4778797318172,574.3873620396279,565.095026305181,-0.018865859404837315,0.030128974936679986,0.017668248898014965,,
United Arab Emirates,0.2188037209924034,0.2335286837670547,1.1449203945959046,1.4617727004860173,1.47325211393441,2.016484473196107,3.0466376250000007,3.2813890080000014,4.290492915,4.769040195000001,5.259531186,6.774812835,11.088406905000001,12.779637352300002,15.246910695300004,25.887461536400004,29.7834499933,32.275029339999996,31.118438920800006,38.334978092099995,47.74427256600001,57.869685817100006,64.4067789972,72.05445511940002,80.2936663083,81.6942368608,100.24377426949998,97.52004616839999,101.39269021660002,110.62933191380002,114.6024559753,117.00531326460002,121.6622675541,124.1354637254,124.48710713899999,123.58365992120001,124.22602212993361,132.4067693257096,142.06223734517602,152.49188560817524,159.13503975250222,168.1059822439017,184.76040147448552,210.5391962240795,204.33235258618373,213.75074561520222,220.71973082033733,231.85695748355084,247.25457973650595,243.5062338146005,265.5539742953214,276.1929754217826,278.0548932018843,272.68404171910623,269.9300713353471,243.75057768453428,-0.09945345734522415,0.028232705144958237,0.0076211003018799685,,
Other Middle East,17.7020473807111,18.427657787168908,19.160079378701532,20.346512669076617,21.22424346359547,21.252602514640458,22.696811698391784,22.59372354389132,25.311826364881693,27.60192314518465,30.05183255275496,33.86787605080911,37.04202652984044,38.50747771239353,43.81651232788442,41.66645053683841,43.51892386202431,51.3232471618973,55.01654403088991,59.56190574255449,60.682476053685455,61.11125615052417,65.23228841802359,67.50529888145043,68.00955553970462,71.86862098515115,77.05972279637743,79.57336363073807,81.6416840117916,84.35988047627062,91.00858443157668,92.49481580420168,99.0679171407117,104.12123044487333,106.24021288708477,107.50666347500459,111.47779598199438,114.55958799687147,119.87356209216466,124.46231898394763,138.33243029845548,142.9693278267126,149.3205625996141,155.23865643285205,155.22072637504522,152.58244623913325,145.81928009717603,138.3109789551518,131.34387065501318,131.01604827730233,121.34048144496586,119.3221766439689,120.72383142918508,117.74384291332666,120.35700466288729,116.83165011750194,-0.031943024130126396,-0.025117743664441305,0.0036528558514104512,,
Total Middle East,136.96395043170264,142.55178065228722,148.86374879173326,157.02650944474928,164.75271303990976,171.50740861760082,181.08516652866297,196.3265291412647,216.08465251812302,228.5055202488383,225.14581532939945,256.6511645799385,291.6265434925462,301.9881888988288,354.62149432023335,339.2569773974508,366.0943317932942,405.51849451284295,446.6445741207151,500.810558720419,531.8645023789279,539.0090782508629,574.7147855511271,603.9090511107004,634.6702385251978,670.7118832101431,705.9779581713153,758.1514676647084,781.1310543633186,873.4505636833294,897.5343492481433,920.2973527752935,964.1853118158111,972.7506410443362,992.3492850878789,1044.8854355833332,1090.2999196629419,1142.201727084449,1190.943852079463,1281.1366832934773,1339.000692009769,1407.1127404212457,1483.7806406058799,1589.444104094677,1612.9094892337093,1709.7690221100481,1770.100217803159,1835.8022700157026,1893.4016250343784,1939.903499223239,1987.2587575845546,2040.8387513680555,2050.0499305404346,2054.18935890282,2103.6385249645796,2025.2658064396583,-0.039886240274423,0.02691881707875643,0.06332191700000954,,
Algeria,5.5687527761,6.8675059786,6.3693069022,6.771137230000001,7.592118350999999,8.2644246325,8.9308441677,9.986480526199998,11.612214034399997,12.9736952606,15.4752294509,17.883758121600003,19.3442107532,24.5346418156,32.111406676200005,38.515784769700005,46.310180658700006,54.25844172610001,59.0323905669,56.957719137400005,57.6124513815,60.9855613778,62.674556869000014,66.88505872510001,65.13472260260001,65.35382731663877,65.27828735558985,66.56237539153415,62.124192225866544,62.8151849168074,65.15931455358694,64.3348838461443,61.84085477920628,64.41032123740948,64.42816892788649,62.594872727915416,64.93262659441459,67.8554922427601,70.95447682532667,74.30688159493431,76.94545284443615,80.80320163987561,85.21888382356272,90.62226798120801,95.67276759693453,94.59840671825788,100.57798554433354,108.87663034695653,115.4399776991183,123.59726811525503,128.966966078134,127.69587370345626,130.7304229028766,137.68415300676432,141.25595702420162,129.76580574264275,-0.08385276566665434,0.03973303646145254,0.0040572548820740715,,
Egypt,22.9015582589,24.025285808500005,20.124557180600004,21.062653505300002,15.880501040399999,20.200589046599998,20.492438339346403,23.1321358686776,21.604228776873605,24.620663176730403,27.573477219147204,32.55129782804172,34.92263993643505,36.3230697019537,40.10947328484717,45.59872787389696,52.51593026913746,59.050965780665294,64.68387892400702,70.36668567519884,73.13626587513451,74.70116923140749,79.72064420040854,80.64373463671178,84.90950415971899,86.50272474499181,87.13761090327736,85.6217124749061,84.03318198511799,88.3623875300069,93.49915540823393,99.4552287127506,103.91241029355837,108.06707443591858,113.91622151171732,118.83775500992355,124.9767676663671,122.18122120578816,132.16204096615837,131.27016454964362,145.55534824656652,148.5552675165073,157.73647133075872,165.70664348095224,174.44207095662694,185.62718745035792,187.15117155087702,197.84645480436558,196.63887918062727,201.41461224302464,204.85156926290034,213.4366222239247,216.9284185248382,217.964869568177,216.93493091502776,199.20190169884347,-0.08425243749391309,0.02203984020597849,0.006228242359847519,,
Morocco,3.565590412107689,5.340302193631147,5.743535274541879,6.074594992170935,6.4850617932566355,6.8817527616887215,7.250057952146988,7.913674105319809,9.25798830369634,9.847235212660964,10.3000054791993,11.276378074570049,12.394828402175175,13.225917735304241,14.786522608199622,14.925869869025703,14.843577915468714,15.663374605573795,16.273673443143945,16.5756639014824,17.173013047433603,17.759272888106402,18.2125543909196,19.156340468778797,20.9802026073232,21.315648822438803,21.5465159540548,24.2485517401496,25.159782561571202,27.295016939297998,27.1470509508844,27.624743793552,28.373526108802402,29.894788165729597,31.499392267367597,31.581344246031207,34.3597883684528,35.37163837614,34.69792963236,40.120194067076,43.88872546140401,44.56264295062801,43.7736312696262,48.63896204348401,45.152969419742355,49.09352607951343,52.91207840804821,53.92530053453385,54.31018060259135,56.46089798992,56.71814599418399,56.972320833536,59.99535539491165,61.59091422196336,67.71048990340432,62.75483857118347,-0.07572109797324944,0.04135058171715489,0.0019620914285513923,,
South Africa,113.20419410417682,113.52191288393732,116.84266568853266,123.10519673788721,126.25207973377371,131.62169927759334,142.21758911830207,145.6931278316357,156.6097803345969,161.7656839024409,172.499914137881,180.03706895910724,184.99389288001086,182.2441017947179,190.13631703727359,205.8576378966081,240.26865932946615,264.04681270094324,270.39216157028306,290.40108848038705,297.12008844151165,299.4242683470885,306.7620244117655,330.5444678995779,312.5253727194865,324.8696108766688,319.2214157085616,327.23367771801026,329.5938968731599,340.2975419647675,351.1539862981723,357.30590499966274,365.1495468643879,357.55156376385213,370.1109770220153,371.6495833818309,376.4755750639405,366.5626695754573,399.7785024904319,439.1445805685473,421.6636468372252,430.8589493807211,441.04324248122384,475.95471686558267,474.4018776210829,474.86426135681563,466.2769623233062,462.0521480546357,462.78784554119227,467.19052183201944,455.0705654023605,473.8988935450816,469.74650631191844,451.32997828552243,462.0605818151716,434.0952078236378,-0.06309005273162882,-0.002632408480926385,0.013572411400275753,,
Eastern Africa,23.615893467246295,25.688655906921664,26.571278692484412,27.75722897383454,28.458237925501113,30.52338071492655,35.20792435540564,35.47428473901511,37.825871797467514,37.09079260622882,35.00595219813289,37.862874334886406,36.184569968783215,35.47476983934345,35.80231578483715,37.19598119712529,35.58660405403153,34.37625421638834,35.10549869791189,34.79051126536396,36.0272368397898,39.40399458895324,41.70116380059811,44.60370289414906,45.67069424439959,51.99383495296497,47.89482985559049,48.18075049293653,52.33586335124197,52.29742843211654,53.044201368674386,53.10985372779592,55.33217505010139,54.976564228234544,54.98063367123264,54.41574992737461,57.46780621533429,57.29922446366818,55.46013218402741,62.238513623111196,63.997882588861096,65.04521421963764,67.51208259961203,66.74722530797851,70.99587505675893,76.13144463420392,80.75727535597235,79.66185086353798,89.68394863120686,99.9946778716105,104.87998281100363,103.0035025873737,111.18352929970482,117.23202620885655,118.39723238522173,102.1377227872726,-0.13968717073129944,0.05247270942313231,0.003193435836590448,,
Middle Africa,6.883642105001274,7.080993194161611,7.203069799545554,7.466689321587309,7.736543676812351,7.86609121708128,9.278253334957796,9.581419754562727,10.661194495049735,11.167940474918762,10.033265325231401,10.193612211903863,10.774385635327087,12.523963114954883,12.714808445964147,13.162017685364578,13.910149171655513,12.859142128064349,14.505835501923517,13.014362506885636,14.537977035312007,14.115473481609959,14.528090077143464,15.530382871288136,15.436871905747767,14.356252183191057,12.981969331440908,12.932003043631838,13.31301845098512,13.009649881222824,12.799035622772504,12.902458472709089,13.331017369512924,12.403815821737675,13.346550404865205,14.27584249996766,14.9372468251738,15.66566913721363,17.2381118014505,20.983169092972084,19.84371117399558,22.433783537485443,24.72904684530518,27.974340666629043,30.076128211481684,34.79353249335882,36.81056113624219,39.81152982021236,44.614023018391954,47.47350597031222,47.62335064440586,48.812604999445085,46.49615988259702,46.86770986201504,42.63370145018649,38.45805684793475,-0.10040698120729286,0.0355071720433735,0.0012024287755036116,,
Western Africa,13.389324062053026,14.339576958886035,13.625395627201538,12.82417190673893,14.056061055816128,15.536753249471637,21.05795273569233,22.546082066573057,24.58612893936003,25.01612970570066,26.931571221071387,33.27448080609416,35.661499979152055,38.7572049233185,42.78076866897449,47.12448836290581,48.5069814984608,51.41089447123022,49.828404171449726,45.77017276871092,47.494944809187416,45.05852674375489,47.26767915376823,50.53168374052699,52.2800972275532,50.733084126353596,52.681411797076535,58.24909908140882,58.90670198033492,58.436419630838785,59.69791081127514,64.63794327616816,64.89778619377518,68.50689343443807,68.46703425926157,71.16875751138566,76.45543461393268,83.08847012558788,82.08093227182192,84.53085976175576,88.19850632191307,81.3513301363524,88.00890504147648,95.20971887480704,89.30494782834504,94.6240449698785,104.2549022545881,107.20192437152947,107.57336257465111,108.69098671321765,125.52122424529902,132.44081648419478,143.06521811441263,159.87759653460415,162.46867018678216,151.49871260997747,-0.07006820744262643,0.06166966987228606,0.004736755479203868,,
Other Northern Africa,4.4588488149153145,4.913260741072331,5.2443181706286115,5.973073989076277,6.62977085828853,7.750600488037777,7.144016413332761,8.902800089074683,11.950501691317793,13.100831663722678,14.512796644277726,17.347027885559257,19.62413657249051,21.856269049147848,25.27235864524007,27.668567442112476,29.549772688006804,30.69309148425306,32.23851321442368,32.309478001841576,35.463268755150295,35.97153777041671,38.3903693834069,38.95455901726128,41.360930243304104,40.48421364798458,40.58757833885561,41.38933778707923,43.007587886348176,47.76025381134783,50.15073182316791,52.22551618024384,53.57249081048124,55.65672178189359,54.960102182213326,58.753593450886534,59.97934131686052,61.10699559712045,62.06658198636032,65.90117247664274,67.73226743507374,69.0250792675386,66.53068968737492,68.90262107498019,73.91163556273612,76.30950827342487,57.20518150164463,71.00018742639027,75.519898117912,78.35865634668308,69.76844783781901,69.70609161971079,68.9803182430102,69.51643823683956,71.33802058725779,63.65551609875412,-0.1101295858640654,-0.00353781037998957,0.001990251992692286,,
Other Southern Africa,0.6920308320317118,0.8178983625344758,0.8653877120324983,0.9271046050132519,0.9691189099383213,1.044704253682739,1.097502915345479,1.1334941707710156,1.2324828760495254,1.3990705414652362,1.5313249750356923,1.8212121100145526,1.9922938360451454,2.2396726540781957,2.4308895680615015,2.524129310785585,2.671537402702494,2.7450941961380524,2.581951804633921,2.656868836527177,3.058820854968377,3.354851574445231,3.439398784156996,3.7885049658608336,4.125259904085064,6.326046988253035,6.19123677776955,6.880515537872064,6.958112398956688,7.408945094313766,7.627753648850756,7.282063756264704,7.835237043073135,8.542536149497693,8.79794737355681,8.929618316987096,9.107185133240485,8.955517649539427,8.96380682307015,9.135942275494147,9.626524577755383,9.511193452926806,9.891896205693161,10.335238656684382,10.844481259399956,9.499203130305872,10.886465641878445,12.290684137816076,12.455038132262391,13.704946978085951,13.92785317686181,14.074494876320562,14.969446248183203,15.386962744138017,14.496316973577787,13.46624385512176,-0.07359566822374175,0.02944912641274855,0.0004210352897800305,,
Total Africa,194.27983483253217,202.59539202824456,202.58951504776718,211.96185126160844,214.05949334478683,229.689995641582,252.6765793322294,264.36349915182984,285.34039124881133,296.9820425444683,313.8635366508765,342.24771033177734,355.89245796361917,367.17961062841874,396.14486071959766,432.5732044075245,484.16339298762966,525.1040713093563,544.642307894677,562.8425505737976,581.6240670399874,590.7746560035824,612.6964810711672,650.6384352192549,642.4236556142188,661.9352436594854,653.5208560222169,671.2980232675288,675.4323377135826,697.6828282007194,720.2791404856182,738.8785967652915,754.2450445128987,760.0102790187115,780.5070276201166,792.2071170723025,818.6917717977168,818.0868983732752,863.4025149810075,927.631478010177,937.4520654872306,952.146662101673,984.4448492846332,1050.091734952306,1064.8027535131084,1095.541115106116,1096.8325837168904,1132.6667103599775,1159.0231534979534,1196.8860740601287,1207.3281054529677,1240.0412208730436,1262.095374922453,1277.4506486688804,1297.295901240831,1195.0340060353685,-0.0813438286050221,0.01994555131709297,0.03736390744451899,,
Australia,118.8215019227,125.07055717379998,132.3871345691,139.7262968365,144.31864821526065,155.27696887103014,161.23739364645954,168.20581263211886,178.64312312579258,188.9946650056286,191.8854912697473,198.37523085343048,208.40458602058618,215.11079346575352,223.14823943905915,224.26152812977818,227.78263615568486,226.77319638723867,218.0058997792956,226.8457293106533,232.79007395078068,237.72825186789967,245.5967226661529,257.06227700775344,270.3372412606273,274.8884831614849,274.77863741996026,278.7254086719515,283.27862522988346,293.33382660035954,307.6734258684984,318.05245850034095,327.89203205771116,337.3947326426889,352.9447989221239,355.0325271681083,356.79678910403766,363.3754123497163,369.78060583727887,382.8222880153979,382.5683259617729,398.24002933274403,405.40879260371275,414.79833528719195,405.1856852248526,396.1012990376428,400.4081001188625,392.8120209930808,389.6028047514154,394.08206256094957,403.0572192541055,401.72662997799614,399.2428475115126,394.8268045564829,398.14987961373527,370.2796373266365,-0.07254035920663537,-0.0017501594549580446,0.011577155150221757,,
Bangladesh,,,,,,,2.156197311,3.325217204852821,3.8324402455254756,4.063947459926045,4.903192269090315,5.1170048303524345,5.349364340845265,5.814698581627301,6.424313890358686,7.322417985140636,7.463859205290051,7.851133857482254,7.4822686693654665,7.595265684261675,8.883231364102643,9.734379709216006,10.643562998431326,10.89248805070863,11.761634340583445,12.753649105542259,12.02565087053052,13.085877215800425,14.145754886479105,14.842794711443076,18.22196173893765,18.424046994816006,20.817409713291596,21.145258739396972,21.889563552124102,23.512997278683855,27.683541473796343,29.672064949339976,30.750082212067003,33.01238793815618,36.37207523777671,40.41517575746026,40.768385978964865,44.181007082007554,49.24078145939698,50.57272512624202,56.48655372768502,60.403397143441126,62.7078626018822,65.36800178363022,78.00430444491269,79.19730794074762,83.07573611939567,89.22833475734782,100.55470738222189,97.93212933623947,-0.02874208721891136,0.07400857044463205,0.003061943842504862,,
China,488.5254189209302,530.3490445334894,475.9206737977691,476.6827903460292,582.4737001263009,748.5071302628548,881.7011556436825,945.3767244375123,987.0023005725692,1006.7685345206479,1131.2727890228239,1183.1413922532035,1293.548110576044,1418.532586747363,1458.4542207472805,1471.2097352184214,1448.5327936322935,1512.3620497496233,1607.6963597595793,1733.3494932924618,1833.5220553805223,1916.3138131152016,2061.5188197865846,2210.8658792308433,2309.6745626251995,2323.8327979937676,2455.9254617655483,2581.2196676429194,2787.266232377549,2938.109041436819,3028.832755794003,3177.7155183986856,3166.7923524302755,3163.3646553354365,3294.43328918853,3360.873683883625,3523.076663603748,3843.396023624423,4532.148214607946,5334.891665923884,6098.182530359008,6677.286156049583,7239.761608414057,7378.247605264255,7710.058591278266,8142.224152574334,8823.432609188058,9000.404697759308,9242.513283276234,9288.136795469856,9274.760820074544,9274.3067234638,9462.727551714723,9648.645112648972,9806.042904986554,9893.511111836759,0.0061632155101254416,0.02433877121222272,0.3093303049261079,,
China Hong Kong SAR,7.1344079634,7.697026871800001,9.07442673,9.781401557799997,11.4696097268,12.323401988799999,12.967431309599998,14.743716101400002,15.275989169599999,15.607719205599999,14.747617147800002,17.383496153400003,18.798891393600005,19.570464792000003,19.9808499452,20.456704937600005,21.849400360999997,24.660754564,27.007361677600002,28.066884940200005,29.5634421606,31.216561093800006,34.7782106328,40.1828995162,42.7995524078,41.272772859599996,43.0485487768,50.1408369716,55.072495219,48.4334966176,52.21417831621001,49.71592885270999,49.04382948807,50.808364647830004,50.180347513520005,53.392267453309,70.008707032579,67.192795502649,71.264688801551,78.46372189432999,75.76791380051102,79.92621080047523,85.61936795142674,79.17172081046719,86.47334144904428,88.32108870108826,91.98734711761071,88.70177846764157,91.52821627325893,89.74960251120669,90.52575279263668,92.70424444388743,98.9257382501024,99.5013233940503,94.68474407284593,68.19736922810935,-0.28171070974356716,0.009112943788407879,0.0021322574746239905,,
India,167.45227591796424,170.0259666496403,174.47174422570515,182.54250665356724,197.47829310279644,189.89784509872646,206.5875259429069,218.56996985300188,219.01392553725742,238.59871957692854,253.40458866587588,263.84543536979436,277.6265443437391,276.5618538057296,295.91947374449086,310.3259361261175,339.8340430701944,341.77664684082157,364.608765340007,386.0037161793028,409.0044329098671,437.9351617047003,474.7950307729858,511.7503141729391,558.9697832158249,602.0640132204787,634.8806244519207,671.9163527628028,694.0450500495685,724.7865424473741,773.416672713198,812.4525923261134,854.976836251789,895.6974044948904,914.3057820928177,959.7790073033885,968.6430467670954,1008.5812696122358,1049.3818928882276,1112.1159512535246,1200.246025099006,1252.050434152259,1363.1168022477332,1461.9450209108588,1588.3151061034137,1650.1852948353028,1728.162609841167,1842.4345201301796,1925.7287043044032,2079.0355383848305,2146.526409848718,2238.314476585854,2320.6349201505986,2445.762571120094,2468.3688159415015,2298.1907145545015,-0.07148741705453054,0.04507471047629141,0.07185518128755738,,
Indonesia,20.140748035116086,19.5487943219544,18.68791574060744,19.61409071054576,21.292429656891773,22.64742209000805,23.535819269221708,25.41730516037077,29.723092434261297,31.40971523963798,36.857157595916505,39.71642872504384,48.113679446759974,52.71912318578485,60.97943570764107,67.34683773061205,74.79182703824152,76.86766710909784,78.48488163353977,83.17988876995794,84.70423735739088,93.35943657682515,101.67411276566975,107.13476346319408,116.87493929950756,135.75633644985518,146.3400076508256,160.53323350639704,171.03860134820002,183.0962693807504,195.45268030847268,206.51606647762787,231.46374296295423,229.46862100991342,247.93884003818644,268.5036823179884,291.0659527078108,301.12247309374226,336.18165729880826,328.91836290104754,337.3534511460901,356.354775831163,388.2237665165513,378.6868884254573,393.7067813729368,436.1570024956217,478.3900854122944,516.1514750163412,531.8628850100475,481.0948224621821,496.46048648798615,496.4293340873934,521.9218831518481,570.9431692300716,620.2000264909905,541.3480321303327,-0.1295244822853734,0.04649194175265192,0.016925775890591355,,
Japan,446.8982708432024,492.81404989792014,578.154461785369,641.6420740312244,731.4758729267314,810.5198102088857,845.3465512872551,880.9128766354569,994.9789682008843,985.6932689534572,923.5569196208492,951.1964819348856,960.6532400216195,924.2743966901232,949.651938423271,920.7156253899929,914.7396725365711,863.5983717870257,864.0109913157153,952.645547950393,930.4526958628936,919.8030672658288,927.6077484739485,999.2888323267688,1025.490038132051,1086.9922778193004,1104.164873226737,1116.3983175512283,1110.804668437916,1175.030488185768,1189.9140025147021,1211.2985201487836,1210.4769894830722,1179.2232468181915,1211.1464399699291,1233.183913747221,1226.365590047599,1237.2317070374038,1277.973706812133,1261.981703184501,1295.1073662894462,1272.5880349035249,1286.906833754346,1297.0791898044263,1127.7064659485447,1197.9032860134714,1206.0729945494902,1292.1471981543277,1279.707828335702,1246.3647370401006,1207.0160999682967,1189.874977801869,1181.3404566025665,1158.2883039693913,1117.6112717318672,1026.8493375603853,-0.08372100015548356,-0.0008988237577441938,0.03210544922931369,,
Malaysia,7.016515930374271,8.18089736797139,8.290094030604282,8.39349753433006,8.666951701265,9.56941943074546,10.787947897604923,12.165755018323736,13.260865275123738,13.402874546710102,13.836253502759465,15.591582539602829,17.580801955696895,23.199317281400003,28.391454711300003,30.498042326600004,31.690575993400003,33.81309801060001,38.57422006670001,39.8770836977,39.163995101613516,41.76336680884813,42.77625484991722,45.44657732719556,52.298324566160694,58.82692594207074,70.49244618827385,76.33683666256414,77.21472318239798,85.3836126277367,87.26462735271427,98.98200993540824,114.80243710773945,105.39336633169013,118.95772442359632,131.27244861976754,133.41031592057612,143.95686858976094,159.18409911401022,170.7023932649061,180.93791706566637,186.72956638204272,190.39766350244514,197.84381624318266,190.23275959479082,212.97761719458828,213.67866118516758,226.70561346075112,233.26118024381083,242.1701617309886,245.77633125845244,251.39519021168067,241.16632036692408,249.9537082433935,257.52740099666795,250.61232224076426,-0.029510692250097392,0.030751116007441626,0.007835639459102345,,
