Million tonnes of carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Hungary,59.502718567327726,59.34807820434594,55.28248701091304,56.42111654397282,59.53049444585152,62.968703384336514,64.08076756948856,65.44305997098525,69.889570031896,71.70692773689962,72.81239788985029,76.07949308754799,80.51270441327864,85.48496513063743,84.38784783897465,83.10175215524018,81.46660351986947,81.57695725132909,77.76119748530866,79.27940492899232,79.52635409365041,77.90901598871419,79.19859479495919,75.05612231755465,71.33896228738055,70.92228359260565,65.6468481819679,62.08528149066866,58.78135066173029,58.18686829257867,57.9232636401732,58.757453571965506,57.24952591602502,57.8775951280288,58.620243022569575,55.31671968789172,56.67331699449819,55.9284317411639,58.02497238957325,57.34436111001933,57.53068613440857,57.403368490078854,55.405866025189304,54.19325342139072,48.22808167874831,48.70774855178844,48.687995318381084,44.59993082048335,42.127714211840114,41.302195885604014,43.84947852058946,44.926145305075686,46.892391033240706,47.326223774025046,47.182461222163106,45.482482154191004,-0.03866369192371033,-0.0021895214521790995,0.001422054305545748,,
Iceland,1.4972161402704,1.6026794123856003,1.5459422036064003,1.6548859176096,1.5064288446672005,1.5281973288592001,1.663034914888,1.7798646038080006,2.0353892799712003,1.9043736110255998,1.7877253714,1.8153756862000001,1.885401919,2.0096835354,1.9956496307999998,1.8856697133999998,1.8823878518800001,1.7210865890800002,1.7497981136399998,1.87263627852,1.8731135446800002,1.9156359080399996,1.98778534204,2.0820165156400003,2.2353480875200002,2.2419266083600005,2.1248587796800003,2.21684078632,2.3044341322000004,2.3269232612799997,2.3710629890800003,2.6254839254800006,2.60086110308,2.60766449624,2.6459612025200006,2.7810372633200005,2.65343230808,2.758856249,2.793608310185919,2.8971816588248456,2.902284088031281,2.9545449871541507,3.059693271914686,2.797919215526308,2.6139981002611203,2.533216560610865,2.5111351754208653,2.5091477171648613,2.6690666362334285,2.7037719672312495,2.9186815485077062,3.243085326704522,3.5697088814205746,3.747668144652683,3.295605394363188,2.593958568430787,-0.21505431009355735,0.023441430113401385,0.00008110265262434417,,
Ireland,19.982601366800004,22.673314217300003,24.6898816783,29.204671778799998,29.125742823100005,21.469484794500005,22.4409887559,23.235063468299998,24.26450270240001,24.7584318145,23.237374186,23.789936805900002,24.980945264600003,26.21608445,28.686042069699997,27.372364916200002,26.4491544547,26.0586322774,25.744902625799998,25.353076012400006,26.854816539800005,28.632124787707685,29.7439707910572,29.092349168991653,29.81417590141903,30.956228270996345,31.600661786729855,31.752263172811723,32.21194915568575,33.14477195215453,33.9262588085166,35.65855010975305,37.355011886539245,40.00751853129174,42.127805489502755,43.58912523950733,46.377547335434066,45.66824001702503,45.2867917833004,45.51614271478592,47.669174847486076,47.54338055527362,48.383901818583546,47.89379925136434,42.88728594514017,42.53234219382421,38.627564349705864,38.67092112533098,37.3581336419753,37.02378344796037,38.87723236331561,40.44972341136613,39.31295318007613,39.12208627971842,37.43785061847934,32.78112100743593,-0.12677799171228432,-0.013497399644959662,0.0010249338220197583,,
Italy,204.86931277739436,222.68222264247046,246.18206430415827,266.46807459702177,288.2726210384934,320.4091898631418,342.310678061522,357.75973223316225,374.83404611328774,374.93123161498545,368.7432879862744,384.34656354585195,378.73765272180987,377.15783964458245,388.8446308170618,383.1845280461316,374.0502645145597,370.5848573614688,353.1315466603821,355.45539732464266,354.390067325686,362.55438356020653,378.1589367724122,383.84878132114386,403.21676506659986,403.78074536747346,407.19477124146204,403.6161835624345,396.50903879564703,393.3784828968011,413.11558196127874,407.86285901059887,414.4613031849654,426.3135873140958,427.2131598986137,434.37850298405823,429.51638259658074,433.0112573098255,450.80842068851535,468.2914470618261,470.1966254867018,467.08061235695334,458.0339287200257,442.47793238792997,391.5353739440953,397.1161395465852,388.54681453383654,370.98570472745433,341.3720823874402,318.7929636793542,334.3757022241554,331.14549325073915,335.2183653251954,335.8879214018901,330.19828168101435,287.0975436789457,-0.13290546909239231,-0.016893923691726487,0.008976385605257323,,
Latvia,,,,,,,,,,,,,,,,,,,,,25.22432777895101,23.327720851029184,20.321346759307147,19.414880044219608,18.7991676918643,18.445459632820093,17.58525741023959,12.849427598472566,10.757171256230086,9.873735997065424,9.132063344411296,9.197267328589545,8.309958650659159,8.031263262689832,7.380437834734289,6.946310732883724,7.709674558912036,7.913968469767437,7.883908758282844,8.457696301266713,8.682370807548892,8.44464553620967,8.820523609611437,8.642517016753729,7.9393727321403595,9.237763894374975,8.299961009812412,8.023753238908299,7.958432665023019,7.65444344815415,7.846157858758097,8.165613829233136,8.01114013235861,7.98299757170321,8.398945062216299,7.277355630563259,-0.13590670120197668,0.0056430462370513634,0.0002275336441038208,,
Lithuania,,,,,,,,,,,,,,,,,,,,,37.43072840633909,33.5510802649661,36.0013995897896,35.388810246543294,36.231775537800154,36.06544356822438,38.966130678121466,20.72482188000279,16.370777295709814,15.444618194858013,14.316849644088707,14.805590931826256,14.08634670030831,14.702532147798685,12.705474400442458,10.885190045368047,12.098785928398994,11.582383747426471,11.755683837970382,12.254688333718548,13.138570909111248,13.390609601382621,13.147379766492046,13.277188843748366,12.030444004836891,13.16031621100191,12.382281395503876,12.432698986424203,11.65899769356174,10.992058108538888,11.275738701104007,11.656127684510047,11.875752555443665,12.454212489809253,12.45211803416483,11.910131938434782,-0.04613893301105909,0.0034509703570595462,0.0003723819281729428,,
Luxembourg,13.38389054588,12.704714322720001,12.405156766440001,13.401969236680001,14.409077660440001,14.927507975900001,14.247451049759997,14.540692411080002,15.21840674148,15.445947024120002,12.58563843028,12.465522917960001,11.429219712880002,11.87748422848,12.3004614336,11.401738633660003,9.64013903428,9.03388451028,8.42035946316,9.159636432640001,9.401568878760001,9.07995168098,8.294622049180003,8.496854609700002,9.871475993360002,10.320971757353844,10.985295856283633,10.955761899563857,11.125233005479432,10.56321478573838,8.703755846403737,8.930599897090614,8.548504500697938,8.025242664271689,8.50023187574442,9.037224261205669,9.705767786586826,10.463742034659337,11.00967722562837,12.500873501418447,12.786984146668846,12.494310673043145,12.008025519170504,11.942217074773428,11.36215169124149,11.961087658804326,11.728162397839016,11.41558398460538,10.88228866965056,10.481013966740317,10.148049171972623,9.99697804625993,10.313288150147779,10.758915140239239,10.8688649510016,8.787881744298048,-0.19367190797308675,-0.004428717126294002,0.000274761720979522,,
Netherlands,112.9762744955,117.7611984446,122.83207556320002,138.2206632239,149.0947785182,166.95109822136172,171.881858977672,196.73301808355632,206.28506937589853,189.18199330739466,184.91650287340622,203.40737478577972,200.0116106552308,184.61615252048622,191.32940889218565,180.93781166908823,174.02120039767223,168.43662111326577,164.70663115684525,169.77464807145213,172.7472378341818,174.90815680465815,182.46465547660335,187.82320462669134,188.4161473304075,191.87251898748065,199.6063203045013,200.10237670050168,204.9869793909566,202.2149312296482,208.59008518295914,219.55741648993677,217.2367540916198,218.06289993896308,215.11092765406127,216.19551366309506,225.90751415227572,225.95513436873438,225.43784900170664,231.40634658123923,233.10216675397166,231.6013026171947,229.13223747547295,227.2196096376231,217.6754147302543,226.51920137019735,219.43457529979872,212.2145114184666,208.24451048555886,197.58677281491768,206.84929290013588,209.9719756815016,202.89783441042033,198.63938764295082,194.0218951802804,175.82956856723695,-0.09624035087885696,-0.011437490406239648,0.005497483496516926,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,8.763039392461781,8.541813246526802,8.74646121358574,9.057007715824982,8.459577817279492,8.441475846905002,9.638839194922319,8.606722920225899,9.92831669409465,9.101027812085547,8.73610036519258,8.816438103220996,8.283913973166978,8.999757217911181,8.725892901512255,9.07020953930837,9.069917003335215,9.531125653455916,9.363304781788711,8.747223960908572,8.52671439401042,9.345372622828355,8.934737383824448,7.944860853001319,7.524600080712383,7.23329554793159,7.0633193555814335,7.543712793913935,7.060995404949112,8.08257505235017,7.219372428134508,-0.10923841471017215,-0.007871443855652638,0.00022572074254792937,,
Norway,17.71431763753979,19.41724674110094,19.99240000039547,21.896154995498904,23.959939146636692,26.74987981957635,26.502762422362117,27.90440285105648,28.021508127705303,26.20638401066682,26.886772483497428,29.623895660679715,29.458318445214264,31.271678539366043,32.647202067500345,30.11465124540241,28.501033596340804,27.331781632923267,27.289063124492724,27.314894608807577,28.689577486897015,31.08281298791911,30.206252639099173,29.789472665266818,30.19658658233349,29.00515720334209,27.330920837244577,28.892563814927666,29.77695379092297,31.574880665600254,31.622422551315736,34.276617042561426,35.537173922151354,36.486945080000766,36.16035544439254,33.944443245848184,36.34922065224232,35.67588196474186,37.14841197421926,37.6523265286328,36.64709745430954,36.9442927530846,36.522217690509486,36.11932276689858,36.15183089429721,37.46463298536875,37.13676938155887,36.76336013948619,36.148132720431214,35.43426230657304,35.53360680610308,34.269952328984,34.10318076825867,34.72518034400607,33.580760466126044,31.710350001475238,-0.058278929304636296,-0.007350283231148502,0.0009914551188540464,,
Poland,252.9602559933359,257.2436169556402,263.50184840756845,281.55390164516945,299.01926076855676,312.78901802108305,321.87938007256076,339.4217234466421,342.6962404351144,352.11824992745954,380.0529978428615,400.62917995015073,417.3699403686327,437.46786679475485,443.78965687538135,465.8639188665757,419.3314187253865,428.6079213670836,429.6487728932124,447.3130651313722,457.67186240353504,469.3857778820172,485.6014983072208,474.7986334531995,456.6379681481832,373.5011717882534,368.44571344490697,353.1231581979061,352.2336144035435,334.29730244735396,341.335768338102,355.04568719611996,350.4975800683969,330.88320396893545,323.7827160064797,299.7755086237693,297.85375454865317,294.41370752319176,303.5159551071594,301.898922480007,307.24177581867053,320.73473128156877,317.486966472027,319.52435453113276,305.31306665744177,323.8223103005491,324.0112826140878,308.1251623951165,310.3950106363215,293.3376745610687,293.3245606358985,306.03536135061483,315.4907747222612,320.18050605872736,301.4173952865322,279.4867392671845,-0.07529187546873184,-0.0012833456815105615,0.00873842635875621,,
Portugal,10.523820748,10.7598039202,11.615957390899998,12.047448490500003,12.3800015205,14.887478141405,16.487936820663,17.683563211815,20.100026229196,20.995755637280006,21.831668861018,22.840717854593,22.177952379089998,23.300513958211003,24.903998230244,26.336673576083996,28.335190405258103,28.383127371568218,29.46929871806908,28.35432579198235,27.4015488329022,30.93728841424032,31.579174906460416,32.57207720119995,40.96599313731091,39.10868120545882,42.09622441524955,46.03885876783596,45.151203228273275,45.62864596598643,52.96709150068269,50.378312575248984,50.94307075929051,56.70704469760393,62.203035965819005,61.348877333510245,60.228250199414745,63.39971527105357,59.929416060806176,62.07166318718398,64.58421135704678,59.62578089573079,58.36965282482816,57.51321709579453,56.94589922849607,51.525398845719046,51.42179686865179,50.71548418899394,49.3306523359477,49.60254421711913,53.07344326775973,52.461586365359096,57.314098853355844,54.26249160186057,50.693866804548016,41.26908427205099,-0.18813991108869144,-0.011562311504993317,0.0012903182982855895,,
Romania,68.05232687010238,72.51928533454131,80.73592123939542,86.00887928562182,98.56412203957288,105.00485008272135,110.13900358324,114.56597886869001,125.79055174073001,125.97225694701001,136.82971552101,148.01591472303002,156.232624894735,169.39946556633,174.23981581988,174.48270338016002,174.43161284068,172.40074654762998,174.17976517939,171.79240349658002,172.52036403439,178.01150650798002,186.18617614368,188.14724967668,189.41529008397998,178.23540513536798,143.32754387810678,125.12338157381544,122.21092355861005,117.87219853062939,127.64793603196853,126.19085073162655,115.06084494315873,101.71714205076462,86.33576820216499,88.85799385025453,90.93768295842288,94.10148064884244,98.19942900347935,99.63664074182934,95.63204364056247,101.3312570401094,97.82655022201064,95.60125044520076,80.57716610016487,78.15320153542274,85.0674008890907,81.69635115849411,69.80690654091042,71.09893527494717,71.88031278504026,69.5127098646194,72.92447750490639,73.3806381483073,71.56627757004749,66.25247984615312,-0.07677939408003798,-0.011789090736039953,0.0020714486051774004,,
Slovakia,31.050590101579658,32.071467993548374,32.17246505221203,35.109524160308105,37.021858459709385,39.73803570965662,42.52361761147813,44.31878917990824,45.69886054248069,46.79450113095709,49.003995371726816,50.4562715668129,52.77837488103595,55.5037743176414,56.53988869290001,56.77530391255171,55.87259836492744,55.01889807953518,54.834135035379624,58.76411972430894,58.527195167103585,55.72934529762442,56.82409727197815,57.422894158049985,53.434128436157984,54.83360252332446,48.48400472973819,45.9534349041433,43.23292604335444,40.13061660647998,40.78040361485329,40.91503867363352,39.51086014513274,39.123194152368264,38.252154903864756,36.33413526738428,39.070531311426194,38.551214222807786,39.14337233084642,38.04605743560648,38.97138096297678,37.439361183645524,35.22457247625944,36.416932159043384,33.6246364452244,36.143929217256996,33.91141874943931,32.37785990644934,32.52165872249118,29.983861118434792,30.2737071238639,30.67184090746966,32.84029541925004,32.28014449968714,29.730715810260495,26.427124377545947,-0.11354575894239516,-0.012232399635994318,0.000826269900505404,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,13.301774120029586,12.48548400393998,12.255159714131787,12.993134220456131,13.121405430829077,13.945718728802444,14.675465064479058,15.233442808072517,14.7001008607802,14.281209318165018,13.9983056964139,14.68794186175885,14.947948864180958,14.780808457172201,15.014756104828924,15.214929339220738,15.646141889961518,15.68814354077925,16.82266317859349,14.972277216648859,15.236084627386242,15.210200231329935,14.697206817977914,14.090010787012103,12.62957708593979,12.698938612583229,13.632389553687961,13.874549017464416,13.937493728730345,13.268268799066304,11.58248806519185,-0.12943865564812296,-0.012009792327821955,0.00036213782190250564,,
Spain,80.43310144050001,84.7157565996,95.48191719599998,99.13607031250001,108.5632699484,121.05783081919999,126.77987101900001,135.54115689580004,155.43569063560003,162.0061151811,168.38000545599874,185.19683439328395,179.16726527790797,174.13621466101324,186.596177944,208.2325894757321,211.93865545935452,208.61348535623105,211.40082339343942,201.85027377254897,194.38629299745108,196.9140931996826,203.44145744157595,196.46816507011175,217.1937196895549,214.60307179106266,220.410502315403,241.01282401114997,226.03248917262556,234.13301674181685,247.91568249808577,244.21286838970198,263.6403413557584,274.258652995136,298.7931402815841,309.3244612250396,313.99185036216807,332.3014100986421,340.08160005336896,362.0939779348606,374.94185660142443,369.37048219646726,380.5382969330785,354.7991209793643,316.2735426035562,300.14985692858335,308.52929223581873,306.2740605980628,274.50774735733285,271.8540306625005,287.87017874594426,280.6212924459342,298.25145209072014,291.1568855142951,270.88757777211504,220.24418147291,-0.18917499569132823,-0.015371000254121747,0.0068861498251825476,,
Sweden,68.78263287180023,76.06260325130822,75.18068562889887,83.77081014139391,88.75413704832985,96.91732204387698,89.82205635938142,91.36228334356518,93.09773437258728,86.02340202633442,85.40247714498896,92.94028340435453,89.24236621030552,104.73533419962452,114.44357574762188,100.32915653453236,89.55798005086726,83.44751634222376,73.6094102619548,71.42564072122276,79.22005877162171,84.48286034721481,73.74061356916525,69.1420413209298,66.44964508470873,67.36859426479009,59.691348921084916,61.52963207207501,60.98608205983329,64.23492180264824,61.538876707401556,66.7692878569097,61.25122148510986,68.41195255447697,65.26343123297286,57.73739477478624,59.15591490487381,59.82663498461655,64.22271589768509,61.891347694704194,60.654583135853365,62.21347719775427,58.893383637680145,56.265569372892855,53.409976941246626,56.94921268089426,52.047869946168696,49.149320319171075,48.128966537538034,46.10127006474074,46.39046201765922,46.53742525515077,45.6574507308185,44.68332297653207,47.176650469413616,45.409893250175806,-0.04007974171563722,-0.012333163959156845,0.001419784742439238,,
Switzerland,29.234076969,29.655173336199997,31.343924956000002,34.291209061,36.9074888407,40.4144593956,42.0608402186,42.9387993886,46.19113068490001,41.331156939299994,39.867300141200005,41.5948158598,42.1132209581,42.564584345699814,40.98243367336342,41.609030183368006,39.35971479926824,37.23303746219425,40.78007283385804,40.143652099780034,41.265800886670476,44.322245958587814,41.9078150828868,41.72309659154771,40.38509384225602,43.27644997303831,44.17307857348153,44.63895308860526,42.20466231203592,43.442557555933305,40.92573193981715,42.50435053489017,44.20214525155211,44.74799075089703,44.155791269470924,43.11260510178325,46.2318839920802,43.938321027963084,43.214368085493916,43.25976537961657,44.21571520611251,44.974482721791325,40.99350042313358,43.76265511350492,44.23838223520597,42.056439038567405,40.05205279488736,41.42314248312254,43.595064235241054,38.712983951714435,39.52668611729767,38.01958947506516,38.81920767077596,37.212512097750654,38.155770431567696,32.41090713994113,-0.15288428504363516,-0.01468272058308262,0.0010133587232276796,,
Turkey,25.1395128361,28.9554818318,29.077431479500003,32.271513343500004,35.157765468099996,39.2789387474,43.9165040228,48.9309935414,54.22154428020001,56.47164844900001,60.65526627710001,66.8453066996,73.1053842963,77.1358619950553,71.66979421439657,74.65545897925458,74.16346789511022,81.40939000985533,87.14065883021686,91.43793000659998,100.39860868656692,109.0168617004759,118.48927867769376,115.89092942971102,129.09249266622757,136.2397061318572,139.6273008947164,143.72973793054845,148.3405992990532,146.98527488156023,161.11508899301575,175.18083027710108,184.99142112153652,186.85692292241683,187.5552842654496,205.6930523225479,186.1021207349166,196.86824466309375,208.88024904038988,216.42911845884964,224.82218916091566,247.98846942035297,272.77273005140444,276.34939014846145,275.2845038815843,276.29986516553873,298.8324143289826,314.4366917396288,303.29414259359316,335.13511669287334,340.5702574601654,358.9941635633703,397.1079450570154,390.8447069240422,385.3265455270793,369.4529644269259,-0.043814825698278326,0.03420043568238995,0.011551308413178557,,
Ukraine,,,,,,,,,,,,,,,,,,,,,694.3995007250583,701.8212098170562,709.9002911048675,686.1814167342487,652.8923731799057,761.9471980366494,708.1415483431459,603.5851602104309,519.9008868716539,431.7248556119159,423.1181971482708,366.4807338629681,352.703448220008,340.98617619835403,335.0396824062672,335.9075292864088,329.32265114591064,329.2667553389114,336.6304104375355,317.5136929726594,315.45677287568355,324.38907087875987,327.46010297348073,317.16367076010096,272.379096787042,287.8823214877735,302.46823575677064,299.0515329579959,285.6891506487707,246.84177279717704,194.92525056724648,215.29006027759056,188.10689462749662,198.6744616370979,185.38691244381263,177.1986935314294,-0.04677983053895396,-0.03774421745933021,0.005540290528102396,,
United Kingdom,688.0980406031666,680.9469644528355,670.0974417904873,689.7430101493666,707.6257328464621,724.5425230198027,697.4277007147127,690.5368110207999,728.677547971703,675.2376850273045,635.9557378946872,645.7295860149967,654.0398654011899,637.7908161850905,665.2170618504285,606.5362536813348,584.8344392371489,567.2443372694893,562.454181090915,538.6165512839435,572.639669567568,590.8045592519719,594.3099877811163,594.2643438571038,584.304615708959,595.1824023773752,605.4838383486352,588.581198494665,574.6312770844356,561.3666425573932,558.8019424289772,579.373836153017,559.8562879737268,560.7498187930403,551.2230213781462,566.366922036711,577.4254780834298,557.8829413329793,567.8822506491459,573.432305780636,579.1420130521658,581.6943171954372,570.167305762019,560.4159964434798,512.7157547909629,528.5330262901351,493.9846382401765,510.18130418619285,498.01832580054446,456.07673271110536,437.7663591866466,413.59501588445715,401.25827877474444,395.27566685265765,377.8043045241823,317.1495962139381,-0.1628388997291338,-0.03007305608442723,0.009915992431309473,,
Other Europe,50.3848354045032,51.83426117454538,50.51811348537835,54.887689177607285,56.09272601649339,62.22933582645403,73.3267532696803,74.00642130098926,78.39890971227511,83.85565279585838,86.37858827368035,91.5219109388922,95.82698424299612,104.38694025416493,113.32975750948962,107.76028867151618,114.47183878456343,118.48548855970289,127.63176357476378,134.57141507652995,169.81274550658196,175.77968954442176,171.6856645288045,177.70615886142798,172.5985049437154,131.69129032673592,109.70740453954481,96.35131727132514,83.7239399208577,65.53159040922061,68.98542804007559,72.4840414572167,82.45620646256951,85.27953416865158,73.27803723150183,84.12954565228881,88.90678522555775,94.50870549572437,101.26901963624368,107.1202096715155,103.86505861389885,108.25558583267282,109.66766664252336,110.7235300160842,111.19839068167138,112.85307887746099,120.91916156707778,112.81468213152989,113.01811567331976,102.31863848747477,111.60898397304938,116.72297549606576,120.36577914806945,119.4698174350597,130.1069198222372,113.85350605251756,-0.12731443450894353,0.01582802319174581,0.0035597412633413764,,
Total Europe,3427.81048305028,3474.885568124184,3543.858133634584,3757.726642042811,4008.3264855349303,4226.120879550261,4293.235794332493,4438.982690955351,4667.719029686897,4544.4078763874195,4441.955280445877,4720.946808818093,4723.771903978965,4761.504977489862,4915.515044100289,4800.941327839966,4600.232793831145,4500.162522737596,4466.786474305086,4489.390616991273,5397.581260428603,5453.908247748871,5509.920940323655,5458.724999185914,5445.005844092748,5460.071500869024,5326.812785962292,5072.8776323806405,4907.7122810859855,4741.631420667756,4805.336164421169,4888.469164063149,4824.728348482923,4837.659925363328,4757.645561497611,4789.372070557427,4841.294464458531,4837.62205035824,4968.204895991274,4986.104367110226,4984.16717626143,5058.070502796701,5014.884808138869,4929.920247726508,4566.752226110855,4674.711135391653,4597.728916843227,4537.461501736698,4429.1320141461965,4198.537515283188,4206.919868482072,4255.108081943631,4295.8466090057045,4246.544185391809,4087.0997859373333,3592.8847313606734,-0.12332257735912822,-0.01103532509502514,0.11233505647822757,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,50.36119332269881,54.1880876868497,52.18074217759177,52.14116966013134,52.84916189361,54.329492617306904,51.95479926419982,44.03208061536195,41.45881223832034,37.850085486930084,35.827233382538054,29.260502233561944,27.85644956251681,27.837569762448677,27.230895673016814,28.424276235132744,26.154664154207964,25.877890386170794,27.939360138236285,30.815782636453118,33.504866466118074,33.228728070116,29.940649401457257,29.538747916993426,25.914768870638728,24.857961680414633,28.528114747033293,29.558149121623426,30.2419839414799,31.038514045287474,33.62389784466684,33.14270197471047,32.01714090204133,33.47758499286262,35.39913937094305,33.80818726623071,-0.04755268718340355,0.03167887143298098,0.0010570460535037057,,
Belarus,,,,,,,,,,,,,,,,,,,,,89.61679704360355,102.25790439758141,102.67548626225225,103.38766614087444,99.30986451872721,94.10305179087052,94.63194787042745,87.90104195087882,74.06841383160283,61.88263060295357,53.78693181891623,55.156329247758244,55.860169538258816,54.48031275587089,52.16030017715754,50.99977052692991,48.69001408531099,48.87042915223321,47.74569557946768,54.68187972230478,55.74937233292005,57.88108071327864,56.73702052508021,59.415900458160706,57.12452051251496,60.16404632921807,57.00490840767852,58.500627688457186,58.081667339837246,57.127407714992124,52.96810810951076,53.34405853618982,54.37841699228981,59.206489494683154,58.40147783330919,54.52746234800697,-0.06888520243182217,0.0022132194979351816,0.001704854461099853,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,231.17781802240685,236.35609211066193,240.9739255609761,248.64756211853657,242.09192626344858,240.6025743949056,238.2663325327405,236.3083767995266,208.54641153317155,192.75216766660878,168.86741510704854,146.9820598040994,129.93578676273737,122.95001177743848,114.15293080468042,101.54901377371968,117.73602722914656,119.70423233665055,131.77619562322,141.29484420860362,145.0981710918918,156.43334960728515,171.13472289909677,186.55537888883643,168.0673820413535,180.1664404379263,203.54593957604752,213.35659104238337,213.44204731962708,216.0317071905341,214.98592955634638,211.6282346241866,227.36833923224827,251.21085672409677,243.21004561918775,238.08130082226288,-0.023762341475860427,0.03764741239605307,0.007443844813844097,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,2172.398534797442,2210.8047096220566,2268.3293005924934,2291.762951069489,2290.0755327021293,2233.920545829739,2167.9206309801725,2072.562784150016,1895.209016670811,1726.2732529868408,1616.4181228902546,1562.9458643087778,1463.6551904914495,1445.305840369964,1445.8139798575903,1452.76305630572,1466.0726901191213,1465.7352446036766,1494.675408228921,1489.8244949820682,1465.9313565255973,1534.3592570705064,1527.561889693357,1553.7623406379046,1445.0393160677645,1492.1789125550442,1555.8258168256157,1569.054559648163,1538.755032365485,1539.8022304324536,1506.9952396077174,1518.7425787774816,1506.2613977092192,1563.1028124319091,1547.6378351147312,1431.5609926340649,-0.07752990305002772,0.006882905219562696,0.04475915510339031,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,33.19409037657163,39.232765075672184,39.03941783016963,39.2015751924942,40.259901853903386,34.7426645680918,35.936463833799515,34.1237473241292,26.730756976029202,28.36224429843717,23.55201574201858,33.8001435297,26.257604762,32.722250666200004,31.5850544579,26.8989844549,33.085732357299996,28.671231295800002,38.8920533141,38.5487146619,39.053824677099996,39.3794194207,38.4531853616,32.263840760200004,50.33208460040001,54.30682369070902,59.92970272857383,65.16784760733225,58.29143197348364,60.459630300031,71.53786588606596,70.85565310514284,70.16103787682957,77.63327893899358,84.4168031798012,82.86482444613256,-0.021066722392348747,0.05307280709490647,0.0025908498129550107,,
USSR,1919.0440975148695,2027.4788469971977,2120.7860829246124,2172.848114325755,2253.502944126177,2337.3433406347,2431.84718088578,2550.51458131074,2660.495569748621,2762.5307068633265,2895.6221506074326,2990.0113754332483,3098.0360643224185,3195.6732426079143,3258.457732067869,3280.4447421816208,3312.9856020017014,3376.7712012838347,3414.795171052094,3474.6963684356183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,101.4015536667914,100.48462589460836,100.27836390269945,106.96214242027993,109.36926688551722,106.40599145625269,104.8921855180019,99.4093317534985,107.60359210588355,100.39661464968772,97.333044602444,100.08991480048168,98.3420091775829,105.56692935540465,119.3953536803045,121.84583241821491,122.04757147895528,125.11771427814155,113.82042257355045,113.9255569520847,113.05703993232275,106.00295704526663,112.28608941718727,107.7144134545713,106.08381922705759,104.56645950396111,109.57548678546226,108.13388350112875,110.95764229469975,114.15244287985979,108.54145556518937,103.73373019859918,103.37125945619275,109.70345490379883,109.42330037464208,107.14858176248417,-0.023463689097688145,0.0031042403625194392,0.003350105245177806,,
Other CIS,,,,,,,,,,,,,,,,,,,,,82.69177917114783,81.51607714457054,82.44806328587093,84.47642105118933,83.66564557446686,83.89977763866452,66.96630744243468,52.02728568004231,35.69257979686081,25.161857297122033,20.86490196545953,21.67715269405787,21.239875932276007,21.26730905547081,17.393134171245293,15.983546763096205,16.00993075343973,16.281961978961494,16.408225702348986,18.34461345524179,19.49164318704686,20.28496985349254,22.837006038286226,24.419274199235776,23.56694542299021,23.07160764395139,24.61001055152917,26.59719654931817,25.483516450982545,27.407171016251265,28.551698308854185,29.141257659467712,29.42870139981297,33.21093709094171,31.269927032078805,33.0505714747938,0.05405648478572722,0.02868488170412986,0.0010333584545175751,,
Total CIS,1919.0440975148695,2027.4788469971977,2120.7860829246124,2172.848114325755,2253.502944126177,2337.3433406347,2431.84718088578,2550.51458131074,2660.495569748621,2762.5307068633265,2895.6221506074326,2990.0113754332483,3098.0360643224185,3195.6732426079143,3258.457732067869,3280.4447421816208,3312.9856020017014,3376.7712012838347,3414.795171052094,3474.6963684356183,2760.841766400662,2824.840261932001,2885.9252996120535,2926.579487652995,2917.6212996918025,2848.0040982958308,2760.5686674417766,2626.3646482734534,2389.3095831526794,2172.6788529885803,2016.6496655086796,1949.911966618437,1823.1470862268213,1810.1302237427976,1807.7316488218949,1798.4644804777136,1829.7966301774818,1830.2587040316341,1871.2573611598443,1887.4358866186562,1871.8862742129968,1947.5697617806454,1958.9505633360648,1993.6698963159022,1876.1288367427196,1939.3122518412247,2039.0199796219404,2070.368855158406,2035.2533216855952,2046.0191035794094,2017.2041948783508,2020.5882148757782,2022.9862935686338,2127.5454145772856,2109.7585285246932,1981.041920753976,-0.06357565986857316,0.011805438054781847,0.06193921394448836,,
