Thousand barrels daily,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
S. & Cent. America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light distillates,399.48326266960714,442.28645203301204,456.9617197026794,488.46192191145815,520.584761813547,555.1606231605402,594.9165496608146,650.4623533464396,720.241793819882,726.8841866266026,742.832827603891,769.3539669256742,786.8612565917949,835.6671671808842,865.9453240336316,855.391947660081,872.1954879497092,853.4670943528075,829.8063108355833,815.0145394441982,823.0630432881858,852.968041281941,879.3361990994542,880.5181600120125,895.0582965625501,919.9797284872443,950.5620471422618,962.4866113265775,1004.1663219438608,1079.0889086361838,1119.9238632280965,1154.0780605960288,1228.4944034894424,1259.253698497502,1320.7497217333166,1232.9808186670537,1224.2010031472394,1192.3196060671376,1175.0873108102526,1172.3805597603507,1227.6861730176188,1262.9389914213245,1290.6108230736795,1296.7047328138945,1361.5603347974436,1444.9869050084187,1566.0929464878432,1635.1554064754591,1665.1712762762515,1682.431103526535,1655.6057014002704,1669.5835065313981,1696.2371068691468,1592.8102786494887,1556.5049694232996,1308.7331369989615,-0.15918473586122883,0.013471083979628151,0.2481594131344831,,
of which: gasoline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.2815651464197,809.535761922312,781.747916270616,742.0726122054465,722.1637197720668,712.8331802744873,740.0874933367355,752.8249662227418,747.2055917060015,760.9961047817281,780.2186325968335,815.3389765196906,822.4252884280648,851.2293553341958,908.8108521690646,957.9848127806401,999.5339565274369,1040.0051198764359,1075.7776182272755,1116.1875522642817,1031.588038596138,1029.910898494409,1027.5159815177353,1000.793729223153,993.1925598363582,1045.5780044634612,1078.5075557010841,1098.0137387153388,1126.1308083402548,1178.2918993099652,1258.4021321938774,1382.4552456410922,1450.2354889189862,1504.459345870623,1526.054286102167,1488.0717754540885,1515.5809151343665,1525.2999784449735,1442.9673407726948,1377.03320387701,1152.841710374109,-0.16280761630997298,0.01570865239975583,0.21859958626815118,,
of which: naphtha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1103825136612,62.659726027397255,71.7191780821918,87.73369863013697,92.85081967213117,110.22986301369865,112.88054794520549,126.51123287671233,133.31256830601097,134.06219178082193,139.7610958904109,135.22307062257164,140.061322898513,152.9369666096646,170.278056467119,161.93905044745634,154.54410406859165,188.4892836130062,183.47608027022613,204.56216946903456,201.3927800709153,194.29010465283005,164.8036245494021,174.29358158709965,179.1879999239918,182.10816855415746,184.43143572024056,192.59708435834074,170.5739244736393,183.26843548747885,186.58477281454157,183.63770084675048,184.91991755647305,160.7119304056284,156.37681742436797,167.53392594618217,154.0025913970323,170.93712842417312,149.8429378767943,179.47176554628996,155.89142662485241,-0.1313874572396494,-0.0020912141674699347,0.029559826866331882,,
Middle distillates,430.76002812226506,444.6974652264901,464.723299414865,494.10540059992087,533.882937219146,570.7503822799844,609.8657269609025,651.9224483107722,706.628381530148,759.7085247702622,788.7706467434784,830.6734034605854,891.4576156343506,942.204082189632,991.4507702598572,1037.017174010094,1044.3380608486511,1048.893196356987,1019.5548593735136,1026.4755948754562,1023.865385091432,1095.3375769364404,1148.7146929026474,1178.8470176783885,1177.7611097364386,1163.9978178818608,1202.9644603654945,1254.974825410626,1290.6526546346302,1370.0546743066357,1450.7289782932835,1504.8066559630008,1601.5117471386232,1679.4158660456956,1668.7705491350473,1681.6790558739256,1733.3032499095682,1716.7973672051526,1722.3239423296225,1849.1863937990402,1871.3909076752109,1906.5079368144407,2094.0509237485126,2142.0959157888115,2112.5508055236746,2299.1352479682328,2403.718020227804,2515.6040657441363,2628.2708463479717,2639.015819974412,2614.9740174802946,2542.405172268071,2534.9795575780645,2563.1110936616333,2572.097198250074,2294.197312012083,-0.10804408419209832,0.019877525111893446,0.4350211991033882,,
of which: diesel/gasoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.0193834570828,835.5762135511102,848.6188244883546,825.2577254641736,838.4125980703529,830.4193110089044,884.043722267656,930.5359354254612,964.2836034189211,972.5988610250256,960.9730337177601,1006.433333078962,1053.5013503360321,1082.6808749451282,1156.7053180775763,1218.4979933702941,1260.096533222093,1353.4988382348372,1425.6881889204271,1420.4160793176827,1430.8962740104416,1486.007475898653,1492.5563605884688,1507.8652891250006,1631.2174184776572,1643.3078779301586,1676.8568536405783,1849.5877139967788,1894.456178585113,1865.105874462104,2028.7203569136439,2120.013815140234,2218.555517108283,2325.556307845686,2317.4626346545947,2288.930884918771,2212.601427078232,2203.734523566098,2217.3697591004156,2219.7427839436405,2104.0434245014926,-0.05212286769397401,0.017559741427831232,0.3989645915370238,,
of which: jet/kerosene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.99779055301116,208.76184729754144,200.27437186863273,194.29713390934012,188.0629968051032,193.4460740825281,211.29385466878512,218.17875747718634,214.56341425946752,205.16224871141296,203.0247841641005,196.53112728653315,201.47347507459392,207.97177968950163,213.34935622905962,232.2309849229889,244.71012274090762,248.01290890378658,253.727677125268,248.354469817365,250.78278186348382,247.2957740109147,224.24100661668376,214.45865320462164,217.9689753213833,228.0830297450529,229.651083173862,244.46320975173413,247.6397372036983,247.44493106156986,270.4148910545898,283.70420508757115,297.04854863585314,302.7145385022864,321.55318531981703,326.04313256152363,329.803745189839,331.2450340119681,345.7413345612182,352.35441430643436,190.15388751059078,-0.4603334603175472,0.035977004475823415,0.036056607566364515,,
Fuel oil,581.8851792531653,609.5278960828605,622.2322136811948,661.2783481374186,665.4136624923375,721.5655347355141,754.0301955684483,794.7325111564911,876.4658983942617,885.8169056854241,835.8584853190672,864.3418477222956,884.0795130127167,898.7875895883114,948.6324520370094,942.5978686737866,887.4708538225284,809.0636485505025,753.2797876019675,735.2169393874827,676.741399593088,693.9230651678016,708.597002280175,720.9152569898679,717.9177838587785,676.6795024902241,658.5101115768234,648.9168128396166,663.0605836221777,693.8021945881502,696.540685434503,715.1114478415211,772.9183569217935,805.4255733190679,683.0920384867991,759.6588205313842,767.8165722007675,757.8841134887344,697.8829867759214,710.347106619576,723.4536462586291,753.2785912514579,758.6036823465025,780.5759713900419,731.995978753246,709.4883248668771,687.6053069956268,697.969200458137,676.8729334508417,688.6518336906009,684.2013011560982,624.1473500973829,560.5771821582379,524.9596141902841,518.356646073731,476.7495461931824,-0.08026732211441612,-0.033922433023164555,0.0904003148164538,,
Others,277.8938262474523,288.7495523256371,299.83141079505356,321.4561521382584,337.1890710739871,319.0534948834624,331.25567064830653,375.0393381530589,406.95012362628023,421.61581271026876,430.88431373182027,454.2093099277062,485.32548834721194,496.46084438977516,511.52248148286253,542.7617076963951,555.7346260628767,551.8536678154401,548.0021516932408,570.3645516204575,615.0988256732157,660.797470935311,664.4398818571128,693.4392445844427,696.1253419061472,710.5404718359398,703.4739275274948,869.9213643577809,848.3885940723858,922.9438604085221,940.1722240245183,904.3436923881665,960.3670477529047,1006.4383905871478,1166.7249494014332,1136.963180857867,1139.925761113637,1197.6030387289372,1180.9240037293532,1193.7629155269258,1244.073242933305,1254.0745700334658,1318.1025430968425,1365.7146282267026,1323.947465280944,1355.2252146803821,1407.3460031736095,1411.6617468896861,1520.272422690789,1468.0533342673075,1421.731938661345,1314.5337826182226,1344.0315481576934,1319.2749473229778,1241.752117894698,1194.0798048712595,-0.03839116707468426,-0.0063889430912204,0.22641907294567493,,
of which: ethane and LPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.03003759587213,196.48744116747443,211.93097286234254,220.3751171245238,234.67899995473766,249.59787187811247,289.7239979145136,316.8090585114057,335.87356734105344,334.25883807542414,355.899431617507,363.2290309164577,386.0016970018769,408.3770926928568,422.9391439837932,444.53787057053376,460.0742271754614,478.6396106477686,499.2208479365351,518.1182663531923,529.8944724127895,545.5807458118156,554.3309393059401,510.61355638755856,524.4332917139186,566.2043831200081,595.0199244248834,630.502106924225,647.6345000770217,645.2154228437386,639.7212718925254,675.1664556734187,712.3679102666001,714.8280796876995,706.583456537018,695.0549729544216,711.0013834370236,716.3823606937461,714.817016162467,674.2264029709935,667.2082279900034,-0.010409225966328761,0.004407857553181405,0.12651471687816598,,
