Thousand barrels daily,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Total S. & Cent. America,1690.02229629249,1785.2613656679996,1843.7486435937926,1965.301822787056,2057.0704325990173,2166.530035059501,2290.068142838472,2472.156650966762,2710.286197370572,2794.0254297925576,2798.3462733982574,2918.5785280362616,3047.723873586074,3173.119683348603,3317.5510278133606,3377.768698040357,3359.7390286837654,3263.277607075737,3150.643109504305,3147.0716253275946,3138.7686536459214,3303.0261543214942,3401.0877761393895,3473.7196792647114,3486.8625320639144,3471.1975206952684,3515.5105466120744,3736.299613934601,3806.2681542730543,4065.889637939492,4207.365750980402,4278.339856788717,4563.291555302764,4750.533528449413,4839.337258756596,4811.28187593023,4865.246586371212,4864.604125489962,4776.218243645149,4925.676975705893,5066.6039698847635,5176.800089520689,5461.367972265536,5585.091248219451,5530.054584355308,5808.83569252391,6064.762276884884,6260.390419567419,6490.587478765854,6478.152091458856,6376.512958698008,6150.669811515074,6135.825394763143,6000.155933824384,5888.710931641803,5273.759800075486,-0.10442881960158723,0.006303728444854162,1,,
of which: Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light distillates,102.04739726027397,114.42520547945205,115.07780821917808,140.77281420765027,152.58095890410956,164.82698630136986,179.92958904109588,215.03647540983602,259.18479452054794,270.9031506849315,276.03616438356164,281.854781420765,267.29301369863015,283.45287671232876,281.61150684931505,238.91926229508198,238.33561643835617,240.33232876712333,226.99178082191779,214.79562841530054,229.74041095890414,248.82561643835618,245.02547945205484,247.8770491803279,263.86,282.64054794520547,292.1913698630137,283.7274590163935,316.13424657534244,355.60136986301364,387.70602739726024,420.3833333333333,479.99,492.34561643835616,592.6158904109589,482.8411202185792,475.3687001172359,434.12896581388173,440.4178319523763,456.77134945529417,470.9509625355306,493.8235098317994,496.56427800716824,481.76116905996355,497.41373847469913,566.4070717957294,636.3782390301972,682.8384230802194,695.3309908842655,716.8295901970265,676.7114221982636,685.6043961853602,719.0572415119041,625.1086406926582,652.0981769142032,598.3538646840165,-0.08241751646126427,0.027447219012914026,0.257629990335895,,
of which: gasoline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7301912568306,186.8191780821918,177.80575342465755,148.6945205479452,133.227868852459,130.36123287671234,146.94205479452054,129.04794520547946,124.972131147541,141.47753424657532,161.16712328767125,174.45246575342466,162.49275956284154,182.50054794520545,204.46821917808217,238.23424657534247,278.95,304.44397260273973,321.7080821917808,401.817808219178,296.0042349726776,296.53465753424655,286.7954794520548,281.0871232876712,293.9344262295082,305.2022961214448,327.5662748996475,319.070261820514,325.52515017422576,329.47063688338693,393.33518474984834,468.21101308025476,514.2486610610788,548.6274385561154,574.689306371131,521.5797815240908,540.6689694506988,556.2694685880538,483.2860377634266,480.84522667873966,449.4162233261705,-0.06536199510527196,0.03852955250813439,0.193502714875017,,
of which: naphtha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.18907103825137,51.51643835616438,62.526575342465776,78.2972602739726,81.56775956284154,99.3791780821918,101.88356164383563,115.97753424657535,122.90491803278691,122.38246575342467,121.47342465753422,117.73890410958904,121.23469945355191,133.63369863013702,151.13315068493148,149.47178082191778,141.43333333333334,175.54602739726027,170.63753424657534,190.79808219178082,186.8368852459016,178.83404258298938,147.33348636182694,159.33070866470507,162.836923225786,165.74866641408585,166.2572349321519,177.49401618665428,156.23601888573785,167.9431015913122,173.071887045881,168.16722594994246,168.5897620191406,146.70355232815007,142.14028382589552,155.13164067417276,144.93542673466135,162.7877729238503,141.82260292923166,171.25295023546363,148.93764135784593,-0.13030612813931286,0.001953552062557984,0.064127275460878,,
Middle distillates,64.52635616438357,70.74131506849315,75.49709589041096,85.85775956284152,111.89841095890411,136.7950684931507,151.57567123287672,175.78437158469947,210.43068493150685,238.2546849315069,255.21298630136988,283.1139344262295,306.3864109589041,332.8197808219178,358.9213698630137,378.35377049180335,378.89539726027397,399.24591780821925,385.95846575342466,394.91797814207655,413.27550684931504,447.6000000000001,471.12164383561645,488.54360655737713,493.58942465753427,470.1303561643836,489.15408219178073,510.92677595628413,523.850904109589,542.2931506849314,580.7710684931508,605.23956284153,640.0523287671233,685.719506849315,681.3120000000001,683.9058469945355,714.2042739726029,732.0322191780822,715.7946849315069,757.2384153005465,751.8305560094019,748.8037493322093,795.3597545231089,840.8206835532495,830.2328231003913,956.4732542585666,1020.7336133366855,1086.1770640691932,1134.0053761724675,1163.3414583905046,1112.7230066264317,1049.1492824909371,1059.3050936510476,1082.1745034878404,1107.7534379279396,1048.6877547386505,-0.05332024362729293,0.029258164630536543,0.45152782001561115,,
of which: diesel/gasoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.8273224043716,328.8735890410959,348.1878356164384,336.86498630136987,351.5779781420765,368.95320547945204,399.28372602739734,422.09293150684937,440.83300546448095,444.06416438356166,424.36158904109595,441.5502465753424,455.50841530054646,467.5682739726027,484.34816438356165,514.147287671233,534.4702732240437,564.0373150684932,604.954904109589,600.0292602739727,608.3568852459017,642.3775342465755,658.5647123287671,642.888493150685,682.1415846994536,674.4917323973503,671.4071402791334,710.1079149770874,749.941092450982,736.4075954183176,848.5047617738993,900.6304526389889,960.6631422741143,1009.3422146441109,1034.4863448413673,985.8782049068647,932.7921659749026,943.8557553065464,958.626867483911,987.3873803735082,987.6731019124285,0.0002893712686626859,0.029762165350709413,0.4252570706384534,,
of which: jet/kerosene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5264480874317,50.021808219178084,51.05808219178083,49.0934794520548,43.34,44.32230136986301,48.316273972602744,49.028712328767114,47.71060109289618,49.5252602739726,45.768767123287674,47.60383561643835,55.4183606557377,56.282630136986306,57.944986301369866,66.6237808219178,70.76928961748634,76.01501369863014,80.76460273972602,81.2827397260274,75.54896174863389,71.8267397260274,73.46750684931507,72.90619178082193,75.09683060109289,77.33882361205151,77.39660905307606,85.25183954602159,90.87959110226755,93.8252276820738,107.96849248466734,120.10316069769664,125.5139217950789,124.66316152835665,128.8551135491372,126.84480171956693,116.35711651603464,115.44933834450116,123.54763600392937,120.36605755443135,61.014652826222054,-0.4930908757343796,0.025223236663932225,0.02627074937715778,,
Fuel oil,99.40794520547946,105.00986301369862,109.42876712328767,133.80109289617488,129.88794520547947,147.80712328767126,167.10068493150683,186.42281420765028,239.80383561643833,255.93109589041092,257.5142465753425,278.8448087431694,284.2538356164383,307.28780821917803,317.36082191780815,307.88825136612024,267.88301369863007,243.09191780821914,225.65986301369864,221.5386612021858,201.19931506849315,226.09479452054796,227.67794520547946,225.7719945355191,230.72246575342461,213.968904109589,209.9849315068493,188.0536885245902,201.33849315068488,211.70726027397262,217.0520547945206,237.77800546448088,260.5587671232876,261.56780821917806,187.78602739726028,244.058606557377,212.6293150684931,189.50835616438357,158.73260273972602,146.7960382513661,155.2635474029822,153.36798800072603,168.654090529859,184.75349307006346,179.09543116229838,152.34238591878238,126.24255018679852,125.50476979392636,139.22620154491034,161.19933657992354,149.00273871798674,112.29084309608473,110.16956781196423,90.06043973133869,90.98769569384783,94.42612749755327,0.03779007455332151,-0.06547738414183446,0.040656547488829936,,
Others,39.6921095890411,44.42619178082192,44.53649315068493,52.000710382513674,62.19758904109589,63.29550684931507,65.88175342465753,71.65016393442623,88.04191780821918,94.56323287671233,99.54882191780821,114.07234972677593,123.61835616438354,144.47397260273974,165.38668493150686,154.6660655737705,155.75676712328763,183.90849315068493,179.00194520547944,200.05530054644805,208.04509589041095,245.12972602739734,263.50197260273967,261.7456557377049,247.97945205479454,262.24298630136985,250.81931506849315,345.89983606557377,347.5147671232877,374.867698630137,367.051095890411,372.0465300546448,382.9048767123287,398.6779726027398,427.73873972602746,432.3543442622951,483.6879452054796,489.2046849315068,479.257808219178,492.80811475409837,516.1913319037477,543.186631303028,554.8721087349658,588.8525267253209,570.927767629727,596.1908684456429,648.3754756056535,614.8660406836108,686.9025224986773,683.1759530476747,619.4508649781999,586.3316905662007,592.0017961013849,594.5355200599045,587.5680552087526,581.0641287511238,-0.01106923087457179,0.002877068623972301,0.2501856421596639,,
of which: ethane and LPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.27349726775957,91.1323287671233,107.15835616438356,112.06095890410958,119.23797814207649,122.09561643835616,144.29630136986302,159.21205479452053,163.96571038251366,165.73013698630137,177.9927397260274,174.1664383561644,177.8577868852459,191.0980821917808,199.24849315068494,206.80301369863014,207.25382513661202,218.1509589041096,229.06945205479457,238.3791780821918,243.94685792349725,243.86616438356168,236.75520547945206,221.94273972602738,228.87909836065575,230.32258232011606,249.86181806586166,254.88046500825993,268.3177136765379,256.6112067402008,267.05197780442904,289.5529175499531,300.0421647283232,316.2204704212401,307.1499359657839,296.175346167762,298.9306007400505,305.27514640405127,304.1569972405333,305.2231352083114,301.8811045076412,-0.010949467177149952,0.01749944967816841,0.12997931596541829,,
Total Brazil,305.67380821917806,334.6025753424657,344.5401643835616,412.43237704918033,456.56490410958907,512.7246849315069,564.487698630137,648.893825136612,797.4612328767123,859.6521643835615,888.3122191780824,957.8858743169396,981.5516164383561,1068.0344383561644,1123.2803835616437,1079.827349726776,1040.8707945205479,1066.5786575342468,1017.6120547945204,1031.307568306011,1052.2603287671232,1167.6501369863015,1207.3270410958903,1223.9383060109292,1236.1513424657535,1228.982794520548,1242.1496986301368,1328.6077595628415,1388.8384109589042,1484.4694794520547,1552.5802465753427,1635.447431693989,1763.5059726027398,1838.310904109589,1889.4526575342468,1843.159918032787,1885.8902343638115,1844.8742260878541,1794.2029278427872,1853.6139177613052,1894.2363978516623,1939.1818784677628,2015.450231795102,2096.1878724085973,2077.669760367116,2271.4135804187213,2431.7298781593345,2509.3862976269497,2655.4650911003205,2724.5463382151293,2557.888032520882,2433.3762123385827,2480.5336990763008,2391.8791039717416,2438.4073657447434,2322.531875671344,-0.047520972787911675,0.016138658661595473,1,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light distillates,1598.7093550057211,1820.166602691043,2089.9080638793203,2241.160247082993,2449.779035801595,2615.2529709644273,2851.3844447478236,3087.3079372240336,3299.545835144795,3218.1625476640543,3210.6872940824314,3394.7798525226276,3371.628983377859,3815.422938434762,3868.299604736945,3677.1291062178993,3534.164213877601,3583.5144415956743,3661.374595387455,3694.961994205078,3955.9926691455867,4143.897068355113,4226.694002186443,4380.410688143612,4458.674207388386,4660.008931074864,4547.241315246597,4498.316863486708,4382.771648449497,4433.266598845293,4526.096462863616,4519.743997983683,4601.249513226706,4605.997590359619,4545.410896170176,4445.219812822663,4356.217731658324,4297.734284899358,4183.42055571559,4132.345421178227,4039.971167336988,3897.0058257498636,3846.056685054737,3579.41961801992,3494.822761281634,3419.9887868431965,3196.567068787761,3046.8171093666815,2961.486139411485,2889.0649804414707,2813.7169905825676,2832.045047991055,2860.4610051950126,2844.489436125662,2819.457232102165,2579.515812222874,-0.08510198954158021,-0.021244905593932994,0.20172162056435075,,
of which: gasoline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833.8545073607415,2734.89695049445,2764.494733411017,2769.070080865126,2816.525901929942,3083.271666332709,3187.3228069907286,3263.8407635809626,3350.347788720115,3393.3345595966043,3533.4067962484305,3496.4126729193404,3447.4700650777418,3377.7049688447855,3348.328503766018,3364.980429743033,3380.1773466705695,3424.181763932368,3406.1786958598004,3367.7619358497845,3219.6275811229834,3190.3191112478776,3154.384950063807,3041.8363551350876,2973.122793036428,2865.666281821364,2770.981499238655,2685.3343764333085,2529.8203068094467,2445.312095239914,2301.086366719335,2200.567848053256,2084.0353190371206,2014.5860460912395,1982.5996686354763,1932.2274271187898,1935.3520103363321,1939.2481655785039,2007.5576202567593,2036.9878254682756,1767.609890298209,-0.13224327205202624,-0.01810417429319422,0.1382294808610854,,
of which: naphtha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.2745988571587,799.2672633831506,819.0197081846576,892.304514522329,878.4360922751365,872.7210028128767,956.5742613643836,962.8532386054799,1030.0628994234971,1065.339647791781,1126.6021348264342,1050.8286423272557,1050.8467984089655,1005.0666796047107,1084.9380950792754,1161.1160331205829,1139.566651313113,1177.067749294339,1199.8188944998185,1177.648960320393,1225.5922316996775,1165.8986204104465,1143.3493348355507,1141.5842005805036,1159.2226281418002,1174.3048855156244,1126.0243265112088,1160.7223086214271,1049.5993112104723,1049.5106660417205,1118.9024201238624,995.9992207345058,962.7817903295618,946.9000933202456,906.4653118059945,881.489563463777,896.6930376547225,921.2128396165086,836.9318158689031,782.46940663389,811.9059219246648,0.037620020720564584,-0.028935559445002368,0.06349213970326531,,
Middle distillates,2500.674153858098,2767.04259410962,3023.3302489902526,3424.052366300495,3901.320865508531,4459.913420436853,4749.002105598967,5088.850944697555,5513.602322476522,5001.09190280857,5058.042865337699,5468.87220101524,5579.2695410699425,5854.975102514458,5948.301149084313,5491.696795041712,5180.680166072514,4997.224597162605,5004.768888831919,5043.700529298626,5748.254734204254,5965.585613198795,6020.149607559943,6017.213582344026,5951.488040062853,6080.454615928023,6173.638084556479,6061.348873878733,6086.48461117503,6063.842198383368,6222.442378248741,6531.6053912973775,6610.726392301141,6782.261513159793,6844.658508527909,6863.79271106995,7151.757534691507,7098.7283428146775,7310.568533527084,7485.12376163322,7664.754620770496,7842.380712281506,7717.296355767527,7860.840820164098,7538.288819118615,7629.858466360793,7509.667927357182,7363.349777247663,7447.184576110411,7383.840587852108,7742.990773503868,7887.001741894311,8116.172358328181,8139.488021403822,8190.898430227185,6814.256483898071,-0.16806971274956117,0.008337402263501659,0.5328840607836861,,
of which: diesel/gasoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4924.828519959745,4639.658645086214,4464.601990368085,4480.11477551685,4499.061755746715,5120.758763575192,5310.260627134441,5327.719962309645,5276.911491902223,5175.605412657625,5265.258387604426,5380.641801420603,5234.26278619636,5247.193651919629,5205.675145809274,5326.718720344925,5586.332866225566,5619.887404017627,5732.816465907877,5734.444314747437,5718.170840239724,6016.713712232673,5994.6168179281585,6178.944610320988,6281.980795417961,6400.746528512424,6539.675462951931,6381.1711424953755,6531.06918915894,6284.626385829312,6380.541964527157,6256.3003066201545,6137.179482170299,6200.066313088276,6105.393058881499,6396.121804746597,6496.402970410435,6641.705182222794,6597.44686701085,6620.120230502975,6077.105624273604,-0.08202488585137291,0.005214260845046059,0.4752378679209599,,
of which: jet/kerosene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.8682750819672,541.0215209863013,532.6226067945207,524.6541133150685,544.6387735519128,627.4959706290622,655.3249860643551,692.4296452503002,740.3020904418039,775.8826274052283,815.1962283235945,792.9962831358765,827.0860876823738,839.2909592553998,858.1670525740926,895.7236579038158,945.2725250718114,990.8389882835118,1049.445047251914,1110.214193780472,1145.6218708302276,1135.0438224588347,1104.1115248865203,1131.6239232060962,1203.1429662152575,1264.0080922580703,1302.7052493295753,1336.125213272153,1329.7716310051587,1253.6624332893023,1249.3165018336363,1253.3676207370297,1226.1702950773654,1247.1182630221356,1278.4475289706074,1346.868968757272,1390.5987714838736,1474.4671761053885,1542.0411543929722,1570.7781997242107,737.1508596244661,-0.5307097719118515,0.022806372759822002,0.05764619286272616,,
Fuel oil,2953.9816176694303,3158.2426478040843,3349.9726277164973,3611.490494010304,4014.8365915948634,4470.078584502946,4599.405020676811,4862.639292873759,5162.201532625862,4908.798643314484,4497.036679464285,4757.5102000229035,4516.088028063521,4672.0240380035975,4798.736785427439,4354.703698008546,3880.0651181196376,3447.5225087865438,3016.610165984568,2966.614402016795,3406.677193129408,3408.354336939347,3282.9816473625756,3147.9299529447717,3113.7814692883,3156.6343525020893,3033.33062054617,2739.7062390228725,2576.8270359961944,2441.7206972051413,2437.7760118813494,2305.8374114103963,2215.0385773639155,2308.053215236856,2135.315218674806,1901.882404041959,1927.04318113597,1925.9407132853235,1884.2732003767576,1812.9317369830458,1825.8351440300135,1791.6896817479724,1676.5375364261197,1614.9067693587697,1463.7990840597604,1325.2804635984487,1276.7956887509022,1157.769082399921,1032.5330069168972,959.4220650570704,913.7104836030442,953.381017527929,967.1396349376387,978.8148708715365,940.6764030872247,660.8307662319951,-0.29749405421120234,-0.04325571239577841,0.051677858476946614,,
Others,1165.7028074708976,1292.008414097159,1362.4752910936088,1498.7271551115516,1664.6293713560412,1777.9096108519461,1800.1010800000001,1913.3055431693988,2100.378910958904,2005.9442317808218,1888.5347117808221,1987.4363210382512,2081.1801534246574,2180.2651672045213,2295.032289398767,2245.0523715253553,2176.8172124524654,2083.8481934591787,2168.1085198338355,2209.6117275062848,2482.845297140399,2580.6634506638916,2684.5899958635346,2744.7596314163925,2723.838469275532,2703.1348154330553,2704.694220624702,2736.4935086085934,2656.911989593084,2730.7304479890736,2811.8112602087185,2765.706911327173,2896.600863358355,2939.850906439714,2902.0955317602998,2974.450887163096,3005.7255411304045,3073.209055716462,3097.796501363213,3158.6376618402155,3211.8135401838254,3234.3872527471162,3232.123601641776,3186.9522476174857,3008.0742396391956,2968.718621759566,2931.0279024901943,2825.164603420852,2781.3148665014364,2747.3462875539385,2848.8518053664748,2946.6023371038627,2985.397091311054,2945.3147289398826,2875.21217788848,2732.8998587828182,-0.0494962842047274,-0.004507173467956482,0.21371646017501658,,
of which: ethane and LPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.7177760062295,607.023583959315,599.1558171852055,606.0463803817808,669.238201495355,788.5376139136243,802.88508052286,861.2760231511123,856.0680454457287,856.4240021007442,875.1258547573264,923.1203720172928,903.5126777395628,862.3248535865755,895.359445150685,939.6177533634249,886.2950864322951,912.0711787354794,929.7070883205741,951.9035890976784,967.903233597462,972.4551568543031,998.4503796880359,997.836441642674,1013.554549626132,1045.7909367337584,994.8232799849847,1022.1960933669673,1041.268154319847,1033.8136926035343,1021.4213100962954,1010.190375547693,1002.5463978461852,1122.981737858473,1146.723930712349,1159.6447471166146,1206.7749672307614,1240.8649944000688,1259.7526706040246,1208.414242681606,1131.091714718397,-0.06398677310490952,0.015727838545623207,0.08845289981118033,,
Total Europe,8219.067934004146,9037.460258701907,9825.68623167968,10775.430262505344,12030.56586426103,13323.154586756173,13999.892651023602,14952.103717964746,16075.728601206081,15133.99732556793,14654.301550665237,15608.598574599022,15548.16670593598,16522.687246157337,16910.36982864746,15768.581970793512,14771.726710522216,14112.109741004002,13850.862170037777,13914.888653026783,15593.769893619648,16098.500469157147,16214.415252972496,16290.313854848802,16247.782186015069,16600.232714938033,16458.90424097395,16035.865484996906,15702.995285213805,15669.559942422875,15998.126113202425,16122.89371201863,16323.615346250117,16636.16322519598,16427.48015513319,16185.34581509767,16440.743988616206,16395.61239671582,16476.058790982643,16589.03858163471,16742.374472321324,16765.46347252646,16472.01417889016,16242.119455160275,15504.984904099207,15343.846338562005,14914.05858738604,14393.100572435118,14222.51858894023,13979.673920904588,14319.270053055952,14619.030144517157,14929.170089771886,14908.107057340903,14826.244243305053,12787.502921135758,-0.13750895295616827,-0.004466267316560635,1,,
of which: European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light distillates,1141.0234084754397,1310.3232904226993,1505.627662409584,1589.309198083372,1759.174416586013,1935.9651429677829,2187.674983473851,2402.1206819508093,2542.42702009,2482.6632338010404,2528.2630978495554,2682.3959353368355,2640.577826514845,3033.4297545443515,3066.306881764342,2930.1775222015067,2794.048342617327,2829.389979486086,2888.2204432504677,2916.8390417733845,2960.9334930463515,3076.1091309687454,3124.9670712003563,3251.2519412595884,3313.6974997712978,3510.4663385946983,3462.4183940912935,3487.3313728685457,3398.7241903895615,3480.9043862557637,3584.0125693283926,3540.409330391233,3581.258279943918,3608.18349937013,3599.516459201969,3543.615878160656,3471.8963041404995,3406.910658549311,3329.038999450212,3284.780373238216,3194.3790641222267,3055.4544631253457,3038.6262758314056,2837.4206244081665,2753.618948414868,2717.7514226364287,2533.5577834728524,2412.154148843024,2354.0225333394383,2314.2797435282864,2248.6000837828633,2266.136459916442,2297.8481926216164,2304.252771730569,2273.752511042793,2118.775112309068,-0.06815930844762375,-0.01896628033120784,0.2167666784133598,,
of which: gasoline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203.8761473880636,2108.945736768422,2127.3826000685513,2120.899490371975,2152.305135290597,2203.002079274571,2258.67569152217,2305.6182161565207,2369.646145661228,2398.180865678147,2519.770505138127,2519.2239983393792,2530.6903121644987,2483.4380587300566,2482.93944186142,2512.6759882626043,2496.130657220197,2499.7398457180716,2514.0155637744206,2514.5688687445895,2397.622535258793,2376.038928481011,2336.971331384993,2267.2653336642284,2205.0661508407184,2091.1670717009342,2014.239326171139,1946.5135200965037,1826.471811338722,1776.8650839307402,1672.5116217412685,1602.4778249910141,1516.08105937414,1470.2881444027537,1465.995996390785,1440.8219391026473,1449.257566248775,1462.8063773157076,1542.5669867505328,1573.2695205992818,1377.2645922680626,-0.1245844566139932,-0.012095718659529076,0.1409045581231696,,
of which: naphtha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.3013748134427,685.1026058489041,702.0073794175343,767.3209528784931,764.533906482787,757.931413771781,817.4334394465756,819.3488550438358,881.6057955983607,915.5166340931507,990.695833456571,943.1943957519136,956.6410607040475,915.2861316595051,997.964944394344,1071.336581065788,1044.2786731710364,1081.518434225846,1094.1679355957094,1084.9475904573792,1145.9933429018633,1095.8573756594874,1069.939327164318,1061.773665785983,1079.7142223974972,1103.2119924212918,1041.2151369542057,1092.1127557349023,1010.9488130694444,976.7538644841275,1045.2398008951602,931.0799584818383,896.073089468884,883.7343889366841,848.2837471375013,807.7781446802153,816.8788936676666,835.0418153059087,761.6857849800357,700.4829904435114,741.5105200410051,0.05857034383021498,-0.03269987125264795,0.07586212029019018,,
Middle distillates,1993.3129262005305,2216.1885724929407,2435.1080081229547,2773.5856101918475,3180.649601040618,3654.947859125207,3887.111876623625,4148.82742286149,4519.364118618988,4083.7540950715834,4146.945124954136,4519.926598129993,4571.30075648912,4819.202549506238,4904.74120200486,4525.665898156467,4271.532276812241,4092.311631902333,4062.14949042096,4088.1286194079157,4366.440909627832,4538.561686238924,4573.377453418047,4580.434536759395,4538.744970558361,4649.4442007398975,4804.753410384076,4778.320964218276,4780.101465801635,4767.171848646012,4896.127539491557,5147.40321357968,5193.273495652889,5367.87184723956,5428.515409151638,5422.440235854054,5679.489235399967,5617.01601924974,5788.674156980075,5896.349819452504,6014.972472407847,6126.558829613066,5968.0969353559,6109.366661447478,5837.911618353459,5911.76710053113,5783.261518622734,5598.439365505659,5627.053679001837,5537.238632397994,5770.352428305074,5871.144428083634,6028.9854315919565,6048.794206666437,6112.924368416557,5136.866088065074,-0.15967125086553513,0.004613825610266131,0.5255401542594993,,
of which: diesel/gasoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158.577045478872,3916.562132702652,3741.4852235735652,3718.5337786401383,3734.366160063653,3985.309309816725,4145.359336806254,4154.761683904746,4119.496047950601,4047.827842639397,4123.46866186691,4289.069122970377,4229.720880033169,4226.4033819434935,4199.281133277399,4307.589014848015,4539.77376818,4554.040776629652,4694.878407001346,4706.195338001303,4683.444687100328,4953.991304468035,4911.694548469976,5061.397263003958,5125.057221095532,5205.549625910379,5281.724016309503,5089.2722639677295,5225.634659382402,5017.467593249122,5086.7681002110385,4947.40474609433,4781.934096997986,4810.187416097848,4712.804525840317,4912.60539939403,4972.968353918142,5068.2079349183,5036.314018088454,5077.047206672407,4673.423303975889,-0.0794997340513327,0.001181146118505838,0.47812646115066765,,
of which: jet/kerosene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.0888526775957,354.970144109589,350.8264083287672,343.6157117808219,353.7624593442623,381.13159981110783,393.20234943267025,418.6157695133011,460.93848880879415,490.917127918964,525.9755388729878,515.6842874136989,548.6000841851062,553.6980838581395,567.8907153686133,588.5385246435421,607.6294453996802,639.2327190232379,672.9934402382154,722.3200711503348,738.9955487537251,725.4979309319308,705.3214707797646,727.2768939761174,771.2925983569718,809.4228464974689,844.8348133035634,878.8246713881717,883.732002065076,820.4440251043378,824.9990003200899,835.8567725284041,816.5052685076722,816.8662629039882,824.434106557674,857.7470289110453,898.1760741654911,960.7774966736567,1012.4801885779831,1035.877161744149,463.4427840891834,-0.552608358206425,0.02358975435537869,0.04741369310883151,,
Fuel oil,2289.63743667726,2450.0607906296914,2592.6486529255567,2833.7392715885117,3164.571301704389,3514.580080853292,3594.409502827495,3821.017410687966,4134.717275790245,3939.7808389035235,3672.375601450587,3952.8279914436675,3704.790032707357,3846.146062332365,3996.3096140986704,3716.885623145158,3328.3861053525147,2891.543344485174,2531.8752697379923,2228.3828043665217,2340.078899706002,2393.2720605972363,2294.827383031948,2168.1331773870047,2155.0311173660266,2159.439120019007,2069.0333237014693,2000.5762539645127,1960.9022755333638,1912.553331505194,1918.6324009580972,1894.5615875873739,1841.4655624340141,1956.1892461098428,1838.6477250645005,1626.2941746296212,1641.5830917830954,1647.8889602850857,1606.7737178032169,1542.0788476896246,1552.2741175932877,1528.4037956725858,1434.1348349200598,1379.306787326303,1232.3792541627572,1148.2837956824396,1106.3159110017195,1003.2901192780367,885.0640713913035,820.257800393229,783.6927243051923,821.6483103019285,825.1450395207585,852.3579354122631,824.395532668136,568.4827063791216,-0.31042480963083185,-0.03940764685138409,0.05816006959933749,,
Others,909.158794520548,1016.3077808219177,1072.5843287671232,1190.6914754098361,1348.277890410959,1459.6120824657535,1481.8722032876713,1568.8813901639342,1704.5303356164384,1636.034341369863,1553.6054789041093,1636.9551188524586,1727.091416438356,1750.765311697671,1875.1269065494519,1829.929011252131,1782.3444207264386,1673.9044592126027,1726.0554720530138,1754.7264473423497,1776.68575567782,1823.038833297449,1894.816649486529,1926.3940613280583,1943.0428984563703,1934.0371621895863,1933.014206100291,2035.8836512064643,1988.357109045511,2039.5863229130136,2083.604176049317,2106.225925487269,2231.4926043461746,2270.492222455747,2258.6963598593147,2316.6614987772623,2320.343410689776,2356.6857655038198,2350.1784322542762,2399.4444939691984,2418.749546190351,2463.6704071423424,2490.0384617112254,2434.659938484681,2258.3823976660983,2220.145946837717,2208.7099569693646,2139.9120391024667,2088.1523397449773,2075.9486112749382,2108.198343608857,2131.506202937369,2165.757755855005,2142.694880801253,2086.8296132800715,1950.3263354038957,-0.06541179836029853,-0.00786915688523282,0.19953309772780334,,
of which: ethane and LPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7997115253551,487.0862396305479,465.76211921260284,455.69991671054805,496.2077219325136,523.136211242757,510.09370454736575,540.612544186711,529.3586092644438,536.365735570489,555.5737655621651,584.0782431579877,601.562584843388,580.9214322167124,588.3426495342467,595.9834574730138,603.3236164869398,618.0741672286301,630.2004066806848,645.9881277568492,631.2585875777597,639.7942104591781,651.8197691826026,636.4199184282193,644.6611533658469,655.305201478369,635.1619984686108,675.8108916393086,673.2609081371841,663.6831982250984,666.7074069129004,661.5346799124773,677.279716823259,786.2152522462361,796.3216582202767,781.0823811174783,797.9530415493822,821.6110702849755,837.571084269396,799.3874207452054,720.3537200119353,-0.09886783139468636,0.01877821263823809,0.07369762003647559,,
