Million tonnes,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Ireland,2.4240000000000004,2.704,3.0229999999999997,3.3640000000000003,3.651,4.101,4.525,4.984,5.401,5.352,5.232,5.305,5.6579999999999995,6.041,6.3500000000000005,5.716000000000001,5.062999999999999,4.414,4.007999999999999,3.9419999999999993,3.93,4.869,4.26,3.845,3.9560000000000004,4.409185965538025,4.849455402374267,5.073248218536377,5.140413330078125,5.611413635253907,5.712034763336182,6.009199691772461,6.580013359069825,7.362035160064697,8.344034702301025,8.281764774322511,8.9677448387146,8.787076038360595,8.54532401275635,8.854014152526855,9.310266679876484,9.274737323999403,9.390532735824586,8.960843852758408,7.948246368765833,7.524972577571869,6.9325179715576155,6.591663614990234,6.609020707687378,6.533690636108398,6.869232160057068,7.184053691543579,7.131675696830749,7.419000801757813,7.333509407407408,6.180932831183889,-0.1594685853491905,-0.008017402534455487,0.0015426348620836946,,
Italy,52.29,57.650999999999996,63.71700000000001,70.25900000000001,77.334,87.33300000000001,93.821,98.188,103.557,100.755,94.531,98.81899999999999,96.064,99.77499999999999,103.19500000000001,97.89699999999999,95.65800000000002,90.69300000000001,89.198,84.86099999999999,84.394,86.44999999999999,90.13999999999999,91.69000000000003,93.80599999999998,96.266,96.34199999999998,97.703,94.919,94.58900000000003,97.75999999999999,96.04900000000002,97.10400000000001,96.664,95.778,94.76299999999999,92.874,93.321,92.528,90.50006327501414,87.74494740007894,87.64906864581894,84.74261234127867,79.83223528774336,73.77727097030925,71.7184317063481,69.70840860355581,64.88950114220802,59.092600732421886,56.0110850769603,59.51998393936843,58.777589782414644,59.390493781686374,60.803348270603614,59.088446903026544,49.33299138541247,-0.16738035318130362,-0.021956888011443576,0.012312509202180605,,
Latvia,,,,,,,,,,,,,,,,,,,,,5.741912391497461,4.832219926441245,3.927998340706297,3.521909512144883,3.5204234042651805,3.3164658791863735,3.2153012203387217,2.451,2.192000144958496,2.075999674797058,1.8690002517700197,1.9700007667541506,1.7450002479553222,1.6680003433227537,1.5520007133483886,1.265001413345337,1.469479135513306,1.460608774185181,1.47158012008667,1.5776435432434082,1.671862461090088,1.571582068152726,1.7045645814538002,1.6757812147401274,1.5283336907393241,1.7221061477661133,1.57881857585907,1.5767440447807313,1.5938620195388793,1.602007544517517,1.681204692721367,1.7328113592863084,1.7693221700787545,1.6460084531797008,1.82186,1.6421930447874902,-0.10108011672417128,0.017723215446459717,0.00040985791471144755,,
Lithuania,,,,,,,,,,,,,,,,,,,,,8.676712202913537,7.260280654906064,7.9671564757352185,7.660762979575855,7.859463439670588,7.512432538311317,8.262945669533181,4.342728997289973,3.7904227642276425,3.518249322493225,3.172710027100271,3.295485094850948,3.2630000000000003,3.756,3.085,2.372,2.7399999999999998,2.53,2.42,2.595618465539662,2.773200768833849,2.782301764935104,2.723226844965675,2.9844137444933923,2.569053122544645,2.6399,2.5525999999999995,2.6129,2.5410000000000004,2.4779000000000004,2.7139999999999995,2.9509000000000003,3.0676,3.2371,3.227500000000001,3.0237655776506505,-0.06568429959197375,0.023079344689169945,0.000754670261310555,,
Luxembourg,0.8310000000000001,0.9470000000000001,1.0470000000000002,1.1549999999999998,1.2779999999999996,1.355,1.412,1.4789999999999999,1.643,1.479,1.312,1.421,1.396,1.403,1.2930000000000004,1.075,1.031,1.0199999999999998,0.97,0.9710000000000001,1.032,1.1260000000000001,1.28,1.3149999999999997,1.445,1.5830002746582033,1.8429991455078123,1.89499934387207,1.8899999237060545,1.884999771118164,1.7649997100830077,1.8270004348754882,1.9050005798339844,1.9799999389648433,2.116000122070312,2.2762900409698488,2.4174181675463915,2.4634184161424635,2.6464171453714367,3.0044096252322205,3.081885790526867,2.9322819939106703,2.852927622765302,2.8768355236202474,2.6930783110558987,2.8220258591771126,2.8829000480175013,2.7826482018828393,2.7369714237302545,2.6378604523539546,2.591385496139527,2.588106687217951,2.7075720129311085,2.866308888027192,2.898253,2.2791135217709706,-0.2157736278903486,0.007369345837298535,0.0005688202847945889,,
Netherlands,25.285999999999998,27.384,27.999000000000002,30.110999999999997,32.899,36.510000000000005,35.988,40.059999999999995,41.29,35.387,34.828,39.18,37.596,38.36452044616374,41.50962382734905,38.792766135128275,36.22047684583587,31.50550784498237,29.736999395212656,29.352357727492155,29.59013029147705,32.800293126788354,33.004270759112075,35.09636628797555,34.61785061915232,35.86988172666189,34.594493189005284,36.15607935891387,35.7913780813695,35.54005454475497,37.43181750576393,37.46749244552674,38.97155743361431,39.42558682045527,40.1651063030609,40.80236989634357,42.79382339555946,42.87340823309289,42.85386397440107,44.84739194141209,47.65787600939797,47.55363670032377,48.730817291365604,46.342708490970026,44.182000579954675,44.93800008392335,45.65100064086914,43.273999023437504,41.02292524414062,39.143181420166016,38.31169682473257,39.59874408473059,38.01721380134525,38.896979383162765,38.12959079533188,35.21706453371391,-0.07890847204642326,-0.014624688763709037,0.008789461554390096,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,1.0786588020324708,0.9616256141662598,1.041539354324341,1.1164301834106447,0.865576350927353,0.8100840110778809,1.2338144536018374,1.0323331384658814,0.9344091110229493,0.9336579494476319,0.9619404964447023,0.7952498331069946,0.8961337337493895,0.8648936824798583,0.8832965755462647,0.9116458377838136,0.9599983615875245,1.0404073638916016,0.9380808696746826,0.9688665790557861,0.9351012802124025,0.9727652931213379,0.9419442405700683,0.9173962139785289,0.9109820786453784,0.9729989929199218,1.080778322905302,1.022164602750063,0.9789930000000001,1.0705599999999997,0.9881992203744675,-0.07945447008613049,0.010031000749662677,0.0002466343850789903,,
Norway,5.105,5.761,5.956,6.63,7.291,8.198,8.092,8.476,8.609,7.841,8.1,8.957000000000003,8.82,9.849999999999998,9.786,9.391000000000002,8.727,8.374000000000002,8.272,8.564999999999998,8.992,9.698,9.585999999999999,8.976,9.112999999999998,8.745310943603515,8.062997436523439,8.328235900878907,8.779833129882812,8.988137329101562,8.878047912597657,9.545798706054688,9.670705444335937,9.676332930730712,9.589739551107252,8.873528808593752,10.073004566192626,9.727067230224609,10.032392543792724,9.822920534337577,9.81461183012132,10.045676967528317,9.975594646252048,9.89056880607303,9.963614031762555,10.154681987320465,9.986324278601504,9.776978844223319,10.114762744421446,9.595157356142414,9.690369967300098,9.25730807595535,9.167351117220347,9.52763190012508,9.096090029327435,8.666223702629097,-0.049861482469260254,-0.009068154649605087,0.0021629128112901743,,
Poland,5.409,5.620000000000001,6.089,7.620000000000001,8.387,8.864,9.422999999999998,10.578,11.742,12.390000000000002,13.491,14.902,15.940999999999999,17.058,17.39,17.126,16.052,15.165000000000001,15.663000000000002,16.075999999999997,16.351,16.878999999999998,17.080000000000002,17.503999999999998,17.345,15.842999999999998,14.93,13.597,14.039,14.808,14.935,17.470466599176255,18.18565540475603,20.80634910213597,21.76219751753365,19.961485024921014,19.484435533382296,19.85729919771752,20.16412907259804,21.532720468770457,22.32013642957352,24.085782768211992,24.908695363960895,25.615723006178193,25.359534267388025,26.78528852459018,26.656288524590167,25.65868657534247,23.79428852459017,23.90628852459017,25.015288524590176,27.50468657534247,29.814000000000007,30.583811241215574,31.132618100961533,29.432345718008072,-0.057196880208081,0.020721909997243326,0.0073457136353967615,,
Portugal,2.569,2.63,2.904,3.1130000000000004,3.2600000000000007,4.516277,5.125517,5.573346999999999,6.125928,6.538641999999999,6.845985,7.179770999999999,7.092950999999999,7.3540849999999995,7.874006999999999,8.435103,8.95843,9.357751,9.463428000000002,9.425531000000001,9.089216999999998,9.665854000000001,9.371279000000001,9.770916999999999,12.390276999999998,11.298303234375,11.8395200546875,13.051483145751952,12.299330217041016,12.24128364160156,13.903389447235107,13.209723785644531,14.195977447540281,15.637005758789066,16.21157363430786,15.833489152130127,15.874256538055418,16.337663073394776,15.347807937286374,15.596460730895998,16.165460473205567,14.297541738281252,14.447813034820559,14.01529632672949,12.965703696008303,12.640417010648926,11.851030446756837,10.799509278499663,11.149411200660628,11.320996039693833,11.224777319569334,11.417232464477538,11.390322011978151,11.32411585805355,11.658904391732758,9.568593772966485,-0.18153114962502614,-0.01056751535627276,0.0023881259897897606,,
Romania,7.147,7.447,8.428999999999998,8.866000000000001,9.895000000000001,10.713999999999999,10.876,11.619000000000002,13.065999999999999,12.054000000000002,13.657000000000002,15.234,16.501,18.410000000000004,19.598000000000003,18.570999999999998,16.662000000000003,16.38,14.643999999999998,14.011000000000003,15.031,16.159000000000002,17.77,16.649,17.192000000000004,18.693,15.566,12.66,12.121,11.246000000000002,13.493999999999998,12.977999999999998,13.659,11.968000000000002,9.475999999999999,9.979,10.604000000000001,10.645000000000001,9.425000000000002,10.854000000000001,10.508999999999999,10.311,10.291417260490894,10.263412786489749,9.0063851590106,8.604,8.886000000000001,8.982999999999999,8.205000000000002,8.785,8.951999999999998,9.405999999999999,9.851999999999997,10.082309923560258,10.415708661417321,10.24835855133338,-0.018755429523103606,0.014644325329377983,0.002557781424295512,,
Slovakia,2.298,2.5389999999999997,2.825,3.115999999999999,3.345,4.014,4.418000000000001,4.839,5.444000000000001,5.587,6.164000000000001,6.516,6.813000000000001,7.048000000000002,7.162999999999999,6.668,6.571,5.994,5.867,6.219,6.18,5.9670000000000005,5.868,5.727,5.668,4.966,4.353,3.92,3.2439999999999998,3.348,3.2409999999999997,3.3989999999999996,3.393,3.785,3.431,3.4100000000000006,3.155000019073486,3.5360004568099974,3.3300003045797344,3.1830001522898677,3.8160000448226925,3.3830007328987124,3.5599995841979974,3.849998945236206,3.6230007781982425,3.7949986038208006,3.7429999999999994,3.4790000000000005,3.4840000000000004,3.2350000000000003,3.491,3.609,4.067,4.117,3.9139999999999997,3.685531974730378,-0.060944758498574614,0.007755644636768366,0.0009198336666690911,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,1.6649995422363282,1.6079989318847656,1.5600005950927733,1.8749993438720705,2.029000091552734,2.1979999694824217,2.5390003051757812,2.5369996490478517,2.4410000610351563,2.460001022338867,2.31999951171875,2.4199997634887698,2.349998794555664,2.389999320983886,2.491998809814453,2.5339989204406734,2.6609986095428466,2.618942773818969,3.0368607046051026,2.5726395854949953,2.578359137535095,2.571582802772522,2.5198743238449097,2.3900559720993044,2.367966711997985,2.32703666472435,2.4999899652482713,2.5632232964871036,2.6378766105203626,2.5127600000000005,1.9702902592379172,-0.2180284020285711,-0.0023522987265324202,0.0004917442925426777,,
Spain,14.209,16.801000000000002,20.340000000000003,21.606,24.6,28.066,30.898000000000003,32.54,39.138000000000005,41.080999999999996,42.652,48.346000000000004,45.507999999999996,46.394,49.146,52.152999999999984,50.358,47.76,47.775000000000006,44.778999999999996,42.879999999999995,42.723,44.72700000000001,45.77799999999999,48.104000000000006,46.66500024414062,47.74399975585938,53.91500048828125,51.29300048828126,53.916999999999994,57.59800048828125,59.2025201708,61.62672246814062,66.71354466,68.90998098941124,69.86096988700582,72.83972519222942,73.4295132267578,75.26189116667116,77.22131629366037,77.80800709703811,78.40748660240156,78.90762191531894,76.28885693448737,71.59336153478509,69.6488880489352,66.48965400879037,62.115700712070314,57.98988227550782,57.714156993923,59.83567209378906,61.81814242585938,61.99082386929076,63.16327262914614,63.098984734541006,51.66853616618907,-0.18338836164917816,-0.012550346598823814,0.012895413579106752,,
Sweden,19.44642840380404,22.012218901779345,21.937240567285905,24.826811180490065,26.610252533328662,28.95140781445409,27.2039022489617,27.922886660509036,28.525819190865597,25.633823256320106,25.532809956783588,28.157679429851175,27.300561526444174,33.133801162695775,35.70600976084901,31.499463770010113,28.33196074738578,26.334117843512193,22.788348414535605,21.745261272637524,23.382189746743013,24.91844150658336,21.387687907501224,19.922598817663964,19.174740949195247,19.15215700943064,16.396890902817116,17.276507822836486,17.04608050142094,18.04585156797967,17.090303458719454,18.342569532842365,17.158818175473677,19.427181172133345,18.66991931382316,15.962450320764857,16.214839171014383,16.474108934661633,17.751534647238145,17.029903580554603,17.03139999142209,17.215563683642756,16.751913630832608,15.872279721503892,15.22822516709915,15.205458611998385,14.063831521005685,13.866014752769107,13.64000744340057,13.360311885352665,13.099996085952435,13.531815021134872,13.458030411010593,12.770761199953933,13.647983694794476,12.67312846043719,-0.07396559748142328,-0.010896085765635832,0.0031629545747694013,,
Switzerland,8.037,8.551,9.263,10.28,11.167,12.523,13.281,13.612,14.650000000000002,13.030999999999999,12.511000000000001,12.993000000000002,13.056,13.421,12.874999999999998,12.846,11.865,11.208999999999998,12.261999999999999,11.823999999999998,12.021000000000003,13.177999999999997,12.396,12.430000000000001,11.923,12.757,12.973,13.141,12.312000000000001,12.732000000000001,11.796999999999999,12.215000000000002,12.836,13.003000000000002,12.602,12.209000000000001,13.079,12.396000000000003,12.062000000000001,12.016000000000002,12.239309152,12.551273745449999,11.310123551999999,12.056841973237832,12.249291721337292,11.372227495102251,11.028259828882868,11.235067224011175,11.766838464504284,10.54882,10.670614999999998,10.083240031847133,10.33269594814815,9.964294659259258,10.174312814814815,8.476702526342466,-0.16912893373820503,-0.018389012730498755,0.002115612188289088,,
Turkey,3.564,4.247,4.991999999999999,6.029,6.713000000000001,7.097000000000001,8.429,9.549,11.682999999999998,11.334999999999999,12.481,14.105,15.937999999999999,16.916,15.061000000000002,15.395999999999999,15.156000000000002,16.224999999999998,17.043000000000003,16.968,17.784999999999997,19.213,21.642999999999997,23.064,21.612,22.929,22.349999999999998,23.619,27.083,25.846,28.987000000000005,30.291999999999998,29.829,29.796,29.603,30.953,28.843999999999998,30.865000000000002,30.451999999999998,31.104,30.72,32.037000000000006,32.585,32.112,32.6,31.78600000000001,31.085,33.065000000000005,35.579,36.409,43.78778441877059,46.97881079939183,49.25824562293091,47.51539213646618,47.35549139034498,43.35708711975414,-0.08693535081965587,0.038042834114749624,0.010821045291398474,,
Ukraine,,,,,,,,,,,,,,,,,,,,,64.32769746096415,64.53307445415167,67.0769053130271,61.579222588223814,58.83671339280474,65.17589717441098,62.53704126388898,39.97899999999999,28.739000000000004,24.810000000000002,25.631000000000004,15.879,18.31,16.756000000000004,12.584999999999999,11.82,13.049999999999997,13.200000000000001,13.661999999999999,13.697000000000001,14.051,14.405610000000001,14.85708,14.217438,13.861181000000002,13.009236000000001,12.988702000000002,13.131028,12.158718999999998,10.963802000000001,9.780105295302013,10.193427645332024,10.459848999999998,10.813213000000001,10.90855594126461,10.374058384980458,-0.051596378212805716,-0.023669845708063852,0.002589153540906099,,
United Kingdom,74.981,80.27600000000001,86.151,91.082,97.91799999999999,103.893,104.51400000000001,110.796,113.617,105.53,92.196,91.55700000000002,92.25000000000001,94.30300000000001,94.717,80.918,74.73399999999998,75.62599999999999,72.48899999999999,89.684,77.485,77.45700000000001,75.21000000000002,80.03899999999999,81.82200000000002,82.994,82.64500000000001,83.723,84.156,83.20400000000001,82.23599999999999,84.247,81.69200000000002,81.224,79.86985,78.84509379445592,78.6842510696917,78.20111887871293,78.71311047478503,80.98929454545285,83.80871688780913,83.00605353655138,80.27385827864276,78.59037292424217,74.63697097043753,73.4861954935092,72.27604339377756,70.21889941348068,69.02165287766847,68.8371440155868,70.6894810248302,73.21618365488942,73.07022534591755,72.09395985686332,70.67095062839932,54.72616922742174,-0.22773581380188734,-0.005445257306428752,0.013658536474071743,,
Other Europe,4.121194570022729,4.847088749724686,5.920693335482861,6.880124626992759,7.386572862829157,8.79739469722552,11.144546400000001,11.5878898,12.592233200000003,14.1185766,13.872919999999997,14.7722634,16.1066998,17.641761199999998,18.9328316,17.370845,16.0370605,16.36909,17.4749535,16.427586,22.911501555109343,23.9318510726715,24.038268815940235,25.764712904997136,24.722149088177595,16.865414118869584,13.059168060612064,10.098067970189703,8.88464655284553,8.270953146341464,7.987300788617887,9.191734281842818,10.074339341463416,9.620089813008128,8.740859646509485,9.577364597728998,11.211540868731708,12.008102654639567,13.187139404607047,14.117909921516816,14.681281894557555,15.041162178557556,15.82008797766861,15.829084915557555,15.836333135557554,16.092676230074424,16.105810966620574,15.202069869125188,14.854080424836354,14.79075153055462,15.288184579169785,16.342161681496165,17.17605552328167,17.02143086821841,17.28443349822682,15.66520644006694,-0.09615751472689993,0.008788335953269888,0.003909716257433685,,
Total Europe,422.2786229738267,463.29430765150414,502.4179339027687,552.5159358074828,615.3068253961579,682.0740795116797,715.1319656489617,765.1721234605089,819.9919803908657,771.9140418563202,744.1857149567836,794.793713829851,787.689212326444,824.3271678088595,843.138472188198,785.9031779051383,731.4119280932216,694.9754666884945,675.7627293097482,678.7917360001298,759.6159959698567,783.2037582618107,786.0495376905195,789.3794617827159,786.2362821767941,802.321610653866,795.0603770777099,774.0528679687155,755.9774267021235,752.1878297482402,766.737872238133,774.6687595526714,781.0962740796764,796.9150763902558,784.7515453050394,774.5131515603356,785.6691334144218,783.0763292790225,787.3921916970838,795.1702528952403,800.8476884729204,803.2999050886218,786.8252614608951,778.6228497350021,739.2934230374607,730.1505603040641,710.3949912326117,686.5425243464431,672.9308991599655,659.6314333319015,677.088027628891,693.3270962622564,705.18863354413,703.7396560042749,700.0421396251118,603.0571835664382,-0.14089530858007016,-0.005440582493269508,0.15051078220848513,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,8.25186509876056,8.64939825080365,8.144260304455637,8.344730128840505,8.140393732408638,8.542886006525633,8.240032698043379,8.031482384823846,8.000764227642277,7.301815718157183,6.580227642276422,5.936747967479675,5.64630081300813,5.947373983739838,5.726821138211383,6.330644986449865,3.9969268292682925,3.665,4.271999999999999,4.603,5.376,4.806000000000001,4.524,3.5907,3.3121000000000005,3.2646,3.9869,4.168000000000001,4.5428999999999995,4.446102843601896,4.536865402843602,4.522889573459715,4.557560610636519,4.782622797311672,4.761140081621229,4.1730492865645,-0.1259136590788148,0.03695701005808116,0.0010415080516923943,,
Belarus,,,,,,,,,,,,,,,,,,,,,25.39552103016982,30.003835898946782,29.676480029727273,28.746861872260432,26.91684088450494,24.889064045265766,24.0662238081313,20.503,14.523000000000001,11.806999999999999,10.745000000000001,10.556000000000001,9.203,8.693000000000001,7.975999999999999,7.865000000000001,7.6850000000000005,8.003,8.181,8.164,7.567,8.847999999999999,8.071,7.955,9.241,7.414,8.464,10.426,7.053000000000001,8.070275067750677,6.867180046765394,6.733167300380229,6.70138452405608,7.422078238001315,7.058119528757256,6.4688155346993925,-0.0859971768640706,-0.02658730957999722,0.0016144845175909293,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,20.699585862241324,18.869399454499607,18.249554452910573,18.33539528261505,18.719632360654877,21.54695116488979,21.747963663300354,20.330000000000002,15.729999999999999,12.321398373983738,11.975479674796746,10.184135501355016,10.225008130081301,8.505325203252033,7.013439024390243,7.688,7.7120000000000015,7.916,8.640999999999998,9.110606002472098,9.330835810106244,10.679140313539158,11.535206604967623,11.489015451896757,9.304486519823676,9.596863558289353,12.767375529879729,13.622179668331277,13.844197878899138,14.123148913587398,16.816039285948143,15.802560714530747,17.66653684391872,18.650842351199998,17.486851616256416,17.315355025946584,-0.012512618526028363,0.06512829394073383,0.004321559713061154,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,247.35810011558243,250.38409128151687,252.49677146734774,250.56229654277135,255.2898399896265,251.73382362381287,245.34743336591342,234.997,196.228,172.89033333000003,150.59839757,129.55939708,128.35526517,123.106438202,125.684019101,123.24442147144242,127.08560711291499,122.05935000000001,126.46707210499997,124.686,125.02099999999999,130.39500000000004,129.972,133.632,128.18347999999997,133.285128,142.22422616600002,144.6437970543725,144.35101504169384,151.68539837287025,145.40340099374495,148.4745994225462,147.8223330207935,150.23765414770997,153.8692177760999,146.2851859338106,-0.05188638935093748,0.01843184064640102,0.03650980099466118,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,4.861204929782519,3.538164419634791,3.5336854178986146,3.5303648871516846,3.5258716519466025,4.606347500188786,5.15559748667648,5.008,2.8520000000000003,2.8600000000000003,2.6319999999999997,3.0570000000000004,2.987,3.831,4.187,4.001,3.8040000000000003,4.346,4.958,4.942,4.976999999999999,4.849,5.091,5.224,5.022,5.547,5.767,6.01,6.179,6.463,6.506,6.46,6.468547,6.514679000000001,6.660127853466833,6.320977640635634,-0.053515585794316034,0.02863331455477036,0.0015775871922925234,,
USSR,168.32461802698614,180.25550808327833,196.39385486128197,209.33477069934833,222.581288810831,245.08434823467593,259.892234824483,281.89215103560485,303.06616171640803,333.0613938725869,348.783242112995,358.4498120761919,372.13202841178327,394.78962774610795,401.89260426253395,421.4674391001997,425.29989372120855,422.3370852737863,416.29411985093316,416.46720604601586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,11.608512928525258,11.903425682511122,11.288994387223607,13.923177007836717,13.306284428507732,11.065999999999999,10.628,8.498000000000001,8.986,7.651000000000002,6.669,6.604,7.006,6.747,7.017999999999999,6.992,6.969000000000001,6.947,6.82,6.193999999999999,5.246,5.235,5.0169999999999995,5.043,4.598999999999999,4.292999999999999,3.6570000000000005,3.5369999999999995,3.8180000000000005,3.433,3.462,3.59,3.7574129999999992,4.15133,4.3244443726869175,3.7494518599022917,-0.13533228001954922,-0.0061366161010857345,0.0009357867672672891,,
Other CIS,,,,,,,,,,,,,,,,,,,,,14.770948113607037,14.03211172834644,13.865562999225068,13.882429072517857,13.186108916589166,13.84462482576489,10.298657344491145,8.221514905149052,5.057235772357723,2.3580813008130086,2.2320813008130083,1.9949783197831978,1.9579268292682928,1.9276693766937671,1.5523604336043362,1.4494634146341463,1.5204634146341465,1.549360433604336,1.713,1.8790000000000004,2.0232671690024935,2.2192953790080785,2.668918724997344,2.8507677182467157,3.0071980495399426,2.9577217823796014,3.0657997587914485,3.398670379779707,3.5174857704454165,3.4043102473972766,3.505508918919533,3.823441244810832,3.6390217367322504,4.35854361787735,4.117496357343566,3.5952095676611777,-0.12923138734396022,0.03192258877828902,0.0008972910347108054,,
Total CIS,168.32461802698614,180.25550808327833,196.39385486128197,209.33477069934833,222.581288810831,245.08434823467593,259.892234824483,281.89215103560485,303.06616171640803,333.0613938725869,348.783242112995,358.4498120761919,372.13202841178327,394.78962774610795,401.89260426253395,421.4674391001997,425.29989372120855,422.3370852737863,416.29411985093316,416.46720604601586,332.9457380786689,337.38042671625925,337.25530905878844,337.3252547939936,339.0849719642385,336.22969716644775,325.4839083665561,305.5889972899729,251.37699999999998,217.18962872295398,191.4321861878862,167.8922588686179,165.3805009423577,158.7578067656856,159.15763969720595,157.57052987252644,158.77299735681743,154.48571043360434,161.05207210499992,159.5786060024721,159.54110297910876,167.0314356925473,166.87912532996498,169.7844831701435,162.6692645693636,166.35831334066893,179.9323014546712,185.80564710248348,183.30559869103843,191.62523544520747,187.0969946482216,189.40665825572773,190.61279673613706,196.1177501521003,198.2773975862321,187.90804484922018,-0.054886552012986534,0.019992012145086502,0.04689801827127628,,
Iran,6.911394139909714,7.564124324525052,8.362168224008787,9.225470073450321,10.06702216696832,10.874706880937667,11.900579174915086,13.222147378140216,15.870855835773586,18.430288029184894,21.562830776751937,24.46188165753798,28.3340215577658,28.425532104898643,29.874739136998997,27.63549230066236,27.55680015054034,29.97888338512821,36.46144049242778,39.49066257152614,43.378361866572256,40.06910873941455,41.751403090199425,41.897998654580846,44.90634755322614,46.30366322573148,49.056885865924585,52.70019752776952,57.85661362102693,59.7153837571481,58.73296326237592,61.62982143551382,63.298317838146225,61.343430260278296,62.75422480917425,64.62444187031741,66.60312239344766,67.0606670376358,67.2620942565829,70.52310828266481,75.63846583775131,82.4820043390659,83.23886887935258,85.65805335817484,83.12427866397452,77.36612561133133,78.88887014629661,81.35936724676581,86.738466517305,80.16609553393195,70.44560371366306,69.96734990577056,70.89371675763144,74.12492619410816,80.16239935103351,75.31738845103905,-0.06300704763369147,-0.003621651173889684,0.018797685126019772,,
Iraq,1.3212217709281475,1.4298940093330745,1.5480684617649594,1.6781790591774044,1.8141670924267181,2.4379921229220614,2.6125451856842106,3.2395668435087717,3.135382752,3.1031336870175434,3.084473123368421,3.839281943017544,4.48522779845614,4.21024512187706,5.071171791583543,6.757055922551897,7.254690367930713,7.538599491703254,8.615009376183169,9.399332508966411,11.02122930620901,11.776670521035653,12.18563718821223,13.31110796021773,14.859265268132809,14.80497623627316,11.020810760513813,17.519615599444776,24.58413911889519,28.22261640958883,27.41024123927386,28.55085661385763,34.53323502462963,22.892879024247293,16.378615249542825,21.805483642639174,25.29256630712185,23.771789659674525,22.552873137929513,24.347580377145245,22.863494354668774,23.54122459973371,22.529586723700167,22.256707405852076,25.52751636692314,27.173409957437492,29.99371655783117,31.922346996630083,34.36021060930244,32.89701824204174,33.33503595446287,36.949653348481895,35.03498658062326,34.187341507923875,34.488675445509706,30.22697636522825,-0.1259626932980743,0.03054460771566503,0.007544037249705831,,
Israel,3.8780902662473253,4.044911417293341,4.216176834766476,4.396267944146223,4.584725749727242,4.7799236491833605,4.985,5.208,5.509,5.62,5.795,6.121,6.397000000000001,6.821,7.481,8.010000000000002,8.154,7.887,7.437000000000001,6.917999999999999,6.508,6.748,7.557,8.354,8.571,8.877999999999998,9.110000000000001,9.581999999999999,9.949000000000002,11.008999999999999,12.362,12.385,11.677723724000002,12.418905006000001,13.227713387,13.526686850000003,12.5142707822391,12.355946444323997,12.629319772683973,11.844873718595005,12.185794804654385,11.74421818230155,12.340364211000002,12.011130835035699,10.80133390148696,11.213133700000002,11.843975560000002,13.945218483442025,10.273967023676734,9.736947723787113,10.361436650241085,10.583777037998361,11.644167876679118,11.430781910868456,11.6204208347,9.778647607995309,-0.16079373283456622,0.007336212241162654,0.002440551145940143,,
Kuwait,5.281704155217231,5.1386232194578545,4.999803056071296,4.866261826958782,4.737091154845897,4.612354741923506,4.534,4.888,4.6209999999999996,4.2250000000000005,3.282,3.888000000000001,3.7619999999999996,4.055,4.548,3.889,5.465999999999999,6.167999999999999,6.7780000000000005,7.1259999999999994,6.852999999999999,7.112000000000001,6.9689999999999985,6.666,6.5120000000000005,4.3709999999999996,3.574,4.8580000000000005,4.124,5.113000000000001,5.312,5.145999999999999,5.667000000000001,8.514000000000001,9.804,10.220010000000002,10.488534525862068,12.193115186046512,14.845075651685393,16.854851371021685,18.39902327767759,17.094922859418848,17.244883719054258,18.1914143863765,18.78232650587323,21.0849861032192,20.41161996686757,20.288067577445943,20.609892277598536,21.192803789378907,20.078101569103325,19.365961609662403,20.266396243713775,20.142544875188445,18.98080564672527,17.55730715224639,-0.07752406860041405,0.0010517418141402501,0.004381946032598924,,
Oman,0.442,0.461,0.481,0.503,0.524,0.548,1.3349999999999997,1.5259999999999998,1.3259999999999998,1.214,1.1019999999999999,1.264,1.21,1.151,1.1889999999999998,0.8850000000000001,0.867,1.3189999999999997,0.992,1.646,1.4120000000000001,0.9680000000000001,1.124,1.013,1.349,2.045,3.404,2.992999999999999,2.85,2.485,2.7399999999999998,2.6350000000000002,2.3040000000000003,2.3120000000000003,2.9829999999999997,3.1850000000000005,3.548,4.164216693450512,3.9917472859051837,3.900435388591628,4.343147415916094,4.505588228976999,4.299307780184759,5.8521599880941375,5.561174970723556,6.3475034832967205,6.63677326531722,7.207015597868265,8.36540713736201,8.579305445713315,8.624770722101655,8.853619206289546,10.550414152191507,10.75834115062322,11.108895126850214,9.695881979139365,-0.12958126007048942,0.07164373842754368,0.002419894531810427,,
