"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.NGAS.ZS","Electricity production from natural gas sources (% of total)","Sources of electricity refer to the inputs used to generate electricity. Gas refers to natural gas but excludes natural gas liquids.","IEA Statistics © OECD/IEA 2014 (http://www.iea.org/stats/index.asp), subject to https://www.iea.org/t&c/termsandconditions/",
